"SiteCode","p","J","S","DA","k","quantil_p","kernel_type","kernel_code","dist_0","d","txt.file","U"
"MGuberl5",0.00742437918995731,957,68,957,0.5,"1oT","laplace",2,3.23254091917618,3.40059756613116,"ref284_MG_391.txt",0.0148695
"MGuberl5",0.00742437918995731,957,68,957,0.5,"1oT","laplace",2,3.23254091917618,3.40059756613116,"ref284_MG_391.txt",0.0148695
"MGuberl5",0.00742437918995731,957,68,957,0.5,"1oT","laplace",2,3.23254091917618,3.40059756613116,"ref284_MG_391.txt",0.0140865
"MGuberl5",0.00742437918995731,957,68,957,0.5,"1oT","laplace",2,3.23254091917618,3.40059756613116,"ref284_MG_391.txt",0.0140865
"MGuberl5",0.00742437918995731,957,68,957,0.5,"1oT","laplace",2,3.23254091917618,3.40059756613116,"ref284_MG_391.txt",0.014421
"MGuberl5",0.00742437918995731,957,68,957,0.5,"1oT","laplace",2,3.23254091917618,3.40059756613116,"ref284_MG_391.txt",0.014421
"MGuberl5",0.00742437918995731,957,68,957,0.5,"1oT","laplace",2,3.23254091917618,3.40059756613116,"ref284_MG_391.txt",0.014421
"MGuberl5",0.00742437918995731,957,68,957,0.5,"1oT","laplace",2,3.23254091917618,3.40059756613116,"ref284_MG_391.txt",0.014421
"MGuberl5",0.00742437918995731,957,68,957,0.5,"1oT","laplace",2,3.23254091917618,3.40059756613116,"ref284_MG_391.txt",0.014375
"MGuberl5",0.00742437918995731,957,68,957,0.5,"1oT","laplace",2,3.23254091917618,3.40059756613116,"ref284_MG_391.txt",0.014375
"MGuberl3",0.0180417237953712,975,85,975,0.5,"1oT","laplace",2,3.20256307610174,3.36711050361698,"ref89_MG_102.txt",0.0143771
"MGuberl3",0.0180417237953712,975,85,975,0.5,"1oT","laplace",2,3.20256307610174,3.36711050361698,"ref89_MG_102.txt",0.0143771
"MGuberl3",0.0180417237953712,975,85,975,0.5,"1oT","laplace",2,3.20256307610174,3.36711050361698,"ref89_MG_102.txt",0.0146879
"MGuberl3",0.0180417237953712,975,85,975,0.5,"1oT","laplace",2,3.20256307610174,3.36711050361698,"ref89_MG_102.txt",0.0146879
"MGuberl3",0.0180417237953712,975,85,975,0.5,"1oT","laplace",2,3.20256307610174,3.36711050361698,"ref89_MG_102.txt",0.0146879
"MGuberl3",0.0180417237953712,975,85,975,0.5,"1oT","laplace",2,3.20256307610174,3.36711050361698,"ref89_MG_102.txt",0.0146879
"MGuberl3",0.0180417237953712,975,85,975,0.5,"1oT","laplace",2,3.20256307610174,3.36711050361698,"ref89_MG_102.txt",0.0146879
"MGuberl3",0.0180417237953712,975,85,975,0.5,"1oT","laplace",2,3.20256307610174,3.36711050361698,"ref89_MG_102.txt",0.0146879
"MGuberl3",0.0180417237953712,975,85,975,0.5,"1oT","laplace",2,3.20256307610174,3.36711050361698,"ref89_MG_102.txt",0.0144516
"MGuberl3",0.0180417237953712,975,85,975,0.5,"1oT","laplace",2,3.20256307610174,3.36711050361698,"ref89_MG_102.txt",0.0144516
"SCarar",0.0359928114764424,2034,26,2034,0.5,"1oT","laplace",2,2.21730035079246,2.32283485140126,"ref873_SC_1328.txt",0.000985793
"SCarar",0.0359928114764424,2034,26,2034,0.5,"1oT","laplace",2,2.21730035079246,2.32283485140126,"ref873_SC_1328.txt",0.00102824
"SCarar",0.0359928114764424,2034,26,2034,0.5,"1oT","laplace",2,2.21730035079246,2.32283485140126,"ref873_SC_1328.txt",0.000968379
"SCarar",0.0359928114764424,2034,26,2034,0.5,"1oT","laplace",2,2.21730035079246,2.32283485140126,"ref873_SC_1328.txt",0.000968379
"SCarar",0.0359928114764424,2034,26,2034,0.5,"1oT","laplace",2,2.21730035079246,2.32283485140126,"ref873_SC_1328.txt",0.00099657
"SCarar",0.0359928114764424,2034,26,2034,0.5,"1oT","laplace",2,2.21730035079246,2.32283485140126,"ref873_SC_1328.txt",0.00099657
"SCarar",0.0359928114764424,2034,26,2034,0.5,"1oT","laplace",2,2.21730035079246,2.32283485140126,"ref873_SC_1328.txt",0.00102142
"SCarar",0.0359928114764424,2034,26,2034,0.5,"1oT","laplace",2,2.21730035079246,2.32283485140126,"ref873_SC_1328.txt",0.00102142
"SCarar",0.0359928114764424,2034,26,2034,0.5,"1oT","laplace",2,2.21730035079246,2.32283485140126,"ref873_SC_1328.txt",0.0010193
"SCarar",0.0359928114764424,2034,26,2034,0.5,"1oT","laplace",2,2.21730035079246,2.32283485140126,"ref873_SC_1328.txt",0.0010193
"MGuberl7",0.0485476800383076,945,73,945,0.5,"1oT","laplace",2,3.25300024316178,3.39595464831517,"ref100_MG_118.txt",0.0162882
"MGuberl7",0.0485476800383076,945,73,945,0.5,"1oT","laplace",2,3.25300024316178,3.39595464831517,"ref100_MG_118.txt",0.0162882
"MGuberl7",0.0485476800383076,945,73,945,0.5,"1oT","laplace",2,3.25300024316178,3.39595464831517,"ref100_MG_118.txt",0.0168072
"MGuberl7",0.0485476800383076,945,73,945,0.5,"1oT","laplace",2,3.25300024316178,3.39595464831517,"ref100_MG_118.txt",0.0168072
"MGuberl7",0.0485476800383076,945,73,945,0.5,"1oT","laplace",2,3.25300024316178,3.39595464831517,"ref100_MG_118.txt",0.0168072
"MGuberl7",0.0485476800383076,945,73,945,0.5,"1oT","laplace",2,3.25300024316178,3.39595464831517,"ref100_MG_118.txt",0.0168072
"MGuberl7",0.0485476800383076,945,73,945,0.5,"1oT","laplace",2,3.25300024316178,3.39595464831517,"ref100_MG_118.txt",0.0158897
"MGuberl7",0.0485476800383076,945,73,945,0.5,"1oT","laplace",2,3.25300024316178,3.39595464831517,"ref100_MG_118.txt",0.0168072
"MGuberl7",0.0485476800383076,945,73,945,0.5,"1oT","laplace",2,3.25300024316178,3.39595464831517,"ref100_MG_118.txt",0.0158897
"MGuberl7",0.0485476800383076,945,73,945,0.5,"1oT","laplace",2,3.25300024316178,3.39595464831517,"ref100_MG_118.txt",0.0158897
"RScach4",0.072361253275373,1095,48,1095,0.5,"1oT","laplace",2,3.0219894260775,3.14775258781095,"ref638_RS_989.txt",0.00650313
"RScach4",0.072361253275373,1095,48,1095,0.5,"1oT","laplace",2,3.0219894260775,3.14775258781095,"ref638_RS_989.txt",0.00659742
"RScach4",0.072361253275373,1095,48,1095,0.5,"1oT","laplace",2,3.0219894260775,3.14775258781095,"ref638_RS_989.txt",0.00686519
"RScach4",0.072361253275373,1095,48,1095,0.5,"1oT","laplace",2,3.0219894260775,3.14775258781095,"ref638_RS_989.txt",0.00650313
"RScach4",0.072361253275373,1095,48,1095,0.5,"1oT","laplace",2,3.0219894260775,3.14775258781095,"ref638_RS_989.txt",0.00686519
"RScach4",0.072361253275373,1095,48,1095,0.5,"1oT","laplace",2,3.0219894260775,3.14775258781095,"ref638_RS_989.txt",0.00686519
"RScach4",0.072361253275373,1095,48,1095,0.5,"1oT","laplace",2,3.0219894260775,3.14775258781095,"ref638_RS_989.txt",0.00666248
"RScach4",0.072361253275373,1095,48,1095,0.5,"1oT","laplace",2,3.0219894260775,3.14775258781095,"ref638_RS_989.txt",0.00666248
"RScach4",0.072361253275373,1095,48,1095,0.5,"1oT","laplace",2,3.0219894260775,3.14775258781095,"ref638_RS_989.txt",0.00687946
"RScach4",0.072361253275373,1095,48,1095,0.5,"1oT","laplace",2,3.0219894260775,3.14775258781095,"ref638_RS_989.txt",0.00666248
"RScach3",0.102843143491402,1228,71,1228,0.5,"1oT","laplace",2,2.85365072767675,2.97269610485849,"ref663_RS_1023.txt",0.0102505
"RScach3",0.102843143491402,1228,71,1228,0.5,"1oT","laplace",2,2.85365072767675,2.97269610485849,"ref663_RS_1023.txt",0.0108179
"RScach3",0.102843143491402,1228,71,1228,0.5,"1oT","laplace",2,2.85365072767675,2.97269610485849,"ref663_RS_1023.txt",0.0105423
"RScach3",0.102843143491402,1228,71,1228,0.5,"1oT","laplace",2,2.85365072767675,2.97269610485849,"ref663_RS_1023.txt",0.0102505
"RScach3",0.102843143491402,1228,71,1228,0.5,"1oT","laplace",2,2.85365072767675,2.97269610485849,"ref663_RS_1023.txt",0.0105423
"RScach3",0.102843143491402,1228,71,1228,0.5,"1oT","laplace",2,2.85365072767675,2.97269610485849,"ref663_RS_1023.txt",0.0102505
"RScach3",0.102843143491402,1228,71,1228,0.5,"1oT","laplace",2,2.85365072767675,2.97269610485849,"ref663_RS_1023.txt",0.0109276
"RScach3",0.102843143491402,1228,71,1228,0.5,"1oT","laplace",2,2.85365072767675,2.97269610485849,"ref663_RS_1023.txt",0.0105423
"RScach3",0.102843143491402,1228,71,1228,0.5,"1oT","laplace",2,2.85365072767675,2.97269610485849,"ref663_RS_1023.txt",0.0107441
"RScach3",0.102843143491402,1228,71,1228,0.5,"1oT","laplace",2,2.85365072767675,2.97269610485849,"ref663_RS_1023.txt",0.0109276
"SPcamp1",0.103320559326545,1076,108,1076,0.5,"1oT","laplace",2,3.04855380424846,3.18261070818902,"ref986_SP_1505.txt",0.0117193
