"SiteCode","MN","k","S_SAD.obs","GOF","p.value_mean","p.value_var","S_mean","S_var","p","J","S","DA","d","U_med","U_var"
"SCilho","EE",0.99,136,100,0.673645132848423,0.0583426207632143,137.52,57.080404040404,0.899939351991448,1169,135,1169,0.750493540990328,0.006465298,6.31841090844444e-08
"SCilho","EI",0.05,136,0,7.08059495175828e-07,1.9065616863475e-12,358.93,159.601111111111,0.899939351991448,1169,135,1169,14.6901822865399,0.007123632,5.24884703511112e-08
"SCilho","EI",0.5,136,96,0.49448683391886,0.0660406384227499,120.26,70.9014141414141,0.899939351991448,1169,135,1169,3.05335500498565,0.0147632,1.19643771111111e-07
"SCilho","EI",0.99,136,22,0.0489817511591898,0.010998903592804,40.52,30.5551515151515,0.899939351991448,1169,135,1169,0.750493540990328,0.006465298,6.31841090844444e-08
"SCilho2","EE",0.05,182,99,0.632327482474164,0.0896319906217122,160.55,144.55303030303,0.884932951426624,1738,157,1738,12.0313863794988,0.007418777,5.57578960455555e-08
"SCilho2","EE",0.5,182,66,0.172694631450506,0.0365613229968082,158.97,90.130404040404,0.884932951426624,1738,157,1738,2.52286361141589,0.0125706,8.47919622222223e-08
"SCilho2","EE",0.99,182,73,0.16056878393385,0.0329700671503866,156.88,110.955151515152,0.884932951426624,1738,157,1738,0.619255101787588,0.004529887,1.75118106011111e-08
"SCilho2","EI",0.05,182,0,2.58391754569209e-05,4.9467047378586e-09,465.15,317.967171717172,0.884932951426624,1738,157,1738,12.0313863794988,0.007418777,5.57578960455555e-08
"SCilho2","EI",0.5,182,92,0.366070482694183,0.0639990900272507,152.49,150.575656565657,0.884932951426624,1738,157,1738,2.52286361141589,0.0125706,8.47919622222223e-08
"SCilho2","EI",0.99,182,10,0.0179108295633812,0.00101240478549322,50.72,26.7894949494949,0.884932951426624,1738,157,1738,0.619255101787588,0.004529887,1.75118106011111e-08
"SCorle","EE",0.05,118,57,0.127692711641228,0.0277853751122721,109.02,98.9086868686869,0.528689726683852,1938,112,1938,11.2058835946743,0.008378265,9.86537606499999e-08
"SCorle","EE",0.5,118,100,0.747223578674084,0.0609083140590522,112.42,90.8117171717172,0.528689726683852,1938,112,1938,2.37889266574942,0.007056185,6.56397854722223e-08
"SCorle","EE",0.99,118,100,0.805300705327041,0.0432896401056371,111.71,76.1473737373737,0.528689726683852,1938,112,1938,0.579043570009856,0.002843582,7.96287395111111e-09
"SCorle","EI",0.05,118,0,9.40581544657959e-05,2.85357923150792e-08,356.73,252.946565656566,0.528689726683852,1938,112,1938,11.2058835946743,0.008378265,9.86537606499999e-08
"SCorle","EI",0.5,118,99,0.743717711177901,0.0660677337352688,108.03,95.3425252525252,0.528689726683852,1938,112,1938,2.37889266574942,0.007056185,6.56397854722223e-08
"SCorle","EI",0.99,118,63,0.143358510849827,0.0332150166067703,34.34,20.7519191919192,0.528689726683852,1938,112,1938,0.579043570009856,0.002843582,7.96287395111111e-09
"SCside","EE",0.05,107,86,0.223312083753171,0.0270206862607377,105.02,94.2824242424242,0.72254784514244,1712,105,1712,12.113794623598,0.003626389,2.31932121433333e-08
"SCside","EE",0.5,107,6,0.0124766423385316,0.000421514060966325,104.99,79.2625252525253,0.72254784514244,1712,105,1712,2.51754993750432,0.006876111,1.49353398698889e-07
"SCside","EE",0.99,107,17,0.0318723022654557,0.0031066037451671,103.84,82.6812121212121,0.72254784514244,1712,105,1712,0.61851780448717,0.002663012,9.33979584e-09
"SCside","EI",0.05,107,0,9.73760987418604e-05,6.58274134765022e-08,402.06,190.077171717172,0.72254784514244,1712,105,1712,12.113794623598,0.003626389,2.31932121433333e-08
"SCside","EI",0.5,107,59,0.0959566122509179,0.00948180415247237,127.17,58.869797979798,0.72254784514244,1712,105,1712,2.51754993750432,0.006876111,1.49353398698889e-07
"SCside","EI",0.99,107,16,0.0294651110921075,0.00259199575340992,41.04,28.7458585858586,0.72254784514244,1712,105,1712,0.61851780448717,0.002663012,9.33979584e-09
"SCside1","EE",0.05,115,96,0.380327454374472,0.0634173520238691,111.16,90.9034343434343,0.680355725623583,1413,111,1413,13.1738211179954,0.00578382,3.2953543e-08
"SCside1","EE",0.5,115,93,0.430260085696191,0.0891571348980518,111.45,52.5934343434343,0.680355725623583,1413,111,1413,2.78459152497881,0.010095587,2.13598221734444e-07
"SCside1","EE",0.99,115,98,0.546763122905265,0.088826597525419,109.39,61.4322222222222,0.680355725623583,1413,111,1413,0.682917354743187,0.004068191,2.69539613877777e-08
"SCside1","EI",0.05,115,0,0.000457335771067555,4.28577877614186e-07,341.46,165.46303030303,0.680355725623583,1413,111,1413,13.1738211179954,0.00578382,3.2953543e-08
"SCside1","EI",0.5,115,100,0.753997783008694,0.0628730182529882,109.98,79.5753535353535,0.680355725623583,1413,111,1413,2.78459152497881,0.010095587,2.13598221734444e-07
"SCside1","EI",0.99,115,61,0.134240298240026,0.0259390340464451,36.63,31.8920202020202,0.680355725623583,1413,111,1413,0.682917354743187,0.004068191,2.69539613877777e-08
"SCside4","EE",0.05,100,29,0.0467133584674322,0.00945206404131542,97.18,70.270303030303,0.535403772264882,1421,98,1421,13.1737522083234,0.010390379,1.31261725076666e-07
"SCside4","EE",0.5,100,84,0.218548589424231,0.0448188483651992,98.37,80.3162626262626,0.535403772264882,1421,98,1421,2.78855987397791,0.009180074,1.51601861182222e-07
"SCside4","EE",0.99,100,78,0.235502964307743,0.0538015805305566,96.56,76.3094949494949,0.535403772264882,1421,98,1421,0.681690155984535,0.003065993,1.54192502011111e-08
"SCside4","EI",0.05,100,0,0.000562968759214682,6.19994745416784e-07,297.18,155.260202020202,0.535403772264882,1421,98,1421,13.1737522083234,0.010390379,1.31261725076666e-07
"SCside4","EI",0.5,100,85,0.235111721002127,0.0400605520310065,91.5,74.2323232323232,0.535403772264882,1421,98,1421,2.78855987397791,0.009180074,1.51601861182222e-07
"SCside4","EI",0.99,100,21,0.0461429772954563,0.00783147553564473,29.02,26.8278787878788,0.535403772264882,1421,98,1421,0.681690155984535,0.003065993,1.54192502011111e-08
"SCtimbe1","EE",0.05,149,100,0.687419058637048,0.051004875037654,138.49,106.515050505051,0.915684800663396,3148,142,3148,8.93887833797067,0.002923893,8.69797446777776e-09
"SCtimbe1","EE",0.5,149,91,0.355690352962067,0.074650544535221,138.71,102.61202020202,0.915684800663396,3148,142,3148,1.86444070871572,0.004505294,4.036384696e-08
"SCtimbe1","EE",0.99,149,94,0.438798213852761,0.0913929271344773,141.86,119.151919191919,0.915684800663396,3148,142,3148,0.455596281183709,0.001664098,9.32570172888889e-09
"SCtimbe1","EI",0.05,149,0,3.30061334452569e-08,4.28141309223739e-15,693.31,448.135252525253,0.915684800663396,3148,142,3148,8.93887833797067,0.002923893,8.69797446777776e-09
"SCtimbe1","EI",0.5,149,96,0.490670409747223,0.0708332216539135,222.44,165.05696969697,0.915684800663396,3148,142,3148,1.86444070871572,0.004505294,4.036384696e-08
"SCtimbe1","EI",0.99,149,74,0.196511160983621,0.0562853075330669,73.37,56.8819191919192,0.915684800663396,3148,142,3148,0.455596281183709,0.001664098,9.32570172888889e-09
"SCvolta1","EE",0.05,53,91,0.216009997459417,0.0270779226398492,50.81,53.0039393939394,0.975721531216037,1658,52,1658,12.491477200955,0.001909507,7.35009711222223e-09
"SCvolta1","EE",0.5,53,67,0.174301681390401,0.0323868729460641,52.1,35.6666666666667,0.975721531216037,1658,52,1658,2.57363770995061,0.002058117,5.82607880011111e-08
"SCvolta1","EE",0.99,53,89,0.217842834543012,0.0436847010049874,49.83,39.5566666666667,0.975721531216037,1658,52,1658,0.631385932721425,0.0008036827,3.87359904001111e-09
"SCvolta1","EI",0.05,53,0,2.75288026844955e-06,3.72406320917857e-12,471.72,303.73898989899,0.975721531216037,1658,52,1658,12.491477200955,0.001909507,7.35009711222223e-09
"SCvolta1","EI",0.5,53,94,0.116505644978087,0.00226480020311223,156.84,90.8832323232323,0.975721531216037,1658,52,1658,2.57363770995061,0.002058117,5.82607880011111e-08
"SCvolta1","EI",0.99,53,99,0.456364373502617,0.0831392108833346,51.79,44.9352525252525,0.975721531216037,1658,52,1658,0.631385932721425,0.0008036827,3.87359904001111e-09
"SCvolta2","EE",0.05,78,45,0.0800301139356127,0.0107009672228545,76.41,54.5271717171717,0.916842703142202,2059,78,2059,11.0049613747988,0.002102213,5.42889177888889e-09
"SCvolta2","EE",0.5,78,100,0.568736646742338,0.0708821457354169,78.22,59.4662626262626,0.916842703142202,2059,78,2059,2.29492127786433,0.003036755,4.09817694722222e-08
"SCvolta2","EE",0.99,78,99,0.572781178969269,0.0699074938760382,75.89,47.6140404040404,0.916842703142202,2059,78,2059,0.566474494505203,0.001133206,4.27101518222222e-09
"SCvolta2","EI",0.05,78,0,1.33637105825812e-10,1.25588603886853e-19,519.36,348.919595959596,0.916842703142202,2059,78,2059,11.0049613747988,0.002102213,5.42889177888889e-09
"SCvolta2","EI",0.5,78,24,0.0397838790031975,0.00489635991377995,170.87,112.316262626263,0.916842703142202,2059,78,2059,2.29492127786433,0.003036755,4.09817694722222e-08
"SCvolta2","EI",0.99,78,95,0.45115783391346,0.0617139643793478,56.22,47.0622222222222,0.916842703142202,2059,78,2059,0.566474494505203,0.001133206,4.27101518222222e-09
"SPcamp1","EE",0.05,152,0,0.000659418919230891,9.15244692821623e-08,104.1,96.7777777777778,0.103320559326545,1076,108,1076,15.3985140644347,0.01094869,1.34502167666666e-07
"SPcamp1","EE",0.5,152,0,0.000402058235065873,5.65920061293879e-08,107.46,76.129696969697,0.103320559326545,1076,108,1076,3.18261070818902,0.01277929,6.41262380999999e-07
"SPcamp1","EE",0.99,152,0,0.000347604141919764,5.19048535929409e-08,109.85,69.7247474747475,0.103320559326545,1076,108,1076,0.786377062457979,0.005838888,5.32325040844444e-08
"SPcamp1","EI",0.05,152,0,0.00116057184801904,9.34055500281558e-07,80.68,52.8258585858586,0.103320559326545,1076,108,1076,15.3985140644347,0.01094869,1.34502167666666e-07
"SPcamp1","EI",0.5,152,11,0.0244496495102778,0.00507903216883023,20.61,15.6948484848485,0.103320559326545,1076,108,1076,3.18261070818902,0.01277929,6.41262380999999e-07
"SPcamp1","EI",0.99,152,33,0.0864938974849293,0.0231789939361653,7.05,6.1489898989899,0.103320559326545,1076,108,1076,0.786377062457979,0.005838888,5.32325040844444e-08
"SPcara1","EE",0.05,181,79,0.261804970321909,0.0628096390710407,170.67,102.102121212121,0.850156308651023,2127,171,2127,10.7437969261649,0.005178259,2.12041379655556e-08
"SPcara1","EE",0.5,181,100,0.623802577463657,0.0669269361172184,169.14,106.808484848485,0.850156308651023,2127,171,2127,2.27043598870133,0.01065985,3.40106582777778e-07
"SPcara1","EE",0.99,181,98,0.649028154193853,0.0801254963964068,175.05,127.017676767677,0.850156308651023,2127,171,2127,0.553976583960958,0.00397245,2.66679703777778e-08
"SPcara1","EI",0.05,181,0,5.78582484811463e-09,1.03305365015311e-15,509.8,289.212121212121,0.850156308651023,2127,171,2127,10.7437969261649,0.005178259,2.12041379655556e-08
"SPcara1","EI",0.5,181,88,0.308019710142016,0.064377348532915,168.25,90.3914141414141,0.850156308651023,2127,171,2127,2.27043598870133,0.01065985,3.40106582777778e-07
"SPcara1","EI",0.99,181,21,0.0335007815554581,0.00251278453667433,55.17,50.3243434343434,0.850156308651023,2127,171,2127,0.553976583960958,0.00397245,2.66679703777778e-08
"SPcara3","EE",0.05,143,73,0.178057238481403,0.0384508080808957,129.33,102.102121212121,0.773104012947153,1674,130,1674,12.0418513714587,0.005550998,3.16058024177778e-08
"SPcara3","EE",0.5,143,100,0.803920249117337,0.0557615332015299,132.93,66.8940404040404,0.773104012947153,1674,130,1674,2.57071645356232,0.010406446,1.42365062404444e-07
"SPcara3","EE",0.99,143,87,0.359564871784367,0.0897704522363349,129.82,88.6541414141414,0.773104012947153,1674,130,1674,0.622870389301094,0.00482532,2.48586349555556e-08
"SPcara3","EI",0.05,143,0,8.11492977303984e-08,2.40873638757418e-13,409.08,264.862222222222,0.773104012947153,1674,130,1674,12.0418513714587,0.005550998,3.16058024177778e-08
"SPcara3","EI",0.5,143,97,0.482239688108899,0.0873563265710432,134,116.727272727273,0.773104012947153,1674,130,1674,2.57071645356232,0.010406446,1.42365062404444e-07
"SPcara3","EI",0.99,143,59,0.124179496389469,0.0186710198568429,44.19,27.1453535353535,0.773104012947153,1674,130,1674,0.622870389301094,0.00482532,2.48586349555556e-08
"SPeec1","EE",0.05,144,0,0.000369074555053598,1.09629146316166e-06,144.06,136.76404040404,0.743179321289062,12105,144,1182.12890625,14.4547219124065,0.001650961,5.06186410000002e-10
"SPeec1","EE",0.5,144,100,0.761704479286151,0.0517256083013706,142.46,131.745858585859,0.743179321289062,12105,144,1182.12890625,3.03211984744712,0.001363041,1.5272841e-10
"SPeec1","EE",0.99,144,98,0.617429182505094,0.0912186085059093,144.9,106.393939393939,0.743179321289062,12105,144,1182.12890625,0.750268779784207,0.0004326067,1.63016129344444e-10
"SPeec1","EI",0.05,144,0,0,0,3813.24,1948.7701010101,0.743179321289062,12105,144,1182.12890625,14.4547219124065,0.001650961,5.06186410000002e-10
"SPeec1","EI",0.5,144,0,3.98244115462631e-11,1.67904932169089e-21,1820.48,882.130909090909,0.743179321289062,12105,144,1182.12890625,3.03211984744712,0.001363041,1.5272841e-10
"SPeec1","EI",0.99,144,87,0.100639172071788,0.00231651653035516,628.46,303.725656565657,0.743179321289062,12105,144,1182.12890625,0.750268779784207,0.0004326067,1.63016129344444e-10
"SPeec4","EE",0.05,86,47,0.089878121642177,0.0114048470515777,82.44,68.2892929292929,0.37843888158286,1212,84,1212,14.2196209222679,0.003425345,1.28663509166667e-08
"SPeec4","EE",0.5,86,97,0.482122791107805,0.0811965236351075,84.81,58.8221212121212,0.37843888158286,1212,84,1212,3.01016706351563,0.00610161,2.68975811911111e-07
"SPeec4","EE",0.99,86,98,0.590344478398175,0.0839225515132833,83.29,73.7433333333333,0.37843888158286,1212,84,1212,0.744062779018535,0.0028649,1.91674528222222e-08
"SPeec4","EI",0.05,86,38,0.0540544272712066,0.00387134252255387,209.34,158.650909090909,0.37843888158286,1212,84,1212,14.2196209222679,0.003425345,1.28663509166667e-08
"SPeec4","EI",0.5,86,90,0.386104111577689,0.0697543886318828,63.1,64.7979797979798,0.37843888158286,1212,84,1212,3.01016706351563,0.00610161,2.68975811911111e-07
"SPeec4","EI",0.99,86,39,0.106754832972237,0.0338934954065431,21.11,19.8766666666667,0.37843888158286,1212,84,1212,0.744062779018535,0.0028649,1.91674528222222e-08
"SPeec5","EE",0.05,77,98,0.698939931848585,0.0867161963487421,75.23,64.320303030303,0.67888901166382,1107,74,1107,14.8110329944685,0.003637219,2.02280881433333e-08
"SPeec5","EE",0.5,77,13,0.0223861128392984,0.00178522275891429,71.67,52.5869696969697,0.67888901166382,1107,74,1107,3.13597466003291,0.005098162,7.54021479733333e-08
"SPeec5","EE",0.99,77,12,0.0236185992142384,0.00142048789226657,76.16,47.4690909090909,0.67888901166382,1107,74,1107,0.775389772115469,0.002576861,2.77825030322222e-08
"SPeec5","EI",0.05,77,100,0.463522082565166,0.0371656653247318,287.27,197.976868686869,0.67888901166382,1107,74,1107,14.8110329944685,0.003637219,2.02280881433333e-08
"SPeec5","EI",0.5,77,63,0.133172281498404,0.0201838853959828,94.5,61.3636363636364,0.67888901166382,1107,74,1107,3.13597466003291,0.005098162,7.54021479733333e-08
"SPeec5","EI",0.99,77,16,0.0287239373124766,0.00268687895965828,30.03,23.5647474747475,0.67888901166382,1107,74,1107,0.775389772115469,0.002576861,2.77825030322222e-08
"SPpecb1","EE",0.05,224,0,5.87199622259504e-12,5.53341069459915e-22,219.8,202.848484848485,0.992253133238622,11507,221,1123.73046875,14.8154378691791,0.002104062,5.6770292888889e-10
"SPpecb1","EE",0.5,224,31,0.064317087473703,0.0108162279432427,217.78,171.385454545455,0.992253133238622,11507,221,1123.73046875,3.11649679377621,0.00195451,7.26539866666668e-10
"SPpecb1","EE",0.99,224,34,0.0542037992466455,0.00704592674444328,222.67,158.182929292929,0.992253133238622,11507,221,1123.73046875,0.765047533577715,0.0007665102,2.16559017955555e-10
"SPpecb1","EI",0.05,224,0,0,0,4692.12,2104.30868686869,0.992253133238622,11507,221,1123.73046875,14.8154378691791,0.002104062,5.6770292888889e-10
"SPpecb1","EI",0.5,224,0,0,0,2343.1,1440.07070707071,0.992253133238622,11507,221,1123.73046875,3.11649679377621,0.00195451,7.26539866666668e-10
"SPpecb1","EI",0.99,224,0,2.52119436439102e-13,1.0834509629805e-24,867.28,507.153131313131,0.992253133238622,11507,221,1123.73046875,0.765047533577715,0.0007665102,2.16559017955555e-10
"SPpei1","EE",0.05,172,76,0.301200138742571,0.0912525491005733,166.41,120.830202020202,0.969241860061788,3060,165,1545.45454545455,12.6468863502445,0.0055343,1.02811228222222e-08
"SPpei1","EE",0.5,172,80,0.253519257465964,0.0532068008452217,164.17,109.031414141414,0.969241860061788,3060,165,1545.45454545455,2.66644589433207,0.006093767,2.60940177344445e-08
"SPpei1","EE",0.99,172,91,0.278774018594657,0.0412533976660487,168.57,85.6819191919192,0.969241860061788,3060,165,1545.45454545455,0.652034445734096,0.002324362,1.24194024177778e-08
"SPpei1","EI",0.05,172,0,1.11022302462516e-18,1.23259516440784e-34,1094.91,561.274646464646,0.969241860061788,3060,165,1545.45454545455,12.6468863502445,0.0055343,1.02811228222222e-08
"SPpei1","EI",0.5,172,37,0.0666157777596334,0.00796869561628038,379.7,280.191919191919,0.969241860061788,3060,165,1545.45454545455,2.66644589433207,0.006093767,2.60940177344445e-08
"SPpei1","EI",0.99,172,87,0.234928600745507,0.0400887256350077,128.28,111.900606060606,0.969241860061788,3060,165,1545.45454545455,0.652034445734096,0.002324362,1.24194024177778e-08
"SPpesm6","EE",0.05,88,78,0.251371329574072,0.057828753126029,85.35,71.7651515151515,0.629775694761977,1891,87,1891,11.3608820211105,0.008344519,2.00607254322222e-08
"SPpesm6","EE",0.5,88,100,0.630236060387515,0.0725646776295982,87.44,55.6832323232323,0.629775694761977,1891,87,1891,2.40493176240163,0.005816371,3.67848161877778e-08
"SPpesm6","EE",0.99,88,85,0.229053822589884,0.0426106580170156,83.45,45.8459595959596,0.629775694761977,1891,87,1891,0.585970617071113,0.001425747,5.49231806777778e-09
"SPpesm6","EI",0.05,88,0,0.00041855704733381,1.50830816742797e-07,393.88,192.631919191919,0.629775694761977,1891,87,1891,11.3608820211105,0.008344519,2.00607254322222e-08
"SPpesm6","EI",0.5,88,100,0.789508529004862,0.0379042667847724,121.08,97.7309090909091,0.629775694761977,1891,87,1891,2.40493176240163,0.005816371,3.67848161877778e-08
"SPpesm6","EI",0.99,88,78,0.24255368449291,0.0570845444380987,39.76,29.719595959596,0.629775694761977,1891,87,1891,0.585970617071113,0.001425747,5.49231806777778e-09
"SPpesmA","EE",0.05,84,69,0.149718779539898,0.0325586180315651,81.66,82.3276767676768,0.658259844116084,1670,84,1670,12.0884659260607,0.006677248,2.60652538622223e-08
"SPpesmA","EE",0.5,84,98,0.476572850447052,0.0938100303028317,84.65,76.9570707070707,0.658259844116084,1670,84,1670,2.5506991177154,0.005279299,5.56918446988889e-08
"SPpesmA","EE",0.99,84,99,0.622869081444223,0.0728633250949409,87.84,59.7721212121212,0.658259844116084,1670,84,1670,0.633716265869013,0.002056327,2.02454859344445e-08
"SPpesmA","EI",0.05,84,0,0.000821014762711838,5.04633189681227e-07,370.79,269.965555555556,0.658259844116084,1670,84,1670,12.0884659260607,0.006677248,2.60652538622223e-08
"SPpesmA","EI",0.5,84,100,0.735544208149531,0.0493094644504776,118.11,89.6342424242424,0.658259844116084,1670,84,1670,2.5506991177154,0.005279299,5.56918446988889e-08
"SPpesmA","EI",0.99,84,80,0.325025307808906,0.0807586379349264,39.15,38.3712121212121,0.658259844116084,1670,84,1670,0.633716265869013,0.002056327,2.02454859344445e-08
"SPpesmB","EE",0.05,134,100,0.48122227881589,0.0551239881013442,131.09,146.850404040404,0.978518078724858,1076,132,1076,15.0191758844127,0.006510784,2.34462614711111e-08
"SPpesmB","EE",0.5,134,87,0.302614073409235,0.0676692054872571,131.67,108.364747474747,0.978518078724858,1076,132,1076,3.19108152862479,0.01603251,5.64624056555555e-07
"SPpesmB","EE",0.99,134,80,0.271539813379258,0.0636190465098072,130.04,110.867070707071,0.978518078724858,1076,132,1076,0.77783292312402,0.006741616,1.3035901676e-07
"SPpesmB","EI",0.05,134,0,0.00219300034831315,1.41103540916988e-05,353.17,240.061717171717,0.978518078724858,1076,132,1076,15.0191758844127,0.006510784,2.34462614711111e-08
"SPpesmB","EI",0.5,134,95,0.411329545571249,0.0760255741117611,119.56,94.5923232323232,0.978518078724858,1076,132,1076,3.19108152862479,0.01603251,5.64624056555555e-07
"SPpesmB","EI",0.99,134,24,0.044958527036385,0.00438848261187189,41.28,29.6177777777778,0.978518078724858,1076,132,1076,0.77783292312402,0.006741616,1.3035901676e-07
"SPpesmC","EE",0.05,131,95,0.470730563525783,0.0735610116544509,106.1,81.8484848484848,0.983950458881778,1061,107,1061,15.4758326938897,0.00507988,5.60776733333333e-08
"SPpesmC","EE",0.5,131,94,0.369574675823351,0.0716587275798037,105.83,61.6374747474747,0.983950458881778,1061,107,1061,3.21139138609914,0.01107301,2.60301721e-07
"SPpesmC","EE",0.99,131,94,0.398964634790636,0.0865915114254617,109.24,82.3862626262626,0.983950458881778,1061,107,1061,0.789090536790544,0.004707157,1.66964900677778e-08
"SPpesmC","EI",0.05,131,0,0.000315011687845611,2.36660245081971e-07,355.5,176.131313131313,0.983950458881778,1061,107,1061,15.4758326938897,0.00507988,5.60776733333333e-08
"SPpesmC","EI",0.5,131,100,0.730876867209999,0.0638533513413662,119.18,92.8157575757576,0.983950458881778,1061,107,1061,3.21139138609914,0.01107301,2.60301721e-07
"SPpesmC","EI",0.99,131,37,0.0621899215469586,0.00967904694953254,40.41,38.850404040404,0.983950458881778,1061,107,1061,0.789090536790544,0.004707157,1.66964900677778e-08
"SPpesmD","EE",0.05,155,100,0.566510182497784,0.0689589663447185,147.68,106.866262626263,0.988788711304557,1262,148,1262,14.0887083135117,0.006580011,7.71986511877778e-08
"SPpesmD","EE",0.5,155,24,0.0502518056708492,0.00685896631370807,146.95,81.7247474747475,0.988788711304557,1262,148,1262,2.9373503586597,0.01558934,2.85666849333333e-07
"SPpesmD","EE",0.99,155,22,0.0399521219759408,0.00367320117216659,148.99,90.4948484848485,0.988788711304557,1262,148,1262,0.720390523783413,0.006652543,8.4173433401111e-08
"SPpesmD","EI",0.05,155,0,0.00758628731075353,3.0934378636636e-05,399.31,195.771616161616,0.988788711304557,1262,148,1262,14.0887083135117,0.006580011,7.71986511877778e-08
"SPpesmD","EI",0.5,155,48,0.0939227222149363,0.0141377199521629,134.28,121.233939393939,0.988788711304557,1262,148,1262,2.9373503586597,0.01558934,2.85666849333333e-07
"SPpesmD","EI",0.99,155,4,0.00975178280725719,0.000328128570904853,45.34,45.7014141414141,0.988788711304557,1262,148,1262,0.720390523783413,0.006652543,8.4173433401111e-08
"SPpesmE","EE",0.05,142,95,0.403514400396311,0.067098210380902,139.02,111.433939393939,0.994366533447583,1225,138,1225,14.1888744475654,0.005986501,3.16349306544444e-08
"SPpesmE","EE",0.5,142,100,0.516134570658055,0.0779005915128405,135.56,61.6024242424242,0.994366533447583,1225,138,1225,2.98715808263535,0.013838,4.88939053333333e-07
"SPpesmE","EE",0.99,142,99,0.506883585773171,0.0840814434628553,139.15,71.9671717171717,0.994366533447583,1225,138,1225,0.733780415776597,0.006220437,9.84874345344444e-08
"SPpesmE","EI",0.05,142,0,0.000247795578657975,2.41659358274607e-07,388.57,186.328383838384,0.994366533447583,1225,138,1225,14.1888744475654,0.005986501,3.16349306544444e-08
"SPpesmE","EI",0.5,142,99,0.641905737019279,0.0748071776075929,132.6,67.1313131313131,0.994366533447583,1225,138,1225,2.98715808263535,0.013838,4.88939053333333e-07
"SPpesmE","EI",0.99,142,31,0.0485834500930082,0.0057742471150077,44,28.7676767676768,0.994366533447583,1225,138,1225,0.733780415776597,0.006220437,9.84874345344444e-08
"SPpesmF","EE",0.05,104,97,0.425117837383436,0.0589621105417256,99.44,86.4307070707071,0.977848996135357,1360,98,1360,13.6034088764296,0.003849596,1.27920123155556e-08
"SPpesmF","EE",0.5,104,96,0.380694029979669,0.0764166018341489,100.64,47.6670707070707,0.977848996135357,1360,98,1360,2.8308550386673,0.006844957,2.01927587334444e-07
"SPpesmF","EE",0.99,104,88,0.32075306385795,0.0621481801127987,99.98,55.2925252525253,0.977848996135357,1360,98,1360,0.694856048926052,0.002928692,1.84381017288889e-08
"SPpesmF","EI",0.05,104,0,7.39804102257868e-05,1.24492427671365e-08,416.69,231.30696969697,0.977848996135357,1360,98,1360,13.6034088764296,0.003849596,1.27920123155556e-08
"SPpesmF","EI",0.5,104,100,0.87769798773448,0.0306841132718052,138.23,85.1889898989899,0.977848996135357,1360,98,1360,2.8308550386673,0.006844957,2.01927587334444e-07
"SPpesmF","EI",0.99,104,57,0.139034379476788,0.0257594669863393,47.1,40.6767676767677,0.977848996135357,1360,98,1360,0.694856048926052,0.002928692,1.84381017288889e-08
"SPpesmG","EE",0.05,151,100,0.411006115445699,0.0458105164270058,147.84,102.741818181818,0.998040177040466,1494,148,1494,12.8112443042612,0.005616226,1.94832122044445e-08
"SPpesmG","EE",0.5,151,69,0.189659957484432,0.0425530618296643,149.26,78.9620202020202,0.998040177040466,1494,148,1494,2.69823526284744,0.01428634,4.40875078222222e-07
"SPpesmG","EE",0.99,151,79,0.205868344374104,0.0370207596961092,150.18,94.5127272727273,0.998040177040466,1494,148,1494,0.663284728871164,0.005237613,6.68512564011111e-08
"SPpesmG","EI",0.05,151,0,0.00120066715770482,1.23837755751857e-06,441.97,242.918282828283,0.998040177040466,1494,148,1494,12.8112443042612,0.005616226,1.94832122044445e-08
"SPpesmG","EI",0.5,151,98,0.473499362439442,0.0830438118580846,149.37,107.366767676768,0.998040177040466,1494,148,1494,2.69823526284744,0.01428634,4.40875078222222e-07
"SPpesmG","EI",0.99,151,18,0.0429168230272459,0.0105189842709248,50.65,36.4722222222222,0.998040177040466,1494,148,1494,0.663284728871164,0.005237613,6.68512564011111e-08
"SPpesmI","EE",0.05,204,100,0.827751917916303,0.0516485320431456,188.1,169.10101010101,0.999741863075196,1963,186,1963,11.0722759979044,0.00636326,1.912052456e-07
"SPpesmI","EE",0.5,204,84,0.281296898751103,0.0490340319391608,186.06,113.612525252525,0.999741863075196,1963,186,1963,2.3570472733559,0.01390961,3.69326863222223e-07
"SPpesmI","EE",0.99,204,92,0.38590729242797,0.0692055384161143,188.2,94.2424242424242,0.999741863075196,1963,186,1963,0.578220133857733,0.00514989,1.79941443111111e-08
"SPpesmI","EI",0.05,204,0,5.51916012859333e-05,1.06063029247481e-08,533.08,254.256161616162,0.999741863075196,1963,186,1963,11.0722759979044,0.00636326,1.912052456e-07
"SPpesmI","EI",0.5,204,95,0.457056996422031,0.0792219073777938,174.98,142.120808080808,0.999741863075196,1963,186,1963,2.3570472733559,0.01390961,3.69326863222223e-07
"SPpesmI","EI",0.99,204,5,0.0104875479920648,0.000524810569443231,59.07,51.479898989899,0.999741863075196,1963,186,1963,0.578220133857733,0.00514989,1.79941443111111e-08
"SPpesmJ","EE",0.05,206,97,0.559030941011705,0.0838204423925214,189.16,147.206464646465,0.999736929472974,1742,187,1742,11.8331767248263,0.006910793,1.37001927512222e-07
"SPpesmJ","EE",0.5,206,98,0.491321207616292,0.062312009831722,185.62,113.530909090909,0.999736929472974,1742,187,1742,2.51793457974802,0.01653406,6.45435433777778e-07
