"SiteCode";"MN";"k";"p";"n_SAD.N.ref";"n_SAD.ref";"S.MN_mean";"U_med";"Ntotal";"Stotal";"DA";"d";"m_";"theta";"U_var";"S.MN_var";"p.value_mean";"p.value_var";"D_mean";"D_var";"S.obs_mean";"S.obs_var";"k.0"
"SPjabo1";"EE";0.65;0.0186521898132385;100;0;74.06;0.006511061;1694;76;1323.4375;2.16965824800002;0.000256341734803255;582.397637072542;2.07223341000001e-09;54.9054545454545;0.654286648488681;0.0701818682260927;0.120213292166384;0.00124532478750378;76;0;0.65
"SPjabo1";"EI";0.65;0.0186521898132385;60;40;4.44;0.006511061;1694;76;1323.4375;2.16965824800002;0.000256341734803255;582.397637072542;2.07223341000001e-09;3.11757575757576;0.22784326548837;0.0772997895410878;0.623579365079365;0.0394821891097921;76;0;0.65
"SPjabo1";"EE";0.6;0.0186521898132385;98;2;76.49;0.006743069;1694;76;1323.4375;2.39528360539001;0.000283396487748135;603.291040793892;3.56421502766667e-08;68.9594949494949;0.680462460367002;0.0775835021447822;0.115391285592629;0.001331337111791;76;0;0.6
"SPjabo1";"EI";0.6;0.0186521898132385;57;43;4.4;0.006743069;1694;76;1323.4375;2.39528360539001;0.000283396487748135;603.291040793892;3.56421502766667e-08;2.64646464646465;0.200335753306381;0.0625442836345138;0.634803258145363;0.0435729657156613;76;0;0.6
"SPjabo1";"EE";0.55;0.0186521898132385;100;0;76.85;0.006613214;1694;76;1323.4375;2.61263126210305;0.000309530623553353;591.595789173544;2.879732176e-08;66.0075757575758;0.659790520315176;0.070127112688395;0.117022102813391;0.0010778596023579;76;0;0.55
"SPjabo1";"EI";0.55;0.0186521898132385;66;34;4.67;0.006613214;1694;76;1323.4375;2.61263126210305;0.000309530623553353;591.595789173544;2.879732176e-08;2.24353535353536;0.222854406292936;0.0441727018320728;0.588565162907268;0.0390736173663064;76;0;0.55
"SPjabo1";"EE";0.5;0.0186521898132385;50;50;74.01;0.009230472;1694;76;1323.4375;2.88056760003531;0.000341845218378945;827.90812480381;2.14249384622223e-08;64.1918181818182;0.121330940049616;0.0248774284748892;0.219220290508103;0.00242544261439982;76;0;0.5
"SPjabo1";"EI";0.5;0.0186521898132385;64;36;5.02;0.009230472;1694;76;1323.4375;2.88056760003531;0.000341845218378945;827.90812480381;2.14249384622223e-08;3.5349494949495;0.239350104321693;0.0772916529209875;0.579259398496241;0.0458099299766044;76;0;0.5
"SPjabo1";"EE";0.45;0.0186521898132385;40;60;74.15;0.009314127;1694;76;1323.4375;3.18759775082558;0.000379007930945395;835.481930668105;3.57452283122222e-08;64.5530303030303;0.0827297750121328;0.0139923304308159;0.228357838239301;0.00170315834924541;76;0;0.45
"SPjabo1";"EI";0.45;0.0186521898132385;64;36;5.62;0.009314127;1694;76;1323.4375;3.18759775082558;0.000379007930945395;835.481930668105;3.57452283122222e-08;4.50060606060606;0.195897282599827;0.0520145636055676;0.568748726419779;0.0319320768506828;76;0;0.45
"SPjabo1";"EE";0.4;0.0186521898132385;52;48;74.38;0.009351263;1694;76;1323.4375;3.50998269420176;0.000418183131459573;838.844492966271;2.13687801788888e-08;54.1773737373737;0.0979934247784157;0.0195386812999028;0.220721243448172;0.00174715011562612;76;0;0.4
"SPjabo1";"EI";0.4;0.0186521898132385;65;35;5.85;0.009351263;1694;76;1323.4375;3.50998269420176;0.000418183131459573;838.844492966271;2.13687801788888e-08;4.99747474747475;0.240673933497067;0.0647175948980348;0.529528763634027;0.0338841199601003;76;0;0.4
"SPjabo1";"EE";0.35;0.0186521898132385;42;58;77.98;0.009638894;1694;76;1323.4375;3.91979546093839;0.000468211436214776;864.897226721133;4.68488753822223e-08;68.8884848484849;0.0788194197830003;0.0152349548668385;0.231133517566195;0.00202419613886126;76;0;0.35
"SPjabo1";"EI";0.35;0.0186521898132385;65;35;6.72;0.009638894;1694;76;1323.4375;3.91979546093839;0.000468211436214776;864.897226721133;4.68488753822223e-08;4.87030303030302;0.229536993320956;0.0671078165111982;0.503683318143844;0.0291628205596983;76;0;0.35
"SPjabo1";"EE";0.3;0.0186521898132385;12;88;74.04;0.01058835;1694;76;1323.4375;4.39514010916114;0.00052656337659907;951.003565560046;4.90512500000004e-09;44.4630303030303;0.0219378741082666;0.00121239451620669;0.272957188533128;0.00204027727369425;76;0;0.3
"SPjabo1";"EI";0.3;0.0186521898132385;64;36;7.1;0.01058835;1694;76;1323.4375;4.39514010916114;0.00052656337659907;951.003565560046;4.90512500000004e-09;4.47474747474748;0.210127444122566;0.0584788477064635;0.496320899860373;0.0277937093936725;76;0;0.3
"SPjabo1";"EE";0.25;0.0186521898132385;13;87;77.65;0.01066582;1694;76;1323.4375;5.05595020398524;0.000608265891966758;958.036626800921;3.2010875111111e-08;74.0883838383838;0.026828888085531;0.00365759582879766;0.271070201057631;0.00225043757591202;76;0;0.25
"SPjabo1";"EI";0.25;0.0186521898132385;66;34;8.29;0.01066582;1694;76;1323.4375;5.05595020398524;0.000608265891966758;958.036626800921;3.2010875111111e-08;7.56151515151515;0.221797696359251;0.0599966540792796;0.464294815564552;0.0224998064146732;76;0;0.25
