SiteCode,k,S_obs,kernel_code,d,txt.name,U,.n
BAuruc,0.5,458,2,2.07936082301441,ref1425_NA_2296.txt,NA,109
BAuruc,0.5,458,2,2.07936082301441,ref1425_NA_2296.txt,NA,110
BAuruc,0.45,458,2,2.28584371093119,ref1425_NA_2296.txt,NA,111
BAuruc,0.45,458,2,2.28584371093119,ref1425_NA_2296.txt,NA,112
BAuruc,0.45,458,2,2.28584371093119,ref1425_NA_2296.txt,NA,113
BAuruc,0.45,458,2,2.28584371093119,ref1425_NA_2296.txt,NA,114
BAuruc,0.45,458,2,2.28584371093119,ref1425_NA_2296.txt,NA,115
BAuruc,0.45,458,2,2.28584371093119,ref1425_NA_2296.txt,NA,116
BAuruc,0.45,458,2,2.28584371093119,ref1425_NA_2296.txt,NA,117
BAuruc,0.45,458,2,2.28584371093119,ref1425_NA_2296.txt,NA,118
BAuruc,0.45,458,2,2.28584371093119,ref1425_NA_2296.txt,NA,119
BAuruc,0.45,458,2,2.28584371093119,ref1425_NA_2296.txt,NA,120
BAuruc,0.4,458,2,2.54853314948831,ref1425_NA_2296.txt,NA,121
BAuruc,0.4,458,2,2.54853314948831,ref1425_NA_2296.txt,NA,122
BAuruc,0.4,458,2,2.54853314948831,ref1425_NA_2296.txt,NA,123
BAuruc,0.4,458,2,2.54853314948831,ref1425_NA_2296.txt,NA,124
BAuruc,0.4,458,2,2.54853314948831,ref1425_NA_2296.txt,NA,125
BAuruc,0.4,458,2,2.54853314948831,ref1425_NA_2296.txt,NA,126
BAuruc,0.4,458,2,2.54853314948831,ref1425_NA_2296.txt,NA,127
BAuruc,0.4,458,2,2.54853314948831,ref1425_NA_2296.txt,NA,128
BAuruc,0.4,458,2,2.54853314948831,ref1425_NA_2296.txt,NA,129
BAuruc,0.4,458,2,2.54853314948831,ref1425_NA_2296.txt,NA,130
BAuruc,0.35,458,2,2.85120158281144,ref1425_NA_2296.txt,NA,131
BAuruc,0.35,458,2,2.85120158281144,ref1425_NA_2296.txt,NA,132
BAuruc,0.35,458,2,2.85120158281144,ref1425_NA_2296.txt,NA,133
BAuruc,0.35,458,2,2.85120158281144,ref1425_NA_2296.txt,NA,134
BAuruc,0.35,458,2,2.85120158281144,ref1425_NA_2296.txt,NA,135
BAuruc,0.35,458,2,2.85120158281144,ref1425_NA_2296.txt,NA,136
BAuruc,0.35,458,2,2.85120158281144,ref1425_NA_2296.txt,NA,137
BAuruc,0.35,458,2,2.85120158281144,ref1425_NA_2296.txt,NA,138
BAuruc,0.35,458,2,2.85120158281144,ref1425_NA_2296.txt,NA,139
BAuruc,0.35,458,2,2.85120158281144,ref1425_NA_2296.txt,NA,140
BAuruc,0.3,458,2,3.21762733118331,ref1425_NA_2296.txt,NA,141
BAuruc,0.3,458,2,3.21762733118331,ref1425_NA_2296.txt,NA,142
BAuruc,0.3,458,2,3.21762733118331,ref1425_NA_2296.txt,NA,143
BAuruc,0.3,458,2,3.21762733118331,ref1425_NA_2296.txt,NA,144
BAuruc,0.3,458,2,3.21762733118331,ref1425_NA_2296.txt,NA,145
BAuruc,0.3,458,2,3.21762733118331,ref1425_NA_2296.txt,NA,146
BAuruc,0.3,458,2,3.21762733118331,ref1425_NA_2296.txt,NA,147
BAuruc,0.3,458,2,3.21762733118331,ref1425_NA_2296.txt,NA,148
BAuruc,0.3,458,2,3.21762733118331,ref1425_NA_2296.txt,NA,149
BAuruc,0.3,458,2,3.21762733118331,ref1425_NA_2296.txt,NA,150
BAuruc,0.25,458,2,3.65381113665598,ref1425_NA_2296.txt,NA,151
BAuruc,0.25,458,2,3.65381113665598,ref1425_NA_2296.txt,NA,152
BAuruc,0.25,458,2,3.65381113665598,ref1425_NA_2296.txt,NA,153
BAuruc,0.25,458,2,3.65381113665598,ref1425_NA_2296.txt,NA,154
BAuruc,0.25,458,2,3.65381113665598,ref1425_NA_2296.txt,NA,155
BAuruc,0.25,458,2,3.65381113665598,ref1425_NA_2296.txt,NA,156
BAuruc,0.25,458,2,3.65381113665598,ref1425_NA_2296.txt,NA,157
BAuruc,0.25,458,2,3.65381113665598,ref1425_NA_2296.txt,NA,158
BAuruc,0.25,458,2,3.65381113665598,ref1425_NA_2296.txt,NA,159
BAuruc,0.25,458,2,3.65381113665598,ref1425_NA_2296.txt,NA,160
BAuruc,0.2,458,2,4.27685629259842,ref1425_NA_2296.txt,NA,161
BAuruc,0.2,458,2,4.27685629259842,ref1425_NA_2296.txt,NA,162
BAuruc,0.2,458,2,4.27685629259842,ref1425_NA_2296.txt,NA,163
BAuruc,0.2,458,2,4.27685629259842,ref1425_NA_2296.txt,NA,164
BAuruc,0.2,458,2,4.27685629259842,ref1425_NA_2296.txt,NA,165
BAuruc,0.2,458,2,4.27685629259842,ref1425_NA_2296.txt,NA,166
BAuruc,0.2,458,2,4.27685629259842,ref1425_NA_2296.txt,NA,167
BAuruc,0.2,458,2,4.27685629259842,ref1425_NA_2296.txt,NA,168
BAuruc,0.2,458,2,4.27685629259842,ref1425_NA_2296.txt,NA,169
BAuruc,0.2,458,2,4.27685629259842,ref1425_NA_2296.txt,NA,170
BAuruc,0.15,458,2,5.12253325671864,ref1425_NA_2296.txt,NA,171
BAuruc,0.15,458,2,5.12253325671864,ref1425_NA_2296.txt,NA,172
BAuruc,0.15,458,2,5.12253325671864,ref1425_NA_2296.txt,NA,173
BAuruc,0.15,458,2,5.12253325671864,ref1425_NA_2296.txt,NA,174
BAuruc,0.15,458,2,5.12253325671864,ref1425_NA_2296.txt,NA,175
BAuruc,0.15,458,2,5.12253325671864,ref1425_NA_2296.txt,NA,176
BAuruc,0.15,458,2,5.12253325671864,ref1425_NA_2296.txt,NA,177
BAuruc,0.15,458,2,5.12253325671864,ref1425_NA_2296.txt,NA,178
BAuruc,0.15,458,2,5.12253325671864,ref1425_NA_2296.txt,NA,179
BAuruc,0.15,458,2,5.12253325671864,ref1425_NA_2296.txt,NA,180
BAuruc,0.0999999999999999,458,2,6.62942405042392,ref1425_NA_2296.txt,NA,181
BAuruc,0.0999999999999999,458,2,6.62942405042392,ref1425_NA_2296.txt,NA,182
BAuruc,0.0999999999999999,458,2,6.62942405042392,ref1425_NA_2296.txt,NA,183
BAuruc,0.0999999999999999,458,2,6.62942405042392,ref1425_NA_2296.txt,NA,184
BAuruc,0.0999999999999999,458,2,6.62942405042392,ref1425_NA_2296.txt,NA,185
BAuruc,0.0999999999999999,458,2,6.62942405042392,ref1425_NA_2296.txt,NA,186
BAuruc,0.0999999999999999,458,2,6.62942405042392,ref1425_NA_2296.txt,NA,187
BAuruc,0.0999999999999999,458,2,6.62942405042392,ref1425_NA_2296.txt,NA,188
BAuruc,0.0999999999999999,458,2,6.62942405042392,ref1425_NA_2296.txt,NA,189
BAuruc,0.0999999999999999,458,2,6.62942405042392,ref1425_NA_2296.txt,NA,190
BAuruc,0.05,458,2,9.91801421750602,ref1425_NA_2296.txt,NA,191
BAuruc,0.05,458,2,9.91801421750602,ref1425_NA_2296.txt,NA,192
BAuruc,0.05,458,2,9.91801421750602,ref1425_NA_2296.txt,NA,193
BAuruc,0.05,458,2,9.91801421750602,ref1425_NA_2296.txt,NA,194
BAuruc,0.05,458,2,9.91801421750602,ref1425_NA_2296.txt,NA,195
BAuruc,0.05,458,2,9.91801421750602,ref1425_NA_2296.txt,NA,196
BAuruc,0.05,458,2,9.91801421750602,ref1425_NA_2296.txt,NA,197
BAuruc,0.05,458,2,9.91801421750602,ref1425_NA_2296.txt,NA,198
BAuruc,0.05,458,2,9.91801421750602,ref1425_NA_2296.txt,NA,199
BAuruc,0.05,458,2,9.91801421750602,ref1425_NA_2296.txt,NA,200
