"","SiteCode","p","J","S","DA","k","quantil_p","kernel_type","kernel_code","dist_0","d","txt.file"
"553","SPpesmD",0.988788711304557,1262,148,1262,0.7,"3oT","laplace","2",2.81494764949788,2.01950136009836,"ref926_SP_1426.txt"
"554","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.7,"3oT","laplace","2",2.98310762216623,2.12975075319153,"ref936_SP_1439.txt"
"555","SPpesmE",0.994366533447583,1225,138,1225,0.7,"3oT","laplace","2",2.85714285714286,2.0468425019476,"ref888_SP_1349.txt"
"556","SPpesmG",0.998040177040466,1494,148,1494,0.7,"3oT","laplace","2",2.58716841902111,1.85649712678517,"ref922_SP_1420.txt"
"557","SPpesmJ",0.999736929472974,1742,187,1742,0.7,"3oT","laplace","2",2.3959399259138,1.71871156405157,"ref923_SP_1422.txt"
"558","SPpesmI",0.999741863075196,1963,186,1963,0.7,"3oT","laplace","2",2.25704308883094,1.61428326888011,"ref922_SP_1421.txt"
"559","ESsoor",1,1468,226,1468,0.7,"3oT","laplace","2",2.6099787548594,1.87415070392203,"ref8_ES_10.txt"
"560","SPpesmK",1,1796,162,1796,0.7,"3oT","laplace","2",2.35964589091504,1.68426828180251,"ref935_SP_1437.txt"
"561","MGuberl5",0.00742437918995731,957,68,957,0.65,"1oT","laplace","2",3.23254091917618,2.5571695112331,"ref284_MG_391.txt"
"562","MGuberl3",0.0180417237953712,975,85,975,0.65,"1oT","laplace","2",3.20256307610174,2.52152515948093,"ref89_MG_102.txt"
"563","SCarar",0.0359928114764424,2034,26,2034,0.65,"1oT","laplace","2",2.21730035079246,1.7518236268095,"ref873_SC_1328.txt"
"564","MGuberl7",0.0485476800383076,945,73,945,0.65,"1oT","laplace","2",3.25300024316178,2.57121537707343,"ref100_MG_118.txt"
"565","RScach4",0.072361253275373,1095,48,1095,0.65,"1oT","laplace","2",3.0219894260775,2.38379523247909,"ref638_RS_989.txt"
"566","RScach3",0.102843143491402,1228,71,1228,0.65,"1oT","laplace","2",2.85365072767675,2.25847889072484,"ref663_RS_1023.txt"
"567","SPcamp1",0.103320559326545,1076,108,1076,0.65,"1oT","laplace","2",3.04855380424846,2.4022165696324,"ref986_SP_1505.txt"
"568","RScach2",0.104325049309665,1904,48,1904,0.65,"1oT","laplace","2",2.29174624257053,1.81288678721274,"ref664_RS_1024.txt"
"569","PEalia",0.114091406447269,595,60,595,0.65,"1oT","laplace","2",4.09960030845394,3.24087405046774,"ref1496_PE_2393.txt"
"570","MSdour",0.116734787274334,1016,74,1016,0.65,"1oT","laplace","2",3.13727902569079,2.46509405815454,"ref2570_MS_3876.txt"
"571","RScach1",0.151225472114475,1547,30,1547,0.65,"1oT","laplace","2",2.54246418090461,2.00223413620874,"ref624_RS_974.txt"
"572","BAlenc4",0.159514416903022,893,61,866.990291262136,0.65,"1oT","laplace","2",3.396197069558,2.6872686902021,"ref1420_BA_2286.txt"
"573","PRrico3",0.169853953773957,1143,39,1143,0.65,"1oT","laplace","2",2.95785503138705,2.32901046169277,"ref2686_PR_4170.txt"
"574","PRtiba1",0.181441319632234,1482,117,1482,0.65,"1oT","laplace","2",2.59762166733066,2.05339184475024,"ref347_PR_571.txt"
"575","PRrico1",0.189679150380924,1018,64,1018,0.65,"1oT","laplace","2",3.13419570403611,2.47769570060664,"ref1159_PR_1776.txt"
"576","PEmata2",0.21628955738904,1076,75,1076,0.65,"1oT","laplace","2",3.04855380424846,2.41124869301395,"ref1617_PE_2549.txt"
"577","MGvico16",0.21847289239375,1653,91,1653,0.65,"1oT","laplace","2",2.45959483971641,1.95211590447628,"ref257_MG_348.txt"
"578","PRrico2",0.226305520677815,961,34,961,0.65,"1oT","laplace","2",3.2258064516129,2.54918433953039,"ref1359_PR_2196.txt"
"579","MGvico1",0.23259121186371,1825,93,1825,0.65,"1oT","laplace","2",2.34082294392261,1.84251721407304,"ref224_MG_307.txt"
"580","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.65,"1oT","laplace","2",2.82432200338865,2.22859725099458,"ref76_MG_87.txt"
"581","RSmaqu4",0.310748079531233,1531,85,1531,0.65,"1oT","laplace","2",2.55571489830357,2.01646622667568,"ref658_RS_1017.txt"
"582","MGvico8",0.313668812302999,2303,195,2303,0.65,"1oT","laplace","2",2.08378559282707,1.64789681536314,"ref2419_MG_3585.txt"
"583","RScamb1",0.327940858999573,1178,42,1178,0.65,"1oT","laplace","2",2.91358273374033,2.29565997617034,"ref1183_RS_1928.txt"
"584","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.65,"1oT","laplace","2",3.09976465643231,2.44211317732992,"ref1327_PR_2157.txt"
"585","PRvent",0.340772625042584,1241,101,1241,0.65,"1oT","laplace","2",2.8386647790183,2.24103655405685,"ref462_PR_743.txt"
"586","RSsmar2",0.36114979447901,1427,58,1427,0.65,"1oT","laplace","2",2.64720767589686,2.0874996659979,"ref678_RS_1041.txt"
"587","SPeec4",0.37843888158286,1212,84,1212,0.65,"1oT","laplace","2",2.87242494810713,2.27310765796205,"ref2561_SP_3863.txt"
"588","PRsapo",0.425074364521363,1480,122,1480,0.65,"2oT","laplace","2",2.59937622455018,2.05848858309242,"ref348_PR_572.txt"
"589","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.65,"2oT","laplace","2",3.02692974231671,2.39657688454731,"ref454_PR_732.txt"
"590","RSfaxi",0.470118159409467,1211,74,1211,0.65,"2oT","laplace","2",2.87361067569039,2.26235503198637,"ref639_RS_990.txt"
"591","RSsetape",0.493985431841831,1733,45,1733,0.65,"2oT","laplace","2",2.40215329446032,1.8995611925432,"ref740_RS_1123.txt"
"592","SCorle",0.528689726683852,1938,112,1938,0.65,"2oT","laplace","2",2.27155425212127,1.78799398878328,"ref832_SC_1251.txt"
"593","SCside4",0.535403772264882,1421,98,1421,0.65,"2oT","laplace","2",2.65279054538646,2.0918712831465,"ref2715_SC_4218.txt"
"594","RScama",0.559289827066303,2236,69,2236,0.65,"2oT","laplace","2",2.11477467218907,1.66556288522443,"ref619_RS_969.txt"
"595","SPpesm6",0.629775694761977,1891,87,1891,0.65,"2oT","laplace","2",2.29961024909137,1.82663984852545,"ref1059_SP_1682.txt"
"596","PRtele",0.633149366825626,1040,105,1040,0.65,"2oT","laplace","2",3.10086836473021,2.45294038992891,"ref355_PR_580.txt"
"597","PEsvfer",0.636673590338369,1288,91,1288,0.65,"2oT","laplace","2",2.78639106287676,2.1939577371512,"ref1496_PE_2392.txt"
"598","RSmorr1",0.658177286403532,2810,109,2810,0.65,"2oT","laplace","2",1.88645669476136,1.49099233461288,"ref684_RS_1047.txt"
"599","SPpesmA",0.658259844116084,1670,84,1670,0.65,"2oT","laplace","2",2.44704392116198,1.93038619825825,"ref934_SP_1436.txt"
"600","RSvsol",0.666613829015203,1855,55,1855,0.65,"2oT","laplace","2",2.32181730106286,1.83110765846345,"ref618_RS_968.txt"
"601","SPeec5",0.67888901166382,1107,74,1107,0.65,"2oT","laplace","2",3.00556544889144,2.36619782592233,"ref2561_SP_3864.txt"
"602","SCside1",0.680355725623583,1413,111,1413,0.65,"2oT","laplace","2",2.66028961489207,2.10841554941739,"ref2572_SC_3878.txt"
"603","RSpet1",0.722472122747256,826,69,826,0.65,"2oT","laplace","2",3.47944500319611,2.73269116381251,"ref677_RS_1040.txt"
"604","SCside",0.72254784514244,1712,105,1712,0.65,"2oT","laplace","2",2.41684122261416,1.91037194388203,"ref813_SC_1230.txt"
"605","MGarap1",0.728749442631224,2080,92,2080,0.65,"2oT","laplace","2",2.19264504826757,1.74010928988475,"ref238_MG_321.txt"
"606","RSsini",0.73052961024989,1024,69,1024,0.65,"2oT","laplace","2",3.125,2.46995616107982,"ref741_RS_1124.txt"
"607","SPeec1",0.743179321289062,12105,144,1182.12890625,0.65,"2oT","laplace","2",2.90849004346246,2.29165205486984,"ref936_SP_1440.txt"
"608","BAuruc",0.769444718591026,1784,230,1784,0.65,"2oT","laplace","2",2.36756861905189,1.87250445403813,"ref1425_BA_2296.txt"
"609","SPcara3",0.773104012947153,1674,130,1674,0.65,"2oT","laplace","2",2.44411858368922,1.92259925612344,"ref1124_SP_1704.txt"
"610","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.65,"2oT","laplace","2",2.01176975271592,1.58494794104585,"ref2564_MG_3870.txt"
"611","SPcara1",0.850156308651023,2127,171,2127,0.65,"2oT","laplace","2",2.16828444900803,1.70585535376764,"ref1124_SP_1703.txt"
"612","BAjuss",0.859421049020215,1198,182,1198,0.65,"2oT","laplace","2",2.88915998328494,2.28384547613935,"ref1426_BA_2297.txt"
"613","SCilho2",0.884932951426624,1738,157,1738,0.65,"3oT","laplace","2",2.39869546440458,1.89438452947311,"ref847_SC_1271.txt"
"614","PRanto5",0.896644888231427,1753,124,1753,0.65,"3oT","laplace","2",2.38841088596216,1.87432210041682,"ref2714_PR_4207.txt"
"615","SCilho",0.899939351991448,1169,135,1169,0.65,"3oT","laplace","2",2.92477690287062,2.3127008532702,"ref842_SC_1266.txt"
"616","PRanto6",0.906465210449369,1665,128,1665,0.65,"3oT","laplace","2",2.45071540697936,1.93524676602386,"ref2714_PR_4208.txt"
"617","PRanto4",0.9079979592893,1896,119,1896,0.65,"3oT","laplace","2",2.29657606087313,1.81057688535698,"ref2714_PR_4206.txt"
"618","SCtimbe1",0.915684800663396,3148,142,3148,0.65,"3oT","laplace","2",1.7823075144988,1.41094027041583,"ref873_SC_1327.txt"
"619","SCvolta2",0.916842703142202,2059,78,2059,0.65,"3oT","laplace","2",2.2037982136063,1.74590975639927,"ref870_SC_1324.txt"
"620","PRanto11",0.921209867560648,1740,99,1740,0.65,"3oT","laplace","2",2.39731650742692,1.88622111934674,"ref2714_PR_4213.txt"
"621","PRanto10",0.923024383580357,1877,132,1877,0.65,"3oT","laplace","2",2.30817038065365,1.82344200605296,"ref2714_PR_4212.txt"
"622","PRanto9",0.928261175571598,1594,134,1594,0.65,"3oT","laplace","2",2.50470072492812,1.97951428763598,"ref2714_PR_4211.txt"
"623","RSrioz1",0.92867367679881,1205,76,1205,0.65,"3oT","laplace","2",2.88075600957839,2.27217540843761,"ref658_RS_1018.txt"
"624","PRanto15",0.942009596537872,1650,140,1650,0.65,"3oT","laplace","2",2.46182981958665,1.9403558143427,"ref2714_PR_4217.txt"
"625","PRanto8",0.955077166221669,1504,134,1504,0.65,"3oT","laplace","2",2.57855311564698,2.02604951759259,"ref2714_PR_4210.txt"
"626","PRanto13",0.968871050376109,1673,127,1673,0.65,"3oT","laplace","2",2.4448489343954,1.92763287996075,"ref2714_PR_4215.txt"
"627","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.65,"3oT","laplace","2",2.54373509534584,2.00518665558401,"ref893_SP_1356.txt"
"628","PRanto12",0.974966068885724,1439,143,1439,0.65,"3oT","laplace","2",2.63614687121482,2.07270846181418,"ref2714_PR_4214.txt"
"629","SCvolta1",0.975721531216037,1658,52,1658,0.65,"3oT","laplace","2",2.45588336206301,1.93348990581341,"ref848_SC_1272.txt"
"630","SPpesmF",0.977848996135357,1360,98,1360,0.65,"3oT","laplace","2",2.7116307227332,2.15156057634582,"ref928_SP_1428.txt"
"631","SPpesmB",0.978518078724858,1076,132,1076,0.65,"3oT","laplace","2",3.04855380424846,2.40935545894798,"ref934_SP_1435.txt"
"632","SPpesmC",0.983950458881778,1061,107,1061,0.65,"3oT","laplace","2",3.07002779922758,2.42097785438848,"ref1115_SP_1693.txt"
"633","SPpesmD",0.988788711304557,1262,148,1262,0.65,"3oT","laplace","2",2.81494764949788,2.22898520395648,"ref926_SP_1426.txt"
"634","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.65,"3oT","laplace","2",2.98310762216623,2.35603523497766,"ref936_SP_1439.txt"
"635","SPpesmE",0.994366533447583,1225,138,1225,0.65,"3oT","laplace","2",2.85714285714286,2.25929272306927,"ref888_SP_1349.txt"
"636","SPpesmG",0.998040177040466,1494,148,1494,0.65,"3oT","laplace","2",2.58716841902111,2.04690550709706,"ref922_SP_1420.txt"
"637","SPpesmJ",0.999736929472974,1742,187,1742,0.65,"3oT","laplace","2",2.3959399259138,1.88908657770045,"ref923_SP_1422.txt"
"638","SPpesmI",0.999741863075196,1963,186,1963,0.65,"3oT","laplace","2",2.25704308883094,1.77934577924974,"ref922_SP_1421.txt"
"639","ESsoor",1,1468,226,1468,0.65,"3oT","laplace","2",2.6099787548594,2.0675393147364,"ref8_ES_10.txt"
"640","SPpesmK",1,1796,162,1796,0.65,"3oT","laplace","2",2.35964589091504,1.8584556705867,"ref935_SP_1437.txt"
"641","MGuberl5",0.00742437918995731,957,68,957,0.6,"1oT","laplace","2",3.23254091917618,2.78769289604993,"ref284_MG_391.txt"
"642","MGuberl3",0.0180417237953712,975,85,975,0.6,"1oT","laplace","2",3.20256307610174,2.77541538880591,"ref89_MG_102.txt"
"643","SCarar",0.0359928114764424,2034,26,2034,0.6,"1oT","laplace","2",2.21730035079246,1.91666780355367,"ref873_SC_1328.txt"
"644","MGuberl7",0.0485476800383076,945,73,945,0.6,"1oT","laplace","2",3.25300024316178,2.81383370032469,"ref100_MG_118.txt"
"645","RScach4",0.072361253275373,1095,48,1095,0.6,"1oT","laplace","2",3.0219894260775,2.60615236895445,"ref638_RS_989.txt"
"646","RScach3",0.102843143491402,1228,71,1228,0.6,"1oT","laplace","2",2.85365072767675,2.46580662213984,"ref663_RS_1023.txt"
"647","SPcamp1",0.103320559326545,1076,108,1076,0.6,"1oT","laplace","2",3.04855380424846,2.64818709972452,"ref986_SP_1505.txt"
"648","RScach2",0.104325049309665,1904,48,1904,0.6,"1oT","laplace","2",2.29174624257053,1.97938002758998,"ref664_RS_1024.txt"
"649","PEalia",0.114091406447269,595,60,595,0.6,"1oT","laplace","2",4.09960030845394,3.54764907827278,"ref1496_PE_2393.txt"
"650","MSdour",0.116734787274334,1016,74,1016,0.6,"1oT","laplace","2",3.13727902569079,2.71337768000378,"ref2570_MS_3876.txt"
"651","RScach1",0.151225472114475,1547,30,1547,0.6,"1oT","laplace","2",2.54246418090461,2.20161207364756,"ref624_RS_974.txt"
"652","BAlenc4",0.159514416903022,893,61,866.990291262136,0.6,"1oT","laplace","2",3.396197069558,2.95833885473277,"ref1420_BA_2286.txt"
"653","PRrico3",0.169853953773957,1143,39,1143,0.6,"1oT","laplace","2",2.95785503138705,2.56554611447537,"ref2686_PR_4170.txt"
"654","PRtiba1",0.181441319632234,1482,117,1482,0.6,"1oT","laplace","2",2.59762166733066,2.24494667260253,"ref347_PR_571.txt"
"655","PRrico1",0.189679150380924,1018,64,1018,0.6,"1oT","laplace","2",3.13419570403611,2.71206383495727,"ref1159_PR_1776.txt"
"656","PEmata2",0.21628955738904,1076,75,1076,0.6,"1oT","laplace","2",3.04855380424846,2.63976060073521,"ref1617_PE_2549.txt"
"657","MGvico16",0.21847289239375,1653,91,1653,0.6,"1oT","laplace","2",2.45959483971641,2.14177725113934,"ref257_MG_348.txt"
"658","PRrico2",0.226305520677815,961,34,961,0.6,"1oT","laplace","2",3.2258064516129,2.80425545552316,"ref1359_PR_2196.txt"
"659","MGvico1",0.23259121186371,1825,93,1825,0.6,"1oT","laplace","2",2.34082294392261,2.02630742903385,"ref224_MG_307.txt"
"660","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.6,"1oT","laplace","2",2.82432200338865,2.44338808336922,"ref76_MG_87.txt"
"661","RSmaqu4",0.310748079531233,1531,85,1531,0.6,"1oT","laplace","2",2.55571489830357,2.2260743677739,"ref658_RS_1017.txt"
"662","MGvico8",0.313668812302999,2303,195,2303,0.6,"1oT","laplace","2",2.08378559282707,1.80851457813721,"ref2419_MG_3585.txt"
"663","RScamb1",0.327940858999573,1178,42,1178,0.6,"1oT","laplace","2",2.91358273374033,2.52145744268414,"ref1183_RS_1928.txt"
"664","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.6,"1oT","laplace","2",3.09976465643231,2.6759748740811,"ref1327_PR_2157.txt"
"665","PRvent",0.340772625042584,1241,101,1241,0.6,"1oT","laplace","2",2.8386647790183,2.46503163514589,"ref462_PR_743.txt"
"666","RSsmar2",0.36114979447901,1427,58,1427,0.6,"1oT","laplace","2",2.64720767589686,2.29219127232643,"ref678_RS_1041.txt"
"667","SPeec4",0.37843888158286,1212,84,1212,0.6,"1oT","laplace","2",2.87242494810713,2.49046714244363,"ref2561_SP_3863.txt"
"668","PRsapo",0.425074364521363,1480,122,1480,0.6,"2oT","laplace","2",2.59937622455018,2.24872628358545,"ref348_PR_572.txt"
"669","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.6,"2oT","laplace","2",3.02692974231671,2.62498002131512,"ref454_PR_732.txt"
"670","RSfaxi",0.470118159409467,1211,74,1211,0.6,"2oT","laplace","2",2.87361067569039,2.50779078761594,"ref639_RS_990.txt"
"671","RSsetape",0.493985431841831,1733,45,1733,0.6,"2oT","laplace","2",2.40215329446032,2.08048760360139,"ref740_RS_1123.txt"
"672","SCorle",0.528689726683852,1938,112,1938,0.6,"2oT","laplace","2",2.27155425212127,1.96400020085075,"ref832_SC_1251.txt"
"673","SCside4",0.535403772264882,1421,98,1421,0.6,"2oT","laplace","2",2.65279054538646,2.29414713953477,"ref2715_SC_4218.txt"
"674","RScama",0.559289827066303,2236,69,2236,0.6,"2oT","laplace","2",2.11477467218907,1.82424050038934,"ref619_RS_969.txt"
"675","SPpesm6",0.629775694761977,1891,87,1891,0.6,"2oT","laplace","2",2.29961024909137,1.98732482770456,"ref1059_SP_1682.txt"
"676","PRtele",0.633149366825626,1040,105,1040,0.6,"2oT","laplace","2",3.10086836473021,2.67494451394598,"ref355_PR_580.txt"
"677","PEsvfer",0.636673590338369,1288,91,1288,0.6,"2oT","laplace","2",2.78639106287676,2.40090408299046,"ref1496_PE_2392.txt"
"678","RSmorr1",0.658177286403532,2810,109,2810,0.6,"2oT","laplace","2",1.88645669476136,1.63524887089939,"ref684_RS_1047.txt"
"679","SPpesmA",0.658259844116084,1670,84,1670,0.6,"2oT","laplace","2",2.44704392116198,2.11081867448197,"ref934_SP_1436.txt"
"680","RSvsol",0.666613829015203,1855,55,1855,0.6,"2oT","laplace","2",2.32181730106286,2.01266706863644,"ref618_RS_968.txt"
"681","SPeec5",0.67888901166382,1107,74,1107,0.6,"2oT","laplace","2",3.00556544889144,2.60246819551335,"ref2561_SP_3864.txt"
"682","SCside1",0.680355725623583,1413,111,1413,0.6,"2oT","laplace","2",2.66028961489207,2.31179628609192,"ref2572_SC_3878.txt"
"683","RSpet1",0.722472122747256,826,69,826,0.6,"2oT","laplace","2",3.47944500319611,3.01448470236855,"ref677_RS_1040.txt"
"684","SCside",0.72254784514244,1712,105,1712,0.6,"2oT","laplace","2",2.41684122261416,2.08573692677094,"ref813_SC_1230.txt"
"685","MGarap1",0.728749442631224,2080,92,2080,0.6,"2oT","laplace","2",2.19264504826757,1.90518015820984,"ref238_MG_321.txt"
"686","RSsini",0.73052961024989,1024,69,1024,0.6,"2oT","laplace","2",3.125,2.70967834589778,"ref741_RS_1124.txt"
"687","SPeec1",0.743179321289062,12105,144,1182.12890625,0.6,"2oT","laplace","2",2.90849004346246,2.51753199314345,"ref936_SP_1440.txt"
"688","BAuruc",0.769444718591026,1784,230,1784,0.6,"2oT","laplace","2",2.36756861905189,2.055655267778,"ref1425_BA_2296.txt"
"689","SPcara3",0.773104012947153,1674,130,1674,0.6,"2oT","laplace","2",2.44411858368922,2.11079175543368,"ref1124_SP_1704.txt"
"690","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.6,"2oT","laplace","2",2.01176975271592,1.74945522860041,"ref2564_MG_3870.txt"
"691","SPcara1",0.850156308651023,2127,171,2127,0.6,"2oT","laplace","2",2.16828444900803,1.88213547854182,"ref1124_SP_1703.txt"
"692","BAjuss",0.859421049020215,1198,182,1198,0.6,"2oT","laplace","2",2.88915998328494,2.51350059672213,"ref1426_BA_2297.txt"
"693","SCilho2",0.884932951426624,1738,157,1738,0.6,"3oT","laplace","2",2.39869546440458,2.0778840637545,"ref847_SC_1271.txt"
"694","PRanto5",0.896644888231427,1753,124,1753,0.6,"3oT","laplace","2",2.38841088596216,2.06775175698337,"ref2714_PR_4207.txt"
"695","SCilho",0.899939351991448,1169,135,1169,0.6,"3oT","laplace","2",2.92477690287062,2.52554331828594,"ref842_SC_1266.txt"
"696","PRanto6",0.906465210449369,1665,128,1665,0.6,"3oT","laplace","2",2.45071540697936,2.12333138760871,"ref2714_PR_4208.txt"
"697","PRanto4",0.9079979592893,1896,119,1896,0.6,"3oT","laplace","2",2.29657606087313,1.99086426896029,"ref2714_PR_4206.txt"
"698","SCtimbe1",0.915684800663396,3148,142,3148,0.6,"3oT","laplace","2",1.7823075144988,1.55910860051525,"ref873_SC_1327.txt"
"699","SCvolta2",0.916842703142202,2059,78,2059,0.6,"3oT","laplace","2",2.2037982136063,1.91585473534712,"ref870_SC_1324.txt"
"700","PRanto11",0.921209867560648,1740,99,1740,0.6,"3oT","laplace","2",2.39731650742692,2.08788283485974,"ref2714_PR_4213.txt"
"701","PRanto10",0.923024383580357,1877,132,1877,0.6,"3oT","laplace","2",2.30817038065365,2.00292852128678,"ref2714_PR_4212.txt"
"702","PRanto9",0.928261175571598,1594,134,1594,0.6,"3oT","laplace","2",2.50470072492812,2.16862812709109,"ref2714_PR_4211.txt"
"703","RSrioz1",0.92867367679881,1205,76,1205,0.6,"3oT","laplace","2",2.88075600957839,2.49519654425962,"ref658_RS_1018.txt"
"704","PRanto15",0.942009596537872,1650,140,1650,0.6,"3oT","laplace","2",2.46182981958665,2.13771775796696,"ref2714_PR_4217.txt"
"705","PRanto8",0.955077166221669,1504,134,1504,0.6,"3oT","laplace","2",2.57855311564698,2.24651055519103,"ref2714_PR_4210.txt"
"706","PRanto13",0.968871050376109,1673,127,1673,0.6,"3oT","laplace","2",2.4448489343954,2.11355249049858,"ref2714_PR_4215.txt"
"707","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.6,"3oT","laplace","2",2.54373509534584,2.2078479237953,"ref893_SP_1356.txt"
"708","PRanto12",0.974966068885724,1439,143,1439,0.6,"3oT","laplace","2",2.63614687121482,2.27796796791075,"ref2714_PR_4214.txt"
"709","SCvolta1",0.975721531216037,1658,52,1658,0.6,"3oT","laplace","2",2.45588336206301,2.12605607983788,"ref848_SC_1272.txt"
"710","SPpesmF",0.977848996135357,1360,98,1360,0.6,"3oT","laplace","2",2.7116307227332,2.35093939100021,"ref928_SP_1428.txt"
"711","SPpesmB",0.978518078724858,1076,132,1076,0.6,"3oT","laplace","2",3.04855380424846,2.63586928983286,"ref934_SP_1435.txt"
