"SiteCode"	"kernel_percentil"	"p"	"S.obs"	"DA"	"N"	"pSAD"	"U"	"theta"	"m"
"SPpesmA"	"campo_medio"	0.658259844116084	84	1670	1670	100	NA	18.63816879783	0.9999
"SPpesmB"	"0.25"	0.978518078724858	132	1076	1076	87	0.01106526	NA	NA
"SPpesmB"	"0.5"	0.978518078724858	132	1076	1076	92	0.01768734	NA	NA
"SPpesmB"	"0.55"	0.978518078724858	132	1076	1076	94	0.01774002	NA	NA
"SPpesmB"	"0.6"	0.978518078724858	132	1076	1076	93	0.01798834	NA	NA
"SPpesmB"	"0.65"	0.978518078724858	132	1076	1076	94	0.01783027	NA	NA
"SPpesmB"	"0.7"	0.978518078724858	132	1076	1076	91	0.0175555	NA	NA
"SPpesmB"	"0.75"	0.978518078724858	132	1076	1076	90	0.02007696	NA	NA
"SPpesmB"	"0.8"	0.978518078724858	132	1076	1076	85	0.02006272	NA	NA
"SPpesmB"	"0.85"	0.978518078724858	132	1076	1076	83	0.01999994	NA	NA
"SPpesmB"	"0.9"	0.978518078724858	132	1076	1076	86	0.0202128	NA	NA
"SPpesmB"	"0.95"	0.978518078724858	132	1076	1076	91	0.02068581	NA	NA
"SPpesmB"	"0.99"	0.978518078724858	132	1076	1076	85	0.02028502	NA	NA
"SPpesmB"	"campo_medio"	0.978518078724858	132	1076	1076	99	NA	39.4950005111552	0.9999
"SPpesmC"	"0.25"	0.983950458881778	107	1061	1061	100	0.007368358	NA	NA
"SPpesmC"	"0.5"	0.983950458881778	107	1061	1061	99	0.01191787	NA	NA
"SPpesmC"	"0.55"	0.983950458881778	107	1061	1061	100	0.01216504	NA	NA
"SPpesmC"	"0.6"	0.983950458881778	107	1061	1061	100	0.01158334	NA	NA
"SPpesmC"	"0.65"	0.983950458881778	107	1061	1061	100	0.0121323	NA	NA
"SPpesmC"	"0.7"	0.983950458881778	107	1061	1061	100	0.01212789	NA	NA
"SPpesmC"	"0.75"	0.983950458881778	107	1061	1061	100	0.01407423	NA	NA
"SPpesmC"	"0.8"	0.983950458881778	107	1061	1061	100	0.01400994	NA	NA
"SPpesmC"	"0.85"	0.983950458881778	107	1061	1061	99	0.01312389	NA	NA
"SPpesmC"	"0.9"	0.983950458881778	107	1061	1061	99	0.01368892	NA	NA
"SPpesmC"	"0.95"	0.983950458881778	107	1061	1061	100	0.01366978	NA	NA
"SPpesmC"	"0.99"	0.983950458881778	107	1061	1061	99	0.01362067	NA	NA
"SPpesmC"	"campo_medio"	0.983950458881778	107	1061	1061	100	NA	30.9701597673901	0.80190746480986
"SPpesmD"	"0.25"	0.988788711304557	148	1262	1262	32	0.01046919	NA	NA
"SPpesmD"	"0.5"	0.988788711304557	148	1262	1262	47	0.01712566	NA	NA
"SPpesmD"	"0.55"	0.988788711304557	148	1262	1262	40	0.0169147	NA	NA
"SPpesmD"	"0.6"	0.988788711304557	148	1262	1262	41	0.01645642	NA	NA
"SPpesmD"	"0.65"	0.988788711304557	148	1262	1262	45	0.01702524	NA	NA
"SPpesmD"	"0.7"	0.988788711304557	148	1262	1262	41	0.0201148	NA	NA
"SPpesmD"	"0.75"	0.988788711304557	148	1262	1262	36	0.01845577	NA	NA
"SPpesmD"	"0.8"	0.988788711304557	148	1262	1262	30	0.01884694	NA	NA
"SPpesmD"	"0.85"	0.988788711304557	148	1262	1262	43	0.0190421	NA	NA
"SPpesmD"	"0.9"	0.988788711304557	148	1262	1262	43	0.01941633	NA	NA
"SPpesmD"	"0.95"	0.988788711304557	148	1262	1262	34	0.01920788	NA	NA
"SPpesmD"	"0.99"	0.988788711304557	148	1262	1262	49	0.02018479	NA	NA
"SPpesmD"	"campo_medio"	0.988788711304557	148	1262	1262	78	NA	43.4711096972198	0.9999
"SPpesmE"	"0.25"	0.994366533447583	138	1225	1225	98	0.009752718	NA	NA
"SPpesmE"	"0.5"	0.994366533447583	138	1225	1225	99	0.01670084	NA	NA
"SPpesmE"	"0.55"	0.994366533447583	138	1225	1225	100	0.01797758	NA	NA
"SPpesmE"	"0.6"	0.994366533447583	138	1225	1225	95	0.01586392	NA	NA
"SPpesmE"	"0.65"	0.994366533447583	138	1225	1225	98	0.0145447	NA	NA
"SPpesmE"	"0.7"	0.994366533447583	138	1225	1225	99	0.01679806	NA	NA
"SPpesmE"	"0.75"	0.994366533447583	138	1225	1225	99	0.01781102	NA	NA
"SPpesmE"	"0.8"	0.994366533447583	138	1225	1225	99	0.01722937	NA	NA
"SPpesmE"	"0.85"	0.994366533447583	138	1225	1225	98	0.01744058	NA	NA
"SPpesmE"	"0.9"	0.994366533447583	138	1225	1225	100	0.01787644	NA	NA
"SPpesmE"	"0.95"	0.994366533447583	138	1225	1225	99	0.01780794	NA	NA
"SPpesmE"	"0.99"	0.994366533447583	138	1225	1225	98	0.01705144	NA	NA
"SPpesmE"	"campo_medio"	0.994366533447583	138	1225	1225	99	NA	40.1825859332807	0.96651102033328
"SPpesmF"	"0.25"	0.977848996135357	98	1360	1360	97	0.00521411	NA	NA
"SPpesmF"	"0.5"	0.977848996135357	98	1360	1360	89	0.00666059	NA	NA
"SPpesmF"	"0.55"	0.977848996135357	98	1360	1360	87	0.006515054	NA	NA
"SPpesmF"	"0.6"	0.977848996135357	98	1360	1360	86	0.006933401	NA	NA
"SPpesmF"	"0.65"	0.977848996135357	98	1360	1360	86	0.00698788	NA	NA
"SPpesmF"	"0.7"	0.977848996135357	98	1360	1360	89	0.008973686	NA	NA
"SPpesmF"	"0.75"	0.977848996135357	98	1360	1360	91	0.008107595	NA	NA
"SPpesmF"	"0.8"	0.977848996135357	98	1360	1360	85	0.007843122	NA	NA
"SPpesmF"	"0.85"	0.977848996135357	98	1360	1360	80	0.008203606	NA	NA
"SPpesmF"	"0.9"	0.977848996135357	98	1360	1360	84	0.008348991	NA	NA
"SPpesmF"	"0.95"	0.977848996135357	98	1360	1360	79	0.00806464	NA	NA
"SPpesmF"	"0.99"	0.977848996135357	98	1360	1360	83	0.004365439	NA	NA
"SPpesmF"	"campo_medio"	0.977848996135357	98	1360	1360	96	NA	24.2117140060044	0.9999
"SPpesmG"	"0.25"	0.998040177040466	148	1494	1494	85	0.01057078	NA	NA
"SPpesmG"	"0.5"	0.998040177040466	148	1494	1494	94	0.01289136	NA	NA
"SPpesmG"	"0.55"	0.998040177040466	148	1494	1494	93	0.01323684	NA	NA
"SPpesmG"	"0.6"	0.998040177040466	148	1494	1494	94	0.01315256	NA	NA
"SPpesmG"	"0.65"	0.998040177040466	148	1494	1494	89	0.01518892	NA	NA
"SPpesmG"	"0.7"	0.998040177040466	148	1494	1494	87	0.01450379	NA	NA
"SPpesmG"	"0.75"	0.998040177040466	148	1494	1494	89	0.01453559	NA	NA
"SPpesmG"	"0.8"	0.998040177040466	148	1494	1494	86	0.01521563	NA	NA
"SPpesmG"	"0.85"	0.998040177040466	148	1494	1494	86	0.01473135	NA	NA
"SPpesmG"	"0.9"	0.998040177040466	148	1494	1494	86	0.01496547	NA	NA
"SPpesmG"	"0.95"	0.998040177040466	148	1494	1494	87	0.01551239	NA	NA
"SPpesmG"	"0.99"	0.998040177040466	148	1494	1494	84	0.007996659	NA	NA
"SPpesmG"	"campo_medio"	0.998040177040466	148	1494	1494	96	NA	40.7689757139759	0.9999
"SPpesmI"	"0.25"	0.999741863075196	186	1963	1963	100	0.0113542	NA	NA
"SPpesmI"	"0.5"	0.999741863075196	186	1963	1963	100	0.0138893	NA	NA
"SPpesmI"	"0.55"	0.999741863075196	186	1963	1963	100	0.01301683	NA	NA
"SPpesmI"	"0.6"	0.999741863075196	186	1963	1963	98	0.01430787	NA	NA
"SPpesmI"	"0.65"	0.999741863075196	186	1963	1963	99	0.01472005	NA	NA
"SPpesmI"	"0.7"	0.999741863075196	186	1963	1963	100	0.01466292	NA	NA
"SPpesmI"	"0.75"	0.999741863075196	186	1963	1963	100	0.014594	NA	NA
"SPpesmI"	"0.8"	0.999741863075196	186	1963	1963	100	0.01490865	NA	NA
"SPpesmI"	"0.85"	0.999741863075196	186	1963	1963	100	0.01479775	NA	NA
"SPpesmI"	"0.9"	0.999741863075196	186	1963	1963	100	0.01495372	NA	NA
"SPpesmI"	"0.95"	0.999741863075196	186	1963	1963	96	0.01432514	NA	NA
"SPpesmI"	"0.99"	0.999741863075196	186	1963	1963	100	0.007840958	NA	NA
"SPpesmI"	"campo_medio"	0.999741863075196	186	1963	1963	100	NA	53.9259152392114	0.69262835949568
"SPpesmJ"	"0.25"	0.999736929472974	187	1742	1742	100	0.01251166	NA	NA
"SPpesmJ"	"0.5"	0.999736929472974	187	1742	1742	100	0.01535225	NA	NA
"SPpesmJ"	"0.55"	0.999736929472974	187	1742	1742	100	0.01654502	NA	NA
"SPpesmJ"	"0.6"	0.999736929472974	187	1742	1742	100	0.01696747	NA	NA
"SPpesmJ"	"0.65"	0.999736929472974	187	1742	1742	99	0.01781273	NA	NA
"SPpesmJ"	"0.7"	0.999736929472974	187	1742	1742	100	0.01731717	NA	NA
"SPpesmJ"	"0.75"	0.999736929472974	187	1742	1742	98	0.01841908	NA	NA
"SPpesmJ"	"0.8"	0.999736929472974	187	1742	1742	100	0.01793925	NA	NA
"SPpesmJ"	"0.85"	0.999736929472974	187	1742	1742	100	0.01779657	NA	NA
"SPpesmJ"	"0.9"	0.999736929472974	187	1742	1742	100	0.01771393	NA	NA
"SPpesmJ"	"0.95"	0.999736929472974	187	1742	1742	100	0.01755597	NA	NA
"SPpesmJ"	"0.99"	0.999736929472974	187	1742	1742	100	0.009607395	NA	NA
"SPpesmJ"	"campo_medio"	0.999736929472974	187	1742	1742	100	NA	62.502424755875	0.474396516900524
"SPpesmK"	"0.25"	1	162	1796	1796	63	0.009604437	NA	NA
"SPpesmK"	"0.5"	1	162	1796	1796	74	0.01166035	NA	NA
"SPpesmK"	"0.55"	1	162	1796	1796	80	0.01229214	NA	NA
"SPpesmK"	"0.6"	1	162	1796	1796	71	0.01374134	NA	NA
"SPpesmK"	"0.65"	1	162	1796	1796	69	0.01367872	NA	NA
"SPpesmK"	"0.7"	1	162	1796	1796	67	0.01363743	NA	NA
"SPpesmK"	"0.75"	1	162	1796	1796	64	0.01305111	NA	NA
"SPpesmK"	"0.8"	1	162	1796	1796	72	0.01330371	NA	NA
"SPpesmK"	"0.85"	1	162	1796	1796	72	0.01340701	NA	NA
"SPpesmK"	"0.9"	1	162	1796	1796	65	0.01308287	NA	NA
"SPpesmK"	"0.95"	1	162	1796	1796	73	0.01343834	NA	NA
"SPpesmK"	"0.99"	1	162	1796	1796	73	0.007137206	NA	NA
"SPpesmK"	"campo_medio"	1	162	1796	1796	85	NA	43.0630623664261	0.9999
