"SiteCode"	"kernel_percentil"	"p"	"S.obs"	"DA"	"N"	"pSAD"	"U"	"theta"	"m"
"PRanto5"	"0.75"	0.896644888231427	124	1753	1753	96	0.008871841	NA	NA
"PRanto5"	"0.8"	0.896644888231427	124	1753	1753	97	0.008410295	NA	NA
"PRanto5"	"0.85"	0.896644888231427	124	1753	1753	94	0.009140907	NA	NA
"PRanto5"	"0.9"	0.896644888231427	124	1753	1753	95	0.008674592	NA	NA
"PRanto5"	"0.95"	0.896644888231427	124	1753	1753	96	0.008972074	NA	NA
"PRanto5"	"0.99"	0.896644888231427	124	1753	1753	96	0.004511666	NA	NA
"PRanto5"	"campo_medio"	0.896644888231427	124	1753	1753	99	NA	32.1739106893626	0.72310712361083
"PRanto6"	"0.25"	0.906465210449369	128	1665	1665	100	0.008280206	NA	NA
"PRanto6"	"0.5"	0.906465210449369	128	1665	1665	100	0.009230134	NA	NA
"PRanto6"	"0.55"	0.906465210449369	128	1665	1665	99	0.008628936	NA	NA
"PRanto6"	"0.6"	0.906465210449369	128	1665	1665	100	0.0090062	NA	NA
"PRanto6"	"0.65"	0.906465210449369	128	1665	1665	99	0.009659335	NA	NA
"PRanto6"	"0.7"	0.906465210449369	128	1665	1665	100	0.0101996	NA	NA
"PRanto6"	"0.75"	0.906465210449369	128	1665	1665	98	0.010509936	NA	NA
"PRanto6"	"0.8"	0.906465210449369	128	1665	1665	99	0.01041135	NA	NA
"PRanto6"	"0.85"	0.906465210449369	128	1665	1665	99	0.0105022	NA	NA
"PRanto6"	"0.9"	0.906465210449369	128	1665	1665	99	0.009813867	NA	NA
"PRanto6"	"0.95"	0.906465210449369	128	1665	1665	99	0.009788873	NA	NA
"PRanto6"	"0.99"	0.906465210449369	128	1665	1665	99	0.005486428	NA	NA
"PRanto6"	"campo_medio"	0.906465210449369	128	1665	1665	99	NA	32.3101856719821	0.9999
"PRanto8"	"0.25"	0.955077166221669	134	1504	1504	100	0.008889574	NA	NA
"PRanto8"	"0.5"	0.955077166221669	134	1504	1504	100	0.0108623	NA	NA
"PRanto8"	"0.55"	0.955077166221669	134	1504	1504	100	0.01020518	NA	NA
"PRanto8"	"0.6"	0.955077166221669	134	1504	1504	100	0.01125727	NA	NA
"PRanto8"	"0.65"	0.955077166221669	134	1504	1504	99	0.01184466	NA	NA
"PRanto8"	"0.7"	0.955077166221669	134	1504	1504	100	0.01194691	NA	NA
"PRanto8"	"0.75"	0.955077166221669	134	1504	1504	100	0.01261646	NA	NA
"PRanto8"	"0.8"	0.955077166221669	134	1504	1504	100	0.01336534	NA	NA
"PRanto8"	"0.85"	0.955077166221669	134	1504	1504	100	0.01253063	NA	NA
"PRanto8"	"0.9"	0.955077166221669	134	1504	1504	100	0.01211876	NA	NA
"PRanto8"	"0.95"	0.955077166221669	134	1504	1504	100	0.01270611	NA	NA
"PRanto8"	"0.99"	0.955077166221669	134	1504	1504	100	0.006607091	NA	NA
"PRanto8"	"campo_medio"	0.955077166221669	134	1504	1504	100	NA	42.9703698608689	0.397575255426339
"PRanto9"	"0.25"	0.928261175571598	134	1594	1594	31	0.008322057	NA	NA
"PRanto9"	"0.5"	0.928261175571598	134	1594	1594	38	0.01012305	NA	NA
"PRanto9"	"0.55"	0.928261175571598	134	1594	1594	36	0.009645973	NA	NA
"PRanto9"	"0.6"	0.928261175571598	134	1594	1594	31	0.009377515	NA	NA
"PRanto9"	"0.65"	0.928261175571598	134	1594	1594	36	0.0121813	NA	NA
"PRanto9"	"0.7"	0.928261175571598	134	1594	1594	24	0.01138165	NA	NA
"PRanto9"	"0.75"	0.928261175571598	134	1594	1594	29	0.01162824	NA	NA
"PRanto9"	"0.8"	0.928261175571598	134	1594	1594	28	0.01181673	NA	NA
"PRanto9"	"0.85"	0.928261175571598	134	1594	1594	31	0.01176501	NA	NA
"PRanto9"	"0.9"	0.928261175571598	134	1594	1594	32	0.01195779	NA	NA
"PRanto9"	"0.95"	0.928261175571598	134	1594	1594	28	0.01197987	NA	NA
"PRanto9"	"0.99"	0.928261175571598	134	1594	1594	30	0.005862291	NA	NA
"PRanto9"	"campo_medio"	0.928261175571598	134	1594	1594	76	NA	34.7912791659204	0.998284149049715
"PRdiam2"	"0.25"	0.448393813206425	84	1091.42857142857	1146	100	0.0054746	NA	NA
"PRdiam2"	"0.5"	0.448393813206425	84	1091.42857142857	1146	100	0.007258445	NA	NA
"PRdiam2"	"0.55"	0.448393813206425	84	1091.42857142857	1146	100	0.00715087	NA	NA
"PRdiam2"	"0.6"	0.448393813206425	84	1091.42857142857	1146	100	0.006949991	NA	NA
"PRdiam2"	"0.65"	0.448393813206425	84	1091.42857142857	1146	100	0.006385491	NA	NA
"PRdiam2"	"0.7"	0.448393813206425	84	1091.42857142857	1146	100	0.00647753	NA	NA
"PRdiam2"	"0.75"	0.448393813206425	84	1091.42857142857	1146	100	0.008372934	NA	NA
"PRdiam2"	"0.8"	0.448393813206425	84	1091.42857142857	1146	100	0.007872598	NA	NA
"PRdiam2"	"0.85"	0.448393813206425	84	1091.42857142857	1146	100	0.00784157	NA	NA
"PRdiam2"	"0.9"	0.448393813206425	84	1091.42857142857	1146	100	0.008134607	NA	NA
"PRdiam2"	"0.95"	0.448393813206425	84	1091.42857142857	1146	100	0.008095004	NA	NA
"PRdiam2"	"0.99"	0.448393813206425	84	1091.42857142857	1146	100	0.008225905	NA	NA
"PRdiam2"	"campo_medio"	0.448393813206425	84	1091.42857142857	1146	99	NA	23.552943363916	0.518835360052333
"PRdiam3"	"0.25"	0.328788995096578	74	1040.74074074074	1124	100	0.006272247	NA	NA
"PRdiam3"	"0.5"	0.328788995096578	74	1040.74074074074	1124	100	0.006252054	NA	NA
"PRdiam3"	"0.55"	0.328788995096578	74	1040.74074074074	1124	100	0.005740401	NA	NA
"PRdiam3"	"0.6"	0.328788995096578	74	1040.74074074074	1124	98	0.006288655	NA	NA
"PRdiam3"	"0.65"	0.328788995096578	74	1040.74074074074	1124	99	0.005688412	NA	NA
"PRdiam3"	"0.7"	0.328788995096578	74	1040.74074074074	1124	100	0.005919996	NA	NA
"PRdiam3"	"0.75"	0.328788995096578	74	1040.74074074074	1124	96	0.006523453	NA	NA
"PRdiam3"	"0.8"	0.328788995096578	74	1040.74074074074	1124	98	0.006660578	NA	NA
"PRdiam3"	"0.85"	0.328788995096578	74	1040.74074074074	1124	99	0.006801004	NA	NA
"PRdiam3"	"0.9"	0.328788995096578	74	1040.74074074074	1124	98	0.006572153	NA	NA
"PRdiam3"	"0.95"	0.328788995096578	74	1040.74074074074	1124	99	0.006511368	NA	NA
"PRdiam3"	"0.99"	0.328788995096578	74	1040.74074074074	1124	97	0.006500528	NA	NA
"PRdiam3"	"campo_medio"	0.328788995096578	74	1040.74074074074	1124	100	NA	17.8942524188093	0.957534281356936
"PRrico1"	"0.25"	0.189679150380924	64	1018	1018	98	0.009357154	NA	NA
"PRrico1"	"0.5"	0.189679150380924	64	1018	1018	84	0.009260774	NA	NA
"PRrico1"	"0.55"	0.189679150380924	64	1018	1018	90	0.00927923	NA	NA
"PRrico1"	"0.6"	0.189679150380924	64	1018	1018	94	0.009007652	NA	NA
"PRrico1"	"0.65"	0.189679150380924	64	1018	1018	93	0.009425454	NA	NA
"PRrico1"	"0.7"	0.189679150380924	64	1018	1018	89	0.00940207	NA	NA
"PRrico1"	"0.75"	0.189679150380924	64	1018	1018	56	0.008267952	NA	NA
"PRrico1"	"0.8"	0.189679150380924	64	1018	1018	69	0.007867778	NA	NA
"PRrico1"	"0.85"	0.189679150380924	64	1018	1018	64	0.007724182	NA	NA
"PRrico1"	"0.9"	0.189679150380924	64	1018	1018	66	0.008120383	NA	NA
"PRrico1"	"0.95"	0.189679150380924	64	1018	1018	72	0.008246153	NA	NA
"PRrico1"	"0.99"	0.189679150380924	64	1018	1018	68	0.008177417	NA	NA
"PRrico1"	"campo_medio"	0.189679150380924	64	1018	1018	86	NA	15.4040385901778	0.88940557136196
"PRrico2"	"0.25"	0.226305520677815	34	961	961	80	0.006271064	NA	NA
"PRrico2"	"0.5"	0.226305520677815	34	961	961	94	0.004880268	NA	NA
"PRrico2"	"0.55"	0.226305520677815	34	961	961	97	0.004879354	NA	NA
"PRrico2"	"0.6"	0.226305520677815	34	961	961	92	0.00489607	NA	NA
"PRrico2"	"0.65"	0.226305520677815	34	961	961	97	0.005311772	NA	NA
"PRrico2"	"0.7"	0.226305520677815	34	961	961	93	0.005491818	NA	NA
"PRrico2"	"0.75"	0.226305520677815	34	961	961	100	0.002676936	NA	NA
"PRrico2"	"0.8"	0.226305520677815	34	961	961	100	0.002693002	NA	NA
"PRrico2"	"0.85"	0.226305520677815	34	961	961	100	0.002878783	NA	NA
"PRrico2"	"0.9"	0.226305520677815	34	961	961	99	0.00273241	NA	NA
"PRrico2"	"0.95"	0.226305520677815	34	961	961	100	0.00251989	NA	NA
"PRrico2"	"0.99"	0.226305520677815	34	961	961	100	0.002761028	NA	NA
"PRrico2"	"campo_medio"	0.226305520677815	34	961	961	100	NA	8.24266972529875	0.307326211536678
"PRrico3"	"0.25"	0.169853953773957	39	1143	1143	31	0.004978066	NA	NA
"PRrico3"	"0.5"	0.169853953773957	39	1143	1143	84	0.00442435	NA	NA
"PRrico3"	"0.55"	0.169853953773957	39	1143	1143	82	0.004451173	NA	NA
"PRrico3"	"0.6"	0.169853953773957	39	1143	1143	89	0.004408285	NA	NA
"PRrico3"	"0.65"	0.169853953773957	39	1143	1143	88	0.0041196	NA	NA
"PRrico3"	"0.7"	0.169853953773957	39	1143	1143	100	0.002693782	NA	NA
"PRrico3"	"0.75"	0.169853953773957	39	1143	1143	100	0.00268202	NA	NA
"PRrico3"	"0.8"	0.169853953773957	39	1143	1143	100	0.002621828	NA	NA
"PRrico3"	"0.85"	0.169853953773957	39	1143	1143	100	0.002850793	NA	NA
"PRrico3"	"0.9"	0.169853953773957	39	1143	1143	100	0.002625496	NA	NA
"PRrico3"	"0.95"	0.169853953773957	39	1143	1143	100	0.002686498	NA	NA
"PRrico3"	"0.99"	0.169853953773957	39	1143	1143	99	0.00271209	NA	NA
"PRrico3"	"campo_medio"	0.169853953773957	39	1143	1143	100	NA	10.1986562635803	0.194864477293597
"PRsapo"	"0.25"	0.425074364521363	122	1480	1480	41	0.0160612	NA	NA
"PRsapo"	"0.5"	0.425074364521363	122	1480	1480	95	0.01355546	NA	NA
"PRsapo"	"0.55"	0.425074364521363	122	1480	1480	95	0.01344338	NA	NA
"PRsapo"	"0.6"	0.425074364521363	122	1480	1480	91	0.0136326	NA	NA
"PRsapo"	"0.65"	0.425074364521363	122	1480	1480	100	0.01155854	NA	NA
"PRsapo"	"0.7"	0.425074364521363	122	1480	1480	100	0.0117457	NA	NA
"PRsapo"	"0.75"	0.425074364521363	122	1480	1480	100	0.010699139	NA	NA
"PRsapo"	"0.8"	0.425074364521363	122	1480	1480	100	0.01127782	NA	NA
"PRsapo"	"0.85"	0.425074364521363	122	1480	1480	100	0.01129484	NA	NA
"PRsapo"	"0.9"	0.425074364521363	122	1480	1480	100	0.01120509	NA	NA
"PRsapo"	"0.95"	0.425074364521363	122	1480	1480	100	0.010779235	NA	NA
"PRsapo"	"0.99"	0.425074364521363	122	1480	1480	100	0.005993643	NA	NA
"PRsapo"	"campo_medio"	0.425074364521363	122	1480	1480	100	NA	122.113590877534	0.0431712664004208
"PRtele"	"0.25"	0.633149366825626	105	1040	1040	100	0.01207861	NA	NA
"PRtele"	"0.5"	0.633149366825626	105	1040	1040	94	0.0123754	NA	NA
"PRtele"	"0.55"	0.633149366825626	105	1040	1040	99	0.01289072	NA	NA
"PRtele"	"0.6"	0.633149366825626	105	1040	1040	99	0.01264794	NA	NA
"PRtele"	"0.65"	0.633149366825626	105	1040	1040	96	0.01251726	NA	NA
"PRtele"	"0.7"	0.633149366825626	105	1040	1040	98	0.01266862	NA	NA
"PRtele"	"0.75"	0.633149366825626	105	1040	1040	97	0.0147494	NA	NA
"PRtele"	"0.8"	0.633149366825626	105	1040	1040	98	0.01391736	NA	NA
"PRtele"	"0.85"	0.633149366825626	105	1040	1040	88	0.01345264	NA	NA
"PRtele"	"0.9"	0.633149366825626	105	1040	1040	99	0.01399144	NA	NA
"PRtele"	"0.95"	0.633149366825626	105	1040	1040	96	0.01481178	NA	NA
"PRtele"	"0.99"	0.633149366825626	105	1040	1040	95	0.01440014	NA	NA
"PRtele"	"campo_medio"	0.633149366825626	105	1040	1040	98	NA	29.1134319156349	0.9999
"PRtiba1"	"0.25"	0.181441319632234	117	1482	1482	100	0.01239907	NA	NA
"PRtiba1"	"0.5"	0.181441319632234	117	1482	1482	94	0.01144652	NA	NA
"PRtiba1"	"0.55"	0.181441319632234	117	1482	1482	94	0.01186601	NA	NA
"PRtiba1"	"0.6"	0.181441319632234	117	1482	1482	94	0.01158	NA	NA
"PRtiba1"	"0.65"	0.181441319632234	117	1482	1482	78	0.01081464	NA	NA
"PRtiba1"	"0.7"	0.181441319632234	117	1482	1482	78	0.0108925	NA	NA
"PRtiba1"	"0.75"	0.181441319632234	117	1482	1482	83	0.01100768	NA	NA
"PRtiba1"	"0.8"	0.181441319632234	117	1482	1482	72	0.01098588	NA	NA
"PRtiba1"	"0.85"	0.181441319632234	117	1482	1482	71	0.01113015	NA	NA
"PRtiba1"	"0.9"	0.181441319632234	117	1482	1482	80	0.01095174	NA	NA
"PRtiba1"	"0.95"	0.181441319632234	117	1482	1482	70	0.01078851	NA	NA
"PRtiba1"	"0.99"	0.181441319632234	117	1482	1482	97	0.007248312	NA	NA
"PRtiba1"	"campo_medio"	0.181441319632234	117	1482	1482	96	NA	29.7825215792988	0.9999
"PRvent"	"0.25"	0.340772625042584	101	1241	1241	51	0.02382241	NA	NA
"PRvent"	"0.5"	0.340772625042584	101	1241	1241	96	0.01852297	NA	NA
"PRvent"	"0.55"	0.340772625042584	101	1241	1241	98	0.01870922	NA	NA
"PRvent"	"0.6"	0.340772625042584	101	1241	1241	99	0.01792221	NA	NA
"PRvent"	"0.65"	0.340772625042584	101	1241	1241	99	0.01879113	NA	NA
"PRvent"	"0.7"	0.340772625042584	101	1241	1241	100	0.01434544	NA	NA
"PRvent"	"0.75"	0.340772625042584	101	1241	1241	100	0.0146515	NA	NA
"PRvent"	"0.8"	0.340772625042584	101	1241	1241	100	0.01473744	NA	NA
"PRvent"	"0.85"	0.340772625042584	101	1241	1241	100	0.01536577	NA	NA
"PRvent"	"0.9"	0.340772625042584	101	1241	1241	100	0.01474382	NA	NA
"PRvent"	"0.95"	0.340772625042584	101	1241	1241	100	0.01447374	NA	NA
"PRvent"	"0.99"	0.340772625042584	101	1241	1241	100	0.01444259	NA	NA
"PRvent"	"campo_medio"	0.340772625042584	101	1241	1241	100	NA	27.3940009226073	0.74400930300874
"RScach1"	"0.25"	0.151225472114475	30	1547	1547	99	0.002511996	NA	NA
"RScach1"	"0.5"	0.151225472114475	30	1547	1547	99	0.002016552	NA	NA
"RScach1"	"0.55"	0.151225472114475	30	1547	1547	99	0.002056695	NA	NA
"RScach1"	"0.6"	0.151225472114475	30	1547	1547	100	0.002159432	NA	NA
"RScach1"	"0.65"	0.151225472114475	30	1547	1547	98	0.0010207414	NA	NA
"RScach1"	"0.7"	0.151225472114475	30	1547	1547	98	0.0010465226	NA	NA
"RScach1"	"0.75"	0.151225472114475	30	1547	1547	97	0.0010566587	NA	NA
"RScach1"	"0.8"	0.151225472114475	30	1547	1547	95	0.0010460986	NA	NA
"RScach1"	"0.85"	0.151225472114475	30	1547	1547	97	0.001056287	NA	NA
"RScach1"	"0.9"	0.151225472114475	30	1547	1547	100	0.0009535156	NA	NA
"RScach1"	"0.95"	0.151225472114475	30	1547	1547	96	0.0009608133	NA	NA
"RScach1"	"0.99"	0.151225472114475	30	1547	1547	100	0.0008624587	NA	NA
"RScach1"	"campo_medio"	0.151225472114475	30	1547	1547	100	NA	5.24341958689909	0.9999
"RScach2"	"0.25"	0.104325049309665	48	1904	1904	60	0.006136853	NA	NA
"RScach2"	"0.5"	0.104325049309665	48	1904	1904	86	0.005163602	NA	NA
"RScach2"	"0.55"	0.104325049309665	48	1904	1904	92	0.005207363	NA	NA
"RScach2"	"0.6"	0.104325049309665	48	1904	1904	99	0.00292493	NA	NA
"RScach2"	"0.65"	0.104325049309665	48	1904	1904	100	0.002960674	NA	NA
"RScach2"	"0.7"	0.104325049309665	48	1904	1904	99	0.002954912	NA	NA
"RScach2"	"0.75"	0.104325049309665	48	1904	1904	99	0.003065704	NA	NA
"RScach2"	"0.8"	0.104325049309665	48	1904	1904	100	0.002932533	NA	NA
"RScach2"	"0.85"	0.104325049309665	48	1904	1904	99	0.002881508	NA	NA
"RScach2"	"0.9"	0.104325049309665	48	1904	1904	100	0.002861144	NA	NA
"RScach2"	"0.95"	0.104325049309665	48	1904	1904	100	0.002977412	NA	NA
"RScach2"	"0.99"	0.104325049309665	48	1904	1904	99	0.001567584	NA	NA
"RScach2"	"campo_medio"	0.104325049309665	48	1904	1904	100	NA	9.89690512109008	0.455124041056769
"RScach3"	"0.25"	0.102843143491402	71	1228	1228	33	0.0119119	NA	NA
"RScach3"	"0.5"	0.102843143491402	71	1228	1228	77	0.010067776	NA	NA
"RScach3"	"0.55"	0.102843143491402	71	1228	1228	72	0.010230032	NA	NA
"RScach3"	"0.6"	0.102843143491402	71	1228	1228	68	0.01030596	NA	NA
"RScach3"	"0.65"	0.102843143491402	71	1228	1228	73	0.00960878	NA	NA
"RScach3"	"0.7"	0.102843143491402	71	1228	1228	100	0.007175224	NA	NA
"RScach3"	"0.75"	0.102843143491402	71	1228	1228	100	0.00726024	NA	NA
"RScach3"	"0.8"	0.102843143491402	71	1228	1228	100	0.007372781	NA	NA
"RScach3"	"0.85"	0.102843143491402	71	1228	1228	98	0.007332359	NA	NA
"RScach3"	"0.9"	0.102843143491402	71	1228	1228	100	0.007345406	NA	NA
"RScach3"	"0.95"	0.102843143491402	71	1228	1228	100	0.00758768	NA	NA
"RScach3"	"0.99"	0.102843143491402	71	1228	1228	100	0.007354236	NA	NA
"RScach3"	"campo_medio"	0.102843143491402	71	1228	1228	100	NA	43.8136116645823	0.0447215448325049
"RScach4"	"0.25"	0.072361253275373	48	1095	1095	74	0.008049706	NA	NA
"RScach4"	"0.5"	0.072361253275373	48	1095	1095	99	0.00608726	NA	NA
"RScach4"	"0.55"	0.072361253275373	48	1095	1095	98	0.006534364	NA	NA
"RScach4"	"0.6"	0.072361253275373	48	1095	1095	99	0.006399908	NA	NA
"RScach4"	"0.65"	0.072361253275373	48	1095	1095	100	0.006430184	NA	NA
"RScach4"	"0.7"	0.072361253275373	48	1095	1095	100	0.006435116	NA	NA
"RScach4"	"0.75"	0.072361253275373	48	1095	1095	91	0.004801374	NA	NA
"RScach4"	"0.8"	0.072361253275373	48	1095	1095	95	0.004736646	NA	NA
"RScach4"	"0.85"	0.072361253275373	48	1095	1095	94	0.004768326	NA	NA
"RScach4"	"0.9"	0.072361253275373	48	1095	1095	99	0.005010046	NA	NA
"RScach4"	"0.95"	0.072361253275373	48	1095	1095	93	0.004930988	NA	NA
"RScach4"	"0.99"	0.072361253275373	48	1095	1095	95	0.004828974	NA	NA
"RScach4"	"campo_medio"	0.072361253275373	48	1095	1095	96	NA	11.7229656657716	0.418174317066745
"RScama"	"0.25"	0.559289827066303	69	2236	2236	92	0.003253156	NA	NA
"RScama"	"0.5"	0.559289827066303	69	2236	2236	99	0.002855118	NA	NA
"RScama"	"0.55"	0.559289827066303	69	2236	2236	100	0.00235622	NA	NA
"RScama"	"0.6"	0.559289827066303	69	2236	2236	98	0.002183161	NA	NA
"RScama"	"0.65"	0.559289827066303	69	2236	2236	100	0.002152618	NA	NA
"RScama"	"0.7"	0.559289827066303	69	2236	2236	100	0.002423384	NA	NA
"RScama"	"0.75"	0.559289827066303	69	2236	2236	100	0.002297244	NA	NA
"RScama"	"0.8"	0.559289827066303	69	2236	2236	100	0.002282848	NA	NA
"RScama"	"0.85"	0.559289827066303	69	2236	2236	99	0.002250806	NA	NA
"RScama"	"0.9"	0.559289827066303	69	2236	2236	100	0.002254346	NA	NA
"RScama"	"0.95"	0.559289827066303	69	2236	2236	100	0.002315383	NA	NA
"RScama"	"0.99"	0.559289827066303	69	2236	2236	100	0.001846616	NA	NA
"RScama"	"campo_medio"	0.559289827066303	69	2236	2236	100	NA	13.7986367899057	0.830360336810819
"RScamb1"	"0.25"	0.327940858999573	42	1178	1178	100	0.008044858	NA	NA
"RScamb1"	"0.5"	0.327940858999573	42	1178	1178	100	0.005910709	NA	NA
"RScamb1"	"0.55"	0.327940858999573	42	1178	1178	100	0.005867936	NA	NA
"RScamb1"	"0.6"	0.327940858999573	42	1178	1178	100	0.00618101	NA	NA
"RScamb1"	"0.65"	0.327940858999573	42	1178	1178	100	0.006023077	NA	NA
"RScamb1"	"0.7"	0.327940858999573	42	1178	1178	94	0.004034571	NA	NA
"RScamb1"	"0.75"	0.327940858999573	42	1178	1178	90	0.00346178	NA	NA
"RScamb1"	"0.8"	0.327940858999573	42	1178	1178	91	0.00363519	NA	NA
"RScamb1"	"0.85"	0.327940858999573	42	1178	1178	94	0.003817591	NA	NA
"RScamb1"	"0.9"	0.327940858999573	42	1178	1178	92	0.003862042	NA	NA
"RScamb1"	"0.95"	0.327940858999573	42	1178	1178	96	0.003645766	NA	NA
"RScamb1"	"0.99"	0.327940858999573	42	1178	1178	92	0.003723626	NA	NA
"RScamb1"	"campo_medio"	0.327940858999573	42	1178	1178	98	NA	8.54688780266606	0.960075067160563
"RSfaxi"	"0.25"	0.470118159409467	74	1211	1211	19	0.009765052	NA	NA
"RSfaxi"	"0.5"	0.470118159409467	74	1211	1211	80	0.008109958	NA	NA
"RSfaxi"	"0.55"	0.470118159409467	74	1211	1211	80	0.00812527	NA	NA
"RSfaxi"	"0.6"	0.470118159409467	74	1211	1211	86	0.008329698	NA	NA
"RSfaxi"	"0.65"	0.470118159409467	74	1211	1211	80	0.008471516	NA	NA
"RSfaxi"	"0.7"	0.470118159409467	74	1211	1211	100	0.006043224	NA	NA
"RSfaxi"	"0.75"	0.470118159409467	74	1211	1211	100	0.006096784	NA	NA
"RSfaxi"	"0.8"	0.470118159409467	74	1211	1211	99	0.006192002	NA	NA
"RSfaxi"	"0.85"	0.470118159409467	74	1211	1211	100	0.006166849	NA	NA
"RSfaxi"	"0.9"	0.470118159409467	74	1211	1211	100	0.005897177	NA	NA
"RSfaxi"	"0.95"	0.470118159409467	74	1211	1211	99	0.006646834	NA	NA
"RSfaxi"	"0.99"	0.470118159409467	74	1211	1211	100	0.006114416	NA	NA
"RSfaxi"	"campo_medio"	0.470118159409467	74	1211	1211	99	NA	23.1579327055612	0.228869816071048
"RSmaqu4"	"0.25"	0.310748079531233	85	1531	1531	97	0.005034026	NA	NA
"RSmaqu4"	"0.5"	0.310748079531233	85	1531	1531	92	0.005301116	NA	NA
"RSmaqu4"	"0.55"	0.310748079531233	85	1531	1531	88	0.005286564	NA	NA
"RSmaqu4"	"0.6"	0.310748079531233	85	1531	1531	87	0.005170002	NA	NA
"RSmaqu4"	"0.65"	0.310748079531233	85	1531	1531	66	0.005179805	NA	NA
"RSmaqu4"	"0.7"	0.310748079531233	85	1531	1531	73	0.0056808	NA	NA
"RSmaqu4"	"0.75"	0.310748079531233	85	1531	1531	82	0.005455416	NA	NA
"RSmaqu4"	"0.8"	0.310748079531233	85	1531	1531	78	0.005514197	NA	NA
"RSmaqu4"	"0.85"	0.310748079531233	85	1531	1531	86	0.005612319	NA	NA
"RSmaqu4"	"0.9"	0.310748079531233	85	1531	1531	75	0.005341769	NA	NA
"RSmaqu4"	"0.95"	0.310748079531233	85	1531	1531	86	0.005391195	NA	NA
"RSmaqu4"	"0.99"	0.310748079531233	85	1531	1531	92	0.003365572	NA	NA
"RSmaqu4"	"campo_medio"	0.310748079531233	85	1531	1531	97	NA	19.3990842518201	0.9999
"RSmorr1"	"0.25"	0.658177286403532	109	2810	2810	100	0.00362362	NA	NA
"RSmorr1"	"0.5"	0.658177286403532	109	2810	2810	99	0.003747233	NA	NA
"RSmorr1"	"0.55"	0.658177286403532	109	2810	2810	100	0.003861012	NA	NA
"RSmorr1"	"0.6"	0.658177286403532	109	2810	2810	100	0.003582788	NA	NA
"RSmorr1"	"0.65"	0.658177286403532	109	2810	2810	99	0.003506961	NA	NA
"RSmorr1"	"0.7"	0.658177286403532	109	2810	2810	100	0.003712032	NA	NA
"RSmorr1"	"0.75"	0.658177286403532	109	2810	2810	100	0.003659452	NA	NA
"RSmorr1"	"0.8"	0.658177286403532	109	2810	2810	100	0.003702156	NA	NA
"RSmorr1"	"0.85"	0.658177286403532	109	2810	2810	100	0.003879495	NA	NA
"RSmorr1"	"0.9"	0.658177286403532	109	2810	2810	99	0.003799416	NA	NA
"RSmorr1"	"0.95"	0.658177286403532	109	2810	2810	100	0.002252317	NA	NA
"RSmorr1"	"0.99"	0.658177286403532	109	2810	2810	100	0.002225502	NA	NA
"RSmorr1"	"campo_medio"	0.658177286403532	109	2810	2810	100	NA	25.4231776518843	0.444544160278035
"RSpet1"	"0.25"	0.722472122747256	69	826	826	98	0.005263408	NA	NA
"RSpet1"	"0.5"	0.722472122747256	69	826	826	94	0.00592381	NA	NA
"RSpet1"	"0.55"	0.722472122747256	69	826	826	93	0.007175525	NA	NA
"RSpet1"	"0.6"	0.722472122747256	69	826	826	91	0.006745305	NA	NA
"RSpet1"	"0.65"	0.722472122747256	69	826	826	91	0.006680907	NA	NA
"RSpet1"	"0.7"	0.722472122747256	69	826	826	99	0.007586645	NA	NA
"RSpet1"	"0.75"	0.722472122747256	69	826	826	91	0.007251158	NA	NA
"RSpet1"	"0.8"	0.722472122747256	69	826	826	82	0.007841348	NA	NA
"RSpet1"	"0.85"	0.722472122747256	69	826	826	83	0.008112884	NA	NA
"RSpet1"	"0.9"	0.722472122747256	69	826	826	92	0.009137108	NA	NA
"RSpet1"	"0.95"	0.722472122747256	69	826	826	92	0.009176766	NA	NA
"RSpet1"	"0.99"	0.722472122747256	69	826	826	96	0.009567766	NA	NA
"RSpet1"	"campo_medio"	0.722472122747256	69	826	826	98	NA	17.8685309088594	0.9999
"RSrioz1"	"0.25"	0.92867367679881	76	1205	1205	100	0.004889304	NA	NA
"RSrioz1"	"0.5"	0.92867367679881	76	1205	1205	100	0.005341136	NA	NA
"RSrioz1"	"0.55"	0.92867367679881	76	1205	1205	100	0.005734465	NA	NA
"RSrioz1"	"0.6"	0.92867367679881	76	1205	1205	100	0.005817044	NA	NA
"RSrioz1"	"0.65"	0.92867367679881	76	1205	1205	100	0.00516832	NA	NA
"RSrioz1"	"0.7"	0.92867367679881	76	1205	1205	100	0.006597978	NA	NA
"RSrioz1"	"0.75"	0.92867367679881	76	1205	1205	100	0.006499831	NA	NA
"RSrioz1"	"0.8"	0.92867367679881	76	1205	1205	99	0.006084368	NA	NA
"RSrioz1"	"0.85"	0.92867367679881	76	1205	1205	99	0.006193808	NA	NA
"RSrioz1"	"0.9"	0.92867367679881	76	1205	1205	100	0.006689097	NA	NA
"RSrioz1"	"0.95"	0.92867367679881	76	1205	1205	100	0.006522602	NA	NA
"RSrioz1"	"0.99"	0.92867367679881	76	1205	1205	100	0.006482094	NA	NA
"RSrioz1"	"campo_medio"	0.92867367679881	76	1205	1205	100	NA	20.6088297577248	0.464346584831676
"RSsetape"	"0.25"	0.493985431841831	45	1733	1733	100	0.002331936	NA	NA
"RSsetape"	"0.5"	0.493985431841831	45	1733	1733	100	0.002010646	NA	NA
"RSsetape"	"0.55"	0.493985431841831	45	1733	1733	100	0.002211292	NA	NA
"RSsetape"	"0.6"	0.493985431841831	45	1733	1733	96	0.001530876	NA	NA
