sp,N,MeanDA,SiteCode,ha
Prunus brasiliensis,4,8,PRboa1,0.5
Sapium glandulosum,2,4,PRboa1,0.5
Strychnos brasiliensis,3,6,PRboa1,0.5
Syagrus romanzoffiana,1,2,PRboa1,0.5
Trema micrantha,1,2,PRboa1,0.5
Vitex megapotamica,11,22,PRboa1,0.5
Zanthoxylum rhoifolium,23,46,PRboa1,0.5
Allophylus edulis,44,47.07896426,PRcuri4,0.9346
Alsophila setosa,17,18.18959983,PRcuri4,0.9346
Annona rugulosa,7,7.489835224,PRcuri4,0.9346
Araucaria angustifolia,16,17.11962337,PRcuri4,0.9346
Baccharis oblongifolia,2,2.139952921,PRcuri4,0.9346
Banara parviflora,2,2.139952921,PRcuri4,0.9346
Blepharocalyx salicifolius,6,6.419858763,PRcuri4,0.9346
Cabralea canjerana,12,12.83971753,PRcuri4,0.9346
Calyptranthes concinna,7,7.489835224,PRcuri4,0.9346
Campomanesia xanthocarpa,6,6.419858763,PRcuri4,0.9346
Casearia decandra,102,109.137599,PRcuri4,0.9346
Casearia obliqua,74,79.17825808,PRcuri4,0.9346
Casearia sylvestris,69,73.82837578,PRcuri4,0.9346
Cedrela odorata,4,4.279905842,PRcuri4,0.9346
Celtis iguanaea,7,7.489835224,PRcuri4,0.9346
Cinnamodendron dinisii,13,13.90969399,PRcuri4,0.9346
Cinnamomum amoenum,3,3.209929382,PRcuri4,0.9346
Cinnamomum sp.,4,4.279905842,PRcuri4,0.9346
Clethra scabra,5,5.349882303,PRcuri4,0.9346
Cordiera concolor,44,47.07896426,PRcuri4,0.9346
Cryptocarya aschersoniana,16,17.11962337,PRcuri4,0.9346
Cupania vernalis,15,16.04964691,PRcuri4,0.9346
Curitiba prismatica,113,120.90734,PRcuri4,0.9346
Dalbergia frutescens,2,2.139952921,PRcuri4,0.9346
Dicksonia sellowiana,1,1.069976461,PRcuri4,0.9346
Drimys brasiliensis,17,18.18959983,PRcuri4,0.9346
Duranta vestita,5,5.349882303,PRcuri4,0.9346
Erythroxylum deciduum,1,1.069976461,PRcuri4,0.9346
Eugenia platysema,5,5.349882303,PRcuri4,0.9346
Eugenia uniflora,57,60.98865825,PRcuri4,0.9346
Guettarda uruguensis,2,2.139952921,PRcuri4,0.9346
Gymnanthes klotzschiana,14,14.97967045,PRcuri4,0.9346
Hovenia dulcis,2,2.139952921,PRcuri4,0.9346
Ilex brevicuspis,9,9.629788145,PRcuri4,0.9346
Ilex dumosa,6,6.419858763,PRcuri4,0.9346
Ilex paraguariensis,15,16.04964691,PRcuri4,0.9346
Ilex sp.,2,2.139952921,PRcuri4,0.9346
Ilex theezans,3,3.209929382,PRcuri4,0.9346
Jacaranda puberula,3,3.209929382,PRcuri4,0.9346
Lafoensia pacari,4,4.279905842,PRcuri4,0.9346
Lamanonia ternata,6,6.419858763,PRcuri4,0.9346
Lippia brasiliensis,2,2.139952921,PRcuri4,0.9346
Lithrea brasiliensis,4,4.279905842,PRcuri4,0.9346
Lonchocarpus cultratus,1,1.069976461,PRcuri4,0.9346
Lonchocarpus subglaucescens,4,4.279905842,PRcuri4,0.9346
Machaerium brasiliense,4,4.279905842,PRcuri4,0.9346
Machaerium paraguariense,4,4.279905842,PRcuri4,0.9346
Machaerium stipitatum,1,1.069976461,PRcuri4,0.9346
Matayba elaeagnoides,32,34.23924674,PRcuri4,0.9346
Maytenus aquifolia,1,1.069976461,PRcuri4,0.9346
Maytenus evonymoides,1,1.069976461,PRcuri4,0.9346
Maytenus gonoclada,2,2.139952921,PRcuri4,0.9346
Maytenus ilicifolia,2,2.139952921,PRcuri4,0.9346
Mollinedia clavigera,7,7.489835224,PRcuri4,0.9346
Myrceugenia miersiana,39,41.72908196,PRcuri4,0.9346
Myrceugenia myrcioides,10,10.69976461,PRcuri4,0.9346
Myrceugenia ovata,45,48.14894072,PRcuri4,0.9346
Myrcia venulosa,5,5.349882303,PRcuri4,0.9346
Myrcia guianensis,10,10.69976461,PRcuri4,0.9346
Myrcia hatschbachii,12,12.83971753,PRcuri4,0.9346
Myrcia multiflora,15,16.04964691,PRcuri4,0.9346
Myrcia sp.,3,3.209929382,PRcuri4,0.9346
Myrcia splendens,7,7.489835224,PRcuri4,0.9346
Myrciaria tenella,15,16.04964691,PRcuri4,0.9346
Myrsine lancifolia,2,2.139952921,PRcuri4,0.9346
Myrsine umbellata,14,14.97967045,PRcuri4,0.9346
Ocotea corymbosa,122,130.5371282,PRcuri4,0.9346
Ocotea nutans,102,109.137599,PRcuri4,0.9346
Ocotea puberula,3,3.209929382,PRcuri4,0.9346
Ocotea pulchella,5,5.349882303,PRcuri4,0.9346
Persea major,1,1.069976461,PRcuri4,0.9346
Picramnia parvifolia,5,5.349882303,PRcuri4,0.9346
Pimenta pseudocaryophyllus,5,5.349882303,PRcuri4,0.9346
Podocarpus lambertii,268,286.7536914,PRcuri4,0.9346
Prunus myrtifolia,12,12.83971753,PRcuri4,0.9346
Psychotria suterella,24,25.67943505,PRcuri4,0.9346
Psychotria vellosiana,43,46.0089878,PRcuri4,0.9346
Roupala montana,4,4.279905842,PRcuri4,0.9346
Schinus terebinthifolius,1,1.069976461,PRcuri4,0.9346
Sebastiania brasiliensis,17,18.18959983,PRcuri4,0.9346
Sloanea hirsuta,7,7.489835224,PRcuri4,0.9346
Solanum granulosoleprosum,1,1.069976461,PRcuri4,0.9346
Solanum pseudoquina,26,27.81938797,PRcuri4,0.9346
Solanum sanctae-catharinae,6,6.419858763,PRcuri4,0.9346
Solanum swartzianum,7,7.489835224,PRcuri4,0.9346
Strychnos brasiliensis,4,4.279905842,PRcuri4,0.9346
Styrax martii,1,1.069976461,PRcuri4,0.9346
Syagrus romanzoffiana,1,1.069976461,PRcuri4,0.9346
Symplocos sp.,2,2.139952921,PRcuri4,0.9346
Symplocos tetrandra,6,6.419858763,PRcuri4,0.9346
Tetrapanax papyrifer,4,4.279905842,PRcuri4,0.9346
Vernonanthura discolor,13,13.90969399,PRcuri4,0.9346
Xylosma ciliatifolia,14,14.97967045,PRcuri4,0.9346
Zanthoxylum kleinii,3,3.209929382,PRcuri4,0.9346
Zanthoxylum rhoifolium,4,4.279905842,PRcuri4,0.9346
Allophylus edulis,73,202.7777778,PRcuri5,0.36
Annona emarginata,3,8.333333333,PRcuri5,0.36
Araucaria angustifolia,12,33.33333333,PRcuri5,0.36
Banara tomentosa,1,2.777777778,PRcuri5,0.36
Cabralea canjerana,1,2.777777778,PRcuri5,0.36
Calyptranthes concinna,3,8.333333333,PRcuri5,0.36
Campomanesia xanthocarpa,4,11.11111111,PRcuri5,0.36
Casearia decandra,9,25,PRcuri5,0.36
Casearia lasiophylla,1,2.777777778,PRcuri5,0.36
Casearia obliqua,18,50,PRcuri5,0.36
Casearia sylvestris,114,316.6666667,PRcuri5,0.36
Cedrela fissilis,10,27.77777778,PRcuri5,0.36
Celtis iguanaea,2,5.555555556,PRcuri5,0.36
Cinnamomum amoenum,1,2.777777778,PRcuri5,0.36
Cinnamomum sellowianum,3,8.333333333,PRcuri5,0.36
Cinnamomum sp.,5,13.88888889,PRcuri5,0.36
Citronella gongonha,2,5.555555556,PRcuri5,0.36
Clethra scabra,5,13.88888889,PRcuri5,0.36
Cordiera concolor,7,19.44444444,PRcuri5,0.36
Cupania vernalis,45,125,PRcuri5,0.36
Cyathea corcovadensis,13,36.11111111,PRcuri5,0.36
Dalbergia frutescens,1,2.777777778,PRcuri5,0.36
Dasyphyllum brasiliense,3,8.333333333,PRcuri5,0.36
Duranta vestita,9,25,PRcuri5,0.36
Eriobotrya japonica,1,2.777777778,PRcuri5,0.36
Eugenia uniflora,4,11.11111111,PRcuri5,0.36
Gochnatia polymorpha,4,11.11111111,PRcuri5,0.36
Guettarda uruguensis,5,13.88888889,PRcuri5,0.36
Hovenia dulcis,2,5.555555556,PRcuri5,0.36
Ilex paraguariensis,3,8.333333333,PRcuri5,0.36
Ilex sp.1,1,2.777777778,PRcuri5,0.36
Ilex sp.2,2,5.555555556,PRcuri5,0.36
Indet. sp.1,1,2.777777778,PRcuri5,0.36
Indet. sp.2,1,2.777777778,PRcuri5,0.36
Indet. sp.3,7,19.44444444,PRcuri5,0.36
Jacaranda puberula,18,50,PRcuri5,0.36
Justicia sp.,1,2.777777778,PRcuri5,0.36
Lamanonia ternata,2,5.555555556,PRcuri5,0.36
Laplacea fructicosa,5,13.88888889,PRcuri5,0.36
Lonchocarpus subglaucescens,4,11.11111111,PRcuri5,0.36
Luehea divaricata,66,183.3333333,PRcuri5,0.36
Machaerium paraguariense,2,5.555555556,PRcuri5,0.36
Matayba elaeagnoides,12,33.33333333,PRcuri5,0.36
Maytenus evonymoides,1,2.777777778,PRcuri5,0.36
Maytenus ilicifolia,1,2.777777778,PRcuri5,0.36
Mollinedia clavigera,28,77.77777778,PRcuri5,0.36
Myrceugenia miersiana,7,19.44444444,PRcuri5,0.36
Myrcia hatschbachii,10,27.77777778,PRcuri5,0.36
Myrcia laruotteana,1,2.777777778,PRcuri5,0.36
Myrcia multiflora,1,2.777777778,PRcuri5,0.36
Myrcia splendens,8,22.22222222,PRcuri5,0.36
Myrcia venulosa,1,2.777777778,PRcuri5,0.36
Myrsine gardneriana,1,2.777777778,PRcuri5,0.36
Myrsine sp.,17,47.22222222,PRcuri5,0.36
Myrsine umbellata,7,19.44444444,PRcuri5,0.36
Ocotea corymbosa,29,80.55555556,PRcuri5,0.36
Ocotea nutans,25,69.44444444,PRcuri5,0.36
Ocotea puberula,5,13.88888889,PRcuri5,0.36
Oreopanax fulvus,2,5.555555556,PRcuri5,0.36
Piptocarpha sp.,1,2.777777778,PRcuri5,0.36
Prunus myrtifolia,1,2.777777778,PRcuri5,0.36
Sapium glandulosum,2,5.555555556,PRcuri5,0.36
Schinus terebinthifolius,1,2.777777778,PRcuri5,0.36
Scutia buxifolia,3,8.333333333,PRcuri5,0.36
Sebastiania brasiliensis,9,25,PRcuri5,0.36
Sloanea lasiocoma,7,19.44444444,PRcuri5,0.36
Solanum pseudoquina,14,38.88888889,PRcuri5,0.36
Solanum sanctae-catharinae,20,55.55555556,PRcuri5,0.36
Solanum swartzianum,1,2.777777778,PRcuri5,0.36
Styrax leprosus,3,8.333333333,PRcuri5,0.36
Symplocos tetrandra,3,8.333333333,PRcuri5,0.36
Vernonanthura discolor,2,5.555555556,PRcuri5,0.36
Vitex megapotamica,1,2.777777778,PRcuri5,0.36
Xylosma ciliatifolia,2,5.555555556,PRcuri5,0.36
Xylosma pseudosalzmannii,4,11.11111111,PRcuri5,0.36
Zanthoxylum kleinii,5,13.88888889,PRcuri5,0.36
Zanthoxylum rhoifolium,1,2.777777778,PRcuri5,0.36
Allophylus edulis,318,21.2,PRcuri6,15
Allophylus semidentatus,68,4.533333333,PRcuri6,15
Annona rugulosa,96,6.4,PRcuri6,15
Araucaria angustifolia,334,22.26666667,PRcuri6,15
Baccharis dracunculifolia,2,0.133333333,PRcuri6,15
Banara parviflora,3,0.2,PRcuri6,15
Banara tomentosa,6,0.4,PRcuri6,15
Blepharocalyx salicifolius,30,2,PRcuri6,15
Bougainvillea glabra,3,0.2,PRcuri6,15
Calyptranthes concinna,7,0.466666667,PRcuri6,15
Campomanesia guaviroba,76,5.066666667,PRcuri6,15
Campomanesia guazumifolia,6,0.4,PRcuri6,15
Campomanesia xanthocarpa,52,3.466666667,PRcuri6,15
Casearia decandra,24,1.6,PRcuri6,15
Casearia lasiophylla,9,0.6,PRcuri6,15
Casearia obliqua,294,19.6,PRcuri6,15
Casearia sylvestris,1234,82.26666667,PRcuri6,15
Cedrela fissilis,191,12.73333333,PRcuri6,15
Ceiba speciosa,3,0.2,PRcuri6,15
Celtis iguanaea,3,0.2,PRcuri6,15
Cinnamodendron dinisii,98,6.533333333,PRcuri6,15
Cinnamomum amoenum,8,0.533333333,PRcuri6,15
Cinnamomum pseudoglaziovii,1,0.066666667,PRcuri6,15
Cinnamomum sellowianum,1,0.066666667,PRcuri6,15
Citronella gongonha,36,2.4,PRcuri6,15
Citronella paniculata,25,1.666666667,PRcuri6,15
Clethra scabra,195,13,PRcuri6,15
Coutarea hexandra,77,5.133333333,PRcuri6,15
Croton celtidifolius,1,0.066666667,PRcuri6,15
Cryptocarya aschersoniana,11,0.733333333,PRcuri6,15
Cupania vernalis,193,12.86666667,PRcuri6,15
Cybistax antisyphilitica,6,0.4,PRcuri6,15
Dalbergia brasiliensis,34,2.266666667,PRcuri6,15
Dalbergia frutescens,2,0.133333333,PRcuri6,15
Dasyphyllum brasiliense,52,3.466666667,PRcuri6,15
Diospyros kaki,1,0.066666667,PRcuri6,15
Drimys brasiliensis,9,0.6,PRcuri6,15
Eriobotrya japonica,4,0.266666667,PRcuri6,15
Erythrina falcata,15,1,PRcuri6,15
Erythroxylum deciduum,15,1,PRcuri6,15
Escallonia bifida,26,1.733333333,PRcuri6,15
Eugenia chlorophylla,34,2.266666667,PRcuri6,15
Eugenia involucrata,5,0.333333333,PRcuri6,15
Eugenia uniflora,43,2.866666667,PRcuri6,15
Gochnatia polymorpha,214,14.26666667,PRcuri6,15
Gymnanthes klotzschiana,122,8.133333333,PRcuri6,15
Handroanthus albus,2,0.133333333,PRcuri6,15
Hovenia dulcis,20,1.333333333,PRcuri6,15
Ilex brevicuspis,13,0.866666667,PRcuri6,15
Ilex dumosa,9,0.6,PRcuri6,15
Ilex paraguariensis,22,1.466666667,PRcuri6,15
Ilex theezans,2,0.133333333,PRcuri6,15
Indet. spp.,7,0.466666667,PRcuri6,15
Inga marginata,4,0.266666667,PRcuri6,15
Inga sessilis,2,0.133333333,PRcuri6,15
Jacaranda puberula,412,27.46666667,PRcuri6,15
Lafoensia pacari,5,0.333333333,PRcuri6,15
Lamanonia ternata,48,3.2,PRcuri6,15
Laplacea fructicosa,3,0.2,PRcuri6,15
Ligustrum lucidum,25,1.666666667,PRcuri6,15
Lithrea brasiliensis,60,4,PRcuri6,15
Lonchocarpus campestris,53,3.533333333,PRcuri6,15
Luehea divaricata,655,43.66666667,PRcuri6,15
Machaerium paraguariense,122,8.133333333,PRcuri6,15
Machaerium stipitatum,49,3.266666667,PRcuri6,15
Magnolia champaca,1,0.066666667,PRcuri6,15
Matayba juglandifolia,209,13.93333333,PRcuri6,15
Maytenus aquifolia,2,0.133333333,PRcuri6,15
Maytenus gonoclada,40,2.666666667,PRcuri6,15
Mimosa scabrella,1,0.066666667,PRcuri6,15
Mollinedia clavigera,7,0.466666667,PRcuri6,15
Myrceugenia miersiana,2,0.133333333,PRcuri6,15
Myrcia hatschbachii,223,14.86666667,PRcuri6,15
Myrcia palustris,11,0.733333333,PRcuri6,15
Myrcia splendens,160,10.66666667,PRcuri6,15
Myrcianthes gigantea,10,0.666666667,PRcuri6,15
Myrsine coriacea,28,1.866666667,PRcuri6,15
Myrsine gardneriana,102,6.8,PRcuri6,15
Myrsine umbellata,2,0.133333333,PRcuri6,15
Nectandra lanceolata,130,8.666666667,PRcuri6,15
Nectandra megapotamica,12,0.8,PRcuri6,15
Ocotea bicolor,142,9.466666667,PRcuri6,15
Ocotea nutans,217,14.46666667,PRcuri6,15
Ocotea puberula,432,28.8,PRcuri6,15
Ocotea pulchella,4,0.266666667,PRcuri6,15
Oreopanax fulvus,68,4.533333333,PRcuri6,15
Picramnia parvifolia,4,0.266666667,PRcuri6,15
Picrasma crenata,20,1.333333333,PRcuri6,15
Pimenta pseudocaryophyllus,5,0.333333333,PRcuri6,15
Pinus taeda,6,0.4,PRcuri6,15
Piptocarpha angustifolia,1,0.066666667,PRcuri6,15
Piptocarpha axillaris,82,5.466666667,PRcuri6,15
Prunus brasiliensis,37,2.466666667,PRcuri6,15
Psidium cattleianum,1,0.066666667,PRcuri6,15
Roupala montana,24,1.6,PRcuri6,15
Sapium glandulosum,33,2.2,PRcuri6,15
Schinus terebinthifolius,351,23.4,PRcuri6,15
Scutia buxifolia,17,1.133333333,PRcuri6,15
Senna multijuga,1,0.066666667,PRcuri6,15
Sloanea hirsuta,50,3.333333333,PRcuri6,15
Solanum pseudoquina,84,5.6,PRcuri6,15
Solanum sanctae-catharinae,122,8.133333333,PRcuri6,15
Solanum swartzianum,3,0.2,PRcuri6,15
Styrax leprosus,61,4.066666667,PRcuri6,15
Syagrus romanzoffiana,2,0.133333333,PRcuri6,15
Symplocos tenuifolia,5,0.333333333,PRcuri6,15
Symplocos tetrandra,481,32.06666667,PRcuri6,15
Symplocos uniflora,45,3,PRcuri6,15
Vitex megapotamica,10,0.666666667,PRcuri6,15
Xylosma pseudosalzmannii,20,1.333333333,PRcuri6,15
Zanthoxylum kleinii,69,4.6,PRcuri6,15
Zanthoxylum petiolare,31,2.066666667,PRcuri6,15
Zanthoxylum rhoifolium,45,3,PRcuri6,15
Acrocomia aculeata,2,0.459770115,PRdiam1,4.35
Actinostemon concolor,1,0.229885057,PRdiam1,4.35
Aegiphila integrifolia,2,0.459770115,PRdiam1,4.35
Albizia niopoides,12,2.75862069,PRdiam1,4.35
Albizia polycephala,2,0.459770115,PRdiam1,4.35
Alchornea triplinervia,14,3.218390805,PRdiam1,4.35
Allophylus edulis,25,5.747126437,PRdiam1,4.35
Annona cacans,4,0.91954023,PRdiam1,4.35
Annona sylvatica,1,0.229885057,PRdiam1,4.35
Apuleia leiocarpa,62,14.25287356,PRdiam1,4.35
Aspidosperma polyneuron,144,33.10344828,PRdiam1,4.35
Astronium graveolens,193,44.36781609,PRdiam1,4.35
Balfourodendron riedelianum,142,32.64367816,PRdiam1,4.35
Bastardiopsis densiflora,3,0.689655172,PRdiam1,4.35
Blepharocalyx salicifolius,27,6.206896552,PRdiam1,4.35
Bougainvillea glabra,12,2.75862069,PRdiam1,4.35
Cabralea canjerana,10,2.298850575,PRdiam1,4.35
Calliandra brevipes,16,3.67816092,PRdiam1,4.35
Calyptranthes concinna,3,0.689655172,PRdiam1,4.35
Campomanesia guazumifolia,20,4.597701149,PRdiam1,4.35
Campomanesia xanthocarpa,143,32.87356322,PRdiam1,4.35
Cariniana estrellensis,9,2.068965517,PRdiam1,4.35
Casearia decandra,11,2.528735632,PRdiam1,4.35
Casearia gossypiosperma,204,46.89655172,PRdiam1,4.35
Cassia ferruginea,4,0.91954023,PRdiam1,4.35
Cecropia pachystachya,9,2.068965517,PRdiam1,4.35
Cedrela fissilis,10,2.298850575,PRdiam1,4.35
Celtis iguanaea,10,2.298850575,PRdiam1,4.35
Chrysophyllum gonocarpum,315,72.4137931,PRdiam1,4.35
Citrus X aurantium,2,0.459770115,PRdiam1,4.35
Clethra scabra,5,1.149425287,PRdiam1,4.35
Colubrina glandulosa,2,0.459770115,PRdiam1,4.35
Copaifera langsdorffii,17,3.908045977,PRdiam1,4.35
Cordia americana,7,1.609195402,PRdiam1,4.35
Cordia ecalyculata,19,4.367816092,PRdiam1,4.35
Cordia sellowiana,2,0.459770115,PRdiam1,4.35
Cordia trichotoma,11,2.528735632,PRdiam1,4.35
Coussarea platyphylla,1,0.229885057,PRdiam1,4.35
Croton floribundus,29,6.666666667,PRdiam1,4.35
Cupania vernalis,3,0.689655172,PRdiam1,4.35
Diatenopteryx sorbifolia,38,8.735632184,PRdiam1,4.35
Enterolobium contortisiliquum,1,0.229885057,PRdiam1,4.35
Esenbeckia febrifuga,57,13.10344828,PRdiam1,4.35
Eugenia myrcianthes,7,1.609195402,PRdiam1,4.35
Eugenia pyriformis,16,3.67816092,PRdiam1,4.35
Eugenia sonderiana,8,1.83908046,PRdiam1,4.35
Eugenia uniflora,139,31.95402299,PRdiam1,4.35
Ficus obtusiuscula,9,2.068965517,PRdiam1,4.35
Gallesia integrifolia,4,0.91954023,PRdiam1,4.35
Guapira opposita,1,0.229885057,PRdiam1,4.35
Guarea kunthiana,9,2.068965517,PRdiam1,4.35
Guibourtia hymenaeifolia,3,0.689655172,PRdiam1,4.35
Handroanthus impetiginosus,5,1.149425287,PRdiam1,4.35
Helietta apiculata,10,2.298850575,PRdiam1,4.35
Holocalyx balansae,82,18.85057471,PRdiam1,4.35
Inga laurina,1,0.229885057,PRdiam1,4.35
Inga vera,9,2.068965517,PRdiam1,4.35
Jacaranda micrantha,2,0.459770115,PRdiam1,4.35
Jacaratia spinosa,50,11.49425287,PRdiam1,4.35
Lonchocarpus cultratus,2,0.459770115,PRdiam1,4.35
Lonchocarpus muehlbergianus,11,2.528735632,PRdiam1,4.35
Lonchocarpus subglaucescens,3,0.689655172,PRdiam1,4.35
Luehea candicans,1,0.229885057,PRdiam1,4.35
Luehea divaricata,2,0.459770115,PRdiam1,4.35
Machaerium aculeatum,3,0.689655172,PRdiam1,4.35
Machaerium stipitatum,94,21.6091954,PRdiam1,4.35
Maclura tinctoria,6,1.379310345,PRdiam1,4.35
Matayba elaeagnoides,3,0.689655172,PRdiam1,4.35
Maytenus gonoclada,8,1.83908046,PRdiam1,4.35
Maytenus ilicifolia,2,0.459770115,PRdiam1,4.35
Metrodorea nigra,461,105.9770115,PRdiam1,4.35
Metrodorea stipularis,87,20,PRdiam1,4.35
Mollinedia widgrenii,1,0.229885057,PRdiam1,4.35
Myrcia glabra,6,1.379310345,PRdiam1,4.35
Myrciaria tenella,12,2.75862069,PRdiam1,4.35
Myroxylon peruiferum,5,1.149425287,PRdiam1,4.35
Myrsine coriacea,30,6.896551724,PRdiam1,4.35
Nectandra angustifolia,92,21.14942529,PRdiam1,4.35
Nectandra cissiflora,34,7.816091954,PRdiam1,4.35
Nectandra lanceolata,2,0.459770115,PRdiam1,4.35
Nectandra oppositifolia,94,21.6091954,PRdiam1,4.35
Ocotea diospyrifolia,1,0.229885057,PRdiam1,4.35
Parapiptadenia rigida,69,15.86206897,PRdiam1,4.35
Peltophorum dubium,77,17.70114943,PRdiam1,4.35
Piper tuberculatum,1,0.229885057,PRdiam1,4.35
Plinia peruviana,20,4.597701149,PRdiam1,4.35
Plinia rivularis,262,60.22988506,PRdiam1,4.35
Poecilanthe parviflora,7,1.609195402,PRdiam1,4.35
Protium heptaphyllum,2,0.459770115,PRdiam1,4.35
Pterogyne nitens,19,4.367816092,PRdiam1,4.35
Roupala montana,9,2.068965517,PRdiam1,4.35
Ruprechtia laxiflora,10,2.298850575,PRdiam1,4.35
Savia dictyocarpa,5,1.149425287,PRdiam1,4.35
Schefflera morototoni,5,1.149425287,PRdiam1,4.35
Senegalia polyphylla,66,15.17241379,PRdiam1,4.35
Solanum mauritianum,1,0.229885057,PRdiam1,4.35
Solanum scuticum,2,0.459770115,PRdiam1,4.35
Strychnos brasiliensis,1,0.229885057,PRdiam1,4.35
Strychnos sp.,1,0.229885057,PRdiam1,4.35
Sweetia fruticosa,17,3.908045977,PRdiam1,4.35
Syagrus romanzoffiana,23,5.287356322,PRdiam1,4.35
Tabernaemontana hystrix,14,3.218390805,PRdiam1,4.35
Tapirira guianensis,15,3.448275862,PRdiam1,4.35
Trema micrantha,1,0.229885057,PRdiam1,4.35
Trichilia silvatica,13,2.988505747,PRdiam1,4.35
Unonopsis guatterioides,4,0.91954023,PRdiam1,4.35
Vochysia tucanorum,31,7.126436782,PRdiam1,4.35
Xylosma venosa,60,13.79310345,PRdiam1,4.35
Zanthoxylum caribaeum,4,0.91954023,PRdiam1,4.35
Zanthoxylum rhoifolium,4,0.91954023,PRdiam1,4.35
Zeyheria tuberculosa,5,1.149425287,PRdiam1,4.35
Zygia latifolia,245,56.32183908,PRdiam1,4.35
Acrocomia aculeata,5,4.761904762,PRdiam2,1.05
Aegiphila integrifolia,1,0.952380952,PRdiam2,1.05
Albizia niopoides,13,12.38095238,PRdiam2,1.05
Alchornea triplinervia,71,67.61904762,PRdiam2,1.05
Allophylus edulis,1,0.952380952,PRdiam2,1.05
Anadenanthera colubrina,2,1.904761905,PRdiam2,1.05
Annona cacans,16,15.23809524,PRdiam2,1.05
Apuleia leiocarpa,7,6.666666667,PRdiam2,1.05
Aspidosperma cylindrocarpon,1,0.952380952,PRdiam2,1.05
Aspidosperma polyneuron,10,9.523809524,PRdiam2,1.05
Astronium graveolens,59,56.19047619,PRdiam2,1.05
Balfourodendron riedelianum,9,8.571428571,PRdiam2,1.05
Bastardiopsis densiflora,40,38.0952381,PRdiam2,1.05
Blepharocalyx salicifolius,2,1.904761905,PRdiam2,1.05
Bougainvillea glabra,10,9.523809524,PRdiam2,1.05
Cabralea canjerana,3,2.857142857,PRdiam2,1.05
Campomanesia guazumifolia,2,1.904761905,PRdiam2,1.05
Campomanesia xanthocarpa,10,9.523809524,PRdiam2,1.05
Cariniana estrellensis,3,2.857142857,PRdiam2,1.05
Casearia decandra,1,0.952380952,PRdiam2,1.05
Casearia gossypiosperma,25,23.80952381,PRdiam2,1.05
Cassia ferruginea,2,1.904761905,PRdiam2,1.05
Cecropia pachystachya,71,67.61904762,PRdiam2,1.05
Cedrela fissilis,17,16.19047619,PRdiam2,1.05
Chrysophyllum gonocarpum,49,46.66666667,PRdiam2,1.05
Citrus X aurantium,9,8.571428571,PRdiam2,1.05
Colubrina glandulosa,2,1.904761905,PRdiam2,1.05
Copaifera langsdorffii,3,2.857142857,PRdiam2,1.05
Cordia ecalyculata,2,1.904761905,PRdiam2,1.05
Cordia trichotoma,5,4.761904762,PRdiam2,1.05
Croton floribundus,64,60.95238095,PRdiam2,1.05
Diatenopteryx sorbifolia,7,6.666666667,PRdiam2,1.05
Enterolobium contortisiliquum,1,0.952380952,PRdiam2,1.05
Esenbeckia febrifuga,1,0.952380952,PRdiam2,1.05
Eugenia pyriformis,1,0.952380952,PRdiam2,1.05
Eugenia uniflora,9,8.571428571,PRdiam2,1.05
Ficus obtusiuscula,7,6.666666667,PRdiam2,1.05
Gallesia integrifolia,43,40.95238095,PRdiam2,1.05
Guarea guidonia,23,21.9047619,PRdiam2,1.05
Guarea kunthiana,43,40.95238095,PRdiam2,1.05
Helietta apiculata,1,0.952380952,PRdiam2,1.05
Holocalyx balansae,6,5.714285714,PRdiam2,1.05
Hymenaea stigonocarpa,5,4.761904762,PRdiam2,1.05
Inga vera,4,3.80952381,PRdiam2,1.05
Jacaratia spinosa,10,9.523809524,PRdiam2,1.05
Lonchocarpus cultratus,32,30.47619048,PRdiam2,1.05
Lonchocarpus muehlbergianus,22,20.95238095,PRdiam2,1.05
Machaerium aculeatum,1,0.952380952,PRdiam2,1.05
Machaerium stipitatum,47,44.76190476,PRdiam2,1.05
Maclura tinctoria,5,4.761904762,PRdiam2,1.05
Maytenus gonoclada,1,0.952380952,PRdiam2,1.05
Maytenus ilicifolia,1,0.952380952,PRdiam2,1.05
Melia azedarach,3,2.857142857,PRdiam2,1.05
Metrodorea nigra,35,33.33333333,PRdiam2,1.05
Myrciaria tenella,3,2.857142857,PRdiam2,1.05
Myroxylon peruiferum,2,1.904761905,PRdiam2,1.05
Myrsine coriacea,5,4.761904762,PRdiam2,1.05
Nectandra angustifolia,9,8.571428571,PRdiam2,1.05
Nectandra cissiflora,16,15.23809524,PRdiam2,1.05
Nectandra oppositifolia,38,36.19047619,PRdiam2,1.05
Ocotea diospyrifolia,44,41.9047619,PRdiam2,1.05
Parapiptadenia rigida,42,40,PRdiam2,1.05
Peltophorum dubium,54,51.42857143,PRdiam2,1.05
Plinia peruviana,1,0.952380952,PRdiam2,1.05
Plinia rivularis,3,2.857142857,PRdiam2,1.05
Psidium guajava,5,4.761904762,PRdiam2,1.05
Pterogyne nitens,7,6.666666667,PRdiam2,1.05
Roupala montana,2,1.904761905,PRdiam2,1.05
Ruprechtia laxiflora,1,0.952380952,PRdiam2,1.05
Schefflera morototoni,1,0.952380952,PRdiam2,1.05
Schizolobium parahyba,1,0.952380952,PRdiam2,1.05
Senegalia polyphylla,2,1.904761905,PRdiam2,1.05
Siparuna guianensis,2,1.904761905,PRdiam2,1.05
Sloanea guianensis,2,1.904761905,PRdiam2,1.05
