SiteCode,p,k,Ntotal,S_obs,DA,d,U_med,J_M,L,m,m_,ratio_J_JM
BAjuss,0.822843111251237,0.35,1400,265,1400,3.81224775827456,0.03739931,1974448.2505442381,100,0.05318666318025965,0.044180565653162085,7.09058847004019e-4
PEsvfer,0.764221922515876,0.35,1390,120,1390,3.81788899254446,0.009729558,1820685.6707782818,100,0.05326429011094367,0.0412234449639677,7.634486404266706e-4
PEalia,0.718189314043546,0.35,649,79,649,5.61301705489864,0.01934007,798885.0940970514,100,0.07780475042489139,0.05713121127804111,8.123821620849483e-4
PEcabo2,0.775969806576159,0.35,1575,81,1575,3.57921730046115,0.005347321,2094720.4052448557,100,0.049977236665729736,0.039219949301155,7.518903220002268e-4
PEbrejo,0.652514641031126,0.35,1553,62,1553,3.632547178476,0.002894151,1736850.3429020736,100,0.0507122049074161,0.03368402765244251,8.941472743155974e-4
PEcaru1,0.633257700082464,0.35,1424,92,1424,3.76582577550915,0.006698143,1545578.795509876,100,0.05254774666401773,0.03393014944313939,9.2133769183229e-4
MGubera,0.819681253972354,0.35,805,90,805,5.03104738244027,0.01468655,1130945.210057057,100,0.06988418252362642,0.05801381123839743,7.117939868717311e-4
PEmata2,0.657696033445498,0.35,1145,88,1145,4.21014665762813,0.009100768,1290718.0740394613,100,0.05865419828403755,0.03936702760113621,8.8710309635363e-4
MGlavr2,0.0596977983809989,0.35,3120,175,1500,3.70102879371473,0.011960189999999999,153479.45776964532,144.22205101855957,0.03596230358244491,0.002222008529660895,0.0203284533665916
MGipia1,0.892023291310984,0.35,837,50,837,4.94776284682966,0.00540793,1279682.8051941881,100,0.06874791535447272,0.061783370411225835,6.54068333654751e-4
MGvico1,0.230771788647624,0.35,1826,94,1826,3.35531183161783,0.01174657,722244.3807534995,100,0.046888369108278725,0.011225388505440212,0.002528230123569781
SPeec4,0.368274401173212,0.35,1218,86,1218,4.13328342826835,0.006210885,768810.8478292332,100,0.057599253218970664,0.02201332774288939,0.0015842648467292958
SPeec5,0.412073966642495,0.35,1111,77,1111,4.28420659902926,0.004913166,784675.1867077601,100,0.05967010945439635,0.025482464597105094,0.0014158724766885926
MGvico3,0.201646421828803,0.35,1639,121,1639,3.55674247183714,0.009418395,566461.1839974624,100,0.049667413564856384,0.010428779846147571,0.0028934021364601433
MSdour,0.0753116519366682,0.35,1046,124,1046,4.41042840892901,0.01392693,135018.89226522692,100,0.06140028278031486,0.004902501784886428,0.007747064003052773
SCside1,0.667485387440862,0.35,1417,115,1417,3.76118328784314,0.00906418,1621109.291850584,100,0.052483839176150446,0.03565442402230313,8.740928246623136e-4
MGvico16,0.210647243466788,0.35,1653,91,1653,3.51318270149421,0.008051715000000001,596800.6893785914,100,0.0490667836007727,0.010752227233842088,0.0027697689185331846
SPpesmL,0.999872716858652,0.35,1596,175,1596,3.56070982371687,0.01480388,2735131.97949214,100,0.04972210852131941,0.04971609437768275,5.835184597915987e-4
SPpesmS,0.834564677800723,0.35,2184,141,2184,3.04498997910716,0.006417461,3124016.4777567065,100,0.04259906305879198,0.03580399806425652,6.991000257361915e-4
PRrico3,0.104369417595287,0.35,1162,46,1162,4.17157231845399,0.005299451,207864.37811264026,100,0.058124840711373395,0.006399609086126415,0.005590183419355866
PRanto4,0.910542733134695,0.35,1922,129,1922,3.24840945085547,0.007307963,2999538.207582168,100,0.04541183881738708,0.041518083684793414,6.407653001857452e-4
PRanto5,0.904052991381646,0.35,1762,128,1762,3.39872515355153,0.007604571,2730237.7919211523,100,0.047487665435842354,0.04312786947876724,6.45365032018019e-4
PRanto6,0.907041789373292,0.35,1672,132,1672,3.4789637860827,0.008871065000000001,2599346.9533654223,100,0.048594818241586304,0.0442775452873102,6.432384864341526e-4
PRanto7,0.896132461103336,0.35,1983,83,1983,3.20925444485337,0.003101625,3045759.4877837924,100,0.04487074590558719,0.04039841336864517,6.510691365991292e-4
PRanto8,0.963077430034025,0.35,1524,144,1524,3.64673747878246,0.01126555,2515630.5165792233,100,0.05090772129712638,0.049120406267800516,6.058123360947094e-4
PRanto9,0.940862084770845,0.35,1604,140,1604,3.54388775499491,0.010114090999999999,2586610.366017395,100,0.04949018424541727,0.04670011732137755,6.201165900644245e-4
PRanto10,0.935790101690086,0.35,1967,137,1967,3.21479188285556,0.007138002,3154884.6808966193,100,0.04494727846690901,0.042182960850813404,6.234776224660541e-4
PRanto11,0.941077571652564,0.35,1746,102,1746,3.4295084027883602,0.004956369,2816244.423483012,100,0.0479124965607181,0.045217029043395064,6.199745964665316e-4
PRanto12,0.956083671010842,0.35,1471,155,1471,3.72980995933675,0.01347708,2410511.767254408,100,0.05205190417904436,0.04987999774143855,6.102438577495436e-4
PRanto13,0.941618186926423,0.35,1685,133,1685,3.48750373534035,0.009063033,2719414.6044145343,100,0.04871261669825089,0.045999505229345754,6.196186478018733e-4
PRanto14,0.949015576583043,0.35,2134,73,2134,3.07577516344881,0.0031242550000000003,3471110.4901243416,100,0.04302500986679188,0.04092116944123474,6.147888423809742e-4
PRanto15,0.921997528960791,0.35,1658,143,1658,3.46933762209575,0.009929049,2620082.494895003,100,0.04846202799938588,0.04485141549807696,6.328045026179386e-4
SCside4,0.563868001301749,0.35,1423,143,1423,3.76616206353961,0.01678885,1375254.3649043604,100,0.05255237584908534,0.03032770729178914,0.00103471767573627
SPcana1,0.904674464613452,0.35,2311,162,1925.83333333333,3.24689381917192,0.007861125,2986150.6488728817,109.54451150103331,0.041477955650481416,0.03767300292139371,7.739060321261031e-4
MGuberl5,0.897444850913581,0.35,958,69,958,4.58761903616375,0.008333242000000001,1473580.8244516237,100,0.06382641817838645,0.05765810460650944,6.501170374258289e-4
SCsjo1,0.414187734753475,0.35,1470,80,1441.17647058824,3.75702741436096,0.0069487360000000005,1023092.9200895691,100.99504938362061,0.05191698237044264,0.02217788681357928,0.0014368196388958546
PRtiba1,0.168194965603502,0.35,1493,127,1493,3.69817332435124,0.01219792,430401.208765947,100,0.05161624441619203,0.009071055045468984,0.0034688564288208033
PRsapo,0.412833295700075,0.35,1482,124,1482,3.6756870351721602,0.0139178,1048633.197648185,100,0.05130653080276758,0.021838953297167226,0.0014132682460594851
PRdiam4,0.238517200234214,0.35,1487,73,1239.16666666667,4.04334041057172,0.004590378,506582.41211956425,109.54451150103309,0.051518108507482424,0.012789696770141105,0.002935356546979835
PRtele,0.720622255888005,0.35,1041,108,1041,4.41706039436804,0.012426369999999999,1285757.5482915791,100,0.06149114602898785,0.04508643993722144,8.096394233758961e-4
SCserra4,0.393410110559205,0.35,1457,56,1457,3.71953597297898,0.002967881,982439.3543380382,100,0.05191043479450056,0.021086054859744276,0.0014830431960675251
SPpesmU,0.822512011752552,0.35,2182,132,2182,3.06133511915381,0.00585686,3076080.3644815474,100,0.042825227809175505,0.03549405328363019,7.093442763052653e-4
PRdiam2,0.31230878974511,0.35,1146,85,1091.42857142857,4.29061749813607,0.005627598,584225.0953992106,102.46950765959606,0.05833950925096838,0.018981469895435633,0.0019615727037828106
PRvent,0.330619477161735,0.35,1270,107,1270,4.00631197779705,0.01989153,719669.0700266818,100,0.05585528055781164,0.01918410744551394,0.0017646999890559626
RJpnrj,0.0932031292485298,0.35,2164,84,1502.77777777778,3.68055866057136,0.004569952,240063.39320856787,119.99999999999991,0.042905434788876345,0.0041608031293138064,0.00901428564795762
RSvsol,0.602441139584327,0.35,1855,55,1855,3.31732174336753,0.001946016,1915398.8289416232,100,0.04636378282480426,0.028455959879193117,9.684667088498758e-4
RScama,0.465012320561114,0.35,2236,69,2236,2.98373997366523,0.002958034,1782119.9878978007,100,0.041751320161998715,0.019858445284074502,0.0012546854393556289
RScach1,0.11193208229449,0.35,1547,49,1547,3.63304277865274,0.004121172,296787.48190736095,100,0.05071903371094735,0.005944854892159391,0.005212483997161577
RScach4,0.0789365443017742,0.35,1096,55,1096,4.3305189557187,0.008015251,148282.31110072994,100,0.06030511667161925,0.005040236647686144,0.007391306433411833
RSfaxi,0.330205922067901,0.35,1211,74,1211,4.09236151030222,0.008638539,685377.2477890621,100,0.05703736036348021,0.019582177710485017,0.0017669101270964692
RSmaqu4,0.266944616018118,0.35,1531,85,1531,3.65333984033486,0.005178274,700482.0953218031,100,0.05099868290214627,0.014142540716423107,0.0021856375919168283
RSrioz1,0.90394723979702,0.35,1206,78,1206,4.08501062864027,0.005843204,1868491.2698137355,100,0.05693640874280788,0.05175052794873173,6.454405324142739e-4
RScach3,0.0901714210262083,0.35,1229,72,1229,4.06654851817771,0.010450564,189942.2065931763,100,0.05668283982201659,0.0053890969301376495,0.006470389188603603
RScach2,0.0859317226079183,0.35,1904,48,1904,3.27552425608061,0.005582209,280427.8511751528,100,0.045786455310703786,0.004106368490656794,0.006789625181739805
RSpet1,0.61617046818727506,0.35,827,70,827,4.97165797071011,0.004976025,873387.6999860746,100,0.06907399214766906,0.04372049987034115,9.468876193392532e-4
RSsmar2,0.303243320193804,0.35,1427,58,1427,3.77583628654503,0.003418049,741678.8563802643,100,0.05268554187418495,0.01658537108486332,0.001924013321566722
RSmorr1,0.538530784487802,0.35,2822,114,2822,2.67602027296791,0.003781486,2604763.0703803725,100,0.03748658740709894,0.02054305368039031,0.001083399880814459
RScris,0.284703468659045,0.35,2179,29,2179,3.04859627076583,9.614657999999999e-4,1063287.4082142848,100,0.042648964962064405,0.012524385384762403,0.002049304809937959
MGlavr3,0.123350541540449,0.35,4137,384,1723.75,3.44976016085203,0.01993956,364431.59509047895,154.91933384829667,0.03124392336036758,0.003962487267771844,0.01135192462929261
RSsetape,0.452723370843213,0.35,1733,45,1733,3.43460927630019,0.002097959,1344720.914480521,100,0.04798288315591933,0.022308799689464785,0.0012887432487576614
