SiteCode,p,k,Ntotal,S_obs,DA,d,U_med,J_M,L,m,m_,ratio_J_JM
PEsvfer,0.764221922515876,0.55,1390,120,1390,2.55125954921166,0.01097812,1820685.6707782818,100,0.0357548122919178,0.027556921775761457,7.634486404266706e-4
PEalia,0.718189314043546,0.55,649,79,649,3.73669144079297,0.0196199,798885.0940970514,100,0.05214665399354402,0.03800974121782917,8.123821620849483e-4
PEcabo2,0.775969806576159,0.55,1575,81,1575,2.38883606812533,0.004787149,2094720.4052448557,100,0.03349791677026978,0.026189915389581597,7.518903220002268e-4
PEbrejo,0.652514641031126,0.55,1553,62,1553,2.41897707624161,0.00298094,1736850.3429020736,100,0.033916929378135896,0.02239523509553485,8.941472743155974e-4
PEcaru1,0.633257700082464,0.55,1424,92,1424,2.50195873460968,0.00679954,1545578.795509876,100,0.03507004987434388,0.022497737619061205,9.2133769183229e-4
MGubera,0.819681253972354,0.55,805,90,805,3.34732777305841,0.015701,1130945.210057057,100,0.04677813318265893,0.038669333702282344,7.117939868717311e-4
PEmata2,0.657696033445498,0.55,1145,88,1145,2.82356900192065,0.0085047,1290718.0740394613,100,0.03953266867269411,0.026357149311307105,8.8710309635363e-4
MGlavr2,0.0596977983809989,0.55,3120,175,1500,2.46267428816744,0.009272322,153479.45776964532,144.22205101855957,0.024002720563209585,0.001465996844470204,0.0203284533665916
MGipia1,0.892023291310984,0.55,837,50,837,3.28582290645038,0.005888035,1279682.8051941881,100,0.045928721569955394,0.041173679215861465,6.54068333654751e-4
MGvico1,0.230771788647624,0.55,1826,94,1826,2.22424108771562,0.008411867,722244.3807534995,100,0.03120815670153503,0.007379106406474905,0.002528230123569781
SPeec4,0.368274401173212,0.55,1218,86,1218,2.72139507969683,0.0074432100000000005,768810.8478292332,100,0.03811603874383676,0.014383499873524042,0.0015842648467292958
SPeec5,0.412073966642495,0.55,1111,77,1111,2.85321027345805,0.005745587,784675.1867077601,100,0.03994344620703788,0.01685548502232621,0.0014158724766885926
MGvico3,0.201646421828803,0.55,1639,121,1639,2.35457716719911,0.008696895999999999,566461.1839974624,100,0.03302154795325527,0.0068389719223458136,0.0028934021364601433
MSdour,0.0753116519366682,0.55,1046,124,1046,2.94403598860863,0.01567551,135018.89226522692,100,0.04120158883693694,0.003225860583693533,0.007747064003052773
SCside1,0.667485387440862,0.55,1417,115,1417,2.52648778839102,0.010083072,1621109.291850584,100,0.03541077592788142,0.0239177980046671,8.740928246623136e-4
MGvico16,0.210647243466788,0.55,1653,91,1653,2.34440231901456,0.006308253,596800.6893785914,100,0.03288004444042322,0.007110639946488601,0.0027697689185331846
SPpesmL,0.999872716858652,0.55,1596,175,1596,2.39625103970329,0.016960760000000002,2735131.97949214,100,0.03360100623972627,0.033596873086604966,5.835184597915987e-4
SPpesmS,0.834564677800723,0.55,2184,141,2184,2.03500937928903,0.007536941,3124016.4777567065,100,0.028572315478780287,0.023958694902948885,6.991000257361915e-4
PRrico3,0.104369417595287,0.55,1162,46,1162,2.78662882620447,0.004007139,207864.37811264026,100,0.039020617782430114,0.004220041406662746,0.005590183419355866
PRanto4,0.910542733134695,0.55,1922,129,1922,2.16524828438685,0.007858235,2999538.207582168,100,0.030386819890197588,0.02774391492440516,6.407653001857452e-4
PRanto5,0.904052991381646,0.55,1762,128,1762,2.26892513068199,0.008918459,2730237.7919211523,100,0.031830045855764155,0.02886419936974558,6.45365032018019e-4
PRanto6,0.907041789373292,0.55,1672,132,1672,2.32080958014371,0.010093652,2599346.9533654223,100,0.03255189598388209,0.02961554561490969,6.432384864341526e-4
PRanto7,0.896132461103336,0.55,1983,83,1983,2.13816306114996,0.003657945,3045759.4877837924,100,0.030009604932631155,0.026976668041553176,6.510691365991292e-4
PRanto8,0.963077430034025,0.55,1524,144,1524,2.45009149758763,0.01319032,2515630.5165792233,100,0.03434937883210677,0.033123120460876475,6.058123360947094e-4
PRanto9,0.940862084770845,0.55,1604,140,1604,2.38390628618452,0.011749550000000001,2586610.366017395,100,0.03342937555442075,0.031514734829343645,6.201165900644245e-4
PRanto10,0.935790101690086,0.55,1967,137,1967,2.14064059868328,0.008268684,3154884.6808966193,100,0.030044112559607008,0.028169325421537356,6.234776224660541e-4
PRanto11,0.941077571652564,0.55,1746,102,1746,2.27653020082948,0.006016139,2816244.423483012,100,0.03193586936388553,0.03011079103862349,6.199745964665316e-4
PRanto12,0.956083671010842,0.55,1471,155,1471,2.47233594697164,0.01560257,2410511.767254408,100,0.03465848801776381,0.03318692740051106,6.102438577495436e-4
PRanto13,0.941618186926423,0.55,1685,133,1685,2.31323511741834,0.009829316,2719414.6044145343,100,0.03244653192468448,0.03061022913315778,6.196186478018733e-4
PRanto14,0.949015576583043,0.55,2134,73,2134,2.05926051772218,0.00270074,3471110.4901243416,100,0.02891031383222901,0.02747683834221155,6.147888423809742e-4
PRanto15,0.921997528960791,0.55,1658,143,1658,2.32893671221927,0.01130861,2620082.494895003,100,0.032664941532814844,0.030193927879376102,6.328045026179386e-4
SCside4,0.563868001301749,0.55,1423,143,1423,2.52275967813097,0.01555641,1375254.3649043604,100,0.035358993694527836,0.020250085489917753,0.00103471767573627
SPcana1,0.904674464613452,0.55,2311,162,1925.83333333333,2.16967202104228,0.008673732,2986150.6488728817,109.54451150103331,0.027814200485809206,0.02522969102556833,7.739060321261031e-4
MGuberl5,0.897444850913581,0.55,958,69,958,3.0779072850282,0.010190305,1473580.8244516237,100,0.04305450659937683,0.03881041112627502,6.501170374258289e-4
SCsjo1,0.414187734753475,0.55,1470,80,1441.17647058824,2.50503627473407,0.0058836340000000004,1023092.9200895691,100.99504938362061,0.03476991587936011,0.014700706133421415,0.0014368196388958546
PRtiba1,0.168194965603502,0.55,1493,127,1493,2.47232123418813,0.01167946,430401.208765947,100,0.03465828358506755,0.0060023913645778845,0.0034688564288208033
PRsapo,0.412833295700075,0.55,1482,124,1482,2.47068509689404,0.01163572,1048633.197648185,100,0.03463554948140564,0.014595535124356664,0.0014132682460594851
PRdiam4,0.238517200234214,0.55,1487,73,1239.16666666667,2.7037945756957402,0.0041944289999999995,506582.41211956425,109.54451150103309,0.034601233497970146,0.008476325636018398,0.002935356546979835
PRtele,0.720622255888005,0.55,1041,108,1041,2.9538432305217,0.01258692,1285757.5482915791,100,0.0413373920857525,0.030136685706504202,8.096394233758961e-4
SCserra4,0.393410110559205,0.55,1457,56,1457,2.48699762477242,0.002955248,982439.3543380382,100,0.03486219984614713,0.014011442686264098,0.0014830431960675251
SPpesmU,0.822512011752552,0.55,2182,132,2182,2.03531382113754,0.006587953,3076080.3644815474,100,0.0285765589778555,0.023624385803287965,7.093442763052653e-4
PRdiam2,0.31230878974511,0.55,1146,85,1091.42857142857,2.88694943463577,0.006321605,584225.0953992106,102.46950765959606,0.039446807669141264,0.0126630994848733,0.0019615727037828106
PRvent,0.330619477161735,0.55,1270,107,1270,2.68586464721437,0.01546491,719669.0700266818,100,0.03762316866273211,0.012760310779292516,0.0017646999890559626
RJpnrj,0.0932031292485298,0.55,2164,84,1502.77777777778,2.44437844866422,0.003740751,240063.39320856787,119.99999999999991,0.028599811488935194,0.002736562540456847,0.00901428564795762
RSvsol,0.602441139584327,0.55,1855,55,1855,2.20510599390749,0.0019097110000000001,1915398.8289416232,100,0.030941783408323428,0.018872760483942222,9.684667088498758e-4
RScama,0.465012320561114,0.55,2236,69,2236,2.0187926143462,0.002404851,1782119.9878978007,100,0.0283462627672834,0.01338433352605556,0.0012546854393556289
RScach1,0.11193208229449,0.55,1547,49,1547,2.41756533153601,0.002882537,296787.48190736095,100,0.03389730569120009,0.003911958114373397,0.005212483997161577
RScach4,0.0789365443017742,0.55,1096,55,1096,2.86393471055333,0.007468855,148282.31110072994,100,0.040092046992840226,0.003286073530255997,0.007391306433411833
RSfaxi,0.330205922067901,0.55,1211,74,1211,2.73563493554132,0.006693565,685377.2477890621,100,0.03831353535041411,0.01298456859259483,0.0017669101270964692
RSmaqu4,0.266944616018118,0.55,1531,85,1531,2.42650394719859,0.005338872,700482.0953218031,100,0.034021551842512425,0.009314162337398547,0.0021856375919168283
RSrioz1,0.90394723979702,0.55,1206,78,1206,2.74259534976834,0.006342385,1868491.2698137355,100,0.03841006393480914,0.03484924381866675,6.454405324142739e-4
RScach3,0.0901714210262083,0.55,1229,72,1229,2.72103604051083,0.008003255,189942.2065931763,100,0.03811105886527608,0.003559968573691802,0.006470389188603603
RScach2,0.0859317226079183,0.55,1904,48,1904,2.18238979342862,0.003867814,280427.8511751528,100,0.030625511181990646,0.002707496057076977,0.006789625181739805
RSpet1,0.61617046818727506,0.55,827,70,827,3.30042000808804,0.00697506,873387.6999860746,100,0.04613034875816687,0.028936514011801983,9.468876193392532e-4
RSsmar2,0.303243320193804,0.55,1427,58,1427,2.51254868001161,0.003022754,741678.8563802643,100,0.03521715915047897,0.010948008204479632,0.001924013321566722
RSmorr1,0.538530784487802,0.55,2822,114,2822,1.80149724419473,0.00378376,2604763.0703803725,100,0.025314748737137367,0.01379391165857673,0.001083399880814459
RScris,0.284703468659045,0.55,2179,29,2179,2.04366467136217,6.906593e-4,1063287.4082142848,100,0.02869295468738266,0.008340156862844594,0.002049304809937959
MGlavr3,0.123350541540449,0.55,4137,384,1723.75,2.29398939174691,0.01713028,364431.59509047895,154.91933384829667,0.020831529206258814,0.0026173788471990467,0.01135192462929261
RSsetape,0.452723370843213,0.55,1733,45,1733,2.27555835169153,0.001678574,1344720.914480521,100,0.03192234653873762,0.014708963126095044,0.0012887432487576614
RSsini,0.751887932508693,0.55,1024,69,1024,2.96665087028389,0.005083504,1319634.780981862,100,0.04151472808650642,0.031539287349337156,7.759722725996221e-4
MGuberl1,0.620615293430654,0.55,1393,89,1266.36363636364,2.68499064990193,0.007095417,1347043.395583155,104.880884817015,0.03587671677439492,0.02257288033566648,0.0010341166472940166
SCside,0.727896695345763,0.55,1715,107,1715,2.30966087215858,0.007016014,2139609.681222523,100,0.03239681063167234,0.02379125798094638,8.015480650751632e-4
MGlavr6,0.105464946828223,0.55,1666,165,1487.5,2.47124313356807,0.02113435,268884.51664523035,105.83005244258364,0.03275073961576521,0.0035583014473903967,0.006195968517585345
SCorle,0.534556814170092,0.55,2143,118,2143,2.0496449829759,0.006217268,1963435.881031683,100,0.028776305101932975,0.015591397020770477,0.001091454027454141
SCilho,0.872568596003357,0.55,1260,136,1260,2.69533559919164,0.01569703,1884390.0652154514,100,0.03775455989562481,0.033102704290130104,6.686513706788929e-4
SCilho2,0.87152078954513,0.55,1832,182,1832,2.22589658485336,0.01470859,2736553.2471261485,100,0.031231200607072677,0.02732829704297961,6.694552725856567e-4
SCvolta1,0.939375134560099,0.55,1660,53,1660,2.34097470711133,0.001982227,2672685.3333468414,100,0.03283237367072552,0.03090342741648269,6.210981814014308e-4
SCcric1,0.257688402725365,0.55,1412,137,1412,2.53313306543507,0.019854,623634.6720060551,100,0.03550307320798007,0.009396365259634889,0.002264146083247742
SCvolta2,0.810348171360328,0.55,2059,78,2059,2.09731143576021,0.003000258,2859754.0603247955,100,0.029440527006794243,0.023991029934721936,7.199919841240298e-4
SCtimbe1,0.794756496345566,0.55,3161,149,3161,1.68554156426108,0.004767133,4305853.649390047,100,0.023695104882973224,0.018923870359179577,7.341169155732398e-4
SCarar,0.0576726724615995,0.55,2034,26,2034,2.11403410135647,9.503795000000001e-4,201058.1616101038,100,0.029673499965490478,0.0017605796360298806,0.010116475669087115
SPpesmE,0.899700419807692,0.55,1240,142,1240,2.70358001119643,0.01688869,1912142.6591016536,100,0.03786892794410091,0.03420059234390703,6.484871796033075e-4
SPpei1,0.975925350225875,0.55,3078,172,1554.54545454545,2.41624054149014,0.006402595,2600283.5388155114,140.7124727947031,0.02413670139317708,0.023569314479743555,0.0011837170654866735
MGuberl3,0.863336341978253,0.55,976,86,976,3.06334255868121,0.01330443,1444210.5817363174,100,0.04285300254522529,0.03721449924300722,6.758017233377378e-4
ESsoor,0.994759334898679,0.55,1519,265,1519,2.44313812717067,0.03646301,2589861.140947626,100,0.034252744546533896,0.03407935487187329,5.865179317854085e-4
SPpesmG,0.972615491332908,0.55,1496,151,1496,2.45722005501553,0.01451408,2493867.975097327,100,0.034448442755442725,0.03353672607016524,5.99871370472856e-4
SPpesmI,0.987242723924714,0.55,1995,204,1995,2.13502959800875,0.01608148,3375728.605500516,100,0.029965960566500843,0.029594990226878108,5.90983527748435e-4
SPpesmJ,0.987726950190507,0.55,1816,206,1816,2.2408729376809,0.01822514,3074350.8621241148,100,0.03143965342409016,0.031065780046946944,5.906938021853818e-4
SPpesmD,0.888774351326571,0.55,1281,155,1281,2.65254026509692,0.01913894,1951377.6433028027,100,0.03716078568350987,0.03316463031829255,6.564592990989916e-4
SPpesmF,0.934982214886836,0.55,1379,104,1379,2.55427998724223,0.008268784,2209877.9993808414,100,0.03579675668790007,0.03354740996243107,6.240163485886393e-4
SPpesmH,0.938227771318037,0.55,1528,152,1528,2.4167364948209,0.01431393,2457153.6827783855,100,0.03388578451230736,0.03185927192403505,6.218577253467677e-4
SPpesmB,0.877020152962385,0.55,1076,134,1076,2.90377726123733,0.016714220000000002,1617418.9484356365,100,0.04064401573038039,0.03582468682253319,6.65257446773889e-4
SPpesmA,0.614794566702037,0.55,1670,84,1670,2.32545530765011,0.0051335470000000005,1759734.6035595213,100,0.03261651722831894,0.02030760351870401,9.4900674034709e-4
SPpesmK,0.999870427158468,0.55,1852,189,1852,2.21478991750297,0.015236429999999999,3173842.6228998415,100,0.03107659467246525,0.031072693109663468,5.835197960470658e-4
SPpesmN,0.999653989121875,0.55,1431,150,1431,2.50391942257859,0.0151051,2451828.1071605156,100,0.0350972874412622,0.03508556947868795,5.836461356409093e-4
SPpecb1,0.960615159426555,0.55,11529,224,1125.87890625,2.83812911497721,0.001628632,1853710.0339144883,320,0.01250354620250693,0.012017013809257276,0.006219419320752208
SPeec1,0.429891122108479,0.55,12105,144,1182.12890625,2.7644791139447,9.741396e-4,871011.7140128647,320,0.012180070912913695,0.005272717929097501,0.013897631691117773
MGuberl7,0.887811622364622,0.5,945,73,945,3.4090015395932,0.01351297,1437981.5598133237,100,0.04762949753958721,0.042513189694251684,6.571711532397385e-4
SPjabo1,0.0155802041005414,0.5,1694,76,1323.4375,2.89119678452772,0.008927968,35340.87201137321,113.13708498984761,0.035813435632890904,5.783713829652575e-4,0.047933169262344345
SPpesm6,0.590593209876543,0.5,1892,88,1892,2.41789955329397,0.005700866,1915182.9370959993,100,0.03390195149475085,0.02030407662621828,9.87895183981144e-4
SPigua1,0.705151439190278,0.5,1826,173,1826,2.45268519490905,0.01365852,2206906.084664803,100,0.03438542343545447,0.024495275997425656,8.274026759400334e-4
MGvico4,0.203454803717689,0.5,1371,131,1371,2.83542502509761,0.01205778,478086.06506593927,100,0.039696983502203645,0.008340264843328074,0.002867684503230411
SPpesmC,0.883012144988627,0.5,1119,131,1119,3.122398730694,0.014766940000000001,1693547.7480516473,100,0.04366991762916795,0.03875908197283352,6.607431064682768e-4
SPcara1,0.850301625856528,0.5,2166,181,2166,2.23806259288372,0.01174605,3156691.5230985167,100,0.03140053851447725,0.026826027633658496,6.861614396435915e-4
SPcara3,0.756191086934286,0.5,1735,143,1735,2.51315929613974,0.0109311,2248701.0127528775,100,0.03522564112765974,0.02686806755597363,7.715565520540231e-4
MGuberl6,0.897604940383112,0.5,994,79,955.769230769231,3.3642439077633,0.0124873,1470411.740228197,101.98039027185568,0.04610952768931306,0.041584476293223746,6.760011313876877e-4
PRrico1,0.150749959057744,0.5,1019,66,1019,3.28183783407947,0.009446245,263288.6084233165,100,0.045873672766183524,0.007195789427964177,0.003870277586646087
RScamb1,0.444885569575086,0.5,1178,42,1178,3.0387663330307,0.006789234,898243.9314364613,100,0.04251294056920969,0.01937052949664319,0.0013114477691111767
PRdiam3,0.229984477843697,0.5,1130,77,1046.2962962963,3.24690519380679,0.00639127,412433.4639618817,103.92304845413246,0.04369670939003386,0.01039947761868904,0.002739835873513013
RSgaur,0.254016492149773,0.5,1540,84,1540,2.67108880984155,0.006543382,670476.1246029384,100,0.037418164440306254,0.009777760771765667,0.0022968752256644497
BAlenc4,0.480010759036093,0.5,1125,150,1092.23300970874,3.17659095055461,0.0265782,898601.1122594093,101.4889156509221,0.043774874497632406,0.021501845718326012,0.0012519459242280946
BAuruc,0.944174531065876,0.5,2530,458,2530,2.07936082301441,0.04147365,4094241.769542142,100,0.029190415698128233,0.027605832652700717,6.179410358277228e-4
BAjuss,0.822843111251237,0.5,1400,265,1400,2.7929530667496,0.04085191,1974448.2505442381,100,0.03910829171903482,0.032404496614159485,7.09058847004019e-4
PEsvfer,0.764221922515876,0.5,1390,120,1390,2.80268315861447,0.01129423,1820685.6707782818,100,0.03924317369509342,0.030270577616448083,7.634486404266706e-4
PEalia,0.718189314043546,0.5,649,79,649,4.09592653362986,0.01917282,798885.0940970514,100,0.05708631783498695,0.04166913712356671,8.123821620849483e-4
PEcabo2,0.775969806576159,0.5,1575,81,1575,2.63834529670386,0.0046200419999999996,2094720.4052448557,100,0.0369637937129867,0.02892229353993735,7.518903220002268e-4
PEbrejo,0.652514641031126,0.5,1553,62,1553,2.6474240585986,0.003143249,1736850.3429020736,100,0.03708978738292731,0.02451761621366764,8.941472743155974e-4
PEcaru1,0.633257700082464,0.5,1424,92,1424,2.77404645639795,0.006678201,1545578.795509876,100,0.03884617452579736,0.0249551637608555,9.2133769183229e-4
MGubera,0.819681253972354,0.5,805,90,805,3.68080894920601,0.01523538,1130945.210057057,100,0.051377081638686255,0.04250662272236526,7.117939868717311e-4
PEmata2,0.657696033445498,0.5,1145,88,1145,3.09370512313151,0.009006696,1290718.0740394613,100,0.04327304686171257,0.028888422055764175,8.8710309635363e-4
MGlavr2,0.0596977983809989,0.5,3120,175,1500,2.71584197977507,0.009433653,153479.45776964532,144.22205101855957,0.026453718807632087,0.0016195133402506108,0.0203284533665916
MGipia1,0.892023291310984,0.5,837,50,837,3.60168223148058,0.006001643,1279682.8051941881,100,0.05028687284635215,0.04510195692890571,6.54068333654751e-4
MGvico1,0.230771788647624,0.5,1826,94,1826,2.45084506251585,0.008535992,722244.3807534995,100,0.0343598511908276,0.008144549373856603,0.002528230123569781
SPeec4,0.368274401173212,0.5,1218,86,1218,3.02460800846826,0.00586886,768810.8478292332,100,0.04231700398413638,0.016012322469940755,0.0015842648467292958
SPeec5,0.412073966642495,0.5,1111,77,1111,3.14528413230642,0.005572368,784675.1867077601,100,0.043986394160599386,0.01860683454660803,0.0014158724766885926
MGvico3,0.201646421828803,0.5,1639,121,1639,2.59161450707701,0.008782173,566461.1839974624,100,0.036315140555847114,0.007541462668380178,0.0028934021364601433
MSdour,0.0753116519366682,0.5,1046,124,1046,3.23041187899631,0.01595175,135018.89226522692,100,0.045163144867879326,0.0035495466228596005,0.007747064003052773
SCside1,0.667485387440862,0.5,1417,115,1417,2.78609591918304,0.010027682999999999,1621109.291850584,100,0.039013229826265476,0.026383013652649306,8.740928246623136e-4
MGvico16,0.210647243466788,0.5,1653,91,1653,2.57313411332007,0.006396164,596800.6893785914,100,0.03605856065036454,0.007818164220325066,0.0027697689185331846
SPpesmL,0.999872716858652,0.5,1596,175,1596,2.61798751910915,0.01670536,2735131.97949214,100,0.03668124162396596,0.03667674396048772,5.835184597915987e-4
SPpesmS,0.834564677800723,0.5,2184,141,2184,2.23858684405395,0.007306747,3124016.4777567065,100,0.03140783520119224,0.026348777198070765,6.991000257361915e-4
PRrico3,0.104369417595287,0.5,1162,46,1162,3.07337292731796,0.005222371,207864.37811264026,100,0.042991775702915055,0.004666717373126574,0.005590183419355866
PRanto4,0.910542733134695,0.5,1922,129,1922,2.39277651941961,0.008032066000000001,2999538.207582168,100,0.03355270108131672,0.030643144554235363,6.407653001857452e-4
PRanto5,0.904052991381646,0.5,1762,128,1762,2.48274643487316,0.008940748,2730237.7919211523,100,0.03480313530831696,0.03156929657077023,6.45365032018019e-4
PRanto6,0.907041789373292,0.5,1672,132,1672,2.56840457247875,0.009761155,2599346.9533654223,100,0.035992890698208706,0.03275665433482777,6.432384864341526e-4
PRanto7,0.896132461103336,0.5,1983,83,1983,2.34525632437192,0.0035539079999999997,3045759.4877837924,100,0.032891921650330114,0.029576564160017027,6.510691365991292e-4
PRanto8,0.963077430034025,0.5,1524,144,1524,2.68899898135885,0.01302908,2515630.5165792233,100,0.03766665251036379,0.036326423857576444,6.058123360947094e-4
PRanto9,0.940862084770845,0.5,1604,140,1604,2.611122505365,0.01149149,2586610.366017395,100,0.0365859505641468,0.03449697195065256,6.201165900644245e-4
PRanto10,0.935790101690086,0.5,1967,137,1967,2.35557766457666,0.008422567,3154884.6808966193,100,0.03303546149798192,0.030979972704930157,6.234776224660541e-4
PRanto11,0.941077571652564,0.5,1746,102,1746,2.49875174260299,0.006018002,2816244.423483012,100,0.03502549802036747,0.03302987726737244,6.199745964665316e-4
PRanto12,0.956083671010842,0.5,1471,155,1471,2.74183480403301,0.01593074,2410511.767254408,100,0.03839951675187026,0.03677516732603183,6.102438577495436e-4
PRanto13,0.941618186926423,0.5,1685,133,1685,2.54705264990284,0.009527897,2719414.6044145343,100,0.03569639015564042,0.033682565317185734,6.196186478018733e-4
PRanto14,0.949015576583043,0.5,2134,73,2134,2.26892964822408,0.002660672,3471110.4901243416,100,0.031830108718459586,0.030256370218137388,6.147888423809742e-4
PRanto15,0.921997528960791,0.5,1658,143,1658,2.57983182172869,0.011413650000000001,2620082.494895003,100,0.036151554897883825,0.03342590234073057,6.328045026179386e-4
SCside4,0.563868001301749,0.5,1423,143,1423,2.76997086011069,0.01519234,1375254.3649043604,100,0.038789666649174936,0.022248641299217692,0.00103471767573627
SPcana1,0.904674464613452,0.5,2311,162,1925.83333333333,2.37138867067291,0.008755544,2986150.6488728817,109.54451150103331,0.030380184253528904,0.027564002477614053,7.739060321261031e-4
MGuberl5,0.897444850913581,0.5,958,69,958,3.36808041610661,0.01007534,1473580.8244516237,100,0.04706465175174381,0.04244278893373635,6.501170374258289e-4
SCsjo1,0.414187734753475,0.5,1470,80,1441.17647058824,2.76435191462681,0.005599779,1023092.9200895691,100.99504938362061,0.03833407904297112,0.01624225066138009,0.0014368196388958546
PRtiba1,0.168194965603502,0.5,1493,127,1493,2.68665420061726,0.01148848,430401.208765947,100,0.03763412253951103,0.006534425244456588,0.0034688564288208033
PRsapo,0.412833295700075,0.5,1482,124,1482,2.70832755845302,0.01181338,1048633.197648185,100,0.03793478373693692,0.016017516629041648,0.0014132682460594851
PRdiam4,0.238517200234214,0.5,1487,73,1239.16666666667,2.96490357761071,0.004500307,506582.41211956425,109.54451150103309,0.03791046337963492,0.00931109172452589,0.002935356546979835
PRtele,0.720622255888005,0.5,1041,108,1041,3.23735547499492,0.01302312,1285757.5482915791,100,0.04525909666603211,0.03303238652944911,8.096394233758961e-4
SCserra4,0.393410110559205,0.5,1457,56,1457,2.72321485708538,0.003024354,982439.3543380382,100,0.03814127888356801,0.015360548137431658,0.0014830431960675251
SPpesmU,0.822512011752552,0.5,2182,132,2182,2.23087773219975,0.006650571,3076080.3644815474,100,0.03130053467592897,0.025888890673013067,7.093442763052653e-4
PRdiam2,0.31230878974511,0.5,1146,85,1091.42857142857,3.14876369736301,0.006691005,584225.0953992106,102.46950765959606,0.04298493845916211,0.01383349732874511,0.0019615727037828106
PRvent,0.330619477161735,0.5,1270,107,1270,2.9404240931986,0.01961489,719669.0700266818,100,0.04115157162490756,0.013990905422651037,0.0017646999890559626
RJpnrj,0.0932031292485298,0.5,2164,84,1502.77777777778,2.69571982564431,0.003705878,240063.39320856787,119.99999999999991,0.03151703971145282,0.0030239086842222163,0.00901428564795762
RSvsol,0.602441139584327,0.5,1855,55,1855,2.41876206479019,0.001860414,1915398.8289416232,100,0.033913940665494975,0.0207103868088393,9.684667088498758e-4
RScama,0.465012320561114,0.5,2236,69,2236,2.20273676495435,0.002444485,1782119.9878978007,100,0.030908799610578706,0.014614637753917194,0.0012546854393556289
RScach1,0.11193208229449,0.5,1547,49,1547,2.66038937730797,0.002867771,296787.48190736095,100,0.03726970380387779,0.004314476208709368,0.005212483997161577
RScach4,0.0789365443017742,0.5,1096,55,1096,3.17135317816067,0.007634244,148282.31110072994,100,0.0443468327072669,0.003649660665590009,0.007391306433411833
RSfaxi,0.330205922067901,0.5,1211,74,1211,3.01429355522804,0.00859964,685377.2477890621,100,0.042174249985918615,0.014331010386685173,0.0017669101270964692
RSmaqu4,0.266944616018118,0.5,1531,85,1531,2.67318417330599,0.005426291,700482.0953218031,100,0.037447237444883735,0.010278492274204182,0.0021856375919168283
RSrioz1,0.90394723979702,0.5,1206,78,1206,3.01989229568539,0.005955884,1868491.2698137355,100,0.042251738940766,0.03834897813730627,6.454405324142739e-4
RScach3,0.0901714210262083,0.5,1229,72,1229,2.99236210680114,0.01034062,189942.2065931763,100,0.041870679200784036,0.003925064527750759,0.006470389188603603
RScach2,0.0859317226079183,0.5,1904,48,1904,2.40309647675709,0.003899745,280427.8511751528,100,0.033696172657378655,0.0029875897252911233,0.006789625181739805
RSpet1,0.61617046818727506,0.5,827,70,827,3.639889042355,0.006803186,873387.6999860746,100,0.05081336488028378,0.031932495688291165,9.468876193392532e-4
RSsmar2,0.303243320193804,0.5,1427,58,1427,2.7744001231786,0.003060875,741678.8563802643,100,0.03885107801431295,0.012109120738566612,0.001924013321566722
RSmorr1,0.538530784487802,0.5,2822,114,2822,1.96226593060403,0.003725733,2604763.0703803725,100,0.027558106541308355,0.01503205464772534,0.001083399880814459
RScris,0.284703468659045,0.5,2179,29,2179,2.24324882479607,7.139698e-4,1063287.4082142848,100,0.03147272085354364,0.009166757855210157,0.002049304809937959
MGlavr3,0.123350541540449,0.5,4137,384,1723.75,2.52999288275097,0.01719986,364431.59509047895,154.91933384829667,0.022962218203779434,0.002890589077103185,0.01135192462929261
RSsetape,0.452723370843213,0.5,1733,45,1733,2.50793292561575,0.001659601,1344720.914480521,100,0.0351530411913089,0.016226781226259826,0.0012887432487576614
RSsini,0.751887932508693,0.5,1024,69,1024,3.26837742380639,0.005160632,1319634.780981862,100,0.04568772224778798,0.034745915434714086,7.759722725996221e-4
MGuberl1,0.620615293430654,0.5,1393,89,1266.36363636364,2.94271979883869,0.008105103,1347043.395583155,104.880884817015,0.039286007499512825,0.024750389510573657,0.0010341166472940166
SCside,0.727896695345763,0.5,1715,107,1715,2.52567007831686,0.006680555,2139609.681222523,100,0.03539941832113095,0.026017730161735912,8.015480650751632e-4
MGlavr6,0.105464946828223,0.5,1666,165,1487.5,2.70641102315254,0.02107086,268884.51664523035,105.83005244258364,0.035838944780703944,0.0039049416822821066,0.006195968517585345
SCorle,0.534556814170092,0.5,2143,118,2143,2.2572281408795,0.006293033,1963435.881031683,100,0.03166727255802104,0.01718119540427515,0.001091454027454141
SCilho,0.872568596003357,0.5,1260,136,1260,2.94524941127062,0.01372993,1884390.0652154514,100,0.04121839191517334,0.03615578324906944,6.686513706788929e-4
SCilho2,0.87152078954513,0.5,1832,182,1832,2.45570697676936,0.01466978,2736553.2471261485,100,0.034427416279826914,0.030137513486695536,6.694552725856567e-4
SCvolta1,0.939375134560099,0.5,1660,53,1660,2.58099557112034,0.002056806,2672685.3333468414,100,0.03616771250412563,0.034049709328013836,6.210981814014308e-4
SCcric1,0.257688402725365,0.5,1412,137,1412,2.7839731431415,0.01978238,623634.6720060551,100,0.03898380044004498,0.01034503933133408,0.002264146083247742
SCvolta2,0.810348171360328,0.5,2059,78,2059,2.30671887603277,0.002966762,2859754.0603247955,100,0.03235588359202336,0.026381416774067704,7.199919841240298e-4
