"SiteCode"	"kernel_percentil"	"p"	"S"	"DA"	"J"	"sd_k"	"U"	"GOF"	"theta"	"m"
"RScama"	"0.75"	0.559289827066303	69	2236	2236	1.37183465540874	0.002297244	100	NA	NA
"RScama"	"0.8"	0.559289827066303	69	2236	2236	1.23354645097493	0.002282848	100	NA	NA
"RScama"	"0.85"	0.559289827066303	69	2236	2236	1.09317809813522	0.002250806	99	NA	NA
"RScama"	"0.9"	0.559289827066303	69	2236	2236	0.941530394626155	0.002254346	100	NA	NA
"RScama"	"0.95"	0.559289827066303	69	2236	2236	0.765614370040585	0.002315383	100	NA	NA
"RScama"	"campo_medio"	0.559289827066303	69	2236	2236	NA	NA	100	13.6620508423043	0.831547927286731
"RScama"	"0.99"	0.559289827066303	69	2236	2236	0.537787203002386	0.001846616	100	NA	NA
"RScamb1"	"0.25"	0.327940858999573	42	1178	1178	5.3632147084953	0.008044858	100	NA	NA
"RScamb1"	"0.5"	0.327940858999573	42	1178	1178	3.05732547907693	0.005910709	100	NA	NA
"RScamb1"	"0.55"	0.327940858999573	42	1178	1178	2.77679036530649	0.005867936	100	NA	NA
"RScamb1"	"0.6"	0.327940858999573	42	1178	1178	2.51813731768497	0.00618101	100	NA	NA
"RScamb1"	"0.65"	0.327940858999573	42	1178	1178	2.30603347065075	0.006023077	100	NA	NA
"RScamb1"	"0.7"	0.327940858999573	42	1178	1178	2.08596802376808	0.004034571	94	NA	NA
"RScamb1"	"0.75"	0.327940858999573	42	1178	1178	1.88680497201673	0.00346178	90	NA	NA
"RScamb1"	"0.8"	0.327940858999573	42	1178	1178	1.69819459731158	0.00363519	91	NA	NA
"RScamb1"	"0.85"	0.327940858999573	42	1178	1178	1.50371622867698	0.003817591	94	NA	NA
"RScamb1"	"0.9"	0.327940858999573	42	1178	1178	1.29215195720383	0.003862042	92	NA	NA
"RScamb1"	"0.95"	0.327940858999573	42	1178	1178	1.05723896689368	0.003645766	96	NA	NA
"RScamb1"	"0.99"	0.327940858999573	42	1178	1178	0.75286151896202	0.003723626	92	NA	NA
"RScamb1"	"campo_medio"	0.327940858999573	42	1178	1178	NA	NA	97	8.3924742936929	0.959251117989995
"RSfaxi"	"0.25"	0.470118159409467	74	1211	1211	5.25029622445096	0.009765052	19	NA	NA
"RSfaxi"	"0.5"	0.470118159409467	74	1211	1211	3.00522116364117	0.008109958	80	NA	NA
"RSfaxi"	"0.55"	0.470118159409467	74	1211	1211	2.7322079242502	0.00812527	80	NA	NA
"RSfaxi"	"0.6"	0.470118159409467	74	1211	1211	2.48934752775455	0.008329698	86	NA	NA
"RSfaxi"	"0.65"	0.470118159409467	74	1211	1211	2.25692116120655	0.008471516	80	NA	NA
"RSfaxi"	"0.7"	0.470118159409467	74	1211	1211	2.06534187113219	0.006043224	100	NA	NA
"RSfaxi"	"0.75"	0.470118159409467	74	1211	1211	1.86183069277815	0.006096784	100	NA	NA
"RSfaxi"	"0.8"	0.470118159409467	74	1211	1211	1.66701735793367	0.006192002	99	NA	NA
"RSfaxi"	"0.85"	0.470118159409467	74	1211	1211	1.4773018404885	0.006166849	100	NA	NA
"RSfaxi"	"0.9"	0.470118159409467	74	1211	1211	1.28344824914649	0.005897177	100	NA	NA
"RSfaxi"	"0.95"	0.470118159409467	74	1211	1211	1.04803249315003	0.006646834	99	NA	NA
"RSfaxi"	"0.99"	0.470118159409467	74	1211	1211	0.741726520428031	0.006114416	100	NA	NA
"RSfaxi"	"campo_medio"	0.470118159409467	74	1211	1211	NA	NA	100	23.1347580382	0.230561558516459
"RSmaqu4"	"0.25"	0.310748079531233	85	1531	1531	4.6336767975732	0.005034026	97	NA	NA
"RSmaqu4"	"0.5"	0.310748079531233	85	1531	1531	2.67622530902553	0.005301116	92	NA	NA
"RSmaqu4"	"0.55"	0.310748079531233	85	1531	1531	2.44110753347846	0.005286564	88	NA	NA
"RSmaqu4"	"0.6"	0.310748079531233	85	1531	1531	2.20971044560424	0.005170002	87	NA	NA
"RSmaqu4"	"0.65"	0.310748079531233	85	1531	1531	2.0157121306084	0.005179805	66	NA	NA
"RSmaqu4"	"0.7"	0.310748079531233	85	1531	1531	1.84536112219603	0.0056808	73	NA	NA
"RSmaqu4"	"0.75"	0.310748079531233	85	1531	1531	1.65565971402056	0.005455416	82	NA	NA
"RSmaqu4"	"0.8"	0.310748079531233	85	1531	1531	1.48804797034787	0.005514197	78	NA	NA
"RSmaqu4"	"0.85"	0.310748079531233	85	1531	1531	1.31603644826367	0.005612319	86	NA	NA
"RSmaqu4"	"0.9"	0.310748079531233	85	1531	1531	1.13838564136379	0.005341769	75	NA	NA
"RSmaqu4"	"0.95"	0.310748079531233	85	1531	1531	0.930368005818152	0.005391195	86	NA	NA
"RSmaqu4"	"campo_medio"	0.310748079531233	85	1531	1531	NA	NA	97	19.2688762505086	0.999901947921834
"RSmaqu4"	"0.99"	0.310748079531233	85	1531	1531	0.653332576075749	0.003365572	92	NA	NA
"RSmorr1"	"0.25"	0.658177286403532	109	2810	2810	3.44950077047164	0.00362362	100	NA	NA
"RSmorr1"	"0.5"	0.658177286403532	109	2810	2810	1.9772755871796	0.003747233	99	NA	NA
"RSmorr1"	"0.55"	0.658177286403532	109	2810	2810	1.7989178190701	0.003861012	100	NA	NA
"RSmorr1"	"0.6"	0.658177286403532	109	2810	2810	1.64084761340672	0.003582788	100	NA	NA
"RSmorr1"	"0.65"	0.658177286403532	109	2810	2810	1.48335219633069	0.003506961	99	NA	NA
"RSmorr1"	"0.7"	0.658177286403532	109	2810	2810	1.34888867721604	0.003712032	100	NA	NA
"RSmorr1"	"0.75"	0.658177286403532	109	2810	2810	1.22090564695341	0.003659452	100	NA	NA
"RSmorr1"	"0.8"	0.658177286403532	109	2810	2810	1.09939281615349	0.003702156	100	NA	NA
"RSmorr1"	"0.85"	0.658177286403532	109	2810	2810	0.970944210667354	0.003879495	100	NA	NA
"RSmorr1"	"0.9"	0.658177286403532	109	2810	2810	0.842744244572498	0.003799416	99	NA	NA
"RSmorr1"	"0.95"	0.658177286403532	109	2810	2810	0.687545076086861	0.002252317	100	NA	NA
"RSmorr1"	"0.99"	0.658177286403532	109	2810	2810	0.48442416075989	0.002225502	100	NA	NA
"RSmorr1"	"campo_medio"	0.658177286403532	109	2810	2810	NA	NA	100	25.2027327688207	0.454578548820889
"RSpet1"	"0.25"	0.722472122747256	69	826	826	6.34165765429312	0.005263408	98	NA	NA
"RSpet1"	"0.5"	0.722472122747256	69	826	826	3.63477420594569	0.00592381	94	NA	NA
"RSpet1"	"0.55"	0.722472122747256	69	826	826	3.29734860047562	0.007175525	93	NA	NA
"RSpet1"	"0.6"	0.722472122747256	69	826	826	3.01624898342011	0.006745305	91	NA	NA
"RSpet1"	"0.65"	0.722472122747256	69	826	826	2.75003729479935	0.006680907	91	NA	NA
"RSpet1"	"0.7"	0.722472122747256	69	826	826	2.48529055241415	0.007586645	99	NA	NA
"RSpet1"	"0.75"	0.722472122747256	69	826	826	2.25010871167714	0.007251158	91	NA	NA
"RSpet1"	"0.8"	0.722472122747256	69	826	826	2.03311653276272	0.007841348	82	NA	NA
"RSpet1"	"0.85"	0.722472122747256	69	826	826	1.80059134393245	0.008112884	83	NA	NA
"RSpet1"	"0.9"	0.722472122747256	69	826	826	1.54967771501458	0.009137108	92	NA	NA
"RSpet1"	"0.95"	0.722472122747256	69	826	826	1.2663223348862	0.009176766	92	NA	NA
"RSpet1"	"0.99"	0.722472122747256	69	826	826	0.891538084905378	0.009567766	96	NA	NA
"RSpet1"	"campo_medio"	0.722472122747256	69	826	826	NA	NA	100	17.7262059766822	0.999474193035304
"RSrioz1"	"0.25"	0.92867367679881	76	1205	1205	5.28587589726035	0.004889304	100	NA	NA
"RSrioz1"	"0.5"	0.92867367679881	76	1205	1205	3.02301591569763	0.005341136	100	NA	NA
"RSrioz1"	"0.55"	0.92867367679881	76	1205	1205	2.74957479320031	0.005734465	100	NA	NA
"RSrioz1"	"0.6"	0.92867367679881	76	1205	1205	2.4913460615303	0.005817044	100	NA	NA
"RSrioz1"	"0.65"	0.92867367679881	76	1205	1205	2.27053931187637	0.00516832	100	NA	NA
"RSrioz1"	"0.7"	0.92867367679881	76	1205	1205	2.05547529202721	0.006597978	100	NA	NA
"RSrioz1"	"0.75"	0.92867367679881	76	1205	1205	1.87059675794797	0.006499831	100	NA	NA
"RSrioz1"	"0.8"	0.92867367679881	76	1205	1205	1.6806630492677	0.006084368	99	NA	NA
"RSrioz1"	"0.85"	0.92867367679881	76	1205	1205	1.47462068316238	0.006193808	99	NA	NA
"RSrioz1"	"0.9"	0.92867367679881	76	1205	1205	1.28181996412076	0.006689097	100	NA	NA
"RSrioz1"	"0.95"	0.92867367679881	76	1205	1205	1.04874658919723	0.006522602	100	NA	NA
"RSrioz1"	"0.99"	0.92867367679881	76	1205	1205	0.731236892125984	0.006482094	100	NA	NA
"RSrioz1"	"campo_medio"	0.92867367679881	76	1205	1205	NA	NA	100	20.284894966346	0.48044316164638
"RSsetape"	"0.25"	0.493985431841831	45	1733	1733	4.3905629473941	0.002331936	100	NA	NA
"RSsetape"	"0.5"	0.493985431841831	45	1733	1733	2.51209841673008	0.002010646	100	NA	NA
"RSsetape"	"0.55"	0.493985431841831	45	1733	1733	2.28045091710881	0.002211292	100	NA	NA
"RSsetape"	"0.6"	0.493985431841831	45	1733	1733	2.07916947199847	0.001530876	96	NA	NA
"RSsetape"	"0.65"	0.493985431841831	45	1733	1733	1.90184473305745	0.001329174	97	NA	NA
"RSsetape"	"0.7"	0.493985431841831	45	1733	1733	1.71884994645939	0.001365359	98	NA	NA
"RSsetape"	"0.75"	0.493985431841831	45	1733	1733	1.57145788583076	0.001560638	98	NA	NA
"RSsetape"	"0.8"	0.493985431841831	45	1733	1733	1.4028514102312	0.00146808	95	NA	NA
"RSsetape"	"0.85"	0.493985431841831	45	1733	1733	1.24242002507859	0.001417472	98	NA	NA
"RSsetape"	"0.9"	0.493985431841831	45	1733	1733	1.07250663719282	0.001429292	98	NA	NA
"RSsetape"	"0.95"	0.493985431841831	45	1733	1733	0.873600882734669	0.001465506	97	NA	NA
"RSsetape"	"0.99"	0.493985431841831	45	1733	1733	0.617049153951495	0.001298004	100	NA	NA
"RSsetape"	"campo_medio"	0.493985431841831	45	1733	1733	NA	NA	100	8.51116910092335	0.81065361081095
"RSsini"	"0.25"	0.73052961024989	69	1024	1024	5.72759806115795	0.006448055	100	NA	NA
"RSsini"	"0.5"	0.73052961024989	69	1024	1024	3.28598374073767	0.00786757	99	NA	NA
"RSsini"	"0.55"	0.73052961024989	69	1024	1024	2.98150580622625	0.006927367	100	NA	NA
"RSsini"	"0.6"	0.73052961024989	69	1024	1024	2.71975865398983	0.007338891	100	NA	NA
"RSsini"	"0.65"	0.73052961024989	69	1024	1024	2.45383424451691	0.008200936	100	NA	NA
"RSsini"	"0.7"	0.73052961024989	69	1024	1024	2.23568312053228	0.007727845	100	NA	NA
"RSsini"	"0.75"	0.73052961024989	69	1024	1024	2.0253483531834	0.008699257	100	NA	NA
"RSsini"	"0.8"	0.73052961024989	69	1024	1024	1.81864782561046	0.008421375	100	NA	NA
"RSsini"	"0.85"	0.73052961024989	69	1024	1024	1.6094613294726	0.0081549	100	NA	NA
"RSsini"	"0.9"	0.73052961024989	69	1024	1024	1.39955533022032	0.008921971	100	NA	NA
"RSsini"	"0.95"	0.73052961024989	69	1024	1024	1.13444136225829	0.008081045	100	NA	NA
"RSsini"	"0.99"	0.73052961024989	69	1024	1024	0.801988868706414	0.008595295	100	NA	NA
"RSsini"	"campo_medio"	0.73052961024989	69	1024	1024	NA	NA	100	17.0250922377028	0.848144089671997
"RSsmar2"	"0.25"	0.36114979447901	58	1427	1427	4.86235821319824	0.003372243	99	NA	NA
"RSsmar2"	"0.5"	0.36114979447901	58	1427	1427	2.77065768500583	0.003078164	100	NA	NA
"RSsmar2"	"0.55"	0.36114979447901	58	1427	1427	2.52486939954681	0.003081916	98	NA	NA
"RSsmar2"	"0.6"	0.36114979447901	58	1427	1427	2.29004585256393	0.003120736	100	NA	NA
"RSsmar2"	"0.65"	0.36114979447901	58	1427	1427	2.08222318454173	0.003152173	100	NA	NA
"RSsmar2"	"0.7"	0.36114979447901	58	1427	1427	1.89357036898311	0.002677506	97	NA	NA
"RSsmar2"	"0.75"	0.36114979447901	58	1427	1427	1.72270161148227	0.003368338	99	NA	NA
"RSsmar2"	"0.8"	0.36114979447901	58	1427	1427	1.53741833493821	0.003270635	98	NA	NA
"RSsmar2"	"0.85"	0.36114979447901	58	1427	1427	1.36491319943661	0.003443492	100	NA	NA
"RSsmar2"	"0.9"	0.36114979447901	58	1427	1427	1.17547052174941	0.003444638	99	NA	NA
"RSsmar2"	"0.95"	0.36114979447901	58	1427	1427	0.959877306943951	0.003236513	100	NA	NA
"RSsmar2"	"0.99"	0.36114979447901	58	1427	1427	0.680082360332674	0.001986731	99	NA	NA
"RSsmar2"	"campo_medio"	0.36114979447901	58	1427	1427	NA	NA	100	14.4460219133147	0.31324133318246
"RSvsol"	"0.25"	0.666613829015203	55	1855	1855	4.28049483459682	0.001969774	79	NA	NA
"RSvsol"	"0.5"	0.666613829015203	55	1855	1855	2.4356985513307	0.002029582	36	NA	NA
"RSvsol"	"0.55"	0.666613829015203	55	1855	1855	2.20336468030737	0.001875262	39	NA	NA
"RSvsol"	"0.6"	0.666613829015203	55	1855	1855	2.01273566606461	0.001797436	13	NA	NA
"RSvsol"	"0.65"	0.666613829015203	55	1855	1855	1.84777792726375	0.00187643	22	NA	NA
"RSvsol"	"0.7"	0.666613829015203	55	1855	1855	1.65899759382943	0.001974078	25	NA	NA
"RSvsol"	"0.75"	0.666613829015203	55	1855	1855	1.50277721754055	0.001866664	15	NA	NA
"RSvsol"	"0.8"	0.666613829015203	55	1855	1855	1.34887371071685	0.001992492	21	NA	NA
"RSvsol"	"0.85"	0.666613829015203	55	1855	1855	1.19942003382164	0.001982818	21	NA	NA
"RSvsol"	"0.9"	0.666613829015203	55	1855	1855	1.03308082622279	0.001834683	18	NA	NA
"RSvsol"	"0.95"	0.666613829015203	55	1855	1855	0.845564959177346	0.00209752	22	NA	NA
"RSvsol"	"campo_medio"	0.666613829015203	55	1855	1855	NA	NA	80	10.5398740516109	0.998559387637871
"RSvsol"	"0.99"	0.666613829015203	55	1855	1855	0.599239565103677	0.0010922728	16	NA	NA
"SCarar"	"0.25"	0.0359928114764424	26	2034	2034	4.04443730328468	0.001493321	100	NA	NA
"SCarar"	"0.5"	0.0359928114764424	26	2034	2034	2.32321957127491	0.001285053	100	NA	NA
"SCarar"	"0.55"	0.0359928114764424	26	2034	2034	2.11620383568468	0.0009321704	97	NA	NA
"SCarar"	"0.6"	0.0359928114764424	26	2034	2034	1.92967355674157	0.0008769925	99	NA	NA
"SCarar"	"0.65"	0.0359928114764424	26	2034	2034	1.75025554962435	0.0009082212	96	NA	NA
"SCarar"	"0.7"	0.0359928114764424	26	2034	2034	1.59200736840679	0.0008473808	100	NA	NA
"SCarar"	"0.75"	0.0359928114764424	26	2034	2034	1.44307045510477	0.0008189629	100	NA	NA
"SCarar"	"0.8"	0.0359928114764424	26	2034	2034	1.29481019581581	0.0008848192	100	NA	NA
"SCarar"	"0.85"	0.0359928114764424	26	2034	2034	1.14508659806636	0.0008425542	96	NA	NA
"SCarar"	"0.9"	0.0359928114764424	26	2034	2034	0.990492502326289	0.0008458029	97	NA	NA
"SCarar"	"0.95"	0.0359928114764424	26	2034	2034	0.803735954776554	0.0008683944	99	NA	NA
"SCarar"	"campo_medio"	0.0359928114764424	26	2034	2034	NA	NA	99	4.11901630310619	0.999459276708646
"SCarar"	"0.99"	0.0359928114764424	26	2034	2034	0.568884137940713	0.0007575396	100	NA	NA
"SCilho"	"0.25"	0.899939351991448	135	1169	1169	5.34805476282358	0.01191765	100	NA	NA
"SCilho"	"0.5"	0.899939351991448	135	1169	1169	3.0512162520905	0.01602895	100	NA	NA
"SCilho"	"0.55"	0.899939351991448	135	1169	1169	2.77986249258636	0.01589957	99	NA	NA
"SCilho"	"0.6"	0.899939351991448	135	1169	1169	2.53562249507005	0.01537911	100	NA	NA
"SCilho"	"0.65"	0.899939351991448	135	1169	1169	2.30700913881316	0.01510218	100	NA	NA
"SCilho"	"0.7"	0.899939351991448	135	1169	1169	2.08783716974157	0.01832925	100	NA	NA
"SCilho"	"0.75"	0.899939351991448	135	1169	1169	1.88896792232898	0.0182402	100	NA	NA
"SCilho"	"0.8"	0.899939351991448	135	1169	1169	1.70767333752173	0.01762491	99	NA	NA
"SCilho"	"0.85"	0.899939351991448	135	1169	1169	1.50724076165242	0.01871349	100	NA	NA
"SCilho"	"0.9"	0.899939351991448	135	1169	1169	1.31195892727497	0.01792977	98	NA	NA
"SCilho"	"0.95"	0.899939351991448	135	1169	1169	1.06244544002679	0.01787028	100	NA	NA
"SCilho"	"0.99"	0.899939351991448	135	1169	1169	0.750287782885573	0.01822387	99	NA	NA
"SCilho"	"campo_medio"	0.899939351991448	135	1169	1169	NA	NA	100	48.9119685196875	0.403194896663976
"SCilho2"	"0.25"	0.884932951426624	157	1738	1738	4.37734621986676	0.010169873	95	NA	NA
"SCilho2"	"0.5"	0.884932951426624	157	1738	1738	2.49937941294373	0.01113983	92	NA	NA
"SCilho2"	"0.55"	0.884932951426624	157	1738	1738	2.28617601608783	0.0118023	98	NA	NA
"SCilho2"	"0.6"	0.884932951426624	157	1738	1738	2.07455157555295	0.01353479	96	NA	NA
"SCilho2"	"0.65"	0.884932951426624	157	1738	1738	1.89589929706169	0.01308932	96	NA	NA
"SCilho2"	"0.7"	0.884932951426624	157	1738	1738	1.7231684699432	0.01294228	92	NA	NA
"SCilho2"	"0.75"	0.884932951426624	157	1738	1738	1.55288248991847	0.01332792	100	NA	NA
"SCilho2"	"0.8"	0.884932951426624	157	1738	1738	1.40137205605403	0.01320802	94	NA	NA
"SCilho2"	"0.85"	0.884932951426624	157	1738	1738	1.23773305758242	0.01325207	96	NA	NA
"SCilho2"	"0.9"	0.884932951426624	157	1738	1738	1.06909042378333	0.01332311	96	NA	NA
"SCilho2"	"0.95"	0.884932951426624	157	1738	1738	0.873695467054872	0.0128411	96	NA	NA
"SCilho2"	"0.99"	0.884932951426624	157	1738	1738	0.621503546203606	0.006791216	96	NA	NA
"SCilho2"	"campo_medio"	0.884932951426624	157	1738	1738	NA	NA	98	46.9771021412293	0.553346127058418
"SCorle"	"0.25"	0.528689726683852	112	1938	1938	4.1778955784348	0.009334094	78	NA	NA
"SCorle"	"0.5"	0.528689726683852	112	1938	1938	2.3840071098809	0.008377716	98	NA	NA
"SCorle"	"0.55"	0.528689726683852	112	1938	1938	2.16768421212656	0.008396454	98	NA	NA
"SCorle"	"0.6"	0.528689726683852	112	1938	1938	1.96886686505286	0.006573254	100	NA	NA
"SCorle"	"0.65"	0.528689726683852	112	1938	1938	1.79376547129871	0.006437158	99	NA	NA
"SCorle"	"0.7"	0.528689726683852	112	1938	1938	1.62815411801372	0.00629756	94	NA	NA
"SCorle"	"0.75"	0.528689726683852	112	1938	1938	1.4763318400913	0.00663201	100	NA	NA
"SCorle"	"0.8"	0.528689726683852	112	1938	1938	1.32204227389215	0.006497942	99	NA	NA
"SCorle"	"0.85"	0.528689726683852	112	1938	1938	1.17261846322206	0.006578207	100	NA	NA
"SCorle"	"0.9"	0.528689726683852	112	1938	1938	1.0100425343939	0.006720157	99	NA	NA
"SCorle"	"0.95"	0.528689726683852	112	1938	1938	0.824306481251112	0.006601597	100	NA	NA
"SCorle"	"0.99"	0.528689726683852	112	1938	1938	0.579978743392544	0.004504101	100	NA	NA
"SCorle"	"campo_medio"	0.528689726683852	112	1938	1938	NA	NA	100	28.0469009002999	0.592571428747568
"SCside"	"0.25"	0.72254784514244	105	1712	1712	4.44237508148162	0.005085163	17	NA	NA
"SCside"	"0.5"	0.72254784514244	105	1712	1712	2.53165810180567	0.006554317	14	NA	NA
"SCside"	"0.55"	0.72254784514244	105	1712	1712	2.29132707082584	0.006623812	18	NA	NA
"SCside"	"0.6"	0.72254784514244	105	1712	1712	2.10266665858612	0.007933046	12	NA	NA
"SCside"	"0.65"	0.72254784514244	105	1712	1712	1.90848909679865	0.006674724	13	NA	NA
"SCside"	"0.7"	0.72254784514244	105	1712	1712	1.72648983720997	0.006816868	13	NA	NA
"SCside"	"0.75"	0.72254784514244	105	1712	1712	1.56381706843986	0.007201456	13	NA	NA
"SCside"	"0.8"	0.72254784514244	105	1712	1712	1.40973569721343	0.007070241	12	NA	NA
"SCside"	"0.85"	0.72254784514244	105	1712	1712	1.24433390658818	0.007101312	16	NA	NA
"SCside"	"0.9"	0.72254784514244	105	1712	1712	1.0831942179158	0.007296642	15	NA	NA
"SCside"	"0.95"	0.72254784514244	105	1712	1712	0.883221767090885	0.007336996	15	NA	NA
"SCside"	"0.99"	0.72254784514244	105	1712	1712	0.624384279637348	0.004107718	24	NA	NA
"SCside"	"campo_medio"	0.72254784514244	105	1712	1712	NA	NA	46	26.2284996144733	0.667715690659908
"SCside1"	"0.25"	0.680355725623583	111	1413	1413	4.91392575925803	0.009014385	100	NA	NA
"SCside1"	"0.5"	0.680355725623583	111	1413	1413	2.77485189471357	0.00942209	99	NA	NA
"SCside1"	"0.55"	0.680355725623583	111	1413	1413	2.517902622907	0.008912961	99	NA	NA
"SCside1"	"0.6"	0.680355725623583	111	1413	1413	2.30171607947716	0.009134513	100	NA	NA
"SCside1"	"0.65"	0.680355725623583	111	1413	1413	2.10525473951362	0.009767009	98	NA	NA
"SCside1"	"0.7"	0.680355725623583	111	1413	1413	1.91194308380643	0.009906247	99	NA	NA
"SCside1"	"0.75"	0.680355725623583	111	1413	1413	1.72705984347416	0.010806632	100	NA	NA
"SCside1"	"0.8"	0.680355725623583	111	1413	1413	1.54927433713155	0.010351188	100	NA	NA
"SCside1"	"0.85"	0.680355725623583	111	1413	1413	1.36752821986198	0.010627862	100	NA	NA
"SCside1"	"0.9"	0.680355725623583	111	1413	1413	1.18901651970444	0.010379005	97	NA	NA
"SCside1"	"0.95"	0.680355725623583	111	1413	1413	0.972121872303367	0.010515102	99	NA	NA
"SCside1"	"0.99"	0.680355725623583	111	1413	1413	0.687950998494161	0.006467129	100	NA	NA
"SCside1"	"campo_medio"	0.680355725623583	111	1413	1413	NA	NA	100	28.0681953871426	0.99750345274114
"SCside4"	"0.25"	0.535403772264882	98	1421	1421	4.88030578038216	0.01204986	82	NA	NA
"SCside4"	"0.5"	0.535403772264882	98	1421	1421	2.78141821254102	0.01035346	95	NA	NA
"SCside4"	"0.55"	0.535403772264882	98	1421	1421	2.52396211602844	0.0105414	95	NA	NA
"SCside4"	"0.6"	0.535403772264882	98	1421	1421	2.30020943077594	0.01067253	95	NA	NA
"SCside4"	"0.65"	0.535403772264882	98	1421	1421	2.09832054948715	0.009271404	79	NA	NA
"SCside4"	"0.7"	0.535403772264882	98	1421	1421	1.90354273360798	0.009156923	80	NA	NA
"SCside4"	"0.75"	0.535403772264882	98	1421	1421	1.7125232232447	0.008196941	69	NA	NA
"SCside4"	"0.8"	0.535403772264882	98	1421	1421	1.54815298393092	0.00835923	71	NA	NA
"SCside4"	"0.85"	0.535403772264882	98	1421	1421	1.37124850176278	0.00844685	65	NA	NA
"SCside4"	"0.9"	0.535403772264882	98	1421	1421	1.1775137563152	0.008823686	71	NA	NA
"SCside4"	"0.95"	0.535403772264882	98	1421	1421	0.964634170273162	0.008644242	80	NA	NA
"SCside4"	"0.99"	0.535403772264882	98	1421	1421	0.67371310635139	0.004691615	86	NA	NA
"SCside4"	"campo_medio"	0.535403772264882	98	1421	1421	NA	NA	81	26.7912234688913	0.508825140605135
"SCtimbe1"	"0.25"	0.915684800663396	142	3148	3148	3.27292420747023	0.004353878	97	NA	NA
"SCtimbe1"	"0.5"	0.915684800663396	142	3148	3148	1.86814499283454	0.004884964	100	NA	NA
"SCtimbe1"	"0.55"	0.915684800663396	142	3148	3148	1.70204941873875	0.005095834	99	NA	NA
"SCtimbe1"	"0.6"	0.915684800663396	142	3148	3148	1.53962230400342	0.004955375	98	NA	NA
"SCtimbe1"	"0.65"	0.915684800663396	142	3148	3148	1.40184125517859	0.004742373	98	NA	NA
"SCtimbe1"	"0.7"	0.915684800663396	142	3148	3148	1.27904494130369	0.004829836	99	NA	NA
"SCtimbe1"	"0.75"	0.915684800663396	142	3148	3148	1.160951387524	0.004700748	99	NA	NA
"SCtimbe1"	"0.8"	0.915684800663396	142	3148	3148	1.04396757088628	0.004784351	100	NA	NA
"SCtimbe1"	"0.85"	0.915684800663396	142	3148	3148	0.915390844848109	0.004902114	100	NA	NA
"SCtimbe1"	"0.9"	0.915684800663396	142	3148	3148	0.793392115642005	0.004806433	100	NA	NA
"SCtimbe1"	"0.95"	0.915684800663396	142	3148	3148	0.649728327727248	0.002582997	97	NA	NA
"SCtimbe1"	"0.99"	0.915684800663396	142	3148	3148	0.459174433233104	0.002571858	98	NA	NA
"SCtimbe1"	"campo_medio"	0.915684800663396	142	3148	3148	NA	NA	100	33.9997394657199	0.487348914243255
"SCvolta1"	"0.25"	0.975721531216037	52	1658	1658	4.49657721690276	0.002232306	95	NA	NA
"SCvolta1"	"0.5"	0.975721531216037	52	1658	1658	2.57074631103856	0.002063468	89	NA	NA
"SCvolta1"	"0.55"	0.975721531216037	52	1658	1658	2.34212108668055	0.002131052	84	NA	NA
"SCvolta1"	"0.6"	0.975721531216037	52	1658	1658	2.13438507505755	0.002170195	85	NA	NA
"SCvolta1"	"0.65"	0.975721531216037	52	1658	1658	1.93414415883442	0.00188045	72	NA	NA
"SCvolta1"	"0.7"	0.975721531216037	52	1658	1658	1.75314745511106	0.001899493	64	NA	NA
"SCvolta1"	"0.75"	0.975721531216037	52	1658	1658	1.58538553326805	0.002042597	75	NA	NA
"SCvolta1"	"0.8"	0.975721531216037	52	1658	1658	1.43595759615925	0.002076502	72	NA	NA
"SCvolta1"	"0.85"	0.975721531216037	52	1658	1658	1.25982424695477	0.002112363	67	NA	NA
"SCvolta1"	"0.9"	0.975721531216037	52	1658	1658	1.09072949710822	0.001985295	71	NA	NA
"SCvolta1"	"0.95"	0.975721531216037	52	1658	1658	0.889362790681548	0.001971772	77	NA	NA
"SCvolta1"	"campo_medio"	0.975721531216037	52	1658	1658	NA	NA	100	10.0755790878629	0.999949861641284
"SCvolta1"	"0.99"	0.975721531216037	52	1658	1658	0.633794486145316	0.001306295	81	NA	NA
"SCvolta2"	"0.25"	0.916842703142202	78	2059	2059	4.05191005099357	0.00243445	100	NA	NA
"SCvolta2"	"0.5"	0.916842703142202	78	2059	2059	2.31598710895884	0.002509162	99	NA	NA
"SCvolta2"	"0.55"	0.916842703142202	78	2059	2059	2.11495766857543	0.003315466	100	NA	NA
"SCvolta2"	"0.6"	0.916842703142202	78	2059	2059	1.91288632237553	0.00321888	99	NA	NA
"SCvolta2"	"0.65"	0.916842703142202	78	2059	2059	1.73267754774093	0.003174872	100	NA	NA
"SCvolta2"	"0.7"	0.916842703142202	78	2059	2059	1.58182098910692	0.003089931	99	NA	NA
"SCvolta2"	"0.75"	0.916842703142202	78	2059	2059	1.42540347420917	0.003225921	99	NA	NA
"SCvolta2"	"0.8"	0.916842703142202	78	2059	2059	1.27807366451992	0.003183041	99	NA	NA
"SCvolta2"	"0.85"	0.916842703142202	78	2059	2059	1.13631523866479	0.003118548	99	NA	NA
"SCvolta2"	"0.9"	0.916842703142202	78	2059	2059	0.981236367232596	0.003198321	100	NA	NA
"SCvolta2"	"0.95"	0.916842703142202	78	2059	2059	0.801327422400378	0.003099924	100	NA	NA
"SCvolta2"	"0.99"	0.916842703142202	78	2059	2059	0.559972663383623	0.001793548	100	NA	NA
