"SiteCode"	"kernel_percentil"	"p"	"S"	"DA"	"J"	"sd_k"	"U"	"GOF"	"theta"	"m"
"PRanto13"	"0.5"	0.968871050376109	127	1673	1673	2.55934997110734	0.008726958	100	NA	NA
"PRanto13"	"0.55"	0.968871050376109	127	1673	1673	2.33532169380422	0.008950944	100	NA	NA
"PRanto13"	"0.6"	0.968871050376109	127	1673	1673	2.11754486747255	0.009975812	100	NA	NA
"PRanto13"	"0.65"	0.968871050376109	127	1673	1673	1.93163798519275	0.01026216	100	NA	NA
"PRanto13"	"0.7"	0.968871050376109	127	1673	1673	1.74922114483431	0.01003788	99	NA	NA
"PRanto13"	"0.75"	0.968871050376109	127	1673	1673	1.58234111328008	0.009689195	100	NA	NA
"PRanto13"	"0.8"	0.968871050376109	127	1673	1673	1.43207117650375	0.009834322	97	NA	NA
"PRanto13"	"0.85"	0.968871050376109	127	1673	1673	1.2618352783131	0.009664668	100	NA	NA
"PRanto13"	"0.9"	0.968871050376109	127	1673	1673	1.08542603240734	0.009709532	99	NA	NA
"PRanto13"	"0.95"	0.968871050376109	127	1673	1673	0.884133733603948	0.009725661	100	NA	NA
"PRanto13"	"0.99"	0.968871050376109	127	1673	1673	0.626681015678196	0.004797642	100	NA	NA
"PRanto13"	"campo_medio"	0.968871050376109	127	1673	1673	NA	NA	99	33.283837493106	0.767220484763672
"PRanto15"	"0.25"	0.942009596537872	140	1650	1650	4.50829558874782	0.0086422	100	NA	NA
"PRanto15"	"0.5"	0.942009596537872	140	1650	1650	2.57166991221843	0.010651554	100	NA	NA
"PRanto15"	"0.55"	0.942009596537872	140	1650	1650	2.33428976687165	0.010278014	100	NA	NA
"PRanto15"	"0.6"	0.942009596537872	140	1650	1650	2.13173512510792	0.0111397	100	NA	NA
"PRanto15"	"0.65"	0.942009596537872	140	1650	1650	1.94744380077987	0.01132824	100	NA	NA
"PRanto15"	"0.7"	0.942009596537872	140	1650	1650	1.76735863540989	0.01239154	100	NA	NA
"PRanto15"	"0.75"	0.942009596537872	140	1650	1650	1.59859779003902	0.01148838	100	NA	NA
"PRanto15"	"0.8"	0.942009596537872	140	1650	1650	1.42609838913161	0.01097718	100	NA	NA
"PRanto15"	"0.85"	0.942009596537872	140	1650	1650	1.26971890727696	0.01205221	100	NA	NA
"PRanto15"	"0.9"	0.942009596537872	140	1650	1650	1.0973860967167	0.01124987	100	NA	NA
"PRanto15"	"0.95"	0.942009596537872	140	1650	1650	0.896224213094406	0.01122012	100	NA	NA
"PRanto15"	"0.99"	0.942009596537872	140	1650	1650	0.629376092059115	0.006237899	100	NA	NA
"PRanto15"	"campo_medio"	0.942009596537872	140	1650	1650	NA	NA	99	42.0105810326479	0.482809157361769
"PRanto4"	"0.25"	0.9079979592893	119	1896	1896	4.20675357096741	0.006555708	100	NA	NA
"PRanto4"	"0.5"	0.9079979592893	119	1896	1896	2.40721523769523	0.006510852	100	NA	NA
"PRanto4"	"0.55"	0.9079979592893	119	1896	1896	2.17885087943	0.006602104	100	NA	NA
"PRanto4"	"0.6"	0.9079979592893	119	1896	1896	2.0005364500602	0.007556861	100	NA	NA
"PRanto4"	"0.65"	0.9079979592893	119	1896	1896	1.81465454335709	0.007173827	100	NA	NA
"PRanto4"	"0.7"	0.9079979592893	119	1896	1896	1.64417699089077	0.007090239	100	NA	NA
"PRanto4"	"0.75"	0.9079979592893	119	1896	1896	1.4944641515475	0.007218883	100	NA	NA
"PRanto4"	"0.8"	0.9079979592893	119	1896	1896	1.33890642430421	0.007262825	100	NA	NA
"PRanto4"	"0.85"	0.9079979592893	119	1896	1896	1.18908320749028	0.007376885	100	NA	NA
"PRanto4"	"0.9"	0.9079979592893	119	1896	1896	1.0205500524961	0.007445128	100	NA	NA
"PRanto4"	"0.95"	0.9079979592893	119	1896	1896	0.837626299155236	0.007481737	100	NA	NA
"PRanto4"	"0.99"	0.9079979592893	119	1896	1896	0.593226607458823	0.003787662	100	NA	NA
"PRanto4"	"campo_medio"	0.9079979592893	119	1896	1896	NA	NA	100	34.9550160983248	0.311331413193395
"PRanto5"	"0.25"	0.896644888231427	124	1753	1753	4.3811476698368	0.007318739	97	NA	NA
"PRanto5"	"0.5"	0.896644888231427	124	1753	1753	2.49737127718145	0.007623526	91	NA	NA
"PRanto5"	"0.55"	0.896644888231427	124	1753	1753	2.27977622694849	0.007999216	98	NA	NA
"PRanto5"	"0.6"	0.896644888231427	124	1753	1753	2.06788022426498	0.00879178	91	NA	NA
"PRanto5"	"0.65"	0.896644888231427	124	1753	1753	1.87939755816065	0.009124064	95	NA	NA
"PRanto5"	"0.7"	0.896644888231427	124	1753	1753	1.71030831226343	0.008613605	91	NA	NA
"PRanto5"	"0.75"	0.896644888231427	124	1753	1753	1.55118857352313	0.008871841	96	NA	NA
"PRanto5"	"0.8"	0.896644888231427	124	1753	1753	1.3920658403813	0.008410295	97	NA	NA
"PRanto5"	"0.85"	0.896644888231427	124	1753	1753	1.22712773754492	0.009140907	94	NA	NA
"PRanto5"	"0.9"	0.896644888231427	124	1753	1753	1.0694072135524	0.008674592	95	NA	NA
"PRanto5"	"0.95"	0.896644888231427	124	1753	1753	0.8658166305146	0.008972074	96	NA	NA
"PRanto5"	"0.99"	0.896644888231427	124	1753	1753	0.621635294117422	0.004511666	96	NA	NA
"PRanto5"	"campo_medio"	0.896644888231427	124	1753	1753	NA	NA	99	31.9700631415211	0.730295159957175
"PRanto6"	"0.25"	0.906465210449369	128	1665	1665	4.5160727152022	0.008280206	100	NA	NA
"PRanto6"	"0.5"	0.906465210449369	128	1665	1665	2.56198444921583	0.009230134	100	NA	NA
"PRanto6"	"0.55"	0.906465210449369	128	1665	1665	2.32170603590756	0.008628936	99	NA	NA
"PRanto6"	"0.6"	0.906465210449369	128	1665	1665	2.12472396711853	0.0090062	100	NA	NA
"PRanto6"	"0.65"	0.906465210449369	128	1665	1665	1.93760428929892	0.009659335	99	NA	NA
"PRanto6"	"0.7"	0.906465210449369	128	1665	1665	1.75875737532339	0.0101996	100	NA	NA
"PRanto6"	"0.75"	0.906465210449369	128	1665	1665	1.59338668583515	0.010509936	98	NA	NA
"PRanto6"	"0.8"	0.906465210449369	128	1665	1665	1.43407205122151	0.01041135	99	NA	NA
"PRanto6"	"0.85"	0.906465210449369	128	1665	1665	1.25477257238071	0.0105022	99	NA	NA
"PRanto6"	"0.9"	0.906465210449369	128	1665	1665	1.09295240442336	0.009813867	99	NA	NA
"PRanto6"	"0.95"	0.906465210449369	128	1665	1665	0.89030151701108	0.009788873	99	NA	NA
"PRanto6"	"campo_medio"	0.906465210449369	128	1665	1665	NA	NA	100	32.2208633002965	0.996369445792738
"PRanto6"	"0.99"	0.906465210449369	128	1665	1665	0.633534011835599	0.005486428	99	NA	NA
"PRanto8"	"0.25"	0.955077166221669	134	1504	1504	4.76529058256753	0.008889574	100	NA	NA
"PRanto8"	"0.5"	0.955077166221669	134	1504	1504	2.68597382512453	0.0108623	100	NA	NA
"PRanto8"	"0.55"	0.955077166221669	134	1504	1504	2.45065028440323	0.01020518	100	NA	NA
"PRanto8"	"0.6"	0.955077166221669	134	1504	1504	2.23182355614437	0.01125727	100	NA	NA
"PRanto8"	"0.65"	0.955077166221669	134	1504	1504	2.03830078177626	0.01184466	99	NA	NA
"PRanto8"	"0.7"	0.955077166221669	134	1504	1504	1.84418881976509	0.01194691	100	NA	NA
"PRanto8"	"0.75"	0.955077166221669	134	1504	1504	1.66716484027726	0.01261646	100	NA	NA
"PRanto8"	"0.8"	0.955077166221669	134	1504	1504	1.50263903228182	0.01336534	100	NA	NA
"PRanto8"	"0.85"	0.955077166221669	134	1504	1504	1.33116484909849	0.01253063	100	NA	NA
"PRanto8"	"0.9"	0.955077166221669	134	1504	1504	1.1487200551752	0.01211876	100	NA	NA
"PRanto8"	"0.95"	0.955077166221669	134	1504	1504	0.93406647937189	0.01270611	100	NA	NA
"PRanto8"	"0.99"	0.955077166221669	134	1504	1504	0.66106889404964	0.006607091	100	NA	NA
"PRanto8"	"campo_medio"	0.955077166221669	134	1504	1504	NA	NA	99	43.0153728620753	0.398732487559604
"PRanto9"	"0.25"	0.928261175571598	134	1594	1594	4.58251258918095	0.008322057	31	NA	NA
"PRanto9"	"0.5"	0.928261175571598	134	1594	1594	2.62558759918326	0.01012305	38	NA	NA
"PRanto9"	"0.55"	0.928261175571598	134	1594	1594	2.39255217395179	0.009645973	36	NA	NA
"PRanto9"	"0.6"	0.928261175571598	134	1594	1594	2.17284245812104	0.009377515	31	NA	NA
"PRanto9"	"0.65"	0.928261175571598	134	1594	1594	1.97582537487644	0.0121813	36	NA	NA
"PRanto9"	"0.7"	0.928261175571598	134	1594	1594	1.79093423150189	0.01138165	24	NA	NA
"PRanto9"	"0.75"	0.928261175571598	134	1594	1594	1.62105211355773	0.01162824	29	NA	NA
"PRanto9"	"0.8"	0.928261175571598	134	1594	1594	1.45158754491365	0.01181673	28	NA	NA
"PRanto9"	"0.85"	0.928261175571598	134	1594	1594	1.29296055435943	0.01176501	31	NA	NA
"PRanto9"	"0.9"	0.928261175571598	134	1594	1594	1.11389578556694	0.01195779	32	NA	NA
"PRanto9"	"0.95"	0.928261175571598	134	1594	1594	0.9106621339483	0.01197987	28	NA	NA
"PRanto9"	"campo_medio"	0.928261175571598	134	1594	1594	NA	NA	74	34.7614980174458	0.994510460169564
"PRanto9"	"0.99"	0.928261175571598	134	1594	1594	0.645074380804026	0.005862291	30	NA	NA
"PRdiam2"	"0.25"	0.448393813206425	84	1091.42857142857	1146	5.56263337310686	0.0054746	100	NA	NA
"PRdiam2"	"0.5"	0.448393813206425	84	1091.42857142857	1146	3.17335313604098	0.007258445	100	NA	NA
"PRdiam2"	"0.55"	0.448393813206425	84	1091.42857142857	1146	2.88419849362787	0.00715087	100	NA	NA
"PRdiam2"	"0.6"	0.448393813206425	84	1091.42857142857	1146	2.62396435031171	0.006949991	100	NA	NA
"PRdiam2"	"0.65"	0.448393813206425	84	1091.42857142857	1146	2.40397996608113	0.006385491	100	NA	NA
"PRdiam2"	"0.7"	0.448393813206425	84	1091.42857142857	1146	2.17412174588135	0.00647753	100	NA	NA
"PRdiam2"	"0.75"	0.448393813206425	84	1091.42857142857	1146	1.96463656951213	0.008372934	100	NA	NA
"PRdiam2"	"0.8"	0.448393813206425	84	1091.42857142857	1146	1.75555359013904	0.007872598	100	NA	NA
"PRdiam2"	"0.85"	0.448393813206425	84	1091.42857142857	1146	1.56541230897226	0.00784157	100	NA	NA
"PRdiam2"	"0.9"	0.448393813206425	84	1091.42857142857	1146	1.3475735068655	0.008134607	100	NA	NA
"PRdiam2"	"0.95"	0.448393813206425	84	1091.42857142857	1146	1.09630039630081	0.008095004	100	NA	NA
"PRdiam2"	"0.99"	0.448393813206425	84	1091.42857142857	1146	0.773690281100404	0.008225905	100	NA	NA
"PRdiam2"	"campo_medio"	0.448393813206425	84	1091.42857142857	1146	NA	NA	100	23.1638444265776	0.53940303744942
"PRdiam3"	"0.25"	0.328788995096578	74	1040.74074074074	1124	5.67150259583731	0.006272247	100	NA	NA
"PRdiam3"	"0.5"	0.328788995096578	74	1040.74074074074	1124	3.23733014151543	0.006252054	100	NA	NA
"PRdiam3"	"0.55"	0.328788995096578	74	1040.74074074074	1124	2.94788803912528	0.005740401	100	NA	NA
"PRdiam3"	"0.6"	0.328788995096578	74	1040.74074074074	1124	2.68970492066641	0.006288655	98	NA	NA
"PRdiam3"	"0.65"	0.328788995096578	74	1040.74074074074	1124	2.44418191273123	0.005688412	99	NA	NA
"PRdiam3"	"0.7"	0.328788995096578	74	1040.74074074074	1124	2.21852959416696	0.005919996	100	NA	NA
"PRdiam3"	"0.75"	0.328788995096578	74	1040.74074074074	1124	2.00499492052428	0.006523453	96	NA	NA
"PRdiam3"	"0.8"	0.328788995096578	74	1040.74074074074	1124	1.79758643414582	0.006660578	98	NA	NA
"PRdiam3"	"0.85"	0.328788995096578	74	1040.74074074074	1124	1.59590804897486	0.006801004	99	NA	NA
"PRdiam3"	"0.9"	0.328788995096578	74	1040.74074074074	1124	1.38621735934659	0.006572153	98	NA	NA
"PRdiam3"	"0.95"	0.328788995096578	74	1040.74074074074	1124	1.12660193563128	0.006511368	99	NA	NA
"PRdiam3"	"0.99"	0.328788995096578	74	1040.74074074074	1124	0.793132292324369	0.006500528	97	NA	NA
"PRdiam3"	"campo_medio"	0.328788995096578	74	1040.74074074074	1124	NA	NA	100	17.7148745785081	0.968059868677081
"PRrico1"	"0.25"	0.189679150380924	64	1018	1018	5.75595741394829	0.009357154	98	NA	NA
"PRrico1"	"0.5"	0.189679150380924	64	1018	1018	3.29453983874721	0.009260774	84	NA	NA
"PRrico1"	"0.55"	0.189679150380924	64	1018	1018	2.96820480590086	0.00927923	90	NA	NA
"PRrico1"	"0.6"	0.189679150380924	64	1018	1018	2.70536952442673	0.009007652	94	NA	NA
"PRrico1"	"0.65"	0.189679150380924	64	1018	1018	2.46831669394489	0.009425454	93	NA	NA
"PRrico1"	"0.7"	0.189679150380924	64	1018	1018	2.24635734170137	0.00940207	89	NA	NA
"PRrico1"	"0.75"	0.189679150380924	64	1018	1018	2.03342592062292	0.008267952	56	NA	NA
"PRrico1"	"0.8"	0.189679150380924	64	1018	1018	1.83657241736804	0.007867778	69	NA	NA
"PRrico1"	"0.85"	0.189679150380924	64	1018	1018	1.61854038366192	0.007724182	64	NA	NA
"PRrico1"	"0.9"	0.189679150380924	64	1018	1018	1.39416034475883	0.008120383	66	NA	NA
"PRrico1"	"0.95"	0.189679150380924	64	1018	1018	1.13624401546243	0.008246153	72	NA	NA
"PRrico1"	"0.99"	0.189679150380924	64	1018	1018	0.808144879213357	0.008177417	68	NA	NA
"PRrico1"	"campo_medio"	0.189679150380924	64	1018	1018	NA	NA	84	15.2458151307973	0.900426593043363
"PRrico2"	"0.25"	0.226305520677815	34	961	961	5.92135024326327	0.006271064	80	NA	NA
"PRrico2"	"0.5"	0.226305520677815	34	961	961	3.37143229931976	0.004880268	94	NA	NA
"PRrico2"	"0.55"	0.226305520677815	34	961	961	3.08510628147997	0.004879354	97	NA	NA
"PRrico2"	"0.6"	0.226305520677815	34	961	961	2.78883649826103	0.00489607	92	NA	NA
"PRrico2"	"0.65"	0.226305520677815	34	961	961	2.543605386344	0.005311772	97	NA	NA
"PRrico2"	"0.7"	0.226305520677815	34	961	961	2.31327584510872	0.005491818	93	NA	NA
"PRrico2"	"0.75"	0.226305520677815	34	961	961	2.10531339006043	0.002676936	100	NA	NA
"PRrico2"	"0.8"	0.226305520677815	34	961	961	1.88384997443463	0.002693002	100	NA	NA
"PRrico2"	"0.85"	0.226305520677815	34	961	961	1.66400152295228	0.002878783	100	NA	NA
"PRrico2"	"0.9"	0.226305520677815	34	961	961	1.44042880087223	0.00273241	99	NA	NA
"PRrico2"	"0.95"	0.226305520677815	34	961	961	1.17477423105024	0.00251989	100	NA	NA
"PRrico2"	"0.99"	0.226305520677815	34	961	961	0.822884702883368	0.002761028	100	NA	NA
"PRrico2"	"campo_medio"	0.226305520677815	34	961	961	NA	NA	100	7.96055779720152	0.331316263959431
"PRrico3"	"0.25"	0.169853953773957	39	1143	1143	5.42905678806686	0.004978066	31	NA	NA
"PRrico3"	"0.5"	0.169853953773957	39	1143	1143	3.1052233661748	0.00442435	84	NA	NA
"PRrico3"	"0.55"	0.169853953773957	39	1143	1143	2.81921762359075	0.004451173	82	NA	NA
"PRrico3"	"0.6"	0.169853953773957	39	1143	1143	2.57321580861736	0.004408285	89	NA	NA
"PRrico3"	"0.65"	0.169853953773957	39	1143	1143	2.3368132436131	0.0041196	88	NA	NA
"PRrico3"	"0.7"	0.169853953773957	39	1143	1143	2.11944616020256	0.002693782	100	NA	NA
"PRrico3"	"0.75"	0.169853953773957	39	1143	1143	1.91549348254055	0.00268202	100	NA	NA
"PRrico3"	"0.8"	0.169853953773957	39	1143	1143	1.72326653034751	0.002621828	100	NA	NA
"PRrico3"	"0.85"	0.169853953773957	39	1143	1143	1.528264877782	0.002850793	100	NA	NA
"PRrico3"	"0.9"	0.169853953773957	39	1143	1143	1.31908474253151	0.002625496	100	NA	NA
"PRrico3"	"0.95"	0.169853953773957	39	1143	1143	1.07585279283306	0.002686498	100	NA	NA
"PRrico3"	"0.99"	0.169853953773957	39	1143	1143	0.757804273376363	0.00271209	99	NA	NA
"PRrico3"	"campo_medio"	0.169853953773957	39	1143	1143	NA	NA	100	9.94061692193075	0.205842814815544
"PRsapo"	"0.25"	0.425074364521363	122	1480	1480	4.77808535979836	0.0160612	41	NA	NA
"PRsapo"	"0.5"	0.425074364521363	122	1480	1480	2.74159784111536	0.01355546	95	NA	NA
"PRsapo"	"0.55"	0.425074364521363	122	1480	1480	2.47041671154977	0.01344338	95	NA	NA
"PRsapo"	"0.6"	0.425074364521363	122	1480	1480	2.24828260049701	0.0136326	91	NA	NA
"PRsapo"	"0.65"	0.425074364521363	122	1480	1480	2.03951385845891	0.01155854	100	NA	NA
"PRsapo"	"0.7"	0.425074364521363	122	1480	1480	1.8665951156163	0.0117457	100	NA	NA
"PRsapo"	"0.75"	0.425074364521363	122	1480	1480	1.68603158920914	0.010699139	100	NA	NA
"PRsapo"	"0.8"	0.425074364521363	122	1480	1480	1.51703213279905	0.01127782	100	NA	NA
"PRsapo"	"0.85"	0.425074364521363	122	1480	1480	1.33695734687554	0.01129484	100	NA	NA
"PRsapo"	"0.9"	0.425074364521363	122	1480	1480	1.15310346968523	0.01120509	100	NA	NA
"PRsapo"	"0.95"	0.425074364521363	122	1480	1480	0.946868912516697	0.010779235	100	NA	NA
"PRsapo"	"0.99"	0.425074364521363	122	1480	1480	0.675213262007392	0.005993643	100	NA	NA
"PRsapo"	"campo_medio"	0.425074364521363	122	1480	1480	NA	NA	100	121.665735879426	0.0429217927038198
"PRtele"	"0.25"	0.633149366825626	105	1040	1040	5.67493822268926	0.01207861	100	NA	NA
"PRtele"	"0.5"	0.633149366825626	105	1040	1040	3.243241536379	0.0123754	94	NA	NA
"PRtele"	"0.55"	0.633149366825626	105	1040	1040	2.95737004875629	0.01289072	99	NA	NA
"PRtele"	"0.6"	0.633149366825626	105	1040	1040	2.68949836587391	0.01264794	99	NA	NA
"PRtele"	"0.65"	0.633149366825626	105	1040	1040	2.44178414437526	0.01251726	96	NA	NA
"PRtele"	"0.7"	0.633149366825626	105	1040	1040	2.23412143267635	0.01266862	98	NA	NA
"PRtele"	"0.75"	0.633149366825626	105	1040	1040	2.01738573315414	0.0147494	97	NA	NA
"PRtele"	"0.8"	0.633149366825626	105	1040	1040	1.81111092061998	0.01391736	98	NA	NA
"PRtele"	"0.85"	0.633149366825626	105	1040	1040	1.59798165479003	0.01345264	88	NA	NA
"PRtele"	"0.9"	0.633149366825626	105	1040	1040	1.38511767468404	0.01399144	99	NA	NA
"PRtele"	"0.95"	0.633149366825626	105	1040	1040	1.12602373339065	0.01481178	96	NA	NA
"PRtele"	"0.99"	0.633149366825626	105	1040	1040	0.805979967781085	0.01440014	95	NA	NA
"PRtele"	"campo_medio"	0.633149366825626	105	1040	1040	NA	NA	100	28.9358314499093	0.999768995587581
"PRtiba1"	"0.25"	0.181441319632234	117	1482	1482	4.78105483837581	0.01239907	100	NA	NA
"PRtiba1"	"0.5"	0.181441319632234	117	1482	1482	2.71610055527652	0.01144652	94	NA	NA
"PRtiba1"	"0.55"	0.181441319632234	117	1482	1482	2.47350151476531	0.01186601	94	NA	NA
"PRtiba1"	"0.6"	0.181441319632234	117	1482	1482	2.24469993861529	0.01158	94	NA	NA
"PRtiba1"	"0.65"	0.181441319632234	117	1482	1482	2.04909969216627	0.01081464	78	NA	NA
"PRtiba1"	"0.7"	0.181441319632234	117	1482	1482	1.85731332168554	0.0108925	78	NA	NA
"PRtiba1"	"0.75"	0.181441319632234	117	1482	1482	1.68201738409915	0.01100768	83	NA	NA
"PRtiba1"	"0.8"	0.181441319632234	117	1482	1482	1.51398822615796	0.01098588	72	NA	NA
"PRtiba1"	"0.85"	0.181441319632234	117	1482	1482	1.33812011554936	0.01113015	71	NA	NA
"PRtiba1"	"0.9"	0.181441319632234	117	1482	1482	1.16096964717519	0.01095174	80	NA	NA
"PRtiba1"	"0.95"	0.181441319632234	117	1482	1482	0.943574421351729	0.01078851	70	NA	NA
"PRtiba1"	"0.99"	0.181441319632234	117	1482	1482	0.666302678011843	0.007248312	97	NA	NA
"PRtiba1"	"campo_medio"	0.181441319632234	117	1482	1482	NA	NA	98	29.6567790118599	0.9859569264758
"PRvent"	"0.25"	0.340772625042584	101	1241	1241	5.20492642370829	0.02382241	51	NA	NA
"PRvent"	"0.5"	0.340772625042584	101	1241	1241	2.9679414987332	0.01852297	96	NA	NA
"PRvent"	"0.55"	0.340772625042584	101	1241	1241	2.70418501454438	0.01870922	98	NA	NA
"PRvent"	"0.6"	0.340772625042584	101	1241	1241	2.46898917630863	0.01792221	99	NA	NA
"PRvent"	"0.65"	0.340772625042584	101	1241	1241	2.24520186787963	0.01879113	99	NA	NA
"PRvent"	"0.7"	0.340772625042584	101	1241	1241	2.03075509695594	0.01434544	100	NA	NA
"PRvent"	"0.75"	0.340772625042584	101	1241	1241	1.83690333003214	0.0146515	100	NA	NA
"PRvent"	"0.8"	0.340772625042584	101	1241	1241	1.65177910164697	0.01473744	100	NA	NA
"PRvent"	"0.85"	0.340772625042584	101	1241	1241	1.45948714179476	0.01536577	100	NA	NA
"PRvent"	"0.9"	0.340772625042584	101	1241	1241	1.27033268866561	0.01474382	100	NA	NA
"PRvent"	"0.95"	0.340772625042584	101	1241	1241	1.02989913532154	0.01447374	100	NA	NA
"PRvent"	"0.99"	0.340772625042584	101	1241	1241	0.735882754339982	0.01444259	100	NA	NA
"PRvent"	"campo_medio"	0.340772625042584	101	1241	1241	NA	NA	99	27.0049276736776	0.770231223834125
"RScach1"	"0.25"	0.151225472114475	30	1547	1547	4.7088885465733	0.002511996	99	NA	NA
"RScach1"	"0.5"	0.151225472114475	30	1547	1547	2.66379253606272	0.002016552	99	NA	NA
"RScach1"	"0.55"	0.151225472114475	30	1547	1547	2.40883122062633	0.002056695	99	NA	NA
"RScach1"	"0.6"	0.151225472114475	30	1547	1547	2.1946972774264	0.002159432	100	NA	NA
"RScach1"	"0.65"	0.151225472114475	30	1547	1547	1.99542391146953	0.0010207414	98	NA	NA
"RScach1"	"0.7"	0.151225472114475	30	1547	1547	1.82353472241432	0.0010465226	98	NA	NA
"RScach1"	"0.75"	0.151225472114475	30	1547	1547	1.65682913653216	0.0010566587	97	NA	NA
"RScach1"	"0.8"	0.151225472114475	30	1547	1547	1.47860807952086	0.0010460986	95	NA	NA
"RScach1"	"0.85"	0.151225472114475	30	1547	1547	1.30436989942786	0.001056287	97	NA	NA
"RScach1"	"0.9"	0.151225472114475	30	1547	1547	1.1323307176191	0.0009535156	100	NA	NA
"RScach1"	"0.95"	0.151225472114475	30	1547	1547	0.923748496136316	0.0009608133	96	NA	NA
"RScach1"	"campo_medio"	0.151225472114475	30	1547	1547	NA	NA	100	5.13539110614196	0.998888583570733
"RScach1"	"0.99"	0.151225472114475	30	1547	1547	0.659180129422191	0.0008624587	100	NA	NA
"RScach2"	"0.25"	0.104325049309665	48	1904	1904	4.17872364008225	0.006136853	60	NA	NA
"RScach2"	"0.5"	0.104325049309665	48	1904	1904	2.4047517202827	0.005163602	86	NA	NA
"RScach2"	"0.55"	0.104325049309665	48	1904	1904	2.16938425621259	0.005207363	92	NA	NA
"RScach2"	"0.6"	0.104325049309665	48	1904	1904	1.9875284541594	0.00292493	99	NA	NA
"RScach2"	"0.65"	0.104325049309665	48	1904	1904	1.81110407779156	0.002960674	100	NA	NA
"RScach2"	"0.7"	0.104325049309665	48	1904	1904	1.64883124917311	0.002954912	99	NA	NA
"RScach2"	"0.75"	0.104325049309665	48	1904	1904	1.48848596742925	0.003065704	99	NA	NA
"RScach2"	"0.8"	0.104325049309665	48	1904	1904	1.33352375367025	0.002932533	100	NA	NA
"RScach2"	"0.85"	0.104325049309665	48	1904	1904	1.1780379197803	0.002881508	99	NA	NA
"RScach2"	"0.9"	0.104325049309665	48	1904	1904	1.0221697729168	0.002861144	100	NA	NA
"RScach2"	"0.95"	0.104325049309665	48	1904	1904	0.8357017606329	0.002977412	100	NA	NA
"RScach2"	"0.99"	0.104325049309665	48	1904	1904	0.594148111805052	0.001567584	99	NA	NA
"RScach2"	"campo_medio"	0.104325049309665	48	1904	1904	NA	NA	99	9.74121582728316	0.466104215430403
"RScach3"	"0.25"	0.102843143491402	71	1228	1228	5.21307349478282	0.0119119	33	NA	NA
"RScach3"	"0.5"	0.102843143491402	71	1228	1228	2.99186285956754	0.010067776	77	NA	NA
"RScach3"	"0.55"	0.102843143491402	71	1228	1228	2.70789911849275	0.010230032	72	NA	NA
"RScach3"	"0.6"	0.102843143491402	71	1228	1228	2.46088249855712	0.01030596	68	NA	NA
"RScach3"	"0.65"	0.102843143491402	71	1228	1228	2.2449777470176	0.00960878	73	NA	NA
"RScach3"	"0.7"	0.102843143491402	71	1228	1228	2.03787530592357	0.007175224	100	NA	NA
"RScach3"	"0.75"	0.102843143491402	71	1228	1228	1.85059131019457	0.00726024	100	NA	NA
"RScach3"	"0.8"	0.102843143491402	71	1228	1228	1.65943410930414	0.007372781	100	NA	NA
"RScach3"	"0.85"	0.102843143491402	71	1228	1228	1.47125660089193	0.007332359	98	NA	NA
"RScach3"	"0.9"	0.102843143491402	71	1228	1228	1.26754136244348	0.007345406	100	NA	NA
"RScach3"	"0.95"	0.102843143491402	71	1228	1228	1.03548956498829	0.00758768	100	NA	NA
"RScach3"	"0.99"	0.102843143491402	71	1228	1228	0.731622836970838	0.007354236	100	NA	NA
"RScach3"	"campo_medio"	0.102843143491402	71	1228	1228	NA	NA	100	43.7368457010152	0.0438031088327954
"RScach4"	"0.25"	0.072361253275373	48	1095	1095	5.58682325384984	0.008049706	74	NA	NA
"RScach4"	"0.5"	0.072361253275373	48	1095	1095	3.17144340376336	0.00608726	99	NA	NA
"RScach4"	"0.55"	0.072361253275373	48	1095	1095	2.87701521008123	0.006534364	98	NA	NA
"RScach4"	"0.6"	0.072361253275373	48	1095	1095	2.61363230691365	0.006399908	99	NA	NA
"RScach4"	"0.65"	0.072361253275373	48	1095	1095	2.37258510315455	0.006430184	100	NA	NA
"RScach4"	"0.7"	0.072361253275373	48	1095	1095	2.16650343772405	0.006435116	100	NA	NA
"RScach4"	"0.75"	0.072361253275373	48	1095	1095	1.96712518881564	0.004801374	91	NA	NA
"RScach4"	"0.8"	0.072361253275373	48	1095	1095	1.75737993819653	0.004736646	95	NA	NA
"RScach4"	"0.85"	0.072361253275373	48	1095	1095	1.5564121067573	0.004768326	94	NA	NA
"RScach4"	"0.9"	0.072361253275373	48	1095	1095	1.34667666174287	0.005010046	99	NA	NA
"RScach4"	"0.95"	0.072361253275373	48	1095	1095	1.10395046995927	0.004930988	93	NA	NA
"RScach4"	"0.99"	0.072361253275373	48	1095	1095	0.777787236377874	0.004828974	95	NA	NA
"RScach4"	"campo_medio"	0.072361253275373	48	1095	1095	NA	NA	99	11.4575730994286	0.443740453994223
"RScama"	"0.25"	0.559289827066303	69	2236	2236	3.87327232802864	0.003253156	92	NA	NA
"RScama"	"0.5"	0.559289827066303	69	2236	2236	2.21626140868067	0.002855118	99	NA	NA
"RScama"	"0.55"	0.559289827066303	69	2236	2236	2.017470641258	0.00235622	100	NA	NA
"RScama"	"0.6"	0.559289827066303	69	2236	2236	1.83490683713898	0.002183161	98	NA	NA
"RScama"	"0.65"	0.559289827066303	69	2236	2236	1.66644483672586	0.002152618	100	NA	NA
"RScama"	"0.7"	0.559289827066303	69	2236	2236	1.51126381403977	0.002423384	100	NA	NA
