"SiteCode"	"kernel_percentil"	"par.value"	"par.class"	"par.method"	"GOF"	"p"	"J"	"S"
"872"	"PEsvfer"	"0.9"	0.010867958159673	"m"	"CaCL"	100	0.636673590338369	1288	91
"873"	"PEsvfer"	"0.95"	6321.5345946037	"theta"	"H01"	100	0.636673590338369	1288	91
"874"	"PEsvfer"	"0.95"	3185.31471452618	"theta"	"E05"	100	0.636673590338369	1288	91
"875"	"PEsvfer"	"0.95"	0.00912885122569257	"m"	"CL"	100	0.636673590338369	1288	91
"876"	"PEsvfer"	"0.95"	0.00726987626798019	"m"	"CaCL"	100	0.636673590338369	1288	91
"877"	"PEsvfer"	"0.99"	6260.16477154167	"theta"	"H01"	100	0.636673590338369	1288	91
"878"	"PEsvfer"	"0.99"	3154.1536108868	"theta"	"E05"	100	0.636673590338369	1288	91
"879"	"PEsvfer"	"0.99"	0.00639772670376962	"m"	"CL"	100	0.636673590338369	1288	91
"880"	"PEsvfer"	"0.99"	0.00357064051693051	"m"	"CaCL"	100	0.636673590338369	1288	91
"881"	"PEsvfer"	"campo_medio"	3.78790174960344e-05	"U"	"H01"	100	0.636673590338369	1288	91
"882"	"PEsvfer"	"campo_medio"	7.57524808871021e-05	"U"	"E05"	100	0.636673590338369	1288	91
"883"	"PEsvfer"	"campo_medio"	23.731296263562	"sd_k"	"CL"	100	0.636673590338369	1288	91
"884"	"PEsvfer"	"campo_medio"	142.807495472223	"sd_k"	"CaCL"	100	0.636673590338369	1288	91
"885"	"PRanto10"	"0.25"	10627.4900120383	"theta"	"H01"	40	0.923024383580357	1877	132
"886"	"PRanto10"	"0.25"	5346.53523545513	"theta"	"E05"	40	0.923024383580357	1877	132
"887"	"PRanto10"	"0.25"	0.037962610779674	"m"	"CL"	40	0.923024383580357	1877	132
"888"	"PRanto10"	"0.25"	0.125720733178476	"m"	"CaCL"	40	0.923024383580357	1877	132
"889"	"PRanto10"	"0.5"	13882.1925473326	"theta"	"H01"	42	0.923024383580357	1877	132
"890"	"PRanto10"	"0.5"	6997.15458538958	"theta"	"E05"	42	0.923024383580357	1877	132
"891"	"PRanto10"	"0.5"	0.0216951437180011	"m"	"CL"	42	0.923024383580357	1877	132
"892"	"PRanto10"	"0.5"	0.0410600830464952	"m"	"CaCL"	42	0.923024383580357	1877	132
"893"	"PRanto10"	"0.55"	14408.0841521189	"theta"	"H01"	42	0.923024383580357	1877	132
"894"	"PRanto10"	"0.55"	7264.44689058599	"theta"	"E05"	42	0.923024383580357	1877	132
"895"	"PRanto10"	"0.55"	0.0198367363072446	"m"	"CL"	42	0.923024383580357	1877	132
"896"	"PRanto10"	"0.55"	0.0343269487011854	"m"	"CaCL"	42	0.923024383580357	1877	132
"897"	"PRanto10"	"0.6"	15373.2934987954	"theta"	"H01"	24	0.923024383580357	1877	132
"898"	"PRanto10"	"0.6"	7755.45503767557	"theta"	"E05"	24	0.923024383580357	1877	132
"899"	"PRanto10"	"0.6"	0.018020764328711	"m"	"CL"	24	0.923024383580357	1877	132
"900"	"PRanto10"	"0.6"	0.0283296477645166	"m"	"CaCL"	24	0.923024383580357	1877	132
"901"	"PRanto10"	"0.65"	15883.6132428711	"theta"	"H01"	27	0.923024383580357	1877	132
"902"	"PRanto10"	"0.65"	8015.28108560004	"theta"	"E05"	27	0.923024383580357	1877	132
"903"	"PRanto10"	"0.65"	0.0163755396634903	"m"	"CL"	27	0.923024383580357	1877	132
"904"	"PRanto10"	"0.65"	0.0233930044326907	"m"	"CaCL"	27	0.923024383580357	1877	132
"905"	"PRanto10"	"0.7"	16105.8847491024	"theta"	"H01"	30	0.923024383580357	1877	132
"906"	"PRanto10"	"0.7"	8128.49750948882	"theta"	"E05"	30	0.923024383580357	1877	132
"907"	"PRanto10"	"0.7"	0.0148989118573139	"m"	"CL"	30	0.923024383580357	1877	132
"908"	"PRanto10"	"0.7"	0.0193643918503013	"m"	"CaCL"	30	0.923024383580357	1877	132
"909"	"PRanto10"	"0.75"	15267.4748396407	"theta"	"H01"	27	0.923024383580357	1877	132
"910"	"PRanto10"	"0.75"	7701.59747192822	"theta"	"E05"	27	0.923024383580357	1877	132
"911"	"PRanto10"	"0.75"	0.0135539692504845	"m"	"CL"	27	0.923024383580357	1877	132
"912"	"PRanto10"	"0.75"	0.016026096468434	"m"	"CaCL"	27	0.923024383580357	1877	132
"913"	"PRanto10"	"0.8"	15585.8871663608	"theta"	"H01"	27	0.923024383580357	1877	132
"914"	"PRanto10"	"0.8"	7863.67698011045	"theta"	"E05"	27	0.923024383580357	1877	132
"915"	"PRanto10"	"0.8"	0.012096186655261	"m"	"CL"	27	0.923024383580357	1877	132
"916"	"PRanto10"	"0.8"	0.0127641447353504	"m"	"CaCL"	27	0.923024383580357	1877	132
"917"	"PRanto10"	"0.85"	14928.369332644	"theta"	"H01"	31	0.923024383580357	1877	132
"918"	"PRanto10"	"0.85"	7529.05071757401	"theta"	"E05"	31	0.923024383580357	1877	132
"919"	"PRanto10"	"0.85"	0.0107168581787273	"m"	"CL"	31	0.923024383580357	1877	132
"920"	"PRanto10"	"0.85"	0.0100191234464129	"m"	"CaCL"	31	0.923024383580357	1877	132
"921"	"PRanto10"	"0.9"	15594.7645822799	"theta"	"H01"	32	0.923024383580357	1877	132
"922"	"PRanto10"	"0.9"	7868.19665905134	"theta"	"E05"	32	0.923024383580357	1877	132
"923"	"PRanto10"	"0.9"	0.00920463889969399	"m"	"CL"	32	0.923024383580357	1877	132
"924"	"PRanto10"	"0.9"	0.00739108627820924	"m"	"CaCL"	32	0.923024383580357	1877	132
"925"	"PRanto10"	"0.95"	15535.7671887799	"theta"	"H01"	32	0.923024383580357	1877	132
"926"	"PRanto10"	"0.95"	7838.16072340253	"theta"	"E05"	32	0.923024383580357	1877	132
"927"	"PRanto10"	"0.95"	0.00755591532530248	"m"	"CL"	32	0.923024383580357	1877	132
"928"	"PRanto10"	"0.95"	0.00498045390928505	"m"	"CaCL"	32	0.923024383580357	1877	132
"929"	"PRanto10"	"0.99"	8345.70998807159	"theta"	"H01"	26	0.923024383580357	1877	132
"930"	"PRanto10"	"0.99"	4193.04851934241	"theta"	"E05"	26	0.923024383580357	1877	132
"931"	"PRanto10"	"0.99"	0.00536761041588723	"m"	"CL"	26	0.923024383580357	1877	132
"932"	"PRanto10"	"0.99"	0.00251337177983832	"m"	"CaCL"	26	0.923024383580357	1877	132
"933"	"PRanto10"	"campo_medio"	1.86129403371915e-05	"U"	"H01"	73	0.923024383580357	1877	132
"934"	"PRanto10"	"campo_medio"	3.72245379298096e-05	"U"	"E05"	73	0.923024383580357	1877	132
"935"	"PRanto10"	"campo_medio"	111.028995715545	"sd_k"	"CL"	73	0.923024383580357	1877	132
"936"	"PRanto10"	"campo_medio"	182344.699076564	"sd_k"	"CaCL"	73	0.923024383580357	1877	132
"937"	"PRanto11"	"0.25"	6725.81253212737	"theta"	"H01"	92	0.921209867560648	1740	99
"938"	"PRanto11"	"0.25"	3377.07231275301	"theta"	"E05"	92	0.921209867560648	1740	99
"939"	"PRanto11"	"0.25"	0.0396352027439909	"m"	"CL"	92	0.921209867560648	1740	99
"940"	"PRanto11"	"0.25"	0.137043022564891	"m"	"CaCL"	92	0.921209867560648	1740	99
"941"	"PRanto11"	"0.5"	7598.47257615747	"theta"	"H01"	88	0.921209867560648	1740	99
"942"	"PRanto11"	"0.5"	3817.32735127516	"theta"	"E05"	88	0.921209867560648	1740	99
"943"	"PRanto11"	"0.5"	0.0226624010207507	"m"	"CL"	88	0.921209867560648	1740	99
"944"	"PRanto11"	"0.5"	0.0448029490300877	"m"	"CaCL"	88	0.921209867560648	1740	99
"945"	"PRanto11"	"0.55"	7727.94884413348	"theta"	"H01"	93	0.921209867560648	1740	99
"946"	"PRanto11"	"0.55"	3882.68887481364	"theta"	"E05"	93	0.921209867560648	1740	99
"947"	"PRanto11"	"0.55"	0.0205928295848908	"m"	"CL"	93	0.921209867560648	1740	99
"948"	"PRanto11"	"0.55"	0.0369936183352496	"m"	"CaCL"	93	0.921209867560648	1740	99
"949"	"PRanto11"	"0.6"	9933.36202334739	"theta"	"H01"	89	0.921209867560648	1740	99
"950"	"PRanto11"	"0.6"	4997.64571986764	"theta"	"E05"	89	0.921209867560648	1740	99
"951"	"PRanto11"	"0.6"	0.018651817096105	"m"	"CL"	89	0.921209867560648	1740	99
"952"	"PRanto11"	"0.6"	0.0303484878422423	"m"	"CaCL"	89	0.921209867560648	1740	99
"953"	"PRanto11"	"0.65"	10291.0358857872	"theta"	"H01"	91	0.921209867560648	1740	99
"954"	"PRanto11"	"0.65"	5178.76040737141	"theta"	"E05"	91	0.921209867560648	1740	99
"955"	"PRanto11"	"0.65"	0.0170219197382416	"m"	"CL"	91	0.921209867560648	1740	99
"956"	"PRanto11"	"0.65"	0.025276203158315	"m"	"CaCL"	91	0.921209867560648	1740	99
"957"	"PRanto11"	"0.7"	9541.05098309868	"theta"	"H01"	88	0.921209867560648	1740	99
"958"	"PRanto11"	"0.7"	4799.08537020459	"theta"	"E05"	88	0.921209867560648	1740	99
"959"	"PRanto11"	"0.7"	0.0154156513309694	"m"	"CL"	88	0.921209867560648	1740	99
"960"	"PRanto11"	"0.7"	0.0207309172671257	"m"	"CaCL"	88	0.921209867560648	1740	99
"961"	"PRanto11"	"0.75"	9229.44140942157	"theta"	"H01"	89	0.921209867560648	1740	99
"962"	"PRanto11"	"0.75"	4641.44010827044	"theta"	"E05"	89	0.921209867560648	1740	99
"963"	"PRanto11"	"0.75"	0.0139857229799929	"m"	"CL"	89	0.921209867560648	1740	99
"964"	"PRanto11"	"0.75"	0.0170633619863451	"m"	"CaCL"	89	0.921209867560648	1740	99
"965"	"PRanto11"	"0.8"	9778.23446394298	"theta"	"H01"	94	0.921209867560648	1740	99
"966"	"PRanto11"	"0.8"	4919.11933370528	"theta"	"E05"	94	0.921209867560648	1740	99
"967"	"PRanto11"	"0.8"	0.0125890266653382	"m"	"CL"	94	0.921209867560648	1740	99
"968"	"PRanto11"	"0.8"	0.0138254433636889	"m"	"CaCL"	94	0.921209867560648	1740	99
"969"	"PRanto11"	"0.85"	9805.78199218696	"theta"	"H01"	92	0.921209867560648	1740	99
"970"	"PRanto11"	"0.85"	4933.06292060264	"theta"	"E05"	92	0.921209867560648	1740	99
"971"	"PRanto11"	"0.85"	0.0111570418449773	"m"	"CL"	92	0.921209867560648	1740	99
"972"	"PRanto11"	"0.85"	0.010859076293805	"m"	"CaCL"	92	0.921209867560648	1740	99
"973"	"PRanto11"	"0.9"	9754.30950138219	"theta"	"H01"	93	0.921209867560648	1740	99
"974"	"PRanto11"	"0.9"	4907.00975300598	"theta"	"E05"	93	0.921209867560648	1740	99
"975"	"PRanto11"	"0.9"	0.00961396855426963	"m"	"CL"	93	0.921209867560648	1740	99
"976"	"PRanto11"	"0.9"	0.00806306489387325	"m"	"CaCL"	93	0.921209867560648	1740	99
"977"	"PRanto11"	"0.95"	9780.19641987051	"theta"	"H01"	93	0.921209867560648	1740	99
"978"	"PRanto11"	"0.95"	4920.11239062762	"theta"	"E05"	93	0.921209867560648	1740	99
"979"	"PRanto11"	"0.95"	0.00784895138453732	"m"	"CL"	93	0.921209867560648	1740	99
"980"	"PRanto11"	"0.95"	0.00537425214926316	"m"	"CaCL"	93	0.921209867560648	1740	99
"981"	"PRanto11"	"0.99"	5881.87494583053	"theta"	"H01"	95	0.921209867560648	1740	99
"982"	"PRanto11"	"0.99"	2951.76533286109	"theta"	"E05"	95	0.921209867560648	1740	99
"983"	"PRanto11"	"0.99"	0.00552945880439813	"m"	"CL"	95	0.921209867560648	1740	99
"984"	"PRanto11"	"0.99"	0.00266722721742798	"m"	"CaCL"	95	0.921209867560648	1740	99
"985"	"PRanto11"	"campo_medio"	1.40514726354827e-05	"U"	"H01"	98	0.921209867560648	1740	99
"986"	"PRanto11"	"campo_medio"	2.81021905807129e-05	"U"	"E05"	98	0.921209867560648	1740	99
"987"	"PRanto11"	"campo_medio"	109.880624127792	"sd_k"	"CL"	98	0.921209867560648	1740	99
"988"	"PRanto11"	"campo_medio"	6615.69620205378	"sd_k"	"CaCL"	98	0.921209867560648	1740	99
"989"	"PRanto12"	"0.25"	15268.9544659413	"theta"	"H01"	100	0.974966068885724	1439	143
"990"	"PRanto12"	"0.25"	7718.468448639	"theta"	"E05"	100	0.974966068885724	1439	143
"991"	"PRanto12"	"0.25"	0.0436270562429641	"m"	"CL"	100	0.974966068885724	1439	143
"992"	"PRanto12"	"0.25"	0.16603765078339	"m"	"CaCL"	100	0.974966068885724	1439	143
"993"	"PRanto12"	"0.5"	20270.9012374191	"theta"	"H01"	100	0.974966068885724	1439	143
"994"	"PRanto12"	"0.5"	10284.0249040355	"theta"	"E05"	100	0.974966068885724	1439	143
"995"	"PRanto12"	"0.5"	0.0247607405580926	"m"	"CL"	100	0.974966068885724	1439	143
"996"	"PRanto12"	"0.5"	0.0534837709092481	"m"	"CaCL"	100	0.974966068885724	1439	143
"997"	"PRanto12"	"0.55"	18810.5012495264	"theta"	"H01"	100	0.974966068885724	1439	143
"998"	"PRanto12"	"0.55"	9533.05228299108	"theta"	"E05"	100	0.974966068885724	1439	143
"999"	"PRanto12"	"0.55"	0.0226809234101596	"m"	"CL"	100	0.974966068885724	1439	143
"1000"	"PRanto12"	"0.55"	0.0448762154767161	"m"	"CaCL"	100	0.974966068885724	1439	143
"1001"	"PRanto12"	"0.6"	18567.5899549113	"theta"	"H01"	100	0.974966068885724	1439	143
"1002"	"PRanto12"	"0.6"	9408.2951668304	"theta"	"E05"	100	0.974966068885724	1439	143
"1003"	"PRanto12"	"0.6"	0.0205022575790588	"m"	"CL"	100	0.974966068885724	1439	143
"1004"	"PRanto12"	"0.6"	0.036668921053896	"m"	"CaCL"	100	0.974966068885724	1439	143
"1005"	"PRanto12"	"0.65"	19476.8728424764	"theta"	"H01"	99	0.974966068885724	1439	143
"1006"	"PRanto12"	"0.65"	9875.51983786817	"theta"	"E05"	99	0.974966068885724	1439	143
"1007"	"PRanto12"	"0.65"	0.0186751559211397	"m"	"CL"	99	0.974966068885724	1439	143
"1008"	"PRanto12"	"0.65"	0.0304244848549903	"m"	"CaCL"	99	0.974966068885724	1439	143
"1009"	"PRanto12"	"0.7"	20634.9735543454	"theta"	"H01"	100	0.974966068885724	1439	143
"1010"	"PRanto12"	"0.7"	10471.48669549	"theta"	"E05"	100	0.974966068885724	1439	143
"1011"	"PRanto12"	"0.7"	0.0169541367586519	"m"	"CL"	100	0.974966068885724	1439	143
"1012"	"PRanto12"	"0.7"	0.0250752992496244	"m"	"CaCL"	100	0.974966068885724	1439	143
"1013"	"PRanto12"	"0.75"	20826.6060698328	"theta"	"H01"	100	0.974966068885724	1439	143
"1014"	"PRanto12"	"0.75"	10570.1984525735	"theta"	"E05"	100	0.974966068885724	1439	143
"1015"	"PRanto12"	"0.75"	0.0154073992823474	"m"	"CL"	100	0.974966068885724	1439	143
"1016"	"PRanto12"	"0.75"	0.0207087285518063	"m"	"CaCL"	100	0.974966068885724	1439	143
"1017"	"PRanto12"	"0.8"	21397.7015508657	"theta"	"H01"	100	0.974966068885724	1439	143
"1018"	"PRanto12"	"0.8"	10864.5376494237	"theta"	"E05"	100	0.974966068885724	1439	143
"1019"	"PRanto12"	"0.8"	0.0138433317333963	"m"	"CL"	100	0.974966068885724	1439	143
"1020"	"PRanto12"	"0.8"	0.0167176801921989	"m"	"CaCL"	100	0.974966068885724	1439	143
"1021"	"PRanto12"	"0.85"	21076.3217988876	"theta"	"H01"	100	0.974966068885724	1439	143
"1022"	"PRanto12"	"0.85"	10698.8705150863	"theta"	"E05"	100	0.974966068885724	1439	143
"1023"	"PRanto12"	"0.85"	0.0122818962153124	"m"	"CL"	100	0.974966068885724	1439	143
"1024"	"PRanto12"	"0.85"	0.0131590824154548	"m"	"CaCL"	100	0.974966068885724	1439	143
"1025"	"PRanto12"	"0.9"	20798.4202785146	"theta"	"H01"	100	0.974966068885724	1439	143
"1026"	"PRanto12"	"0.9"	10555.6779627156	"theta"	"E05"	100	0.974966068885724	1439	143
"1027"	"PRanto12"	"0.9"	0.0105847151906439	"m"	"CL"	100	0.974966068885724	1439	143
"1028"	"PRanto12"	"0.9"	0.00977356743755625	"m"	"CaCL"	100	0.974966068885724	1439	143
"1029"	"PRanto12"	"0.95"	20858.9306408616	"theta"	"H01"	100	0.974966068885724	1439	143
"1030"	"PRanto12"	"0.95"	10586.8518489559	"theta"	"E05"	100	0.974966068885724	1439	143
"1031"	"PRanto12"	"0.95"	0.00864877353700273	"m"	"CL"	100	0.974966068885724	1439	143
"1032"	"PRanto12"	"0.95"	0.00652535001076989	"m"	"CaCL"	100	0.974966068885724	1439	143
"1033"	"PRanto12"	"0.99"	11050.7999752472	"theta"	"H01"	100	0.974966068885724	1439	143
"1034"	"PRanto12"	"0.99"	5569.25940740575	"theta"	"E05"	100	0.974966068885724	1439	143
"1035"	"PRanto12"	"0.99"	0.00604830044966889	"m"	"CL"	100	0.974966068885724	1439	143
"1036"	"PRanto12"	"0.99"	0.00319125474701125	"m"	"CaCL"	100	0.974966068885724	1439	143
"1037"	"PRanto12"	"campo_medio"	3.06115988457167e-05	"U"	"H01"	100	0.974966068885724	1439	143
"1038"	"PRanto12"	"campo_medio"	6.12195369065801e-05	"U"	"E05"	100	0.974966068885724	1439	143
"1039"	"PRanto12"	"campo_medio"	70.9881977781304	"sd_k"	"CL"	100	0.974966068885724	1439	143
"1040"	"PRanto12"	"campo_medio"	227.245779245747	"sd_k"	"CaCL"	100	0.974966068885724	1439	143
"1041"	"PRanto13"	"0.25"	12397.875660188	"theta"	"H01"	100	0.968871050376109	1673	127
"1042"	"PRanto13"	"0.25"	6246.70913573209	"theta"	"E05"	100	0.968871050376109	1673	127
"1043"	"PRanto13"	"0.25"	0.0403921936495055	"m"	"CL"	100	0.968871050376109	1673	127
"1044"	"PRanto13"	"0.25"	0.142327768462506	"m"	"CaCL"	100	0.968871050376109	1673	127
"1045"	"PRanto13"	"0.5"	14145.7118208526	"theta"	"H01"	100	0.968871050376109	1673	127
"1046"	"PRanto13"	"0.5"	7135.11503268371	"theta"	"E05"	100	0.968871050376109	1673	127
"1047"	"PRanto13"	"0.5"	0.0230422453774416	"m"	"CL"	100	0.968871050376109	1673	127
"1048"	"PRanto13"	"0.5"	0.0463174194399294	"m"	"CaCL"	100	0.968871050376109	1673	127
"1049"	"PRanto13"	"0.55"	14508.7754918254	"theta"	"H01"	100	0.968871050376109	1673	127
"1050"	"PRanto13"	"0.55"	7319.89879920607	"theta"	"E05"	100	0.968871050376109	1673	127
"1051"	"PRanto13"	"0.55"	0.0210252822440759	"m"	"CL"	100	0.968871050376109	1673	127
"1052"	"PRanto13"	"0.55"	0.0385636763686602	"m"	"CaCL"	100	0.968871050376109	1673	127
"1053"	"PRanto13"	"0.6"	16170.0058291794	"theta"	"H01"	100	0.968871050376109	1673	127
"1054"	"PRanto13"	"0.6"	8166.46000852827	"theta"	"E05"	100	0.968871050376109	1673	127
"1055"	"PRanto13"	"0.6"	0.0190646019438027	"m"	"CL"	100	0.968871050376109	1673	127
"1056"	"PRanto13"	"0.6"	0.0317066416633358	"m"	"CaCL"	100	0.968871050376109	1673	127
"1057"	"PRanto13"	"0.65"	16634.1533922222	"theta"	"H01"	100	0.968871050376109	1673	127
"1058"	"PRanto13"	"0.65"	8403.30246841033	"theta"	"E05"	100	0.968871050376109	1673	127
"1059"	"PRanto13"	"0.65"	0.0173908519497787	"m"	"CL"	100	0.968871050376109	1673	127
"1060"	"PRanto13"	"0.65"	0.0263837471589397	"m"	"CaCL"	100	0.968871050376109	1673	127
"1061"	"PRanto13"	"0.7"	16270.6131703968	"theta"	"H01"	99	0.968871050376109	1673	127
"1062"	"PRanto13"	"0.7"	8217.78569398031	"theta"	"E05"	99	0.968871050376109	1673	127
"1063"	"PRanto13"	"0.7"	0.0157485233726134	"m"	"CL"	99	0.968871050376109	1673	127
"1064"	"PRanto13"	"0.7"	0.0216358737813337	"m"	"CaCL"	99	0.968871050376109	1673	127
"1065"	"PRanto13"	"0.75"	15705.4222383156	"theta"	"H01"	100	0.968871050376109	1673	127
"1066"	"PRanto13"	"0.75"	7929.53221384148	"theta"	"E05"	100	0.968871050376109	1673	127
"1067"	"PRanto13"	"0.75"	0.0142460752201226	"m"	"CL"	100	0.968871050376109	1673	127
"1068"	"PRanto13"	"0.75"	0.0177045636203275	"m"	"CaCL"	100	0.968871050376109	1673	127
"1069"	"PRanto13"	"0.8"	15940.661679072	"theta"	"H01"	97	0.968871050376109	1673	127
"1070"	"PRanto13"	"0.8"	8049.48220515275	"theta"	"E05"	97	0.968871050376109	1673	127
"1071"	"PRanto13"	"0.8"	0.0128931704610463	"m"	"CL"	97	0.968871050376109	1673	127
"1072"	"PRanto13"	"0.8"	0.0145015428301471	"m"	"CaCL"	97	0.968871050376109	1673	127
"1073"	"PRanto13"	"0.85"	15665.665902393	"theta"	"H01"	100	0.968871050376109	1673	127
"1074"	"PRanto13"	"0.85"	7909.26369425797	"theta"	"E05"	100	0.968871050376109	1673	127
"1075"	"PRanto13"	"0.85"	0.0113605088936793	"m"	"CL"	100	0.968871050376109	1673	127
"1076"	"PRanto13"	"0.85"	0.011258754066279	"m"	"CaCL"	100	0.968871050376109	1673	127
"1077"	"PRanto13"	"0.9"	15738.3869141282	"theta"	"H01"	99	0.968871050376109	1673	127
"1078"	"PRanto13"	"0.9"	7946.33898014266	"theta"	"E05"	99	0.968871050376109	1673	127
"1079"	"PRanto13"	"0.9"	0.00977226766958	"m"	"CL"	99	0.968871050376109	1673	127
"1080"	"PRanto13"	"0.9"	0.00833077622201959	"m"	"CaCL"	99	0.968871050376109	1673	127
"1081"	"PRanto13"	"0.95"	15764.5307532482	"theta"	"H01"	100	0.968871050376109	1673	127
"1082"	"PRanto13"	"0.95"	7959.66869031743	"theta"	"E05"	100	0.968871050376109	1673	127
"1083"	"PRanto13"	"0.95"	0.00796000026028535	"m"	"CL"	100	0.968871050376109	1673	127
"1084"	"PRanto13"	"0.95"	0.00552740038488071	"m"	"CaCL"	100	0.968871050376109	1673	127
"1085"	"PRanto13"	"0.99"	7776.59995059206	"theta"	"H01"	100	0.968871050376109	1673	127
"1086"	"PRanto13"	"0.99"	3907.03975568156	"theta"	"E05"	100	0.968871050376109	1673	127
"1087"	"PRanto13"	"0.99"	0.00564211143440987	"m"	"CL"	100	0.968871050376109	1673	127
"1088"	"PRanto13"	"0.99"	0.00277701406534699	"m"	"CaCL"	100	0.968871050376109	1673	127
"1089"	"PRanto13"	"campo_medio"	2.05339014084096e-05	"U"	"H01"	99	0.968871050376109	1673	127
"1090"	"PRanto13"	"campo_medio"	4.10661669897271e-05	"U"	"E05"	99	0.968871050376109	1673	127
"1091"	"PRanto13"	"campo_medio"	85.2167700390527	"sd_k"	"CL"	99	0.968871050376109	1673	127
"1092"	"PRanto13"	"campo_medio"	331.753021950466	"sd_k"	"CaCL"	99	0.968871050376109	1673	127
"1093"	"PRanto15"	"0.25"	13432.7083030793	"theta"	"H01"	100	0.942009596537872	1650	140
"1094"	"PRanto15"	"0.25"	6774.89551132766	"theta"	"E05"	100	0.942009596537872	1650	140
"1095"	"PRanto15"	"0.25"	0.0405889207660877	"m"	"CL"	100	0.942009596537872	1650	140
"1096"	"PRanto15"	"0.25"	0.143717537833657	"m"	"CaCL"	100	0.942009596537872	1650	140
"1097"	"PRanto15"	"0.5"	16555.8790419682	"theta"	"H01"	100	0.942009596537872	1650	140
"1098"	"PRanto15"	"0.5"	8367.05096460031	"theta"	"E05"	100	0.942009596537872	1650	140
"1099"	"PRanto15"	"0.5"	0.0231531638174057	"m"	"CL"	100	0.942009596537872	1650	140
"1100"	"PRanto15"	"0.5"	0.0467644089504552	"m"	"CaCL"	100	0.942009596537872	1650	140
"1101"	"PRanto15"	"0.55"	15975.2799052285	"theta"	"H01"	100	0.942009596537872	1650	140
"1102"	"PRanto15"	"0.55"	8070.57920061225	"theta"	"E05"	100	0.942009596537872	1650	140
"1103"	"PRanto15"	"0.55"	0.0210159916375311	"m"	"CL"	100	0.942009596537872	1650	140
"1104"	"PRanto15"	"0.55"	0.038529603029533	"m"	"CaCL"	100	0.942009596537872	1650	140
"1105"	"PRanto15"	"0.6"	17314.6120992123	"theta"	"H01"	100	0.942009596537872	1650	140
"1106"	"PRanto15"	"0.6"	8754.82098928046	"theta"	"E05"	100	0.942009596537872	1650	140
"1107"	"PRanto15"	"0.6"	0.0191923591485987	"m"	"CL"	100	0.942009596537872	1650	140
"1108"	"PRanto15"	"0.6"	0.0321330155821261	"m"	"CaCL"	100	0.942009596537872	1650	140
"1109"	"PRanto15"	"0.65"	17607.6628066089	"theta"	"H01"	100	0.942009596537872	1650	140
"1110"	"PRanto15"	"0.65"	8904.6945925354	"theta"	"E05"	100	0.942009596537872	1650	140
"1111"	"PRanto15"	"0.65"	0.0175331542864113	"m"	"CL"	100	0.942009596537872	1650	140
"1112"	"PRanto15"	"0.65"	0.0268172888317656	"m"	"CaCL"	100	0.942009596537872	1650	140
"1113"	"PRanto15"	"0.7"	19260.3668332068	"theta"	"H01"	100	0.942009596537872	1650	140
"1114"	"PRanto15"	"0.7"	9751.00094329224	"theta"	"E05"	100	0.942009596537872	1650	140
"1115"	"PRanto15"	"0.7"	0.0159118181596068	"m"	"CL"	100	0.942009596537872	1650	140
"1116"	"PRanto15"	"0.7"	0.0220868801520789	"m"	"CaCL"	100	0.942009596537872	1650	140
"1117"	"PRanto15"	"0.75"	17856.5709443117	"theta"	"H01"	100	0.942009596537872	1650	140
"1118"	"PRanto15"	"0.75"	9032.03746231719	"theta"	"E05"	100	0.942009596537872	1650	140
"1119"	"PRanto15"	"0.75"	0.0143924367334482	"m"	"CL"	100	0.942009596537872	1650	140
"1120"	"PRanto15"	"0.75"	0.0180702191119523	"m"	"CaCL"	100	0.942009596537872	1650	140
"1121"	"PRanto15"	"0.8"	17062.0046898239	"theta"	"H01"	100	0.942009596537872	1650	140
"1122"	"PRanto15"	"0.8"	8625.67697652514	"theta"	"E05"	100	0.942009596537872	1650	140
"1123"	"PRanto15"	"0.8"	0.0128393964818055	"m"	"CL"	100	0.942009596537872	1650	140
"1124"	"PRanto15"	"0.8"	0.0143808309409158	"m"	"CaCL"	100	0.942009596537872	1650	140
"1125"	"PRanto15"	"0.85"	18732.940841158	"theta"	"H01"	100	0.942009596537872	1650	140
"1126"	"PRanto15"	"0.85"	9480.72202111916	"theta"	"E05"	100	0.942009596537872	1650	140
"1127"	"PRanto15"	"0.85"	0.0114314864915462	"m"	"CL"	100	0.942009596537872	1650	140
"1128"	"PRanto15"	"0.85"	0.0113998772631716	"m"	"CaCL"	100	0.942009596537872	1650	140
"1129"	"PRanto15"	"0.9"	17485.8510746758	"theta"	"H01"	100	0.942009596537872	1650	140
"1130"	"PRanto15"	"0.9"	8842.39002574684	"theta"	"E05"	100	0.942009596537872	1650	140
"1131"	"PRanto15"	"0.9"	0.00987994607998005	"m"	"CL"	100	0.942009596537872	1650	140
"1132"	"PRanto15"	"0.9"	0.00851537757314627	"m"	"CaCL"	100	0.942009596537872	1650	140
"1133"	"PRanto15"	"0.95"	17439.6101786057	"theta"	"H01"	100	0.942009596537872	1650	140
"1134"	"PRanto15"	"0.95"	8818.74120373775	"theta"	"E05"	100	0.942009596537872	1650	140
"1135"	"PRanto15"	"0.95"	0.00806885281983957	"m"	"CL"	100	0.942009596537872	1650	140
"1136"	"PRanto15"	"0.95"	0.00567960781530664	"m"	"CaCL"	100	0.942009596537872	1650	140
"1137"	"PRanto15"	"0.99"	9695.66518838609	"theta"	"H01"	100	0.942009596537872	1650	140
