"SiteCode"	"kernel_percentil"	"GOF"	"p"	"J"	"S"	"DA"	"J_M"	"sd_k"	"sd_k_"	"U"	"U_"	"theta"	"theta_"	"m"	"m_"	"S_M"	"S_M_"	"spp_I"	"spp_I_"
"270"	"PRanto13"	"0.9"	99	0.968871050376109	1673	127	1673	810460.633639615	1.08542603240734	NA	0.009709532	NA	NA	7946.33898014266	NA	0.00807354160660398	36828.5231108751	NA	NA	0.977640090419793
"271"	"PRanto13"	"0.95"	100	0.968871050376109	1673	127	1673	810460.633639615	0.884133733603948	NA	0.009725661	NA	NA	7959.66869031743	NA	0.0053562598264275	36877.0904319845	NA	NA	0.904914030403005
"272"	"PRanto13"	"0.99"	100	0.968871050376109	1673	127	1673	810460.633639615	0.626681015678196	NA	0.004797642	NA	NA	3907.03975568156	NA	0.00269080114213536	20862.1752908221	NA	NA	0.393561761113339
"273"	"PRanto13"	"campo_medio"	99	0.968871050376109	1673	127	1673	810460.633639615	NA	331.753021950466	NA	4.10661669897271e-05	33.283837493106	NA	0.767220484763672	NA	NA	336.178022780759	0.017477020126996	NA
"274"	"PRanto15"	"0.25"	100	0.942009596537872	1650	140	1650	777157.917143744	4.50829558874782	NA	0.0086422	NA	NA	6774.89551132766	NA	0.136521099163031	32188.2346023297	NA	NA	1.78048740266163
"275"	"PRanto15"	"0.5"	100	0.942009596537872	1650	140	1650	777157.917143744	2.57166991221843	NA	0.010651554	NA	NA	8367.05096460031	NA	0.044172312324773	38003.6084002039	NA	NA	1.5536787128148
"276"	"PRanto15"	"0.55"	100	0.942009596537872	1650	140	1650	777157.917143744	2.33428976687165	NA	0.010278014	NA	NA	8070.57920061225	NA	0.0363765336115418	36945.1271755631	NA	NA	1.42232131754998
"277"	"PRanto15"	"0.6"	100	0.942009596537872	1650	140	1650	777157.917143744	2.13173512510792	NA	0.0111397	NA	NA	8754.82098928046	NA	0.0303261189323564	39372.5815877189	NA	NA	1.47180123714578
"278"	"PRanto15"	"0.65"	100	0.942009596537872	1650	140	1650	777157.917143744	1.94744380077987	NA	0.01132824	NA	NA	8904.6945925354	NA	0.0253014909298614	39897.1486018992	NA	NA	1.43062074418791
"279"	"PRanto15"	"0.7"	100	0.942009596537872	1650	140	1650	777157.917143744	1.76735863540989	NA	0.01239154	NA	NA	9751.00094329224	NA	0.0208327361937417	42814.1776222307	NA	NA	1.49476596812638
"280"	"PRanto15"	"0.75"	100	0.942009596537872	1650	140	1650	777157.917143744	1.59859779003902	NA	0.01148838	NA	NA	9032.03746231719	NA	0.0170401762036648	40340.9173477905	NA	NA	1.3213273841792
"281"	"PRanto15"	"0.8"	100	0.942009596537872	1650	140	1650	777157.917143744	1.42609838913161	NA	0.01097718	NA	NA	8625.67697652514	NA	0.0135581876056393	38918.5586467535	NA	NA	1.19904377786597
"282"	"PRanto15"	"0.85"	100	0.942009596537872	1650	140	1650	777157.917143744	1.26971890727696	NA	0.01205221	NA	NA	9480.72202111916	NA	0.0107458977167404	41890.6927303248	NA	NA	1.25388428426028
"283"	"PRanto15"	"0.9"	100	0.942009596537872	1650	140	1650	777157.917143744	1.0973860967167	NA	0.01124987	NA	NA	8842.39002574684	NA	0.00802553048070725	39679.3806161143	NA	NA	1.10173570252481
"284"	"PRanto15"	"0.95"	100	0.942009596537872	1650	140	1650	777157.917143744	0.896224213094406	NA	0.01122012	NA	NA	8818.74120373775	NA	0.00535200781859664	39596.610647293	NA	NA	1.01640509773226
"285"	"PRanto15"	"0.99"	100	0.942009596537872	1650	140	1650	777157.917143744	0.629376092059115	NA	0.006237899	NA	NA	4878.25642718291	NA	0.00263895120238507	24767.4853929247	NA	NA	0.496636573681714
"286"	"PRanto15"	"campo_medio"	99	0.942009596537872	1650	140	1650	777157.917143744	NA	173.482431526708	NA	5.40538329815153e-05	42.0105810326479	NA	0.482809157361769	NA	NA	412.776759629557	0.0180848272877195	NA
"287"	"PRanto4"	"0.25"	100	0.9079979592893	1896	119	1896	860782.065406256	4.20675357096741	NA	0.006555708	NA	NA	5680.26749177026	NA	0.114945749933954	28557.118789005	NA	NA	1.22570116763892
"288"	"PRanto4"	"0.5"	100	0.9079979592893	1896	119	1896	860782.065406256	2.40721523769523	NA	0.006510852	NA	NA	5641.14679314288	NA	0.0373456477583191	28399.1734261836	NA	NA	0.871221423612087
"289"	"PRanto4"	"0.55"	100	0.9079979592893	1896	119	1896	860782.065406256	2.17885087943	NA	0.006602104	NA	NA	5720.73500248576	NA	0.0305751258742974	28720.2219746447	NA	NA	0.8386966583653
"290"	"PRanto4"	"0.6"	100	0.9079979592893	1896	119	1896	860782.065406256	2.0005364500602	NA	0.007556861	NA	NA	6554.333046487	NA	0.025762916067234	32019.9164105697	NA	NA	0.920478993711719
"291"	"PRanto4"	"0.65"	100	0.9079979592893	1896	119	1896	860782.065406256	1.81465454335709	NA	0.007173827	NA	NA	6219.71359743774	NA	0.0211879608221864	30708.7272288595	NA	NA	0.833073550631199
"292"	"PRanto4"	"0.7"	100	0.9079979592893	1896	119	1896	860782.065406256	1.64417699089077	NA	0.007090239	NA	NA	6146.72523136268	NA	0.0173872721493005	30420.4012035636	NA	NA	0.786170262108081
"293"	"PRanto4"	"0.75"	100	0.9079979592893	1896	119	1896	860782.065406256	1.4944641515475	NA	0.007218883	NA	NA	6259.0612304959	NA	0.0143605921931454	30863.811326838	NA	NA	0.766811323705156
"294"	"PRanto4"	"0.8"	100	0.9079979592893	1896	119	1896	860782.065406256	1.33890642430421	NA	0.007262825	NA	NA	6297.43944197435	NA	0.0115233063190985	31014.8396839927	NA	NA	0.735576560625939
"295"	"PRanto4"	"0.85"	100	0.9079979592893	1896	119	1896	860782.065406256	1.18908320749028	NA	0.007376885	NA	NA	6397.07340452114	NA	0.00908644551722492	31405.853069886	NA	NA	0.711199027093335
"296"	"PRanto4"	"0.9"	100	0.9079979592893	1896	119	1896	860782.065406256	1.0205500524961	NA	0.007445128	NA	NA	6456.69614115395	NA	0.0066916444283899	31639.109617047	NA	NA	0.675596771671755
"297"	"PRanto4"	"0.95"	100	0.9079979592893	1896	119	1896	860782.065406256	0.837626299155236	NA	0.007481737	NA	NA	6488.68417441847	NA	0.00450680490207056	31764.0295657853	NA	NA	0.630650300950138
"298"	"PRanto4"	"0.99"	100	0.9079979592893	1896	119	1896	860782.065406256	0.593226607458823	NA	0.003787662	NA	NA	3272.74377900627	NA	0.00226001102345225	18248.8612507368	NA	NA	0.282685589389531
"299"	"PRanto4"	"campo_medio"	100	0.9079979592893	1896	119	1896	860782.065406256	NA	148.366399026625	NA	4.06068373137088e-05	34.9550160983248	NA	0.311331413193395	NA	NA	353.45064601846	0.0108804989912323	NA
"300"	"PRanto5"	"0.25"	97	0.896644888231427	1753	124	1753	785909.244534846	4.3811476698368	NA	0.007318739	NA	NA	5794.26402580064	NA	0.123428837219742	28492.2706040401	NA	NA	1.38491486010066
"301"	"PRanto5"	"0.5"	91	0.896644888231427	1753	124	1753	785909.244534846	2.49737127718145	NA	0.007623526	NA	NA	6037.41835160207	NA	0.039724257096152	29441.606382754	NA	NA	1.02524764807719
"302"	"PRanto5"	"0.55"	98	0.896644888231427	1753	124	1753	785909.244534846	2.27977622694849	NA	0.007999216	NA	NA	6337.34358441299	NA	0.0330782624058113	30599.3431116886	NA	NA	1.02542779026048
"303"	"PRanto5"	"0.6"	91	0.896644888231427	1753	124	1753	785909.244534846	2.06788022426498	NA	0.00879178	NA	NA	6970.81828693528	NA	0.0271966611138273	32999.4641606313	NA	NA	1.07315502254232
"304"	"PRanto5"	"0.65"	95	0.896644888231427	1753	124	1753	785909.244534846	1.87939755816065	NA	0.009124064	NA	NA	7236.70528341863	NA	0.0224525323187919	33989.6898036262	NA	NA	1.06299290553592
"305"	"PRanto5"	"0.7"	91	0.896644888231427	1753	124	1753	785909.244534846	1.71030831226343	NA	0.008613605	NA	NA	6828.31963279723	NA	0.0185859052048602	32464.6884934362	NA	NA	0.959218522144901
"306"	"PRanto5"	"0.75"	96	0.896644888231427	1753	124	1753	785909.244534846	1.55118857352313	NA	0.008871841	NA	NA	7034.86519153803	NA	0.0152826637827541	33238.8865484795	NA	NA	0.945151704083011
"307"	"PRanto5"	"0.8"	97	0.896644888231427	1753	124	1753	785909.244534846	1.3920658403813	NA	0.008410295	NA	NA	6665.78136717362	NA	0.0123038359755464	31851.1351578007	NA	NA	0.853989786119175
"308"	"PRanto5"	"0.85"	94	0.896644888231427	1753	124	1753	785909.244534846	1.22712773754492	NA	0.009140907	NA	NA	7250.18746315959	NA	0.009557916589189	34039.6420173576	NA	NA	0.880861134855287
"309"	"PRanto5"	"0.9"	95	0.896644888231427	1753	124	1753	785909.244534846	1.0694072135524	NA	0.008674592	NA	NA	6877.08931472885	NA	0.00725696173942603	32648.0395430607	NA	NA	0.790648316726189
"310"	"PRanto5"	"0.95"	96	0.896644888231427	1753	124	1753	785909.244534846	0.8658166305146	NA	0.008972074	NA	NA	7115.06380616032	NA	0.00475549055348456	33537.8807521512	NA	NA	0.755263145311157
"311"	"PRanto5"	"0.99"	96	0.896644888231427	1753	124	1753	785909.244534846	0.621635294117422	NA	0.004511666	NA	NA	3561.82527196501	NA	0.00245075262248735	19237.7590350626	NA	NA	0.337172615765165
"312"	"PRanto5"	"campo_medio"	99	0.896644888231427	1753	124	1753	785909.244534846	NA	291.039993745223	NA	4.06774746319273e-05	31.9700631415211	NA	0.730295159957175	NA	NA	323.212508690035	0.0156493735985987	NA
"313"	"PRanto6"	"0.25"	100	0.906465210449369	1665	128	1665	754632.2876991	4.5160727152022	NA	0.008280206	NA	NA	6300.67338980007	NA	0.132512261747745	30204.7590002011	NA	NA	1.62424878056471
"314"	"PRanto6"	"0.5"	100	0.906465210449369	1665	128	1665	754632.2876991	2.56198444921583	NA	0.009230134	NA	NA	7030.23794433332	NA	0.0422550471853286	32938.6889251494	NA	NA	1.2781000850505
"315"	"PRanto6"	"0.55"	99	0.906465210449369	1665	128	1665	754632.2876991	2.32170603590756	NA	0.008628936	NA	NA	6568.34289562553	NA	0.0346738189299319	31216.97161165	NA	NA	1.13278533569729
"316"	"PRanto6"	"0.6"	100	0.906465210449369	1665	128	1665	754632.2876991	2.12472396711853	NA	0.0090062	NA	NA	6858.12595727202	NA	0.0290228354992603	32300.7328205646	NA	NA	1.12989262753804
"317"	"PRanto6"	"0.65"	99	0.906465210449369	1665	128	1665	754632.2876991	1.93760428929892	NA	0.009659335	NA	NA	7360.33232500554	NA	0.0241238178452036	34150.73947298	NA	NA	1.15825301236188
"318"	"PRanto6"	"0.7"	100	0.906465210449369	1665	128	1665	754632.2876991	1.75875737532339	NA	0.0101996	NA	NA	7776.25194131639	NA	0.0198672341402079	35657.3255882222	NA	NA	1.16815591488683
"319"	"PRanto6"	"0.75"	98	0.906465210449369	1665	128	1665	754632.2876991	1.59338668583515	NA	0.010509936	NA	NA	8015.36753714702	NA	0.0163007800691677	36513.527658294	NA	NA	1.15037370578602
"320"	"PRanto6"	"0.8"	99	0.906465210449369	1665	128	1665	754632.2876991	1.43407205122151	NA	0.01041135	NA	NA	7939.39022763248	NA	0.0131998565826681	36242.242752475	NA	NA	1.08732679112823
"321"	"PRanto6"	"0.85"	99	0.906465210449369	1665	128	1665	754632.2876991	1.25477257238071	NA	0.0105022	NA	NA	8009.40508374398	NA	0.0101022626683852	36492.2636826175	NA	NA	1.03631367482437
"322"	"PRanto6"	"0.9"	99	0.906465210449369	1665	128	1665	754632.2876991	1.09295240442336	NA	0.009813867	NA	NA	7479.25147071081	NA	0.00766270131385315	34583.7971832013	NA	NA	0.915061429404905
"323"	"PRanto6"	"0.95"	99	0.906465210449369	1665	128	1665	754632.2876991	0.89030151701108	NA	0.009788873	NA	NA	7460.01497629399	NA	0.00508321062393865	34513.8717651072	NA	NA	0.843974384360411
"324"	"PRanto6"	"campo_medio"	100	0.906465210449369	1665	128	1665	754632.2876991	NA	19500.1795129916	NA	4.2695668910341e-05	32.2208633002965	NA	0.996369445792738	NA	NA	324.187844847623	0.0193167195488081	NA
"325"	"PRanto6"	"0.99"	99	0.906465210449369	1665	128	1665	754632.2876991	0.633534011835599	NA	0.005486428	NA	NA	4163.07061368932	NA	0.00257330531183348	21670.800679247	NA	NA	0.418261091521488
"326"	"PRanto8"	"0.25"	100	0.955077166221669	1504	134	1504	718218.028998695	4.76529058256753	NA	0.008889574	NA	NA	6441.90925637992	NA	0.154470754850073	30424.3819458659	NA	NA	1.93899433953087
"327"	"PRanto8"	"0.5"	100	0.955077166221669	1504	134	1504	718218.028998695	2.68597382512453	NA	0.0108623	NA	NA	7887.16154898608	NA	0.0488341268215501	35669.4002026883	NA	NA	1.65203471424819
"328"	"PRanto8"	"0.55"	100	0.955077166221669	1504	134	1504	718218.028998695	2.45065028440323	NA	0.01020518	NA	NA	7405.10448417673	NA	0.0406364208287838	33951.4134652939	NA	NA	1.47467855731401
"329"	"PRanto8"	"0.6"	100	0.955077166221669	1504	134	1504	718218.028998695	2.23182355614437	NA	0.01125727	NA	NA	8177.21614401771	NA	0.0336923171456274	36689.1031415597	NA	NA	1.54956996245513
"330"	"PRanto8"	"0.65"	99	0.955077166221669	1504	134	1504	718218.028998695	2.03830078177626	NA	0.01184466	NA	NA	8609.00727885525	NA	0.0280952914189956	38188.5604172419	NA	NA	1.55739522434942
"331"	"PRanto8"	"0.7"	100	0.955077166221669	1504	134	1504	718218.028998695	1.84418881976509	NA	0.01194691	NA	NA	8684.22384663035	NA	0.0229934254908714	38447.5667619907	NA	NA	1.49536084842736
"332"	"PRanto8"	"0.75"	100	0.955077166221669	1504	134	1504	718218.028998695	1.66716484027726	NA	0.01261646	NA	NA	9177.13943021663	NA	0.0187872907097392	40129.4195580322	NA	NA	1.50637118257931
"333"	"PRanto8"	"0.8"	100	0.955077166221669	1504	134	1504	718218.028998695	1.50263903228182	NA	0.01336534	NA	NA	9729.24951405763	NA	0.0152596438965223	41982.6505081573	NA	NA	1.5230451067632
"334"	"PRanto8"	"0.85"	100	0.955077166221669	1504	134	1504	718218.028998695	1.33116484909849	NA	0.01253063	NA	NA	9113.91494612326	NA	0.011973790934403	39915.1681956136	NA	NA	1.35303452838549
"335"	"PRanto8"	"0.9"	100	0.955077166221669	1504	134	1504	718218.028998695	1.1487200551752	NA	0.01211876	NA	NA	8810.67424901016	NA	0.00891525866891154	38881.5650050853	NA	NA	1.2300731150728
"336"	"PRanto8"	"0.95"	100	0.955077166221669	1504	134	1504	718218.028998695	0.93406647937189	NA	0.01270611	NA	NA	9243.18955760033	NA	0.00589385459883533	40352.7927892172	NA	NA	1.19004675376625
"337"	"PRanto8"	"0.99"	100	0.955077166221669	1504	134	1504	718218.028998695	0.66106889404964	NA	0.006607091	NA	NA	4776.88659275906	NA	0.00295173388623086	23978.1497548347	NA	NA	0.543613608070705
"338"	"PRanto8"	"campo_medio"	99	0.955077166221669	1504	134	1504	718218.028998695	NA	158.246070889849	NA	5.98882997866207e-05	43.0153728620753	NA	0.398732487559604	NA	NA	418.240317364668	0.0187028851674131	NA
"339"	"PRanto9"	"0.25"	31	0.928261175571598	1594	134	1594	739824.156930564	4.58251258918095	NA	0.008322057	NA	NA	6208.51812360628	NA	0.139320045673524	29731.6762467138	NA	NA	1.70082164893634
"340"	"PRanto9"	"0.5"	38	0.928261175571598	1594	134	1594	739824.156930564	2.62558759918326	NA	0.01012305	NA	NA	7565.85635089891	NA	0.0454077090933391	34749.5733350711	NA	NA	1.46533831160366
"341"	"PRanto9"	"0.55"	36	0.928261175571598	1594	134	1594	739824.156930564	2.39255217395179	NA	0.009645973	NA	NA	7205.8213547578	NA	0.0376826076408682	33443.8096089577	NA	NA	1.32687746961294
"342"	"PRanto9"	"0.6"	31	0.928261175571598	1594	134	1594	739824.156930564	2.17284245812104	NA	0.009377515	NA	NA	7003.3770245622	NA	0.0310636887426376	32701.8963524885	NA	NA	1.22622528562015
"343"	"PRanto9"	"0.65"	36	0.928261175571598	1594	134	1594	739824.156930564	1.97582537487644	NA	0.0121813	NA	NA	9123.13952096501	NA	0.025675162602015	40213.5149085544	NA	NA	1.52269883751081
"344"	"PRanto9"	"0.7"	24	0.928261175571598	1594	134	1594	739824.156930564	1.79093423150189	NA	0.01138165	NA	NA	8517.34972760596	NA	0.0210873329018335	38121.6040124871	NA	NA	1.35542664717812
"345"	"PRanto9"	"0.75"	29	0.928261175571598	1594	134	1594	739824.156930564	1.62105211355773	NA	0.01162824	NA	NA	8704.05405588102	NA	0.0172714359757659	38770.6827749869	NA	NA	1.32214704150924
"346"	"PRanto9"	"0.8"	28	0.928261175571598	1594	134	1594	739824.156930564	1.45158754491365	NA	0.01181673	NA	NA	8846.831107752	NA	0.0138454191685346	39264.4035235679	NA	NA	1.27885367362955
"347"	"PRanto9"	"0.85"	31	0.928261175571598	1594	134	1594	739824.156930564	1.29296055435943	NA	0.01176501	NA	NA	8807.64891710589	NA	0.0109823224230703	39129.1377433054	NA	NA	1.21131701286083
"348"	"PRanto9"	"0.9"	32	0.928261175571598	1594	134	1594	739824.156930564	1.11389578556694	NA	0.01195779	NA	NA	8953.71661066254	NA	0.00814925189803301	39632.5370275884	NA	NA	1.15832839575999
"349"	"PRanto9"	"0.95"	28	0.928261175571598	1594	134	1594	739824.156930564	0.9106621339483	NA	0.01197987	NA	NA	8970.45006868205	NA	0.00544568459638812	39690.0570030594	NA	NA	1.07367385812562
"350"	"PRanto9"	"campo_medio"	74	0.928261175571598	1594	134	1594	739824.156930564	NA	12904.6414530866	NA	4.69840183521687e-05	34.7614980174458	NA	0.994510460169564	NA	NA	346.423235035891	0.0217478031167435	NA
"351"	"PRanto9"	"0.99"	30	0.928261175571598	1594	134	1594	739824.156930564	0.645074380804026	NA	0.005862291	NA	NA	4362.63366252173	NA	0.00273191045439272	22420.5417739102	NA	NA	0.462399823045515
"352"	"PRdiam2"	"0.25"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	5.56263337310686	NA	0.0054746	NA	NA	1346.97542858981	NA	0.108526329508479	7014.58648767263	NA	NA	0.471825564112672
"353"	"PRdiam2"	"0.5"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	3.17335313604098	NA	0.007258445	NA	NA	1789.08324623055	NA	0.0324012227737813	8812.3259527781	NA	NA	0.440456424139643
"354"	"PRdiam2"	"0.55"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	2.88419849362787	NA	0.00715087	NA	NA	1762.37686442219	NA	0.0265811831830978	8707.09593505532	NA	NA	0.412667522154327
"355"	"PRdiam2"	"0.6"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	2.62396435031171	NA	0.006949991	NA	NA	1712.52248458388	NA	0.0218775992122521	8509.58454339572	NA	NA	0.382402748100374
"356"	"PRdiam2"	"0.65"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	2.40397996608113	NA	0.006385491	NA	NA	1572.53214669002	NA	0.018284027422809	7947.180478492	NA	NA	0.336630350133373
"357"	"PRdiam2"	"0.7"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	2.17412174588135	NA	0.00647753	NA	NA	1595.34604139946	NA	0.0148937068190477	8039.64524488786	NA	NA	0.325986642207857
"358"	"PRdiam2"	"0.75"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	1.96463656951213	NA	0.008372934	NA	NA	2066.10531784731	NA	0.0121211115384479	9881.70748996594	NA	NA	0.403605103431684
"359"	"PRdiam2"	"0.8"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	1.75555359013904	NA	0.007872598	NA	NA	1941.66271247088	NA	0.00964946253401199	9406.16551400608	NA	NA	0.361559932404868
"360"	"PRdiam2"	"0.85"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	1.56541230897226	NA	0.00784157	NA	NA	1933.94962119132	NA	0.00765380610160865	9376.43761579739	NA	NA	0.343690275833245
"361"	"PRdiam2"	"0.9"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	1.3475735068655	NA	0.008134607	NA	NA	2006.81342757189	NA	0.0056580567956422	9656.07883806217	NA	NA	0.336492261124414
"362"	"PRdiam2"	"0.95"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	1.09630039630081	NA	0.008095004	NA	NA	1996.96360448479	NA	0.00373594527022248	9618.43087940075	NA	NA	0.310575552321146
"363"	"PRdiam2"	"0.99"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	0.773690281100404	NA	0.008225905	NA	NA	2029.52352124616	NA	0.00185641439328495	9742.70041990797	NA	NA	0.281069299537889
"364"	"PRdiam2"	"campo_medio"	100	0.448393813206425	1146	84	1091.42857142857	244694.909492649	NA	192.727162112455	NA	9.46556123391993e-05	23.1638444265776	NA	0.53940303744942	NA	NA	214.620043072855	0.0150819076096684	NA
"365"	"PRdiam3"	"0.25"	100	0.328788995096578	1124	74	1040.74074074074	171092.051152108	5.67150259583731	NA	0.006272247	NA	NA	1079.89872384661	NA	0.0843505412761227	5476.86864157066	NA	NA	0.355763611155196
"366"	"PRdiam3"	"0.5"	100	0.328788995096578	1124	74	1040.74074074074	171092.051152108	3.23733014151543	NA	0.006252054	NA	NA	1076.40020291397	NA	0.0246243769858408	5462.59636231472	NA	NA	0.252177434723896
"367"	"PRdiam3"	"0.55"	100	0.328788995096578	1124	74	1040.74074074074	171092.051152108	2.94788803912528	NA	0.005740401	NA	NA	987.801618523386	NA	0.0202441619366477	5097.30959543303	NA	NA	0.220784741230946
"368"	"PRdiam3"	"0.6"	98	0.328788995096578	1124	74	1040.74074074074	171092.051152108	2.68970492066641	NA	0.006288655	NA	NA	1082.74158254977	NA	0.0167375239697003	5488.45789064823	NA	NA	0.231576143586748
"369"	"PRdiam3"	"0.65"	99	0.328788995096578	1124	74	1040.74074074074	171092.051152108	2.44418191273123	NA	0.005688412	NA	NA	978.804230194957	NA	0.013739506784149	5059.78592452697	NA	NA	0.200317581093019
"370"	"PRdiam3"	"0.7"	100	0.328788995096578	1124	74	1040.74074074074	171092.051152108	2.21852959416696	NA	0.005919996	NA	NA	1018.8901641525	NA	0.0112640462275213	5226.34562921396	NA	NA	0.199787642987801
"371"	"PRdiam3"	"0.75"	96	0.328788995096578	1124	74	1040.74074074074	171092.051152108	2.00499492052428	NA	0.006523453	NA	NA	1123.43309389806	NA	0.00916145480221356	5653.5431939432	NA	NA	0.211035904212701
"372"	"PRdiam3"	"0.8"	98	0.328788995096578	1124	74	1040.74074074074	171092.051152108	1.79758643414582	NA	0.006660578	NA	NA	1147.206348668	NA	0.00733714003599117	5749.31444618175	NA	NA	0.206143958047815
"373"	"PRdiam3"	"0.85"	99	0.328788995096578	1124	74	1040.74074074074	171092.051152108	1.59590804897486	NA	0.006801004	NA	NA	1171.55869864541	NA	0.00576484155494304	5846.91463393271	NA	NA	0.200990641222988
"374"	"PRdiam3"	"0.9"	98	0.328788995096578	1124	74	1040.74074074074	171092.051152108	1.38621735934659	NA	0.006572153	NA	NA	1131.87542356308	NA	0.00433691828268562	5687.60967701837	NA	NA	0.184288664967381
"375"	"PRdiam3"	"0.95"	99	0.328788995096578	1124	74	1040.74074074074	171092.051152108	1.12660193563128	NA	0.006511368	NA	NA	1121.33824150109	NA	0.00285598642268773	5645.08036878563	NA	NA	0.169806294257475
"376"	"PRdiam3"	"0.99"	97	0.328788995096578	1124	74	1040.74074074074	171092.051152108	0.793132292324369	NA	0.006500528	NA	NA	1119.45924472893	NA	0.00141133837720481	5637.48627532161	NA	NA	0.15153461670154
"377"	"PRdiam3"	"campo_medio"	100	0.328788995096578	1124	74	1040.74074074074	171092.051152108	NA	2325.73000397424	NA	0.000103529906677869	17.7148745785081	NA	0.968059868677081	NA	NA	162.546439573854	0.0155075056058861	NA
"378"	"PRrico1"	"0.25"	98	0.189679150380924	1018	64	1018	96546.6875438903	5.75595741394829	NA	0.009357154	NA	NA	911.925897443026	NA	0.0548487165195354	4260.21000159202	NA	NA	0.291635011600127
"379"	"PRrico1"	"0.5"	84	0.189679150380924	1018	64	1018	96546.6875438903	3.29453983874721	NA	0.009260774	NA	NA	902.445133446834	NA	0.0155231550049292	4225.26268328004	NA	NA	0.209517101235811
"380"	"PRrico1"	"0.55"	90	0.189679150380924	1018	64	1018	96546.6875438903	2.96820480590086	NA	0.00927923	NA	NA	904.260481212979	NA	0.0124448240746493	4231.96182495692	NA	NA	0.19998338359205
"381"	"PRrico1"	"0.6"	94	0.189679150380924	1018	64	1018	96546.6875438903	2.70536952442673	NA	0.009007652	NA	NA	877.554662506939	NA	0.0102462187163081	4133.04518941148	NA	NA	0.186254951006297
"382"	"PRrico1"	"0.65"	93	0.189679150380924	1018	64	1018	96546.6875438903	2.46831669394489	NA	0.009425454	NA	NA	918.645588580782	NA	0.00846717086032747	4284.92101151317	NA	NA	0.187519756240492
"383"	"PRrico1"	"0.7"	89	0.189679150380924	1018	64	1018	96546.6875438903	2.24635734170137	NA	0.00940207	NA	NA	916.344850918258	NA	0.00696954359631334	4276.46572078602	NA	NA	0.179990276685184
"384"	"PRrico1"	"0.75"	56	0.189679150380924	1018	64	1018	96546.6875438903	2.03342592062292	NA	0.008267952	NA	NA	804.889901490693	NA	0.00568034073648774	3859.78361186785	NA	NA	0.152041338790301
"385"	"PRrico1"	"0.8"	69	0.189679150380924	1018	64	1018	96546.6875438903	1.83657241736804	NA	0.007867778	NA	NA	765.623794499333	NA	0.00461313718775217	3709.4700828599	NA	NA	0.139177921639024
"386"	"PRrico1"	"0.85"	64	0.189679150380924	1018	64	1018	96546.6875438903	1.61854038366192	NA	0.007724182	NA	NA	751.541505271412	NA	0.00356713860062441	3655.08432777267	NA	NA	0.130521754568137
"387"	"PRrico1"	"0.9"	66	0.189679150380924	1018	64	1018	96546.6875438903	1.39416034475883	NA	0.008120383	NA	NA	790.406362241759	NA	0.00263629443688296	3804.56396868802	NA	NA	0.130403171406846
"388"	"PRrico1"	"0.95"	72	0.189679150380924	1018	64	1018	96546.6875438903	1.13624401546243	NA	0.008246153	NA	NA	802.750111214959	NA	0.00174450594074729	3851.64174337894	NA	NA	0.123940367645497
"389"	"PRrico1"	"0.99"	68	0.189679150380924	1018	64	1018	96546.6875438903	0.808144879213357	NA	0.008177417	NA	NA	796.003599968541	NA	0.000879247798199286	3825.93457356113	NA	NA	0.111027870627235
"390"	"PRrico1"	"campo_medio"	84	0.189679150380924	1018	64	1018	96546.6875438903	NA	735.394622447634	NA	0.000157888025730988	15.2458151307973	NA	0.900426593043363	NA	NA	133.457522767098	0.0142175931697588	NA
"391"	"PRrico2"	"0.25"	80	0.226305520677815	961	34	961	108739.80268569	5.92135024326327	NA	0.006271064	NA	NA	686.211265689998	NA	0.0694247067034224	3480.3646454837	NA	NA	0.249103319840312
"392"	"PRrico2"	"0.5"	94	0.226305520677815	961	34	961	108739.80268569	3.37143229931976	NA	0.004880268	NA	NA	533.277033949205	NA	0.0193950861469026	2838.42252235729	NA	NA	0.138014879660512
"393"	"PRrico2"	"0.55"	97	0.226305520677815	961	34	961	108739.80268569	3.08510628147997	NA	0.004879354	NA	NA	533.176669554932	NA	0.0160673604769013	2837.98818857622	NA	NA	0.132148294839588
"394"	"PRrico2"	"0.6"	92	0.226305520677815	961	34	961	108739.80268569	2.78883649826103	NA	0.00489607	NA	NA	535.012247077877	NA	0.0129990076907814	2845.92882159211	NA	NA	0.126526026774595
"395"	"PRrico2"	"0.65"	97	0.226305520677815	961	34	961	108739.80268569	2.543605386344	NA	0.005311772	NA	NA	580.680168077121	NA	0.0107332329778456	3041.53185320915	NA	NA	0.131827554341289
"396"	"PRrico2"	"0.7"	93	0.226305520677815	961	34	961	108739.80268569	2.31327584510872	NA	0.005491818	NA	NA	600.471393495002	NA	0.00882143335687513	3125.17966394786	NA	NA	0.13092038692007
