SiteCode,k,MN,U,GOF,p,d,m_,I,J,S,DA,S_m,S_sd,KS.D_mean,KS.D_sd,KS.p_mean,KS.p_sd
PRanto5,0.6,EE,0.00879178,91,0.896644888231427,1.462212129259326,0.0271966611138273,48.98066070165983,1753,124,1753,174.61,10.408713327367272,0.0835865631612643,0.02552991290074067,0.6835123977779417,0.27017130722511845
PRanto5,0.55,EE,0.007999216,98,0.896644888231427,1.6120452296631587,0.0330782624058113,59.93568401841429,1753,124,1753,202.26,13.311057149011214,0.10026902579380369,0.025257580799238663,0.47084835591671304,0.2676190585598452
PRanto5,0.5,EE,0.007623526,91,0.896644888231427,1.7659081652355122,0.039724257096152,72.4759517740177,1753,124,1753,229.28,14.458634832241984,0.1188200271401484,0.022205728162455734,0.2571007211276148,0.18165144485611803
PRanto5,0.25,EE,0.007318739,97,0.896644888231427,3.0979392267212424,0.123428837219742,246.69682507362796,1753,124,1753,492.36,18.072536226456034,0.27797738993394905,0.016850368477113013,2.0140773763210886e-6,5.156266217264417e-6
PRanto6,0.99,EE,0.005486428,99,0.906465210449369,0.44797619588127047,0.00257330531183348,4.293027308868669,1665,128,1665,25.93,4.652044190623639,0.3067634565740153,0.08129103997314288,0.10837435149343635,0.16295537632317658
PRanto6,0.95,EE,0.009788873,99,0.906465210449369,0.629538239979205,0.00508321062393865,8.501678299688198,1665,128,1665,46.38,5.439808374521584,0.23067651411307735,0.054376152565420936,0.11483197296144135,0.13578421303423654
PRanto6,0.9,EE,0.009813867,99,0.906465210449369,0.7728340566818998,0.00766270131385315,12.849194526028192,1665,128,1665,63.41,7.178946491461873,0.17418452651435387,0.04640324375807042,0.24873111903167255,0.2392051062386742
PRanto6,0.85,EE,0.0105022,99,0.906465210449369,0.887258194777288,0.0101022626683852,16.9817188647251,1665,128,1665,79.75,7.429636259568496,0.1390716447777699,0.036581825583516935,0.37270546183436315,0.26137214383559604
PRanto6,0.8,EE,0.01041135,99,0.906465210449369,1.0140420721288315,0.0131998565826681,22.25836862720296,1665,128,1665,96.95,7.351733115257912,0.10839301748264044,0.02899344267688071,0.5670979998061241,0.2728604803237556
PRanto6,0.75,EE,0.010509936,98,0.906465210449369,1.1266945306063934,0.0163007800691677,27.573975342790533,1665,128,1665,111.95,8.839049037016814,0.08398804651084991,0.020688002639803214,0.758619368344652,0.19933320693435294
PRanto6,0.7,EE,0.0101996,100,0.906465210449369,1.2436292665530229,0.0198672341402079,33.72918318908139,1665,128,1665,132.81,8.69307747346105,0.07685945811009735,0.025219577131938665,0.7813492969305152,0.2436588777363599
PRanto6,0.65,EE,0.009659335,99,0.906465210449369,1.3700931322194072,0.0241238178452036,41.134350472395624,1665,128,1665,152.42,10.955539164451851,0.08348132967157001,0.02682280163918301,0.7020528161555885,0.2753125550292748
PRanto6,0.6,EE,0.0090062,100,0.906465210449369,1.5024067252990956,0.0290228354992603,49.73752219559263,1665,128,1665,174.64,11.443775600735975,0.09957033257950867,0.026495707922762287,0.5024043759176053,0.2726878891909789
PRanto6,0.55,EE,0.008628936,99,0.906465210449369,1.6416940819119734,0.0346738189299319,59.76967768081153,1665,128,1665,200.18,10.561393388328565,0.11681772441905289,0.022120131180921574,0.2879645204071973,0.19953117740946713
PRanto6,0.5,EE,0.009230134,100,0.906465210449369,1.8115965773349954,0.0422550471853286,73.41453307558447,1665,128,1665,230.2,11.62807469928368,0.13790183812475848,0.02247946199346702,0.1255140878494844,0.10749913327647671
PRanto6,0.25,EE,0.008280206,100,0.906465210449369,3.1933456412510193,0.132512261747745,254.18273230293062,1665,128,1665,490.76,13.799516899756545,0.30817858832609807,0.01647618474450486,8.274314957978923e-8,4.5916371284143296e-7
PRanto8,0.99,EE,0.006607091,100,0.955077166221669,0.4674462978139917,0.00295173388623086,4.449590036696134,1504,134,1504,25.93,3.771919105359199,0.33933121549666573,0.08287598666553228,0.06080005192676976,0.10663985131552325
PRanto8,0.95,EE,0.01270611,100,0.955077166221669,0.6604847416429078,0.00589385459883533,8.910983503149685,1504,134,1504,46.43,6.194254424770417,0.2429847996633992,0.05488463376536081,0.08218928598554644,0.10286728716068608
PRanto8,0.9,EE,0.01211876,100,0.955077166221669,0.8122677406993688,0.00891525866891154,13.5201695885031,1504,134,1504,64.71,6.877418766433296,0.19374173719149754,0.042250624214256634,0.13731227626796338,0.14597641855739504
PRanto8,0.85,EE,0.01253063,100,0.955077166221669,0.9412756916747095,0.011973790934403,18.2147068663569,1504,134,1504,81.03,8.21240131469081,0.14808947486974122,0.036813665762417555,0.29391300967428985,0.207161018998876
PRanto8,0.8,EE,0.01336534,100,0.955077166221669,1.0625262494020662,0.0152596438965223,23.290651829509216,1504,134,1504,97.47,8.558125679815362,0.11767241164896755,0.029404035732834084,0.4674271327924448,0.243241304989314
PRanto8,0.75,EE,0.01261646,100,0.955077166221669,1.178863563915838,0.0187872907097392,28.777957795881854,1504,134,1504,114,8.682968351545421,0.10352276122231824,0.02600286651385371,0.5541136311065632,0.26073675887195835
PRanto8,0.7,EE,0.01194691,100,0.955077166221669,1.3040384202443107,0.0229934254908714,35.37245236056168,1504,134,1504,133.52,9.636295025484731,0.09285431709256664,0.026843304008495692,0.6202285651267072,0.2780735215631436
PRanto8,0.65,EE,0.01184466,99,0.955077166221669,1.4412963048918346,0.0280952914189956,43.447904542414214,1504,134,1504,153.18,10.1238592074626,0.10415359367834677,0.03057893318542157,0.467534351930103,0.30072386430437364
PRanto8,0.6,EE,0.01125727,100,0.955077166221669,1.5781375709615593,0.0336923171456274,52.405205472747554,1504,134,1504,176.32,9.750296550786691,0.12049296770024438,0.031416508183678936,0.30256973755060446,0.26452654465469205
PRanto8,0.55,EE,0.01020518,100,0.955077166221669,1.732871434418265,0.0406364208287838,63.66360140378209,1504,134,1504,202.3,12.078447287995623,0.14343395774346893,0.027334810818209744,0.12498930648044197,0.14327380971032233
PRanto8,0.5,EE,0.0108623,100,0.955077166221669,1.899270305835125,0.0488341268215501,77.16602822126222,1504,134,1504,228.98,13.438208755092868,0.16325420880317268,0.022139417232386976,0.03983176643660373,0.05104999577451788
PRanto8,0.25,EE,0.008889574,100,0.955077166221669,3.3695692852578936,0.154470754850073,274.58487789915773,1504,134,1504,494.32,14.330782013948616,0.341569137097134,0.01569882010709625,4.585677193524873e-10,1.96778803186663e-9
PRanto9,0.99,EE,0.005862291,30,0.928261175571598,0.45613646903624,0.00273191045439272,4.363855014984493,1594,134,1594,26.02,5.0110584780769685,0.3894729242969973,0.08658410117436287,0.024107282416736018,0.06894887153114176
PRanto9,0.95,EE,0.01197987,28,0.928261175571598,0.643935370284655,0.00544568459638812,8.722475412039996,1594,134,1594,45.75,6.349063400266693,0.3092258782150591,0.06483046215440089,0.017938085959072106,0.04715164561745628
PRanto9,0.9,EE,0.01195779,32,0.928261175571598,0.7876432635094996,0.00814925189803301,13.088419097741104,1594,134,1594,64.2,7.088189066498171,0.2621258424954218,0.05555060292244812,0.027787075348965885,0.07123848769148186
PRanto9,0.85,EE,0.01176501,31,0.928261175571598,0.9142611757942706,0.0109823224230703,17.68910709747164,1594,134,1594,80.87,7.783244110837646,0.23569421764393336,0.04176896756723884,0.022959770501210713,0.04350364498698811
PRanto9,0.8,EE,0.01181673,28,0.928261175571598,1.026427396494374,0.0138454191685346,22.365411228815216,1594,134,1594,96.15,8.579250279222267,0.20259706559532153,0.03532317868882921,0.04891973010807547,0.09056247965415175
PRanto9,0.75,EE,0.01162824,29,0.928261175571598,1.146256942153456,0.0172714359757659,27.996944951644448,1594,134,1594,112.66,9.138905621549878,0.1796112319112552,0.038961880146649794,0.08826572048475569,0.13337489842633118
PRanto9,0.7,EE,0.01138165,24,0.928261175571598,1.2663817397541044,0.0210873329018335,34.31574893417138,1594,134,1594,130.98,10.156333546664916,0.15428363971176376,0.03866246655235055,0.16580319851504605,0.19143405243522824
PRanto9,0.65,EE,0.0121813,36,0.928261175571598,1.3971195210155831,0.025675162602015,41.97833459140604,1594,134,1594,153.64,9.68547803923404,0.12321529242582281,0.028020171225236624,0.29377437308993076,0.22922978721811044
PRanto9,0.6,EE,0.009377515,31,0.928261175571598,1.5364316365874342,0.0310636887426376,51.07090692349744,1594,134,1594,175.61,11.7601406917991,0.10235824716232089,0.02381148902982145,0.4467843535545275,0.2544602066816954
PRanto9,0.55,EE,0.009645973,36,0.928261175571598,1.6917898665439268,0.0376826076408682,62.37899725031755,1594,134,1594,204.16,11.85409616797485,0.07802591807622446,0.019917854935458723,0.6948008653852934,0.2394897646168617
PRanto9,0.5,EE,0.01012305,38,0.928261175571598,1.8565707959817899,0.0454077090933391,75.77526162188751,1594,134,1594,229.05,12.172476819414854,0.07358263368559684,0.01852819576943149,0.739051627890587,0.22863531607447177
PRanto9,0.25,EE,0.008322057,31,0.928261175571598,3.240325726682573,0.139320045673524,257.8622072493835,1594,134,1594,489.98,14.589313925201587,0.18643252133134547,0.01623571115950864,0.002505059447750174,0.0027461546723256684
PRdiam2,0.99,EE,0.008225905,100,0.448393813206425,0.5470816443042218,0.00185641439328495,2.1295478035048827,1146,84,1091.42857142857,13.94,3.538589572360173,0.36239229273478496,0.10652023191776433,0.18902461808440346,0.23239976757460187
PRdiam2,0.95,EE,0.008095004,100,0.448393813206425,0.7752014444418022,0.00373594527022248,4.29369835647136,1146,84,1091.42857142857,23.94,3.904982572161992,0.2600284526531242,0.07458101000883674,0.25983325973340926,0.26026185566441346
PRdiam2,0.9,EE,0.008134607,100,0.448393813206425,0.9528783648519314,0.0056580567956422,6.515339190191296,1146,84,1091.42857142857,34.25,4.682602660568978,0.2032868277497977,0.05854530314178356,0.364958431232084,0.2687937684470903
PRdiam2,0.85,EE,0.00784157,100,0.448393813206425,1.106913659027176,0.00765380610160865,8.831200280936665,1146,84,1091.42857142857,43.62,6.114695000529051,0.1666520812398818,0.047572352737073845,0.4728215681688872,0.27349184251522335
PRdiam2,0.8,EE,0.007872598,100,0.448393813206425,1.241363848323704,0.00964946253401199,11.156286772675353,1146,84,1091.42857142857,51.91,6.275002515191254,0.13584611139676853,0.050582948927721236,0.6339243464603124,0.30309814623946585
PRdiam2,0.75,EE,0.008372934,100,0.448393813206425,1.3892078408691029,0.0121211115384479,14.048961743819062,1146,84,1091.42857142857,62.01,6.962373622885117,0.11621937056732394,0.03545420060417863,0.7120574951518658,0.26568925504686985
PRdiam2,0.7,EE,0.00647753,100,0.448393813206425,1.5373362296378383,0.0148937068190477,17.311121069731236,1146,84,1091.42857142857,71.58,8.662213308037352,0.10622856525218295,0.0279080071480703,0.754950021673966,0.216052560484233
PRdiam2,0.65,EE,0.006385491,100,0.448393813206425,1.6998705358525734,0.018284027422809,21.32512048689337,1146,84,1091.42857142857,83.67,7.744734281491463,0.09986141660698847,0.024947544321844834,0.7664719241221944,0.21736740824413034
PRdiam2,0.6,EE,0.006949991,100,0.448393813206425,1.8554229856971634,0.0218775992122521,25.61013946501411,1146,84,1091.42857142857,96.67,7.396497942822793,0.11234794707818332,0.027138931689369563,0.6284133062259826,0.25420594517209627
PRdiam2,0.55,EE,0.00715087,100,0.448393813206425,2.0394363131322923,0.0265811831830978,31.266556818956392,1146,84,1091.42857142857,111.36,8.660277365096572,0.1307253701250924,0.02812944906740673,0.4328157024107158,0.22989808814426765
PRdiam2,0.5,EE,0.007258445,100,0.448393813206425,2.2438995215941735,0.0324012227737813,38.34171864326983,1146,84,1091.42857142857,127.28,8.456758698033644,0.15139034898012915,0.027460427441693414,0.24383798130751352,0.1521695825514331
PRdiam2,0.25,EE,0.0054746,100,0.448393813206425,3.933375779378459,0.108526329508479,139.39014847033593,1146,84,1091.42857142857,279.71,13.220962082384112,0.3034441154180198,0.02059557917958119,4.4420154520222746e-05,8.50741060361804e-5
PRdiam3,0.99,EE,0.006500528,97,0.328788995096578,0.5608292222805924,0.00141133837720481,1.5871730358177158,1124,74,1040.74074074074,10.69,3.0107383570389246,0.4036976000784051,0.1292674914911113,0.21481831255619785,0.22360564703631186
PRdiam3,0.95,EE,0.006511368,99,0.328788995096578,0.7966278683827683,0.00285598642268773,3.216458915670609,1124,74,1040.74074074074,19.34,3.7476457256320903,0.32160880791663204,0.10018814027673974,0.19906564857981132,0.24248969740240361
PRdiam3,0.9,EE,0.006572153,98,0.328788995096578,0.9802036949924829,0.00433691828268562,4.891573586373798,1124,74,1040.74074074074,25.8,4.8679533375916515,0.2907037461846981,0.08220082974464658,0.17620306235962643,0.22708682378937928
PRdiam3,0.85,EE,0.006801004,99,0.328788995096578,1.1284774035803162,0.00576484155494304,6.511454570089811,1124,74,1040.74074074074,33.8,4.819992036541474,0.2338278544012684,0.0633989294920625,0.2558106840020804,0.24189895496759398
PRdiam3,0.8,EE,0.006660578,98,0.328788995096578,1.2710855573534545,0.00733714003599117,8.300510266614417,1124,74,1040.74074074074,40.13,5.526163664648818,0.21721286212747906,0.0643522956029384,0.2745238433842505,0.2285006674033945
PRdiam3,0.75,EE,0.006523453,96,0.328788995096578,1.417745504547301,0.00916145480221356,10.383441169854898,1124,74,1040.74074074074,49.39,6.229442960326357,0.17429474196473077,0.05192610016915699,0.4041129704365719,0.3037552442303809
PRdiam3,0.7,EE,0.005919996,100,0.328788995096578,1.5687373202984964,0.0112640462275213,12.793631975496304,1124,74,1040.74074074074,56.32,6.101630846740812,0.1572495481501583,0.04712817718199288,0.4780314341764029,0.2956336244526621
PRdiam3,0.65,EE,0.005688412,99,0.328788995096578,1.728297604945759,0.013739506784149,15.64441263209198,1124,74,1040.74074074074,65.74,6.801099138738495,0.12330491316733093,0.0375727965751275,0.65429628364421355,0.2781630590961324
PRdiam3,0.6,EE,0.006288655,98,0.328788995096578,1.9019085887940432,0.0167375239697003,19.11619722727446,1124,74,1040.74074074074,75.56,6.9679207222757045,0.11347607156876302,0.03565964466681436,0.7029861685990284,0.2602474651814078
PRdiam3,0.55,EE,0.005740401,100,0.328788995096578,2.0844716226442,0.0202441619366477,23.20393813604951,1124,74,1040.74074074074,86.88,7.381768422980025,0.09825105260291074,0.02803416548400679,0.7827855499507009,0.21325980495574737
PRdiam3,0.5,EE,0.006252054,100,0.328788995096578,2.289138096005166,0.0246243769858408,28.351308667776483,1124,74,1040.74074074074,99.36,7.796036288921555,0.08974014471680462,0.022445708614719572,0.8439508205380585,0.17985404804916655
PRdiam3,0.25,EE,0.006272247,100,0.328788995096578,4.010357945033669,0.0843505412761227,103.45187992040435,1124,74,1040.74074074074,229.04,11.240187639973728,0.22824323287434564,0.020844836961146217,0.009883008889890542,0.0128728809663405
PRrico1,0.99,EE,0.008177417,68,0.189679150380924,0.571444724272948,8.79247798199286e-4,0.8949819216527151,1018,64,1018,6.66,2.3016024281734095,0.5842597853535354,0.17735365374442938,0.13971422342587092,0.22069989363051543
PRrico1,0.95,EE,0.008246153,72,0.189679150380924,0.8034458484161165,0.0017445059407472901,1.7772629875800976,1018,64,1018,12.13,3.1515748828838324,0.44188548726600196,0.11466560207231842,0.11616561025998627,0.19149710505726494
PRrico1,0.9,EE,0.008120383,66,0.189679150380924,0.9858202338403436,0.00263629443688296,2.6881983245983467,1018,64,1018,15.65,3.750757499250226,0.42069303673183656,0.1192478109236649,0.10166120530255766,0.17162276624931982
PRrico1,0.85,EE,0.007724182,64,0.189679150380924,1.14448088091162,0.00356713860062441,3.640767077613462,1018,64,1018,20.46,3.8779876068378405,0.37762499947507494,0.10256391516386305,0.09597676404955233,0.16210330997681685
PRrico1,0.8,EE,0.007867778,69,0.189679150380924,1.2986528104611113,0.00461313718775217,4.713303636225396,1018,64,1018,25.91,4.621196224513145,0.34029669691077613,0.0928645237530695,0.09801441722046468,0.1374387304616274
PRrico1,0.75,EE,0.008267952,56,0.189679150380924,1.4378492575129649,0.00568034073648774,5.809908790586478,1018,64,1018,29.77,4.954041305088731,0.3316174390710237,0.07241516658977692,0.06670603018851785,0.0981081241589393
PRrico1,0.7,EE,0.00940207,89,0.189679150380924,1.588414509285225,0.00696954359631334,7.137772856555008,1018,64,1018,35.37,5.392952752800584,0.2912115152634673,0.0697868573118829,0.10766274371965884,0.14823179917476934
PRrico1,0.65,EE,0.009425454,93,0.189679150380924,1.7453634724043918,0.00846717086032747,8.684647156286976,1018,64,1018,41.76,5.425566115786231,0.26254398001993007,0.06237734417069003,0.13504229808684587,0.17162868976998008
PRrico1,0.6,EE,0.009007652,94,0.189679150380924,1.9129851363375658,0.0102462187163081,10.528279488834354,1018,64,1018,47.23,6.058394293386773,0.24944356323469175,0.05759990602007587,0.13467144870268083,0.15512945123042288
PRrico1,0.55,EE,0.00927923,90,0.189679150380924,2.098837746202998,0.0124448240746493,12.815877423820048,1018,64,1018,55.47,7.005704746126472,0.21581009061429854,0.04951066764173758,0.19746816027325745,0.187615413859366
PRrico1,0.5,EE,0.009260774,84,0.189679150380924,2.3295914608673867,0.0155231550049292,16.03597760604724,1018,64,1018,63.79,6.877418766433295,0.19562902957942346,0.04519063818849233,0.24783849735899344,0.22675550630082114
PRrico1,0.25,EE,0.009357154,98,0.189679150380924,4.07007651962382,0.0548487165195354,59.01821822106264,1018,64,1018,158.67,9.858652560214821,0.11845138449195018,0.028890932865043795,0.5565634423034451,0.2567750136272846
PRrico2,0.99,EE,0.002761028,100,0.226305520677815,0.5818673535435068,0.00108760193305139,1.0452346549605618,961,34,961,7.79,2.563516366559059,0.38518231115289936,0.14585827486520192,0.44440137441783084,0.30380146216723786
PRrico2,0.95,EE,0.00251989,100,0.226305520677815,0.8306908251388366,0.00222525846845963,2.14101243577503,961,34,961,13.17,3.156058787587309,0.28712989856720506,0.0832176512879302,0.48742330858352123,0.2671127844372542
PRrico2,0.9,EE,0.00273241,99,0.226305520677815,1.0185369729131608,0.00335831676611409,3.2348477388667893,961,34,961,17.84,3.743600600297187,0.2244305164823909,0.06937244798694588,0.6310518525481794,0.2684421682610521
PRrico2,0.85,EE,0.002878783,100,0.226305520677815,1.1766267607842995,0.00449900753600989,4.338566477848817,961,34,961,22.82,3.924489286724601,0.20278681048817196,0.05291319404423798,0.6414696258248137,0.24689587347418787
PRrico2,0.8,EE,0.002693002,100,0.226305520677815,1.332083091660831,0.00579145551902994,5.592184184225909,961,34,961,28.17,5.077291491424231,0.18914094947376153,0.045761959303471475,0.6434019380644206,0.24638663981107853
PRrico2,0.75,EE,0.002676936,100,0.226305520677815,1.4886813746345688,0.00726899727717363,7.029333592833336,961,34,961,33.66,5.290013461631495,0.1712486621607095,0.0444615152335545,0.694059307846474,0.25090237303107177
PRrico2,0.7,EE,0.005491818,93,0.226305520677815,1.6357330368314174,0.00882143335687513,8.543945871712182,961,34,961,39.62,5.348047883257605,0.19483058119950325,0.04694305665559498,0.5216129382527105,0.267251974531155
PRrico2,0.65,EE,0.005311772,97,0.226305520677815,1.7986006173464701,0.0107332329778456,10.415697769518848,961,34,961,46.18,5.788145321484789,0.20480401402923715,0.04218599726696727,0.4273449064894784,0.24359311158133562
PRrico2,0.6,EE,0.00489607,92,0.226305520677815,1.9720051995409196,0.0129990076907814,12.6433990243047,961,34,961,52.11,6.450894542932817,0.22324685923993726,0.04155902459296918,0.30208316122580203,0.21493019898462262
PRrico2,0.55,EE,0.004879354,97,0.226305520677815,2.1814995723157002,0.0160673604769013,15.676546786070043,961,34,961,61.33,6.9019906365826635,0.24623387609010128,0.0353538848118512,0.17650389265587954,0.1378550586282037
PRrico2,0.5,EE,0.004880268,94,0.226305520677815,2.3839626411603563,0.0193950861469026,18.98754782684662,961,34,961,69.75,7.41739015878744,0.25929592611586416,0.034856259976987616,0.12431937369853963,0.1284262789453168
PRrico2,0.25,EE,0.006271064,80,0.226305520677815,4.187026910792071,0.0694247067034224,71.61990965737434,961,34,961,169.87,8.883823683095203,0.3975373353964249,0.010884387079947338,2.938457985949139e-4,1.5721532321647403e-4
PRrico3,0.99,EE,0.00271209,99,0.169853953773957,0.5358485405165705,6.92055979218698e-4,0.7908752582190197,1143,39,1143,6.32,2.215099696778153,0.46435872460872457,0.1569439088225793,0.32986552254387164,0.27108148882272126
PRrico3,0.95,EE,0.002686498,100,0.169853953773957,0.7607428053707425,0.00139967487240032,1.6006691206283359,1143,39,1143,11.7,3.006726465843549,0.350828886799475,0.10141377583958124,0.3165095680025105,0.25510719470650167
PRrico3,0.9,EE,0.002625496,100,0.169853953773957,0.9327337664037417,0.00211137141301868,2.4162878347272003,1143,39,1143,14.94,3.5924162544803386,0.2997371017953196,0.09632606315691124,0.3907759132179325,0.2863896768944851
PRrico3,0.85,EE,0.002850793,100,0.169853953773957,1.0806464585288824,0.00284415517956023,3.2572894517232287,1143,39,1143,18.81,4.169865438809482,0.250481820149235,0.0747165949513977,0.47923182617808513,0.28433492676162764
PRrico3,0.8,EE,0.002621828,100,0.169853953773957,1.2185334494005378,0.00362996889188593,4.1605270583293175,1143,39,1143,23.06,3.9230476711739097,0.21313613995942207,0.056714885958498905,0.5605608821198954,0.25786613452296075
PRrico3,0.75,EE,0.00268202,100,0.169853953773957,1.3544584308230585,0.00450378818139268,5.166595354244928,1143,39,1143,26.84,4.61818977172623,0.2050644867753036,0.05370899994051703,0.5505791017806638,0.2566921880150971
PRrico3,0.7,EE,0.002693782,100,0.169853953773957,1.4986747522390198,0.00554128890105555,6.363413437258144,1143,39,1143,31.85,4.479752428224334,0.17660194148256733,0.054127314548395235,0.6619313422710317,0.26474465552945986
PRrico3,0.65,EE,0.0041196,88,0.169853953773957,1.6523764909253547,0.00677575538421636,7.790700529836943,1143,39,1143,37.45,5.800339592984139,0.17769120801541816,0.04547225975913119,0.6018343375068234,0.26497228018441543
PRrico3,0.6,EE,0.004408285,89,0.169853953773957,1.8195383477297604,0.00827427663735757,9.528061738504553,1143,39,1143,44.6,5.112867506733783,0.17583132689040867,0.05080986338650955,0.568125272573549,0.2993156679474404
PRrico3,0.55,EE,0.004451173,82,0.169853953773957,1.9934878992816427,0.0100130803272762,11.550594766978996,1143,39,1143,49.51,5.876670190273784,0.18218216278258026,0.06226709756397897,0.5318484775683235,0.3164819257334243
PRrico3,0.5,EE,0.00442435,84,0.169853953773957,2.1957244993211185,0.0122758340196002,14.193236262948352,1143,39,1143,58.08,6.24367154352584,0.19382338203873084,0.05227616994314245,0.4164311435411335,0.2865208679181846
PRrico3,0.25,EE,0.004978066,31,0.169853953773957,3.8389228702889335,0.0428067981130567,51.071574002763064,1143,39,1143,139.01,8.587629110375795,0.3391573288349404,0.027593723050397968,0.003342964874665976,0.0046912114682981605
PRsapo,0.99,EE,0.005993643,100,0.425074364521363,0.47744787631251584,0.00137289565235823,2.033304184312386,1480,122,1480,13.82,3.3314540156793186,0.4084358634069352,0.1304516864961862,0.12672794349422858,0.17164738581808592
PRsapo,0.95,EE,0.010779235,100,0.425074364521363,0.6695374289352882,0.00270467726639063,4.011066316872974,1480,122,1480,24.75,4.288521206828077,0.29608252665979434,0.07019130489091423,0.12959575042714852,0.1704425474569764
PRsapo,0.9,EE,0.01120509,100,0.425074364521363,0.8153672828241626,0.00401828195079847,5.967016158561005,1480,122,1480,34.12,5.295853151859538,0.24151187147603265,0.058922364150230444,0.15947071232717172,0.19544535375275052
PRsapo,0.85,EE,0.01129484,100,0.425074364521363,0.9453716061328695,0.00541193274324668,8.047802694173628,1480,122,1480,41.82,5.583851174538406,0.21742339900770358,0.05111274234635013,0.1705568280058618,0.14514607037187466
PRsapo,0.8,EE,0.01127782,100,0.425074364521363,1.0727037083800992,0.00698267493859419,10.399996025791582,1480,122,1480,51.58,6.95756255937931,0.17768546210197622,0.040533475231496426,0.26816408976883727,0.2007451000740355
PRsapo,0.75,EE,0.010699139,100,0.425074364521363,1.1922043700245142,0.0086442934524528,12.896390197522411,1480,122,1480,61.01,6.022676005118182,0.15641777022038175,0.031854898399311,0.3254866254612464,0.21030943369199803
PRsapo,0.7,EE,0.0117457,100,0.425074364521363,1.3198820639819735,0.0106229625723413,15.880054873055984,1480,122,1480,73.15,7.087298355494708,0.12456075746953175,0.028374200728975774,0.5091804831357022,0.23308144795840835
PRsapo,0.65,EE,0.01155854,100,0.425074364521363,1.4421540796402357,0.012717743722893,19.051839376802647,1480,122,1480,82.52,7.427059453189542,0.1028665238510271,0.02482845969521508,0.677181886350501,0.22233209856846628
PRsapo,0.6,EE,0.0136326,91,0.425074364521363,1.5897758728351612,0.0155120488830489,23.30381014008359,1480,122,1480,97.95,8.048307432327155,0.09096893674332476,0.021593435206913696,0.7415379359514856,0.21143706460491427
PRsapo,0.55,EE,0.01344338,95,0.425074364521363,1.7468484090934133,0.0188105447765274,28.354152785047663,1480,122,1480,112.34,8.587305641574556,0.09226256846077163,0.02520637271697056,0.6844081253294787,0.25303027318802945
PRsapo,0.5,EE,0.01355546,95,0.425074364521363,1.9386024247390699,0.0233042392378842,35.28936155710981,1480,122,1480,131.56,9.06800346651273,0.10910118511683897,0.02410265912666722,0.4748546389724634,0.23859810421136357
PRsapo,0.25,EE,0.0160612,41,0.425074364521363,3.3786165590015846,0.0756415577072613,121.0286602365554,1480,122,1480,305.15,12.999125844735588,0.25555531780762925,0.012440150383947168,4.5850909942749544e-5,7.829563205886761e-5
PRtele,0.99,EE,0.01440014,95,0.633149366825626,0.5699139007185203,0.00291321217719003,3.035671005840599,1040,105,1040,18.4,3.749747466244369,0.39366507029038333,0.10712764446269478,0.078753730575775,0.14435925256992208
PRtele,0.95,EE,0.01481178,96,0.633149366825626,0.7962190176575216,0.00569530562622024,5.951317115494124,1040,105,1040,31.8,4.79267117270703,0.3067544287071876,0.07689256665014581,0.0752300899815011,0.12868591878981409
PRtele,0.9,EE,0.01399144,99,0.633149366825626,0.9794261005104269,0.00863239493976562,9.047156974502439,1040,105,1040,43.51,5.924602019621999,0.2502310192083793,0.0629553418445216,0.1083701576835626,0.13977316922863808
PRtele,0.85,EE,0.01345264,88,0.633149366825626,1.1299436643137308,0.0115085624254625,12.096610962453468,1040,105,1040,56.17,6.7660098203364205,0.21714691135367714,0.052712233442677274,0.13769859053070072,0.17679616036494022
PRtele,0.8,EE,0.01391736,98,0.633149366825626,1.2806488134513987,0.0148112727596493,15.620268453925663,1040,105,1040,65.9,7.214603596214076,0.18281485348844756,0.042607754248556104,0.21025105860632945,0.19816327243389162
PRtele,0.75,EE,0.0147494,97,0.633149366825626,1.426507132182287,0.0184152836787269,19.492438527267016,1040,105,1040,76.73,7.872538897132787,0.15848948894578582,0.0451673752262005,0.31274332884359424,0.26650867109271537
PRtele,0.7,EE,0.01266862,98,0.633149366825626,1.5797624150396516,0.0226393785369982,24.06718030518848,1040,105,1040,91.3,8.307839792641769,0.11861320833468163,0.03678980701856858,0.5477339471979521,0.2896630571685379
PRtele,0.65,EE,0.01251726,96,0.633149366825626,1.726602126681538,0.027112849840576,28.955312010999727,1040,105,1040,103.6,8.379870059984357,0.10391781911852159,0.031166840231668578,0.6348828867344561,0.2771694777204961
PRtele,0.6,EE,0.01264794,99,0.633149366825626,1.9017625324995797,0.0330035085196216,35.46098217935741,1040,105,1040,119.76,8.660977153446675,0.0798391960912085,0.025809103915384882,0.8202249905369726,0.21919903782033714
PRtele,0.55,EE,0.01289072,99,0.633149366825626,2.0911764159535635,0.0400653593262604,43.365356948435156,1040,105,1040,137.89,9.187051713793668,0.06689296057474113,0.020599640628883375,0.8937423937735277,0.1752748164100754
PRtele,0.5,EE,0.0123754,94,0.633149366825626,2.2933180833994675,0.0484132683503775,52.860537188073536,1040,105,1040,156.65,10.164679388485753,0.07437318710347439,0.020128349658781037,0.8265891066470568,0.19879530318834357
PRtele,0.25,EE,0.01207861,100,0.633149366825626,4.012787300078309,0.157325865869852,193.9795800277052,1040,105,1040,342.46,12.563712376796465,0.24562212865545238,0.01557399872993912,2.477431764919769e-4,3.360459176731762e-4
