SiteCode,k,MN,U,GOF,p,d,m_,I,J,S,DA,S_m,S_sd,KS.D_mean,KS.D_sd,KS.p_mean,KS.p_sd
BAlenc4,0.95,EE,0.008031126,100,0.159514416903022,0.8728522504981273,0.00170871792639822,1.5267852356491263,893,61,866.990291262136,10.38,3.2091409845293266,0.40841299784272306,0.1453200347852179,0.23851715681434182,0.2648784068309412
BAlenc4,0.9,EE,0.008627131,100,0.159514416903022,1.0740599211925346,0.00259932778476115,2.324642892868025,893,61,866.990291262136,13.92,3.003970436578626,0.3359411074391725,0.09494057572931071,0.2600941579521735,0.254788525416381
BAlenc4,0.85,EE,0.008622259,100,0.159514416903022,1.2390789458420606,0.00347515826535277,3.1106511778459915,893,61,866.990291262136,17.7,3.6639108100829128,0.30920576156686547,0.0942978388811883,0.2558119351591476,0.24442396221490964
BAlenc4,0.8,EE,0.008657614,100,0.159514416903022,1.399328533972889,0.00445462840383223,3.9913083316811084,893,61,866.990291262136,21.53,4.6022721661054655,0.2728379423274004,0.08501784355943807,0.3063629794933282,0.2762946905583103
BAlenc4,0.75,EE,0.01104252,93,0.159514416903022,1.5561471906032882,0.00553978515794113,4.969015639975401,893,61,866.990291262136,25.3,3.58024884863913,0.22596540254763992,0.05838444370672981,0.3949654283060451,0.2584037475196481
BAlenc4,0.7,EE,0.01204682,92,0.159514416903022,1.7213762449408705,0.00682318874011218,6.128097522191793,893,61,866.990291262136,30.87,5.139773606616611,0.21480476290403092,0.0646955268971056,0.3919050350708896,0.2570814063370993
BAlenc4,0.65,EE,0.01222075,93,0.159514416903022,1.8921961716197153,0.00830678359692837,7.471716903878133,893,61,866.990291262136,35.15,5.168621331133329,0.17954120675872273,0.051268532023860044,0.5180721915089447,0.2765337101405795
BAlenc4,0.6,EE,0.01197783,96,0.159514416903022,2.0827508845327536,0.010158165027248,9.154071776077886,893,61,866.990291262136,41.6,5.6586395909442775,0.16855710293407491,0.04822462363851827,0.5319362318191299,0.26300484005168867
BAlenc4,0.55,EE,0.0111799,94,0.159514416903022,2.28326056747564,0.0123415068832675,11.146184857009565,893,61,866.990291262136,47.43,5.0136278927005185,0.14676748885209917,0.040864522433641554,0.6164609648376506,0.26563380092263994
BAlenc4,0.5,EE,0.01303892,79,0.159514416903022,2.505883019220217,0.0150658345263937,13.644286967221975,893,61,866.990291262136,55.31,6.243695810474544,0.1300845317890984,0.03568567621542754,0.6972800854291531,0.2509605333372263
BAlenc4,0.25,EE,0.0136963,63,0.159514416903022,4.425156700745524,0.0564796572764088,53.395620644626284,893,61,866.990291262136,142.41,8.942120282769359,0.26083100265761067,0.029341767072313236,0.012332019815194129,0.0178932868866869
BAuruc,0.99,EE,0.01260902,99,0.769444718591026,0.4279868634537816,0.00199440225140413,3.5631255198123126,1784,230,1784,22.57,4.269352847607438,0.4062014044377607,0.09117846386472286,0.02718709197212921,0.07510754809405645
