"","Site","k","MN","GOF","U","S","p","m_","J","DA","S_m","S_sd"
"429","PRvent","0.6","EE",99,0.01792221,101,0.340772625042584,0.0151184613130686,1241,1241,96.01,8.22474094645926
"430","PRvent","0.55","EE",98,0.01870922,101,0.340772625042584,0.0182425121671566,1241,1241,99.38,7.99845944762825
"431","PRvent","0.5","EE",96,0.01852297,101,0.340772625042584,0.0221344865471332,1241,1241,99.8,9.31600122305052
"432","PRvent","0.25","EE",51,0.02382241,101,0.340772625042584,0.074715165178695,1241,1241,100.56,8.29058124462558
"433","RScach1","0.99","EE",100,0.0008624587,30,0.151225472114475,0.000465856573290434,1547,1547,30.06,3.83450574956334
"434","RScach1","0.95","EE",96,0.0009608133,30,0.151225472114475,0.000917164699189362,1547,1547,29.41,4.83483780138037
"435","RScach1","0.9","EE",100,0.0009535156,30,0.151225472114475,0.00138169271556601,1547,1547,29.26,4.92698198851503
"436","RScach1","0.85","EE",97,0.001056287,30,0.151225472114475,0.0018380993178558,1547,1547,30.97,5.17658871333919
"437","RScach1","0.8","EE",95,0.0010460986,30,0.151225472114475,0.00236893101317391,1547,1547,30.63,4.61367094578272
"438","RScach1","0.75","EE",97,0.0010566587,30,0.151225472114475,0.00298455864909822,1547,1547,30.5,4.54050235284177
"439","RScach1","0.7","EE",98,0.0010465226,30,0.151225472114475,0.00362821572662948,1547,1547,30.92,4.42828374990774
"440","RScach1","0.65","EE",98,0.0010207414,30,0.151225472114475,0.00436199087950961,1547,1547,30.1,4.693644962106
"441","RScach1","0.6","EE",100,0.002159432,30,0.151225472114475,0.00530394581832366,1547,1547,30.84,4.95172656349237
"442","RScach1","0.55","EE",99,0.002056695,30,0.151225472114475,0.00642860278471523,1547,1547,28.53,5.18633597138489
"443","RScach1","0.5","EE",99,0.002016552,30,0.151225472114475,0.00792522269991481,1547,1547,29.39,4.53693039110557
"444","RScach1","0.25","EE",99,0.002511996,30,0.151225472114475,0.0273506695214566,1547,1547,30.31,5.34788733893105
"445","RScach2","0.99","EE",99,0.001567584,48,0.104325049309665,0.000260996755142191,1904,1904,46.08,5.64376835209607
"446","RScach2","0.95","EE",100,0.002977412,48,0.104325049309665,0.000517489418691699,1904,1904,47.61,6.88123638174232
"447","RScach2","0.9","EE",100,0.002861144,48,0.104325049309665,0.000775895228456221,1904,1904,46.21,6.10562747542682
"448","RScach2","0.85","EE",99,0.002881508,48,0.104325049309665,0.00103282360896239,1904,1904,46.7,6.48463607695182
"449","RScach2","0.8","EE",100,0.002932533,48,0.104325049309665,0.0013267653817048,1904,1904,47.03,5.42432791535812
"450","RScach2","0.75","EE",99,0.003065704,48,0.104325049309665,0.00165767865893992,1904,1904,49.07,5.43883343106857
"451","RScach2","0.7","EE",99,0.002954912,48,0.104325049309665,0.00204065184807538,1904,1904,47.43,5.5181152542871
"452","RScach2","0.65","EE",100,0.002960674,48,0.104325049309665,0.00247102720288711,1904,1904,49.05,5.95839955462247
"453","RScach2","0.6","EE",99,0.00292493,48,0.104325049309665,0.00298884888491989,1904,1904,48.09,6.28465342615396
"454","RScach2","0.55","EE",92,0.005207363,48,0.104325049309665,0.00357839376850751,1904,1904,49.08,6.49581061573962
"455","RScach2","0.5","EE",86,0.005163602,48,0.104325049309665,0.00442811255965093,1904,1904,48.48,6.57125666379074
"456","RScach2","0.25","EE",60,0.006136853,48,0.104325049309665,0.0144830405736284,1904,1904,48.28,6.91080255246754
"457","RScach3","0.99","EE",100,0.007354236,71,0.102843143491402,0.000390581878382154,1228,1228,70.49,7.841221044885
"458","RScach3","0.95","EE",100,0.00758768,71,0.102843143491402,0.000785083804192937,1228,1228,73.48,6.51723433937613
"459","RScach3","0.9","EE",100,0.007345406,71,0.102843143491402,0.00118041264592391,1228,1228,70.79,7.35574399343599
"460","RScach3","0.85","EE",98,0.007332359,71,0.102843143491402,0.0015960342307235,1228,1228,71.55,7.73993318166027
"461","RScach3","0.8","EE",100,0.007372781,71,0.102843143491402,0.00203814089853559,1228,1228,70.93,6.85676691489893
"462","RScach3","0.75","EE",100,0.00726024,71,0.102843143491402,0.00254577930542477,1228,1228,71.55,7.12425789153162
"463","RScach3","0.7","EE",100,0.007175224,71,0.102843143491402,0.00310177821366812,1228,1228,70.41,7.58932663599866
"464","RScach3","0.65","EE",73,0.00960878,71,0.102843143491402,0.00378614079072274,1228,1228,68.22,7.04327173745815
"465","RScach3","0.6","EE",68,0.01030596,71,0.102843143491402,0.00457989783852035,1228,1228,72.17,7.57061704382426
"466","RScach3","0.55","EE",72,0.010230032,71,0.102843143491402,0.00559258607087941,1228,1228,71.39,6.43992439882847
"467","RScach3","0.5","EE",77,0.010067776,71,0.102843143491402,0.0069013364272542,1228,1228,69.86,7.32509178761397
"468","RScach3","0.25","EE",33,0.0119119,71,0.102843143491402,0.0238796717929921,1228,1228,71.34,6.55084233923664
"469","RScach4","0.99","EE",95,0.004828974,48,0.072361253275373,0.000310770273523226,1095,1095,46.88,5.61433950530319
"470","RScach4","0.95","EE",93,0.004930988,48,0.072361253275373,0.00062860228013065,1095,1095,47.37,5.64014291673643
"471","RScach4","0.9","EE",99,0.005010046,48,0.072361253275373,0.000939106760773718,1095,1095,48.26,5.60054109939929
"472","RScach4","0.85","EE",94,0.004768326,48,0.072361253275373,0.001259495045642,1095,1095,47.36,5.40579561791105
"473","RScach4","0.8","EE",95,0.004736646,48,0.072361253275373,0.00161291193988021,1095,1095,46.87,6.23391667988249
"474","RScach4","0.75","EE",91,0.004801374,48,0.072361253275373,0.00203151814866461,1095,1095,46.94,6.30507251298028
"475","RScach4","0.7","EE",100,0.006435116,48,0.072361253275373,0.00247794180028432,1095,1095,47.36,7.0732387963865
"476","RScach4","0.65","EE",100,0.006430184,48,0.072361253275373,0.00299070841096024,1095,1095,47.61,5.6387816579345
"477","RScach4","0.6","EE",99,0.006399908,48,0.072361253275373,0.0036592262170328,1095,1095,48.28,7.14083434561502
"478","RScach4","0.55","EE",98,0.006534364,48,0.072361253275373,0.00447836043926833,1095,1095,49.22,6.69174072565532
"479","RScach4","0.5","EE",99,0.00608726,48,0.072361253275373,0.00550993405122442,1095,1095,46.82,5.99390262574132
"480","RScach4","0.25","EE",74,0.008049706,48,0.072361253275373,0.0200821174628017,1095,1095,50.47,6.79193669290314
"481","RScama","0.99","EE",100,0.001846616,69,0.559289827066303,0.0011448127202798,2236,2236,67.49,6.87624368916106
"482","RScama","0.95","EE",100,0.002315383,69,0.559289827066303,0.00232239511544389,2236,2236,70,7.64093177458341
"483","RScama","0.9","EE",100,0.002254346,69,0.559289827066303,0.00351553982712437,2236,2236,69,7.3717999391895
"484","RScama","0.85","EE",99,0.002250806,69,0.559289827066303,0.00474377559060436,2236,2236,69.3,6.76070045979488
"485","RScama","0.8","EE",100,0.002282848,69,0.559289827066303,0.00604640455705187,2236,2236,68.78,6.23541530616879
"486","RScama","0.75","EE",100,0.002297244,69,0.559289827066303,0.00748651918901681,2236,2236,68.87,6.16712529007108
"487","RScama","0.7","EE",100,0.002423384,69,0.559289827066303,0.00909713354273175,2236,2236,69.57,6.44832606890417
"488","RScama","0.65","EE",100,0.002152618,69,0.559289827066303,0.0110784390964747,2236,2236,66.8,7.04960776901593
"489","RScama","0.6","EE",98,0.002183161,69,0.559289827066303,0.0134564571665497,2236,2236,65.95,6.76798016808232
"490","RScama","0.55","EE",100,0.00235622,69,0.559289827066303,0.0163034736701908,2236,2236,70.52,6.5666435932528
"491","RScama","0.5","EE",99,0.002855118,69,0.559289827066303,0.0197270835539998,2236,2236,67.12,7.68874291914925
"492","RScama","0.25","EE",92,0.003253156,69,0.559289827066303,0.0622403159935939,2236,2236,68.94,6.92939865042888
"493","RScamb1","0.99","EE",92,0.003723626,42,0.327940858999573,0.00131789890493532,1178,1178,42.11,5.84288395651436
"494","RScamb1","0.95","EE",96,0.003645766,42,0.327940858999573,0.00260579276525852,1178,1178,41.81,5.54812735720055
"495","RScamb1","0.9","EE",92,0.003862042,42,0.327940858999573,0.00390271974406998,1178,1178,42.26,5.01637721907358
"496","RScamb1","0.85","EE",94,0.003817591,42,0.327940858999573,0.00530034630343954,1178,1178,41.85,5.73202063901209
"497","RScamb1","0.8","EE",91,0.00363519,42,0.327940858999573,0.00678029279725628,1178,1178,40.51,5.23873490781347
"498","RScamb1","0.75","EE",90,0.00346178,42,0.327940858999573,0.00839739860632815,1178,1178,40.13,5.45626319753804
"499","RScamb1","0.7","EE",94,0.004034571,42,0.327940858999573,0.0103031565585451,1178,1178,43.84,5.1575579531794
"500","RScamb1","0.65","EE",100,0.006023077,42,0.327940858999573,0.012651088417071,1178,1178,40.9,5.20586305054312
"501","RScamb1","0.6","EE",100,0.00618101,42,0.327940858999573,0.0151609859595262,1178,1178,41.03,5.25982486170001
"502","RScamb1","0.55","EE",100,0.005867936,42,0.327940858999573,0.0185600436319091,1178,1178,40.1,5.32859638121892
"503","RScamb1","0.5","EE",100,0.005910709,42,0.327940858999573,0.022682802216162,1178,1178,41.17,6.2749381259777
"504","RScamb1","0.25","EE",100,0.008044858,42,0.327940858999573,0.0772618488842513,1178,1178,42.22,5.61667790665182
"505","RSfaxi","0.99","EE",100,0.006114416,74,0.470118159409467,0.00183263425928182,1211,1211,73.21,6.89941440934803
"506","RSfaxi","0.95","EE",99,0.006646834,74,0.470118159409467,0.00366633811881063,1211,1211,77.22,7.0475728324213
"507","RSfaxi","0.9","EE",100,0.005897177,74,0.470118159409467,0.00550982103428387,1211,1211,72.11,7.26955044252144
"508","RSfaxi","0.85","EE",100,0.006166849,74,0.470118159409467,0.00731469803202389,1211,1211,73.77,6.7984772507741
"509","RSfaxi","0.8","EE",99,0.006192002,74,0.470118159409467,0.00933507818063005,1211,1211,74.94,6.92939865042888
"510","RSfaxi","0.75","EE",100,0.006096784,74,0.470118159409467,0.0116748146792873,1211,1211,73.75,6.15026483785516
"511","RSfaxi","0.7","EE",100,0.006043224,74,0.470118159409467,0.0144103045360227,1211,1211,72.75,6.40450441233955
"512","RSfaxi","0.65","EE",80,0.008471516,74,0.470118159409467,0.0172620957480236,1211,1211,74.48,7.03451806767489
"513","RSfaxi","0.6","EE",86,0.008329698,74,0.470118159409467,0.0210894710861665,1211,1211,72.95,7.78417846297439
"514","RSfaxi","0.55","EE",80,0.00812527,74,0.470118159409467,0.0255293540741213,1211,1211,72.83,8.41842015937658
"515","RSfaxi","0.5","EE",80,0.008109958,74,0.470118159409467,0.0310738727223514,1211,1211,72.69,7.72728995838839
"516","RSfaxi","0.25","EE",19,0.009765052,74,0.470118159409467,0.102189097598408,1211,1211,70.86,7.61977756243646
"517","RSmaqu4","0.99","EE",92,0.003365572,85,0.310748079531233,0.00093986720867004,1531,1531,86.88,7.48639169467245
"518","RSmaqu4","0.95","EE",86,0.005391195,85,0.310748079531233,0.00191002476176735,1531,1531,83.48,7.09741737065909
"519","RSmaqu4","0.9","EE",75,0.005341769,85,0.310748079531233,0.00286565546937258,1531,1531,82.64,7.29261422414639
"520","RSmaqu4","0.85","EE",86,0.005612319,85,0.310748079531233,0.00383805126609123,1531,1531,86.04,7.19275729993426
"521","RSmaqu4","0.8","EE",78,0.005514197,85,0.310748079531233,0.0049185789147343,1531,1531,84.21,8.19743123105518
"522","RSmaqu4","0.75","EE",82,0.005455416,85,0.310748079531233,0.00610487649504676,1531,1531,84.16,6.62825296543044
"523","RSmaqu4","0.7","EE",73,0.0056808,85,0.310748079531233,0.00760894762511376,1531,1531,84.92,6.8529725173265
"524","RSmaqu4","0.65","EE",66,0.005179805,85,0.310748079531233,0.00910829070801509,1531,1531,81,7.16754751457829
"525","RSmaqu4","0.6","EE",87,0.005170002,85,0.310748079531233,0.0109906742348233,1531,1531,85.26,6.97270290910102
"526","RSmaqu4","0.55","EE",88,0.005286564,85,0.310748079531233,0.0134855027157498,1531,1531,86.26,6.84698562297396
"527","RSmaqu4","0.5","EE",92,0.005301116,85,0.310748079531233,0.0163068278065592,1531,1531,86.25,6.66420409063349
"528","RSmaqu4","0.25","EE",97,0.005034026,85,0.310748079531233,0.0526925478810645,1531,1531,83.37,8.27269452762972
"529","RSmorr1","0.99","EE",100,0.002225502,109,0.658177286403532,0.0010927627602766,2810,2810,107.91,8.17373843476778
"530","RSmorr1","0.95","EE",100,0.002252317,109,0.658177286403532,0.0022025549244612,2810,2810,110.2,9.62530335347747
"531","RSmorr1","0.9","EE",99,0.003799416,109,0.658177286403532,0.00331104930868619,2810,2810,109.78,7.75323979203064
"532","RSmorr1","0.85","EE",100,0.003879495,109,0.658177286403532,0.00439751341723495,2810,2810,112.39,8.56808147732152
"533","RSmorr1","0.8","EE",100,0.003702156,109,0.658177286403532,0.00564162596373946,2810,2810,108.82,9.61205051752825
"534","RSmorr1","0.75","EE",100,0.003659452,109,0.658177286403532,0.00696241065990256,2810,2810,105.79,7.82807044351843
"535","RSmorr1","0.7","EE",100,0.003712032,109,0.658177286403532,0.00850539084554315,2810,2810,108.83,7.79672943605137
"536","RSmorr1","0.65","EE",99,0.003506961,109,0.658177286403532,0.0102951417774099,2810,2810,106.13,9.50136088072959
"537","RSmorr1","0.6","EE",100,0.003582788,109,0.658177286403532,0.0126124614971597,2810,2810,108.32,9.13300154230345
"538","RSmorr1","0.55","EE",100,0.003861012,109,0.658177286403532,0.015179619115351,2810,2810,111.34,7.56549850814655
"539","RSmorr1","0.5","EE",99,0.003747233,109,0.658177286403532,0.018369011654331,2810,2810,109.08,7.90304889382457
"540","RSmorr1","0.25","EE",100,0.00362362,109,0.658177286403532,0.0570182793577457,2810,2810,109.16,9.28528759148394
"541","RSpet1","0.99","EE",96,0.009567766,69,0.722472122747256,0.00406690326039444,826,826,70.38,6.05159633335025
"542","RSpet1","0.95","EE",92,0.009176766,69,0.722472122747256,0.00821794929626097,826,826,68.56,6.61391248685968
"543","RSpet1","0.9","EE",92,0.009137108,69,0.722472122747256,0.0123265184786462,826,826,68.17,5.68722651690131
"544","RSpet1","0.85","EE",83,0.008112884,69,0.722472122747256,0.016668956040824,826,826,63.83,6.88734016478456
"545","RSpet1","0.8","EE",82,0.007841348,69,0.722472122747256,0.0212896198971425,826,826,63.42,6.28318262016821
"546","RSpet1","0.75","EE",91,0.007251158,69,0.722472122747256,0.0261246029775426,826,826,69.35,6.46415915145609
"547","RSpet1","0.7","EE",99,0.007586645,69,0.722472122747256,0.0319416077888813,826,826,69.87,6.42384289781106
"548","RSpet1","0.65","EE",91,0.006680907,69,0.722472122747256,0.0392172393556051,826,826,66.34,5.85898257103371
"549","RSpet1","0.6","EE",91,0.006745305,69,0.722472122747256,0.0473221260207954,826,826,65.3,5.94163532228547
"550","RSpet1","0.55","EE",93,0.007175525,69,0.722472122747256,0.0567547732085765,826,826,68.74,6.98572859767713
"551","RSpet1","0.5","EE",94,0.00592381,69,0.722472122747256,0.0692898006622664,826,826,69.63,6.66462847631229
"552","RSpet1","0.25","EE",98,0.005263408,69,0.722472122747256,0.22305666191322,826,826,69.42,7.49030349616399
"553","RSrioz1","0.99","EE",100,0.006482094,76,0.92867367679881,0.00351221799029555,1205,1205,77.42,6.83008792111061
"554","RSrioz1","0.95","EE",100,0.006522602,76,0.92867367679881,0.00722653716447267,1205,1205,76.5,7.40120110372484
"555","RSrioz1","0.9","EE",100,0.006689097,76,0.92867367679881,0.0107984704110233,1205,1205,77.4,7.06678101679923
"556","RSrioz1","0.85","EE",99,0.006193808,76,0.92867367679881,0.0142950388659823,1205,1205,74.32,7.29865076779969
"557","RSrioz1","0.8","EE",99,0.006084368,76,0.92867367679881,0.0185749897664932,1205,1205,73.88,7.33371899812328
"558","RSrioz1","0.75","EE",100,0.006499831,76,0.92867367679881,0.0230184253997344,1205,1205,76.52,6.89236145777675
"559","RSrioz1","0.7","EE",100,0.006597978,76,0.92867367679881,0.0278034748381526,1205,1205,77.52,6.1652004809006
"560","RSrioz1","0.65","EE",100,0.00516832,76,0.92867367679881,0.0339419567836417,1205,1205,72.93,7.85892659799844
"561","RSrioz1","0.6","EE",100,0.005817044,76,0.92867367679881,0.0408863093881411,1205,1205,78.96,6.96589092389741
"562","RSrioz1","0.55","EE",100,0.005734465,76,0.92867367679881,0.0498354449219493,1205,1205,77.2,6.53970005181253
"563","RSrioz1","0.5","EE",100,0.005341136,76,0.92867367679881,0.0602886191883921,1205,1205,73.72,6.88150793904588
"564","RSrioz1","0.25","EE",100,0.004889304,76,0.92867367679881,0.186099675911964,1205,1205,77.46,8.5154879691968
"565","RSsetape","0.99","EE",100,0.001298004,45,0.493985431841831,0.00133177460336752,1733,1733,45.16,5.47855322640434
"566","RSsetape","0.95","EE",97,0.001465506,45,0.493985431841831,0.0026730853294914,1733,1733,45.13,5.22746244715002
"567","RSsetape","0.9","EE",98,0.001429292,45,0.493985431841831,0.00403450494729239,1733,1733,43.62,5.54099506069318
"568","RSsetape","0.85","EE",98,0.001417472,45,0.493985431841831,0.00542177312158642,1733,1733,44.84,5.44155355119336
"569","RSsetape","0.8","EE",95,0.00146808,45,0.493985431841831,0.00692295383593904,1733,1733,45,4.91133506505228
"570","RSsetape","0.75","EE",98,0.001560638,45,0.493985431841831,0.00870280189424677,1733,1733,47.11,5.46780291221883
"571","RSsetape","0.7","EE",98,0.001365359,45,0.493985431841831,0.0104301492320732,1733,1733,43.01,5.51489260131513
"572","RSsetape","0.65","EE",97,0.001329174,45,0.493985431841831,0.0127998990460346,1733,1733,43.6,5.15614764973411
"573","RSsetape","0.6","EE",96,0.001530876,45,0.493985431841831,0.015337302624316,1733,1733,46.87,5.90609170195648
"574","RSsetape","0.55","EE",100,0.002211292,45,0.493985431841831,0.0185096367040179,1733,1733,48.08,6.58691693795168
"575","RSsetape","0.5","EE",100,0.002010646,45,0.493985431841831,0.0225523166818976,1733,1733,44.68,5.91160474888762
"576","RSsetape","0.25","EE",100,0.002331936,45,0.493985431841831,0.0723232567363074,1733,1733,46.2,5.19712430196748
"577","RSsini","0.99","EE",100,0.008595295,69,0.73052961024989,0.00332653490603088,1024,1024,70.27,6.08833128022595
"578","RSsini","0.95","EE",100,0.008081045,69,0.73052961024989,0.00666427986085234,1024,1024,68.39,6.64830045875628
"579","RSsini","0.9","EE",100,0.008921971,69,0.73052961024989,0.0101560988558897,1024,1024,70.97,6.35078138833516
"580","RSsini","0.85","EE",100,0.0081549,69,0.73052961024989,0.0134472294373894,1024,1024,68.39,6.85623656228253
"581","RSsini","0.8","EE",100,0.008421375,69,0.73052961024989,0.0171935564888744,1024,1024,68.16,6.73858181285089
"582","RSsini","0.75","EE",100,0.008699257,69,0.73052961024989,0.0213565037010556,1024,1024,70.97,6.24977575355284
"583","RSsini","0.7","EE",100,0.007727845,69,0.73052961024989,0.0260674973253875,1024,1024,67.86,7.19710940853228
"584","RSsini","0.65","EE",100,0.008200936,69,0.73052961024989,0.0314647906315151,1024,1024,72,7.02520713954652
"585","RSsini","0.6","EE",100,0.007338891,69,0.73052961024989,0.0387568411366688,1024,1024,67.12,6.76933071904737
"586","RSsini","0.55","EE",100,0.006927367,69,0.73052961024989,0.0467103720189952,1024,1024,64.83,7.27255113423068
"587","RSsini","0.5","EE",99,0.00786757,69,0.73052961024989,0.0569484867652522,1024,1024,70.32,6.31477344299569
"588","RSsini","0.25","EE",100,0.006448055,69,0.73052961024989,0.180759316320809,1024,1024,69.42,7.039828969456
"589","RSsmar2","0.99","EE",99,0.001986731,58,0.36114979447901,0.00118359665443004,1427,1427,56.33,6.49639371598823
"590","RSsmar2","0.95","EE",100,0.003236513,58,0.36114979447901,0.00236273592436181,1427,1427,58.4,6.39917924030066
"591","RSsmar2","0.9","EE",99,0.003444638,58,0.36114979447901,0.00355070931296472,1427,1427,60.09,5.92221464172199
"592","RSsmar2","0.85","EE",100,0.003443492,58,0.36114979447901,0.00479791812324448,1427,1427,61.78,6.97409347499586
"593","RSsmar2","0.8","EE",98,0.003270635,58,0.36114979447901,0.00610124668478407,1427,1427,58.12,6.46869696337991
"594","RSsmar2","0.75","EE",99,0.003368338,58,0.36114979447901,0.00768164249949369,1427,1427,59.94,6.18375192571532
"595","RSsmar2","0.7","EE",97,0.002677506,58,0.36114979447901,0.0093073775912432,1427,1427,53.28,5.97651971290883
"596","RSsmar2","0.65","EE",100,0.003152173,58,0.36114979447901,0.0112932068464162,1427,1427,57.63,5.66694295226645
"597","RSsmar2","0.6","EE",100,0.003120736,58,0.36114979447901,0.0137174432069283,1427,1427,57.73,6.58258338651354
"598","RSsmar2","0.55","EE",98,0.003081916,58,0.36114979447901,0.0167625710088706,1427,1427,56.26,6.18179144379244
"599","RSsmar2","0.5","EE",100,0.003078164,58,0.36114979447901,0.0203079348381722,1427,1427,56.67,6.22158997509333
"600","RSsmar2","0.25","EE",99,0.003372243,58,0.36114979447901,0.0675955896073528,1427,1427,59,6.37862592466972
"601","RSvsol","0.99","EE",16,0.0010922728,55,0.666613829015203,0.00169405721059936,1855,1855,55,6.44322524169003
"602","RSvsol","0.95","EE",22,0.00209752,55,0.666613829015203,0.00337587138731766,1855,1855,57.36,6.51109387386969
"603","RSvsol","0.9","EE",18,0.001834683,55,0.666613829015203,0.00504338313092783,1855,1855,52.85,5.61990510002912
"604","RSvsol","0.85","EE",21,0.001982818,55,0.666613829015203,0.00680420319677337,1855,1855,54.26,6.13092838225035
"605","RSvsol","0.8","EE",21,0.001992492,55,0.666613829015203,0.00861328225873394,1855,1855,55.76,5.66598926432396
"606","RSvsol","0.75","EE",15,0.001866664,55,0.666613829015203,0.0107020456645083,1855,1855,53.08,4.73047288728873
"607","RSvsol","0.7","EE",25,0.001974078,55,0.666613829015203,0.0130580342348288,1855,1855,55.73,6.23424073771278
"608","RSvsol","0.65","EE",22,0.00187643,55,0.666613829015203,0.0162243972690143,1855,1855,53.39,5.00281738805064
"609","RSvsol","0.6","EE",13,0.001797436,55,0.666613829015203,0.0192797001705289,1855,1855,50.72,5.06937726536365
"610","RSvsol","0.55","EE",39,0.001875262,55,0.666613829015203,0.0231489411050779,1855,1855,53.02,6.56279689083115
"611","RSvsol","0.5","EE",36,0.002029582,55,0.666613829015203,0.0283611031053925,1855,1855,55.64,5.87843172929308
"612","RSvsol","0.25","EE",79,0.001969774,55,0.666613829015203,0.0902658041245879,1855,1855,55.28,5.97989898904588
"613","SCarar","0.99","EE",100,0.0007575396,26,0.0359928114764424,8.25481892870668e-05,2034,2034,25.13,4.0939842538421
"614","SCarar","0.95","EE",99,0.0008683944,26,0.0359928114764424,0.000165136919866476,2034,2034,26.05,4.51792166395304
"615","SCarar","0.9","EE",97,0.0008458029,26,0.0359928114764424,0.000251372221931213,2034,2034,26.39,3.9335259326241
"616","SCarar","0.85","EE",96,0.0008425542,26,0.0359928114764424,0.000336725981332985,2034,2034,26.19,4.21324271095485
"617","SCarar","0.8","EE",100,0.0008848192,26,0.0359928114764424,0.000431623193221815,2034,2034,26.34,3.89825135623187
"618","SCarar","0.75","EE",100,0.0008189629,26,0.0359928114764424,0.000537631738499833,2034,2034,24.5,3.96830880192995
"619","SCarar","0.7","EE",100,0.0008473808,26,0.0359928114764424,0.000656386398699907,2034,2034,25.51,4.07628024135493
"620","SCarar","0.65","EE",96,0.0009082212,26,0.0359928114764424,0.000796285088264104,2034,2034,26.43,4.31875169020125
"621","SCarar","0.6","EE",99,0.0008769925,26,0.0359928114764424,0.000972375980631508,2034,2034,25.95,4.45941292507922
"622","SCarar","0.55","EE",97,0.0009321704,26,0.0359928114764424,0.00117565508980768,2034,2034,27.48,3.76716274555734
"623","SCarar","0.5","EE",100,0.001285053,26,0.0359928114764424,0.00142613591655348,2034,2034,26.6,4.62098856886006
"624","SCarar","0.25","EE",100,0.001493321,26,0.0359928114764424,0.00468554795911826,2034,2034,25.31,4.86524470716593
"625","SCilho","0.99","EE",99,0.01822387,135,0.899939351991448,0.00358366170622045,1169,1169,134.27,9.20787432011045
"626","SCilho","0.95","EE",100,0.01787028,135,0.899939351991448,0.00718883491684979,1169,1169,132.57,9.43907096096118
"627","SCilho","0.9","EE",98,0.01792977,135,0.899939351991448,0.010966497521692,1169,1169,132.07,7.72671477486527
"628","SCilho","0.85","EE",100,0.01871349,135,0.899939351991448,0.0144797857566736,1169,1169,137.41,9.78671022201521
"629","SCilho","0.8","EE",99,0.01762491,135,0.899939351991448,0.0185953705347905,1169,1169,131.66,8.89809876412718
"630","SCilho","0.75","EE",100,0.0182402,135,0.899939351991448,0.0227638245417895,1169,1169,134.51,9.1447340921517
"631","SCilho","0.7","EE",100,0.01832925,135,0.899939351991448,0.0278248616062327,1169,1169,134.47,8.71253016167989
"632","SCilho","0.65","EE",100,0.01510218,135,0.899939351991448,0.0339965924629873,1169,1169,129.51,10.1468958282568
"633","SCilho","0.6","EE",100,0.01537911,135,0.899939351991448,0.0411005427481786,1169,1169,131.86,9.26601262134851
"634","SCilho","0.55","EE",99,0.01589957,135,0.899939351991448,0.0494454036446187,1169,1169,134.56,8.82297276913221
"635","SCilho","0.5","EE",100,0.01602895,135,0.899939351991448,0.0596368131648119,1169,1169,135.45,9.03458562269114
"636","SCilho","0.25","EE",100,0.01191765,135,0.899939351991448,0.185767088768698,1169,1169,135.52,9.11927695166739
"637","SCilho2","0.99","EE",96,0.006791216,157,0.884932951426624,0.00241779293692552,1738,1738,155.79,10.268412877865
"638","SCilho2","0.95","EE",96,0.0128411,157,0.884932951426624,0.00477953179182493,1738,1738,152.49,8.33332727272507
"639","SCilho2","0.9","EE",96,0.01332311,157,0.884932951426624,0.00715860357239272,1738,1738,157.82,9.83744649466281
"640","SCilho2","0.85","EE",96,0.01325207,157,0.884932951426624,0.00959822734430858,1738,1738,158.89,11.9399972928613
"641","SCilho2","0.8","EE",94,0.01320802,157,0.884932951426624,0.0123082633206444,1738,1738,156.53,10.4605608517581
"642","SCilho2","0.75","EE",100,0.01332792,157,0.884932951426624,0.0151190848889615,1738,1738,156.49,9.91733000073278
"643","SCilho2","0.7","EE",92,0.01294228,157,0.884932951426624,0.0186252177823022,1738,1738,153.22,11.4676356179758
"644","SCilho2","0.65","EE",96,0.01308932,157,0.884932951426624,0.0225578600930018,1738,1738,155.37,9.90730268360902
"645","SCilho2","0.6","EE",96,0.01353479,157,0.884932951426624,0.0270250993297678,1738,1738,157.6,9.02521719708426
"646","SCilho2","0.55","EE",98,0.0118023,157,0.884932951426624,0.0328447166690891,1738,1738,158.33,10.9045954542203
"647","SCilho2","0.5","EE",92,0.01113983,157,0.884932951426624,0.0392891644537957,1738,1738,151.73,10.2571532073569
"648","SCilho2","0.25","EE",95,0.010169873,157,0.884932951426624,0.121798329693391,1738,1738,153.41,8.96355696893558
"649","SCorle","0.99","EE",100,0.004504101,112,0.528689726683852,0.00125891716727958,1938,1938,111.52,7.76352518076184
"650","SCorle","0.95","EE",100,0.006601597,112,0.528689726683852,0.00254593827984398,1938,1938,111.92,8.62188898658349
"651","SCorle","0.9","EE",99,0.006720157,112,0.528689726683852,0.0038268751205365,1938,1938,111.18,9.06138437925943
"652","SCorle","0.85","EE",100,0.006578207,112,0.528689726683852,0.00516409319523026,1938,1938,112.4,8.25355754333924
"653","SCorle","0.8","EE",99,0.006497942,112,0.528689726683852,0.00657224345231985,1938,1938,109.14,8.15137095738186
"654","SCorle","0.75","EE",100,0.00663201,112,0.528689726683852,0.00820767135192504,1938,1938,112.83,8.24015175892417
"655","SCorle","0.7","EE",94,0.00629756,112,0.528689726683852,0.00999840510819888,1938,1938,107.22,8.23466435076118
"656","SCorle","0.65","EE",99,0.006437158,112,0.528689726683852,0.0121590419346906,1938,1938,109.77,8.64081809632267
"657","SCorle","0.6","EE",100,0.006573254,112,0.528689726683852,0.0146813409737108,1938,1938,111.38,7.83772281915474
"658","SCorle","0.55","EE",98,0.008396454,112,0.528689726683852,0.0178456612402429,1938,1938,113.94,9.29300812439115
