"SiteCode"	"kernel_percentil"	"S.medio"	"S.var"	"p"	"S.obs"	"DA"	"N"	"txt.file"	"kernel_type"	"kernel_code"	"dist_0"	"kernel"	"U"	"U.var"	"KS"	"KS.var"	"KS_p"	"KS_p.var"	"GOF"	"date"
"BAuruc"	0.7	233.96	13.4283884424609	0.769444718591026	230	1784	1784	"ref1425_BA_2296.txt"	"laplace"	"2"	2.36756861905189	1.69179396108449	0.02489408	5.92176001777778e-07	0.060269023995248	0.000418182467229998	0.74034943017282	0.0655978755464435	100	"yes"
"BAuruc"	0.75	230.39	11.7790217562985	0.769444718591026	230	1784	1784	"ref1425_BA_2296.txt"	"laplace"	"2"	2.36756861905189	1.53736261203975	0.02395602	3.19630784000001e-07	0.0626797767813535	0.00039520072376969	0.727037200389757	0.0681253865111752	99	"yes"
"BAuruc"	0.8	232.13	12.7712231761152	0.769444718591026	230	1784	1784	"ref1425_BA_2296.txt"	"laplace"	"2"	2.36756861905189	1.38229919805857	0.02421173	3.53993782333334e-07	0.0606794181686306	0.000338014797200859	0.756545394289194	0.0591959382830141	99	"yes"
"BAuruc"	0.85	224.92	10.6985130657574	0.769444718591026	230	1784	1784	"ref1425_BA_2296.txt"	"laplace"	"2"	2.36756861905189	1.22345421144872	0.02305882	7.64565601777778e-07	0.0660729566701109	0.000449021206773967	0.685069791631153	0.0756399943225717	100	"yes"
"BAuruc"	0.9	224.9	11.072305974636	0.769444718591026	230	1784	1784	"ref1425_BA_2296.txt"	"laplace"	"2"	2.36756861905189	1.05863875168664	0.02305592	3.57682530666666e-07	0.0679993900487965	0.000486855540258566	0.656191684424343	0.0745647433034134	99	"yes"
"BAuruc"	0.95	225.22	11.8386287767263	0.769444718591026	230	1784	1784	"ref1425_BA_2296.txt"	"laplace"	"2"	2.36756861905189	0.855277446549211	0.0233634	3.53937179999999e-07	0.0683111772110373	0.000525008585138867	0.651655608265007	0.0796054835256693	99	"yes"
"BAuruc"	0.99	226.79	10.9436527427334	0.769444718591026	230	1784	1784	"ref1425_BA_2296.txt"	"laplace"	"2"	2.36756861905189	0.60526482681386	0.01260902	4.17862479555556e-07	0.0649109231284314	0.000423866012178064	0.698259852854039	0.0627434512815408	99	"yes"
"ESsoor"	0.25	230.6	11.9823101936045	1	226	1468	1468	"ref8_ES_10.txt"	"laplace"	"2"	2.6099787548594	4.78669098184422	0.02523688	7.01732640000002e-08	0.0702578395250463	0.000302545347310781	0.630017238050607	0.0620981869881933	100	"yes"
"ESsoor"	0.5	219.49	12.0591932323079	1	226	1468	1468	"ref8_ES_10.txt"	"laplace"	"2"	2.6099787548594	2.72692907168088	0.02723905	7.82600624999999e-07	0.0742757042199412	0.000426389648898158	0.590227705232248	0.0669211450856492	98	"yes"
"ESsoor"	0.55	227.21	10.6270999113235	1	226	1468	1468	"ref8_ES_10.txt"	"laplace"	"2"	2.6099787548594	2.4772349699	0.02938896	3.47551573377778e-06	0.0710653649523461	0.000299359912278329	0.623957359397654	0.0595142222358773	100	"yes"
"ESsoor"	0.6	216.03	12.7947708700141	1	226	1468	1468	"ref8_ES_10.txt"	"laplace"	"2"	2.6099787548594	2.26459907703493	0.02646914	3.26982833777779e-07	0.0754894889062861	0.000466623784122499	0.582822061695732	0.0764875845439626	98	"yes"
"ESsoor"	0.65	219.59	11.2600976008114	1	226	1468	1468	"ref8_ES_10.txt"	"laplace"	"2"	2.6099787548594	2.06118940355428	0.03020272	6.67224330666668e-07	0.077578387798635	0.000292470013828615	0.536442661855154	0.0565736891451272	100	"yes"
"ESsoor"	0.7	228.77	10.5455768888758	1	226	1468	1468	"ref8_ES_10.txt"	"laplace"	"2"	2.6099787548594	1.86951467878243	0.03197059	3.19246221000001e-07	0.070368637326113	0.000415439815305567	0.626622676301195	0.0692544610949721	100	"yes"
