"SiteCode"	"kernel"	"rep"	"theta"	"m"
"BAjuss"	"0.5"	"96"	91.506838801142	0.333614545340094
"BAjuss"	"0.5"	"97"	66.9382382584716	0.469490077893571
"BAjuss"	"0.5"	"98"	76.3216413822988	0.643883083722396
"BAjuss"	"0.5"	"99"	58.9938710186997	0.99947561634438
"BAjuss"	"0.5"	"100"	72.5681600490636	0.582745826983042
"BAjuss"	"0.55"	"1"	214.685785006196	0.0838301566303352
"BAjuss"	"0.55"	"2"	58.7772506409446	0.647582432540733
"BAjuss"	"0.55"	"3"	58.9039649492566	0.780489035157941
"BAjuss"	"0.55"	"4"	54.3975254830268	0.994007953091719
"BAjuss"	"0.55"	"5"	52.7090653506998	0.813284481987652
"BAjuss"	"0.55"	"6"	192.811705456956	0.0818197213713308
"BAjuss"	"0.55"	"7"	75.0840336107286	0.470526385149613
"BAjuss"	"0.55"	"8"	55.719928724023	0.668415001751526
"BAjuss"	"0.55"	"9"	66.1682102529966	0.397136484101963
"BAjuss"	"0.55"	"10"	178.349636079729	0.111280177866428
"BAjuss"	"0.55"	"11"	62.1511223149068	0.658988365431788
"BAjuss"	"0.55"	"12"	62.5177832415399	0.996010900524749
"BAjuss"	"0.55"	"13"	59.5364943734221	0.994937932346737
"BAjuss"	"0.55"	"14"	56.1919483753554	0.999971344326701
"BAjuss"	"0.55"	"15"	72.6167029671557	0.933094695736512
"BAjuss"	"0.55"	"16"	60.0624722917528	0.999748078035335
"BAjuss"	"0.55"	"17"	63.1323561189247	0.918121935651245
"BAjuss"	"0.55"	"18"	64.5176417792879	0.564261305832152
"BAjuss"	"0.55"	"19"	58.4842637787039	0.523845558941886
"BAjuss"	"0.55"	"20"	66.6267633612819	0.923205495475471
"BAjuss"	"0.55"	"21"	59.0808144861212	0.773073735818262
"BAjuss"	"0.55"	"22"	60.4323725752706	0.999492119280604
"BAjuss"	"0.55"	"23"	68.0695919396692	0.592594607478326
"BAjuss"	"0.55"	"24"	54.0062962434035	0.997538527992269
"BAjuss"	"0.55"	"25"	64.6878203083047	0.508026502512476
"BAjuss"	"0.55"	"26"	57.492557244297	0.932307233719937
"BAjuss"	"0.55"	"27"	62.2938881940608	0.597097373734438
"BAjuss"	"0.55"	"28"	226.881354079253	0.0909879181245977
"BAjuss"	"0.55"	"29"	67.0942571882117	0.74657650886858
"BAjuss"	"0.55"	"30"	77.2398972226123	0.530104112095315
"BAjuss"	"0.55"	"31"	63.5526306191965	0.573527342475194
"BAjuss"	"0.55"	"32"	65.829010443018	0.572562381795912
"BAjuss"	"0.55"	"33"	54.4220345337589	0.999601157130451
"BAjuss"	"0.55"	"34"	63.3786540587469	0.999929058474019
"BAjuss"	"0.55"	"35"	55.9589350128358	0.948085354408722
"BAjuss"	"0.55"	"36"	214.042913458714	0.0904399307726597
"BAjuss"	"0.55"	"37"	53.1922685196903	0.877603265880767
"BAjuss"	"0.55"	"38"	65.370283528289	0.999860338851924
"BAjuss"	"0.55"	"39"	63.1628358343596	0.659608695347386
"BAjuss"	"0.55"	"40"	57.3937924588108	0.980456754191769
"BAjuss"	"0.55"	"41"	57.844150015114	0.79494238385861
"BAjuss"	"0.55"	"42"	71.2786944637959	0.819886913265127
"BAjuss"	"0.55"	"43"	58.5679249580323	0.999979184213627
"BAjuss"	"0.55"	"44"	81.5524653697811	0.439611765479814
"BAjuss"	"0.55"	"45"	55.9866724011266	0.980837850134544
"BAjuss"	"0.55"	"46"	51.2145436660343	0.999969820417529
"BAjuss"	"0.55"	"47"	79.5400714159013	0.561603715803246
"BAjuss"	"0.55"	"48"	64.7258305516642	0.73329388123498
"BAjuss"	"0.55"	"49"	63.2955513352826	0.563000419422767
"BAjuss"	"0.55"	"50"	80.4116887095268	0.407295048623169
"BAjuss"	"0.55"	"51"	75.8693953898323	0.675842569198929
"BAjuss"	"0.55"	"52"	61.5435483185163	0.783430523563312
"BAjuss"	"0.55"	"53"	61.9281057874302	0.999685110264342
"BAjuss"	"0.55"	"54"	58.5566695940713	0.928732346383596
"BAjuss"	"0.55"	"55"	56.5721957634371	0.495896921761961
"BAjuss"	"0.55"	"56"	64.0637123385312	0.577245756408155
"BAjuss"	"0.55"	"57"	68.1331203454232	0.470433575551656
"BAjuss"	"0.55"	"58"	59.619345582581	0.804476720402379
"BAjuss"	"0.55"	"59"	270.7782955151	0.0765387333366067
"BAjuss"	"0.55"	"60"	88.6561354058355	0.267279764707197
"BAjuss"	"0.55"	"61"	59.0632031253128	0.958993855437821
"BAjuss"	"0.55"	"62"	64.5496478655551	0.891753450858479
"BAjuss"	"0.55"	"63"	73.0529432990446	0.362902877304632
"BAjuss"	"0.55"	"64"	237.73906263934	0.0690095064974474
"BAjuss"	"0.55"	"65"	284.058981970819	0.0900927982705552
"BAjuss"	"0.55"	"66"	52.840196865155	0.901594215260446
"BAjuss"	"0.55"	"67"	60.0624722917528	0.999748078035335
"BAjuss"	"0.55"	"68"	64.7445947543197	0.554107423898353
"BAjuss"	"0.55"	"69"	55.3195156413155	0.99963278422079
"BAjuss"	"0.55"	"70"	63.4567733450375	0.901885916835055
"BAjuss"	"0.55"	"71"	62.5282928677755	0.786598698445634
"BAjuss"	"0.55"	"72"	58.0746776011416	0.866324855153326
"BAjuss"	"0.55"	"73"	61.9604650269542	0.716804976930545
"BAjuss"	"0.55"	"74"	57.3973025802274	0.817359821163775
"BAjuss"	"0.55"	"75"	87.5608273255433	0.325615947997404
"BAjuss"	"0.55"	"76"	60.4431921419478	0.999940465147105
"BAjuss"	"0.55"	"77"	72.3238938635711	0.951154781201338
"BAjuss"	"0.55"	"78"	64.3372612853216	0.998667145030983
"BAjuss"	"0.55"	"79"	65.3302128461855	0.64839326716174
"BAjuss"	"0.55"	"80"	63.3874158544525	0.773360299064026
"BAjuss"	"0.55"	"81"	56.9923607309007	0.612769693812836
"BAjuss"	"0.55"	"82"	65.1572824947276	0.668995152351568
"BAjuss"	"0.55"	"83"	59.0421016880414	0.999833997139915
"BAjuss"	"0.55"	"84"	63.8824401152984	0.902451492835429
"BAjuss"	"0.55"	"85"	63.7921644386988	0.998166670485038
"BAjuss"	"0.55"	"86"	190.117719306879	0.100078225786829
"BAjuss"	"0.55"	"87"	52.48662325925	0.999904887948828
"BAjuss"	"0.55"	"88"	76.5044833142645	0.545471628588953
"BAjuss"	"0.55"	"89"	77.9324545006168	0.478339661362869
"BAjuss"	"0.55"	"90"	185.063745824286	0.0912219185381828
"BAjuss"	"0.55"	"91"	74.327629931113	0.373132829159099
"BAjuss"	"0.55"	"92"	66.8980752624422	0.456014015804782
"BAjuss"	"0.55"	"93"	73.6528664186565	0.436018674860365
"BAjuss"	"0.55"	"94"	64.0937588674198	0.539551934609553
"BAjuss"	"0.55"	"95"	71.1067462033716	0.675416519435898
"BAjuss"	"0.55"	"96"	57.2692372205559	0.879042883863188
"BAjuss"	"0.55"	"97"	72.9202406104467	0.51389067643127
"BAjuss"	"0.55"	"98"	64.320666879072	0.550052021343879
"BAjuss"	"0.55"	"99"	66.2867674043581	0.485106540810783
"BAjuss"	"0.55"	"100"	52.9722787369179	0.890222183243824
"BAjuss"	"0.6"	"1"	75.3191819275172	0.540166901678464
"BAjuss"	"0.6"	"2"	62.180152852229	0.637355458340117
"BAjuss"	"0.6"	"3"	55.6894122269835	0.999847897180616
"BAjuss"	"0.6"	"4"	58.0318943971555	0.808657607388058
"BAjuss"	"0.6"	"5"	55.4198084941921	0.88578602134245
"BAjuss"	"0.6"	"6"	54.8145755941002	0.797995036837612
"BAjuss"	"0.6"	"7"	65.6180250960445	0.950660157434688
"BAjuss"	"0.6"	"8"	63.3867607929246	0.59869142483028
"BAjuss"	"0.6"	"9"	61.7232534862775	0.656708808956674
"BAjuss"	"0.6"	"10"	58.5928545132378	0.998497855828971
"BAjuss"	"0.6"	"11"	83.5293806235267	0.278873077216161
"BAjuss"	"0.6"	"12"	65.7219872638591	0.999755639087285
"BAjuss"	"0.6"	"13"	70.3248016200891	0.999889243742123
"BAjuss"	"0.6"	"14"	58.3689592325778	0.976904804307296
"BAjuss"	"0.6"	"15"	70.5404672416689	0.758383476806885
"BAjuss"	"0.6"	"16"	61.2565282953206	0.880928254357703
"BAjuss"	"0.6"	"17"	69.4040829621793	0.78678239230333
"BAjuss"	"0.6"	"18"	60.9564432739826	0.999950277485799
"BAjuss"	"0.6"	"19"	71.5980004190813	0.501016082421228
"BAjuss"	"0.6"	"20"	79.8688928058523	0.467316392348508
"BAjuss"	"0.6"	"21"	74.4969474124366	0.444776065182845
"BAjuss"	"0.6"	"22"	64.2889856980165	0.999582422597493
"BAjuss"	"0.6"	"23"	56.2373791143475	0.994866329924499
"BAjuss"	"0.6"	"24"	65.7139464285889	0.405317627495379
"BAjuss"	"0.6"	"25"	61.8381500740724	0.998857135046474
"BAjuss"	"0.6"	"26"	71.0274452111855	0.764437661003251
"BAjuss"	"0.6"	"27"	63.0035106628411	0.649386576380221
"BAjuss"	"0.6"	"28"	66.4137256617288	0.849048132443326
"BAjuss"	"0.6"	"29"	69.137144057562	0.531885372798187
"BAjuss"	"0.6"	"30"	65.7546369325308	0.855295011395554
"BAjuss"	"0.6"	"31"	55.6881374157412	0.999906288893402
"BAjuss"	"0.6"	"32"	65.2660329202635	0.830667334741233
"BAjuss"	"0.6"	"33"	59.4943937719224	0.999974537379482
"BAjuss"	"0.6"	"34"	59.0613827320327	0.999936792744172
"BAjuss"	"0.6"	"35"	64.1795502903854	0.69060498027361
"BAjuss"	"0.6"	"36"	69.3519128494757	0.999695287716485
"BAjuss"	"0.6"	"37"	53.961029013433	0.789709071180227
"BAjuss"	"0.6"	"38"	58.536573816201	0.999682593389697
"BAjuss"	"0.6"	"39"	70.0952826901378	0.522383803429366
"BAjuss"	"0.6"	"40"	59.233301304957	0.944985574632839
"BAjuss"	"0.6"	"41"	145.945643579942	0.0827141172642277
"BAjuss"	"0.6"	"42"	75.931790983444	0.587207758780527
"BAjuss"	"0.6"	"43"	61.494629840348	0.999934055104952
"BAjuss"	"0.6"	"44"	74.869923097023	0.665259476610697
"BAjuss"	"0.6"	"45"	54.2869613046815	0.895512039177342
"BAjuss"	"0.6"	"46"	55.0443492545305	0.81510291857662
"BAjuss"	"0.6"	"47"	74.0172379984402	0.891607112046904
"BAjuss"	"0.6"	"48"	63.4126502358473	0.744427475928227
"BAjuss"	"0.6"	"49"	71.9189670442969	0.508221686316056
"BAjuss"	"0.6"	"50"	69.6267881460565	0.873501946842793
"BAjuss"	"0.6"	"51"	76.294899907734	0.47130693763107
"BAjuss"	"0.6"	"52"	67.7408437954164	0.620014303559252
"BAjuss"	"0.6"	"53"	71.3410315750436	0.565472347655729
"BAjuss"	"0.6"	"54"	58.9982749358919	0.999939079125673
"BAjuss"	"0.6"	"55"	51.2021329097236	0.995758970883737
"BAjuss"	"0.6"	"56"	49.9100491613512	0.999380555573502
"BAjuss"	"0.6"	"57"	61.9987265013487	0.761801480906119
"BAjuss"	"0.6"	"58"	58.9101941864611	0.843615572246111
"BAjuss"	"0.6"	"59"	66.351390239093	0.732037273347699
"BAjuss"	"0.6"	"60"	186.010647058053	0.0850316853745542
"BAjuss"	"0.6"	"61"	59.9960412745339	0.999950084620956
"BAjuss"	"0.6"	"62"	64.2230704324965	0.660204311183992
"BAjuss"	"0.6"	"63"	54.6438779202325	0.584124136413441
"BAjuss"	"0.6"	"64"	64.4446447154729	0.697881041494974
"BAjuss"	"0.6"	"65"	62.8774212146272	0.846322269988823
"BAjuss"	"0.6"	"66"	55.3487034786777	0.996646829295868
"BAjuss"	"0.6"	"67"	78.9144038761621	0.3272437922437
"BAjuss"	"0.6"	"68"	76.4765248666543	0.547276065249111
"BAjuss"	"0.6"	"69"	73.5508186967591	0.540902468715999
"BAjuss"	"0.6"	"70"	270.043457568706	0.0766162682437322
"BAjuss"	"0.6"	"71"	72.735345297926	0.429181736388221
"BAjuss"	"0.6"	"72"	60.8782527316343	0.794225227879377
"BAjuss"	"0.6"	"73"	62.8018861005758	0.469037339269944
"BAjuss"	"0.6"	"74"	62.5113720027063	0.59175960343543
"BAjuss"	"0.6"	"75"	67.2509926328888	0.999685218353941
"BAjuss"	"0.6"	"76"	57.6121117900763	0.999545577974615
"BAjuss"	"0.6"	"77"	52.9721018706628	0.998382178740128
"BAjuss"	"0.6"	"78"	64.8358351779876	0.999882192972702
"BAjuss"	"0.6"	"79"	59.0602509548366	0.9949279659908
"BAjuss"	"0.6"	"80"	78.9834984088922	0.387457988568657
"BAjuss"	"0.6"	"81"	60.3943180461399	0.999776338595443
"BAjuss"	"0.6"	"82"	47.7476361581842	0.868837417023875
"BAjuss"	"0.6"	"83"	72.7552712496318	0.738803634375403
"BAjuss"	"0.6"	"84"	79.9674254744596	0.512255036133937
"BAjuss"	"0.6"	"85"	98.3499062490996	0.243458686503407
"BAjuss"	"0.6"	"86"	62.5177832415399	0.996010900524749
"BAjuss"	"0.6"	"87"	58.7290783017542	0.827503587067475
"BAjuss"	"0.6"	"88"	62.8942362340623	0.744112528758384
"BAjuss"	"0.6"	"89"	65.0708396219918	0.921708471869334
"BAjuss"	"0.6"	"90"	69.8394697441043	0.999616275504785
"BAjuss"	"0.6"	"91"	64.2230704324965	0.660204311183992
"BAjuss"	"0.6"	"92"	68.8967915677353	0.454559857071327
"BAjuss"	"0.6"	"93"	62.673280919519	0.708387310535298
"BAjuss"	"0.6"	"94"	83.035925685643	0.495074574717215
"BAjuss"	"0.6"	"95"	69.8756264727482	0.444764356827038
"BAjuss"	"0.6"	"96"	68.0351957368127	0.796613169751442
"BAjuss"	"0.6"	"97"	59.4005657597055	0.904629023912633
"BAjuss"	"0.6"	"98"	231.273153337264	0.0961845911153111
"BAjuss"	"0.6"	"99"	69.3695485464475	0.585447993230187
"BAjuss"	"0.6"	"100"	58.070078705212	0.806314602011258
"BAjuss"	"0.65"	"1"	63.8999697458183	0.997461502390514
"BAjuss"	"0.65"	"2"	58.5657102274899	0.999570479337789
"BAjuss"	"0.65"	"3"	67.3138487614947	0.830066335938496
"BAjuss"	"0.65"	"4"	80.2523719307505	0.345856790405827
"BAjuss"	"0.65"	"5"	66.29044099936	0.442440144842864
"BAjuss"	"0.65"	"6"	53.6082406608203	0.984180775137239
"BAjuss"	"0.65"	"7"	67.5051589654728	0.364906524628473
"BAjuss"	"0.65"	"8"	80.9284672710255	0.346237409973012
"BAjuss"	"0.65"	"9"	49.6135658851663	0.862675464666311
"BAjuss"	"0.65"	"10"	115.06768590926	0.200464383990946
